LON,LAT,ESTADO,CVE_SIH,NOMBRE_ESTACION,SEP
-110.22,30,SON,ACNSO,ACONCHI,106
-111.73,30.72,SON,ALTSO,ALTAR,23
-109.94,27.48,SON,AOBSO,PRESA ALVARO OBREGON,64.4
-109.54,31.33,SON,APTSO,AGUA PRIETA,43
-109.1,27.23,SON,ARCSO,PRESA ADOLFO RUIZ CORTINEZ,123
-109.09,30.07,SON,ARISO,ARIBABI,94.9
-110.92,29.08,SON,ARLSO,PRESA ABELARDO RODRIGUEZ LUJAN,44.1
-110.17,30.34,SON,ARZSO,ARIZPE,30.9
-110.24,30.6,SON,BCNSO,BACANUCHI,24
-108.93,30.36,SON,BCRSO,BACERAC,16.3
-109.97,27.3,SON,C1CSO,C. 1200 Y CANAL BAJO,77.9
-110.01,27.48,SON,C2CSO,C. 200 Y CANAL BAJO,138
-109.98,27.41,SON,C6CSO,C. 600 Y CANAL BAJO,124.5
-109.63,27.42,SON,CCRSO,COCORAQUE,137.5
-111.52,30.88,SON,CHTSO,PRESA CUAUHTEMOC,3
-110.74,29.47,SON,CJNSO,EL CAJON,110.3
-109.94,27.5,SON,COBSO,CIUDAD OBREGON,85.5
-110.25,27.43,SON,CP6SO,C. 4 Y PROLONGACION 6,90.5
-109.64,27.24,SON,CRCSO,CARCAMO,78
-108.76,26.6,SON,CZNSO,CAZANATE,234.3
-109.23,29.2,SON,ECBSO,EL CUBIL,34.9
-109.64,28.95,SON,EN2SO,NOVILLO II,131.8
-110.8,27.95,SON,EPLSO,EMPALME,13
-110.85,27.95,SON,GYMSO,GUAYMAS,18.9
-110.92,29.07,SON,HM2SO,HERMOSILLO OBSERVATORIO,72.1
-110.93,29.07,SON,HMNSO,HERMOSILLO,152.6
-109.9,27.71,SON,HORSO,HORNOS,122.1
-108.96,30.21,SON,HSHSO,HUACHINERA,110
-110.89,30.76,SON,IMRSO,IMURIS,36.6
-110.39,28.43,SON,IRASO,P. IGNACIO R. A LA TORRE,85
-109.9,27.71,SON,K14SO,KM. 14 DE CANAL ALTO,96
-108.87,27.64,SON,K25SO,KM. 25 DE CANAL ALTO,96
-109.87,27.56,SON,K39SO,KM. 39 DE CANAL ALTO,106
-109.86,27.35,SON,K68SO,KM. 68 DE CANAL ALTO,19.5
-109.93,27.48,SON,K91SO,KM. 91 DE CANAL ALTO,124
-109.39,30.44,SON,LCDSO,PRESA LA ANGOSTURA,13.2
-110.14,29,SON,MZTSO,MAZATAN,87.2
-109.69,30.37,SON,NCZSO,NACOZARI,30.8
-110.95,31.32,SON,NGLSO,NOGALES,43.6
-109.44,27.07,SON,NVJSO,NAVOJOA,23
-112.85,31.87,SON,NYNSO,SONOYTA,15
-109.93,27.37,SON,OBOSO,OBSERVATORIO CIUDAD OBREGON,51.7
-110.71,29.23,SON,ORGSO,EL OREGANO,108.9
-109.08,29.43,SON,PDNSO,PASO NACORI,46.4
-109.63,28.98,SON,PECSO,PRESA PLUTARCO ELIAS CALLES,132.3
-109.93,27.6,SON,PFDSO,PORFIRIO DIAZ,128.5
-110.43,29.4,SON,PMOSO,EL MOLINITO,90
-113.58,31.3,SON,PT2SO,PUERTO PE—ASCO,1.8
-110.31,28.34,SON,PTASO,PUNTA DE AGUA,74.4
-112.12,30.7,SON,PTQSO,PITIQUITO,46
-111.02,30.05,SON,QRBSO,QUEROBABI,39.9
-110.57,29.71,SON,RAYSO,RAYON,149
-108.88,27.41,SON,SBNSO,SAN BERNARDO,110.2
-110.35,28.71,SON,SJPSO,SAN JOSE DE PIMAS                   *,54.5
-111.45,30.39,SON,SRSSO,SANTA ROSA II,25.9
-109.5,29.53,SON,TPCSO,TEPACHE,89.4
-109.21,27.66,SON,TSOSO,TESOCOMA,138
-110.29,27.64,SON,VCMSO,VICAM,38.9
-109.84,27.13,SON,VJZSO,VILLA JUAREZ,37.5
-108.92,28.37,SON,YC2SO,"YECORA, SON. AUTOMATICA",1.3
-108.93,28.37,SON,YCRSO,YECORA,43
-91.48,17.43,TAB,BDCTB,BOCA DEL CERRO,339.3
-93.41,17.81,TAB,CARTB,CARDENAS,280
-92.92,17.98,TAB,EMUTB,VILLAHERMOSA,195.2
-92.81,18.04,TAB,EPOTB,EL PORVENIR,188.6
-91.75,17.75,TAB,EZATB,E. ZAPATA,21.5
-93,17.98,TAB,GONTB,GONZALEZ,181.5
-92.6,17.77,TAB,MACTB,MACUSPANA,201.3
-92.88,17.85,TAB,PNVTB,PUEBLO NUEVO,293.2
-92.94,17.57,TAB,PUYTB,PUYACATENGO,353.7
-93.29,17.98,TAB,SAMTB,SAMARIA,199.9
-92.92,17.5,TAB,SJOTB,SAN JOAQUIN,290.5
-91.16,17.79,TAB,SPTTB,SAN PEDRO,227.9
-92.82,17.47,TAB,TAPTB,TAPIJULAPA,372.5
-92.97,17.57,TAB,TEATB,TEAPA,406.6
-98.39,24.07,TAMPS,ABSTP,ABASOLO,515.2
-99.1,22.95,TAMPS,AHLTP,AHUALULCO,458.9
-97.93,22.39,TAMPS,BALTP,BOMBAS ALTAMIRA,441.6
-99.12,24.08,TAMPS,BR1TP,EL BARRETAL I,565
-99.22,24.1,TAMPS,BRRTP,EL BARRETAL,588.3
-98.6,26.24,TAMPS,CDOTP,S-J-2-18 CIUDAD DIAZ ORDAZ,112.4
-98.8,26.25,TAMPS,CMGTP,S-J-2-11 CAMARGO,210.8
-99.25,26.92,TAMPS,CMRTP,MIER,175.4
-97.82,25.64,TAMPS,CONTP,CONTROL,312.8
-98.94,23.94,TAMPS,CORTP,CORONA,472
-99.17,23.72,TAMPS,CVCTP,CIUDAD VICTORIA OBSERVATORIO,492.8
-99.19,23.73,TAMPS,CVTTP,CD. VICTORIA (GERENCIA),491.5
-99.08,23.38,TAMPS,ENNTP,LA ENCANTADA,321.8
-98.69,22.62,TAMPS,ERCTP,PRESA ESTUDIANTE RAMIRO CABALLERO,380.6
-98.16,24.84,TAMPS,FDOTP,SAN FERNANDO,448
-99.12,22.83,TAMPS,LSRTP,LA SERVILLETA,540.6
-99.55,24.57,TAMPS,MAGTP,MAGUEYES,643.8
-97.52,25.83,TAMPS,MATTP,MATAMOROS,300.8
-97.84,22.28,TAMPS,MDRTP,MADERO,308.2
-99.04,26.37,TAMPS,MGATP,S-J-1-2 MIGUEL ALEMAN,193.1
-98.72,22.79,TAMPS,MGSTP,MAGISCATZIN,281.6
-99.43,23.92,TAMPS,MHGTP,MIGUEL HIDALGO,555.6
-98.92,26.23,TAMPS,MRGTP,PRESA MARTE R. GOMEZ,196.5
-98.9,24.05,TAMPS,PADTP,PADILLA,544.6
-97.8,25.8,TAMPS,PANTP,PUEBLO ANAHUAC,308.1
-98.75,23.73,TAMPS,PDMTP,PASO DE MOLINA,632.2
-98.9,24.14,TAMPS,PILTP,PILON,508.3
-99.55,24.23,TAMPS,PJMTP,PRESA PEDRO J. MENDEZ,627.7
-99.58,24.18,TAMPS,PVLTP,PUERTO DE VALLES,773.7
-99,22.85,TAMPS,RFRTP,RIO FRIO,471.8
-98,25.97,TAMPS,RIBTP,RIO BRAVO,187.8
-97.99,23.26,TAMPS,RSPTP,REPUBLICA ESPAÒOLA,632.5
-98.88,26.17,TAMPS,RYNTP,S-J-2-9 REYNOSA,167.1
-99.09,23.02,TAMPS,SBNTP,SABINAS,291.4
-98.87,22.78,TAMPS,SDATP,PRESA SACA DE AGUA,261.3
-98.79,23.08,TAMPS,SGBTP,SAN GABRIEL,220.3
-98.21,23.77,TAMPS,SLMTP,SOTO LA MARINA,722.1
-98.8,22.95,TAMPS,SLZTP,PRESA SAN LORENZO,214
-97.88,22.24,TAMPS,TMPTP,TAMPICO,547.8
-98.42,22.42,TAMPS,TMSTP,TAMESI,300
-97.8,25.91,TAMPS,VCATP,VILLA CARDENAS,241.6
-98.55,23.97,TAMPS,VGRTP,PRESA VICENTE GUERRERO,556.4
-97.8,25.7,TAMPS,VHMTP,VALLE HERMOSO,330.1
-98.1,19.4,TLAX,APITL,APIZACO,226
-98.56,19.59,TLAX,CPPTL,CALPULALPAN,154
-97.74,19.3,TLAX,CUATL,CUAPIAXTLA,102.3
-97.65,19.32,TLAX,ECTTL,EL CARMEN TEQUEXQUITLA,127
-97.95,19.31,TLAX,HUATL,"Huamantla, Tlax.  SMN*",164.1
-97.91,19.32,TLAX,HMTTL,HUAMANTLA,192.9
-98.2,19.4,TLAX,OBSTL,OBSERVATORIO,239.8
-98.2,19.55,TLAX,SJATL,SAN JOSE ATLANGA,276
-98.18,19.12,TLAX,SPMTL,SAN PABLO DEL MONTE,339.3
-98.24,19.22,TLAX,ZACTL,ZACATELCO,185.1
-97.92,19.2,TLAX,ZITTL,ZITLALTEPEC                         *,274.7
-96.84,19.7,VER,ACAVC,ACATLAN,578.2
-96.59,19.5,VER,ACTVC,ACTOPAN,336.7
-94.14,18.14,VER,AGDVC,AGUA DULCE (CENTRO),173.1
-97.68,20.93,VER,ALAVC,ALAMO TEMAPACHE,359
-97.23,19.76,VER,ALTVC,ALTOTONGA,886.9
-95.44,18.58,VER,ARCVC,ANGEL R. CABADA,603.7
-96.72,19.71,VER,ATZVC,ATZALAN,825
-96.94,19.59,VER,BANVC,BANDERILLA,588.9
-96.93,19.48,VER,BRIVC,BRIONES,566.3
-95.74,18.37,VER,CACVC,CARLOS CARRILLO,259.2
-94.32,18.11,VER,CB2VC,PB2-LA CANGREJERA,330.5
-95.8,18.3,VER,CCLVC,CHACALTIANGUIS,373.1
-96.7,19.43,VER,CEGVC,"Cerro Gordo, Ver.",616.2
-98.15,21.74,VER,CHYVC,PASO DE PIEDRAS (CHICAYAN),184.7
-97.55,21.07,VER,CLHVC,CHALAHUITE,384.2
-96.94,19.45,VER,COAVC,COATEPEC,529.5
-94.4,18.1,VER,COTVC,COATZACOALCOS,408.2
-96.37,19.36,VER,CRDVC,CARDEL,348.7
-96.65,19.32,VER,CRRVC,CARRIZAL,327.3
-95.3,18.14,VER,CTTVC,COATOTOLAPAN,267.6
-96.36,19.41,VER,ENRVC,EL NARANJILLO,104
-98.33,20.25,VER,ESPVC,EL ESPINAL,813.7
-96.16,19.07,VER,ETEVC,EL TEJAR,366.2
-95.56,18.27,VER,GARVC,GARRO,297.9
-98.44,21.78,VER,HGOVC,EL HIGO,226.5
-98.27,21.16,VER,HLSVC,LOS HULES,395.8
-96.95,19.18,VER,HTSVC,HUATUSCO,564.3
-98.48,20.53,VER,HUYVC,HUAYACOCOTLA,494.3
-96.55,19.4,VER,IDOVC,IDOLOS,358
-96.88,19.6,VER,INCVC,INGENIO CONCEPCION,470.5
-94.67,17.95,VER,JALVC,JALTIPAN,502.4
-95.03,17.43,VER,JCRVC,JESUS CARRANZA,272.8
-94.09,17.87,VER,JDCVC,SAN JOSE DEL CARMEN,322.5
-97.02,19.6,VER,JOYVC,LA JOYA,490.4
-95.35,18.25,VER,LAUVC,LAUCHAPAN,383.2
-94.3,18.1,VER,LCAVC,LA CANGREJERA,344
-95.45,18.23,VER,LCEVC,LA CEIBILLA,344.9
-97.23,18.92,VER,LGRVC,LOMA GRANDE,407.6
-96.98,20.05,VER,LIBVC,LIBERTAD,539.9
-96.39,19.26,VER,LOFVC,LOMA FINA,301
-94.92,17.42,VER,LPEVC,LAS PERLAS,221.8
-97.1,19.65,VER,LVRVC,LAS VIGAS DE RAMIREZ,201
-97.05,20.07,VER,MDTVC,MARTINEZ DE LA TORRE,811.7
-96.34,19.09,VER,MFAVC,MANLIO F. ALTAMIRANO,472
-94.52,17.97,VER,MINVC,MINATITLAN,593
-94.94,18.13,VER,MNZVC,MINZAPAN,397.6
-96.83,19.93,VER,MZNVC,MISANTLA,946.7
-96.87,19.65,VER,NAOVC,NAOLINCO,497.1
-95.52,18.63,VER,NLTVC,"NARANJAL, LERDO DE TEJADA",545.8
-98.51,21.84,VER,OLVVC,EL OLIVO,373.8
-97.1,18.85,VER,ORZVC,ORIZABA,382
-94.33,18.11,VER,PCNVC,PB1-LA CANGREJERA,351
-96.14,19.04,VER,PDTVC,PASO DEL TORO,398.2
-97.81,21.18,VER,PEMVC,PRESA EL MORALILLO,562.7
-97.25,19.58,VER,PERVC,PEROTE,206.9
-98.17,22.05,VER,PNCVC,PANUCO,378.3
-97.32,20.45,VER,PPNVC,PAPANTLA,325
-97.48,20.54,VER,PRCVC,POZA RICA,330.6
-98.34,21.29,VER,PSNVC,PLATON SANCHEZ,326.8
-95.82,17.83,VER,PVCVC,PLAYA VICENTE,606.5
-95.63,18.72,VER,RALVC,RADAR ALVARADO,628.7
-96.71,20.16,VER,RAUVC,EL RAUDAL,648.6
-96.55,19.35,VER,RNCVC,RINCONADA,383
-97.78,20.88,VER,SBTVC,SOMBRERETE,232.1
-95.18,18.45,VER,SIHVC,SIHUAPAN,682.8
-95.13,17.88,VER,SJEVC,SAN JUAN EVANGELISTA,146.9
-95.03,18.52,VER,SONVC,SONTECOMAPAN,508.5
-96.49,19.34,VER,TAMVC,TAMARINDO,345
-96.35,18.45,VER,TBLVC,TIERRA BLANCA,529
-96.97,19.38,VER,TCOVC,TEOCELO,662.5
-94.16,17.57,VER,TMOVC,TIERRA MORADA,321
-98.38,21.52,VER,TMPVC,TEMPOAL,327.1
-96.92,19.81,VER,TNCVC,TENOCHTITLAN,636.1
-98.14,21.04,VER,TRRVC,TERRERILLOS,466.7
-97.42,20.95,VER,TUXVC,"TUXPAN, VER. AUTOMATICA",0
-97.4,20.96,VER,TXPVC,TUXPAN,678.4
-95.42,18.47,VER,TZAVC,TRES ZAPOTES,282.1
-95.7,18.08,VER,VAZVC,VILLA AZUETA,279.5
-96.11,19.15,VER,VERVC,VERACRUZ,492.4
-96.58,19.02,VER,VTEVC,VILLA TEJEDA,289.5
-96.92,19.53,VER,XCEVC,XALAPA CENTRO,467.5
-96.85,19.55,VER,XCFVC,XALAPA CFE,493.8
-96.92,19.53,VER,XOBVC,XALAPA OBSERVATORIO,478.1
-89.35,19.83,YUC,BECYC,BECANCHEN,193.5
-89.58,20.5,YUC,CANYC,CANTAMAYEN,250.1
-89.68,20.65,YUC,CHOYC,CHOCHOLA,347.9
-89.98,20.98,YUC,CICYC,CENTRO DE INV.CIENTIFICA,242.4
-87.78,21.52,YUC,CYOYC,EL CUYO,300.5
-89.58,20.98,YUC,EZAYC,EMILIANO ZAPATA,245.7
-89.63,20.98,YUC,FAEYC,FUERZA AEREA,101.9
-89.66,20.98,YUC,GARYC,GERENCIA REGIONAL,207.7
-89.6,21,YUC,MEOYC,MERIDA OBSERVATORIO,204.9
-89.28,21.08,YUC,MTOYC,MOTUL,283
-89.71,20.49,YUC,MUNYC,MUNA,235.5
-89.39,20.29,YUC,OXKYC,OXKUTZCAB,220.5
-88.95,19.96,YUC,PETYC,PETO,341
-89.6,21.3,YUC,PROYC,PROGRESO,130.8
-89.54,20.4,YUC,TICYC,TICUL,227.5
-88.17,21.16,YUC,TIZYC,TIZIMIN,188.3
-89.05,20.18,YUC,TNTYC,"TANTANQUIN, YUC. AUTOMATICA",293.9
-88.2,20.7,YUC,VALYC,VALLADOLID,425.5
-103.23,22.33,ZAC,ACHZC,ACHIMEC,107.8
-103.46,21.81,ZAC,ATGZC,ATOLINGA,74.5
-102.97,22.82,ZAC,BTEZC,BOCA DEL TESORERO,123
-102.89,22,ZAC,CHIZC,EL CHIQUE,122.4
-101.39,24.62,ZAC,CORZC,CONCEPCION DEL ORO,112.5
-102.35,22.45,ZAC,CUAZC,CD. CUAUHT…MOC,130.5
-103.09,23.69,ZAC,ELCZC,EL CAZADERO,170.7
-102.04,22.67,ZAC,ELSZC,EL SALADILLO,119.1
-103.34,21.65,ZAC,EXCZC,P.MIGUEL ALEMAN (EXCAME),144.3
-102.89,23.17,ZAC,FREZC,FRESNILLO,239.6
-103.09,21.93,ZAC,GJAZC,JOAQUIN AMARO,218
-102.51,22.75,ZAC,GPEZC,GUADALUPE,142.1
-102.46,22.49,ZAC,GRCZC,GENARO CODINA,156
-103.4,24.28,ZAC,JALZC,JUAN ALDAMA,191.1
-103.11,21.4,ZAC,JCHZC,JUCHIPILA,125.8
-103,22.64,ZAC,JERZC,JEREZ,189.2
-102.57,22.78,ZAC,LBUZC,LA BUFA,150.5
-103.6,22.69,ZAC,LFLZC,LA FLORIDA,85
-102.66,23,ZAC,LLBZC,LLANO BLANCO                        *,91.5
-102.25,22.44,ZAC,LMOZC,LUIS MOYA,133.4
-103.38,22.84,ZAC,LOBZC,LOBATOS,106.9
-101.99,22.26,ZAC,LORZC,LORETO,117.5
-103.21,23.18,ZAC,LREZC,LEOBARDO REYNOSO,152.2
-103.44,24.29,ZAC,MGAZC,MIGUEL AUZA,184.6
-103.36,21.21,ZAC,MORZC,MEZQUITAL DEL ORO,200.5
-103.56,22.31,ZAC,MRSZC,MONTE ESCOBEDO,168.7
-102.85,21.36,ZAC,NCTZC,NOCHISTLAN,145
-102.27,22.58,ZAC,OCAZC,OJO CALIENTE,158.9
-102.8,22.35,ZAC,PALZC,PALOMAS,109.1
-101.4,22.12,ZAC,PINZC,PINO SUAREZ,185
-102.9,21.72,ZAC,PMOZC,PRESA MORALE—OS,110.8
-103.03,23.82,ZAC,RGRZC,RIO GRANDE,216.8
-102.88,24.32,ZAC,SFOZC,SAN FRANCISCO,127.7
-103.51,24.29,ZAC,SGOZC,SANTIAGO,187.5
-103.64,23.64,ZAC,SOMZC,SOMBRERETE,147.4
-103.5,22.33,ZAC,STEZC,SANTA TERESA,136.1
-103.11,22.93,ZAC,STRZC,SANTA ROSA,124.6
-102.87,22.1,ZAC,TAYZC,TAYAHUA,128.1
-103.88,23.47,ZAC,TCHZC,CHALCHIHUTES,115.1
-103.46,21.47,ZAC,TGOZC,TEUL DE GONZALEZ  ORTEGA,175.3
-102.79,21.56,ZAC,TLAZC,TLALCHICHILA,173.8
-103.31,21.77,ZAC,TLLZC,TLATENANGO,134.6
-102.34,23.29,ZAC,VCOZC,VILLA DE COSS,213.9
-101.92,22.52,ZAC,VGOZC,VILLA GONZALEZ ORTEGA,139
-101.72,22.35,ZAC,VHGZC,VILLA HIDALGO,171.2
-103.34,21.6,ZAC,VILZC,VILLITA,127.4
-102.58,22.76,ZAC,ZACZC,ZACATECAS,197.2
