LON,LAT,ESTADO,CVE_SIH,NOMBRE_ESTACION,SEP
-98.6,21.17,HGO,ORZHD,SAN FELIPE ORIZATLAN,633.7
-98.74,20.12,HGO,PCHHD,PACHUCA,67.8
-98.75,20.13,HGO,PCOHD,"Pachuca Observatorio, Hgo.",70.8
-98.34,20.06,HGO,PERHD,PRESA LA ESPERANZA,196.1
-99.33,20.73,HGO,PRGHD,P.ROJO GOMEZ (LA PE—A),148
-99.31,19.97,HGO,PRQHD,PRESA REQUENA,170
-99.38,20.44,HGO,PVAHD,PRESA VICENTE AGUIRRE,137
-98.37,20.08,HGO,TLGHD,TULANCINGO,159.4
-99.39,19.84,HGO,TXMHD,TAXHIMAY,213
-99.5,20.66,HGO,ZMPHD,PRESA ZIMAPAN,111.9
-98.65,20.65,HGO,ZXTHD,ZACUALTIPAN,582
-102.44,21.6,JAL,AJJJL,AJOJUCAR,114.1
-103.09,20.4,JAL,ATQJL,ATEQUIZA,210.5
-104.06,19.91,JAL,BBAJL,BASILIO BADILLO,224.6
-103.72,22.4,JAL,BCSJL,BOCAS,69.3
-103.78,21.83,JAL,BLNJL,BOLAÒOS,188.1
-103.47,19.7,JAL,CGZJL,CIUDAD GUZMAN,211.7
-103.2,20.29,JAL,CHAJL,"Chapala 1, Jal.  SMN*",53.4
-104.57,19.23,JAL,CIHJL,CIHUATLAN,510.9
-103.25,22.13,JAL,CLTJL,COLOTLAN,189.8
-105.07,20.03,JAL,CPEJL,CAJON DE PEÒA,759.1
-103.72,20.13,JAL,CRRJL,CORRINCHIS,312.9
-101.7,21.5,JAL,CRTJL,PRESA EL CUARENTA,145.1
-105.05,20.58,JAL,CULJL,CUALE,545.7
-103.45,21.07,JAL,CXTJL,CUIXTLA,240
-103.33,20.73,JAL,EXPJL,LA EXPERIENCIA,244.9
-102.7,20.63,JAL,GRBJL,"GARABATOS, AUTOMATICA",213.2
-103.37,20.67,JAL,GUAJL,GUADALAJARA CENTRO,264.1
-103.4,20.7,JAL,GUCJL,GUADALAJARA COLOMUS,213.7
-102.71,20.29,JAL,JMYJL,JAMAY,139
-103.2,20.3,JAL,LDCJL,LAGO DE CHAPALA,155
-101.92,21.36,JAL,LDMJL,LAGOS DE MORENO,135.9
-102.23,20.48,JAL,PO2JL,"La Polvora, Jal.  GASIR*",168.4
-102.2,20.5,JAL,POLJL,LUGO ZANABRIA-LA POLVORA,203.3
-101.85,21.35,JAL,SA1JL,PRESA LA SAUCEDA,244.1
-101.85,21.35,JAL,SAUJL,LA SAUCEDA,207.5
-102.5,21.3,JAL,SGRJL,SAN GASPAR DE LOS REYES,126.5
-103.71,20.91,JAL,SRSJL,PRESA SANTA ROSA,217.4
-102.58,21.45,JAL,TCAJL,TEOCALTICHE,54.7
-104.32,20.04,JAL,TCTJL,TACOTAN,277.7
-103.2,22.17,JAL,TENJL,TENASCO,204.3
-103.32,20.58,JAL,TLAJL,TLAQUEPAQUE,196.8
-104.12,19.85,JAL,TMLJL,P. TRIGOMIL,283
-103.8,20.6,JAL,VEGJL,LA VEGA,186.8
-103.08,20.07,JAL,VTNJL,"EL VOLANTIN, AUTOMATICA",0.4
-99.35,19.38,MEX,2RSMX,DOS RIOS,356.8
-99.22,19.57,MEX,ARBMX,LAS ARBOLEDAS,258.9
-98.91,19.51,MEX,ATEMX,ATENCO,59
-99.87,19.78,MEX,ATPMX,"Atlacomulco Prepa., MÈx.",184.5
-99.7,19.33,MEX,CALMX,CALIXTLAHUACA,156.9
-99.33,19.4,MEX,CDBMX,CAIDA DEL BORRACHO,107.7
-99.51,19.21,MEX,CGCMX,GERENCIA C.N.A. CODAGEM,199.4
-100.12,19.2,MEX,CHIMX,P. CHILESDO,256
-98.88,19.48,MEX,CHPMX,CHAPINGO,150.8
-98.89,19.26,MEX,CLAMX,CHALCO AUTOMATICA (DF),0
-99.24,19.53,MEX,CLYMX,CALACOAYA,299.7
-99.91,20.15,MEX,CNPMX,PRESA LA CONCEPCION,283.1
-99.63,19.29,MEX,COBMX,C.N.A. OBSERVATORIO,228.6
-100.18,19.1,MEX,COLMX,COLORINES,172
-98.85,19.39,MEX,CTPMX,COATEPEC DE LOS OLIVOS,0
-99.6,19.9,MEX,DNXMX,P. DANXHO,335.5
-99.23,19.45,MEX,EMOMX,MOLINITO,392.3
-98.92,19.58,MEX,GRDMX,LA GRANDE AUTOMATICA,90.7
-98.92,19.58,MEX,GRDMX,"LA GRANDE, MEX",90.7
-99.7,20.07,MEX,HPNMX,P. HUAPANGO,226
-99.77,19.57,MEX,IXCMX,IXTLAHUACA,198
-99.05,19.63,MEX,K27MX,KM. 27+250,166.3
-100.08,19.38,MEX,LBEMX,LOS BERROS,209.1
-99.25,19.63,MEX,LGLMX,LAGO GUADALUPE,0
-99.22,19.48,MEX,MBLMX,MOLINO BLANCO,335
-99.71,19.64,MEX,MLLMX,"SANTA MARIA DEL LLANO, AUTOMATICA",209
-99.19,19.62,MEX,OBSMX,SAN MARTIN OBISPO,229.2
-99.18,19.58,MEX,PBTMX,PRESA BARRIENTOS,179.7
-99.03,19.65,MEX,PCCMX,CHICONAUTLA II,151.5
-99.03,19.73,MEX,PCGMX,P. COLGANTE AUTOMATICA (DF),160
-99.18,19.74,MEX,PCGMX,PUENTE COLGANTE,160
-99.01,19.64,MEX,PCTMX,CHICONAUTLA I,110.7
-99.79,19.82,MEX,PFBMX,PRESA FRANCISCO T. FABELA,244
-99.77,19.46,MEX,PIRMX,P.IGNACIO RAMIREZ (ATOTONILCO),318.8
-99.25,19.43,MEX,PLMMX,PALMAS,353.3
-99.27,19.52,MEX,PM2MX,PRESA MADIN AUTOMATICA (DF),18.5
-99.26,19.53,MEX,PMDMX,PRESA MADIN,306.9
-99.7,20.1,MEX,PMNMX,P. EL MOLINO,156.1
-99.7,20,MEX,PNDMX,P. —ADO,363.5
-99.27,19.52,MEX,PREMX,PRESA MADIN,0
-99.21,19.41,MEX,PTLMX,PRESA TOTOLICA,359.5
-99.6,19.21,MEX,RECMX,RECTORIA,198
-98.91,19.53,MEX,SADMX,SAN ANDRES (TEXCOCO),72.2
-99.7,19.47,MEX,SBBMX,SAN BERNABE (J. ANTONIO ALZATE),329
-99.71,19.21,MEX,SJHMX,S.J. HUERTAS,126.4
-98.87,19.19,MEX,SLAMX,SAN LUIS AMECA                      *,90.4
-98.87,19.19,MEX,SLAMX,SAN LUIS AMECA  AUTOMATICA,90.4
-99.7,19.6,MEX,SLBMX,SAN BARTOLO DEL LLANO,189.5
-99.8,19.33,MEX,TBRMX,TRES BARRANCAS,207.9
-99.94,18.93,MEX,TESMX,TEXCALTITLAN,284.4
-98.9,19.44,MEX,TJCMX,EL TEJOCOTE,145
-100.02,19.9,MEX,TM2MX,TEMASCALCINGO,6.2
-99.96,19.66,MEX,TPTMX,TEPETITLAN,348
-100.28,19.1,MEX,TROMX,TROJES,107.1
-99.28,19.45,MEX,TTLMX,TOTOLICA (HIDROMETRICA),329.8
-99.13,19.91,MEX,TTQMX,TAJO DE TEQUIXQUIAC,101.8
-100.1,19.1,MEX,VBRMX,P. VALLE DE BRAVO,218.8
-99.21,19.51,MEX,VDCMX,VASO DE CRISTO,258.8
-99.33,19.38,MEX,VNDMX,EL VENADO,121.6
-100.05,19.46,MEX,VVCMX,P. VILLA VICTORIA,256.3
-100.94,19.55,MICH,AGOMC,AGOSTITLAN,336.5
-102.27,19.08,MICH,APTMC,APATZINGAN                          *,302.5
-102.42,20.18,MICH,BIBMC,BARRAJE DE IBARRA,236.8
-101.46,20.32,MICH,CBLMC,CASA BLANCA,179.8
-102.27,19.97,MICH,CHAMC,CHAPARACO,111
-100.55,19.7,MICH,CHIMC,CIUDAD HIDALGO,270
-102.75,19.18,MICH,CHLMC,P. CHILATAN,345.5
-100.9,18.5,MICH,CMNMC,CAIMANERA,305.6
-101.28,19.63,MICH,COIMC,COINTZIO,225.9
-101.86,20.21,MICH,CORMC,CORRALES,358.1
-101.86,20.21,MICH,CRRMC,"CORRALES, AUTOMATICA",242.6
-101.26,19.62,MICH,CT2MC,"COINTZIO, AUTOMATICA",0
-102.59,20.25,MICH,CUUMC,CUMUATO,236.8
-100.42,19.39,MICH,DBOMC,EL BOSQUE,238.5
-102.4,20.3,MICH,DGNMC,DE GONZALO,113.2
-100.45,19.97,MICH,EGIMC,EL GIGANTE,135.1
-102.7,19.9,MICH,GUAMC,GUARACHA,180.5
-101.87,18.77,MICH,INFMC,PRESA INFIERNILLO,228.7
-102.6,19.9,MICH,JARMC,JARIPO,135.6
-100.41,19.84,MICH,LDFMC,LAGUNA DEL FRESNO,209
-102.87,19.21,MICH,LOLMC,LOS OLIVOS,310
-102.75,20.15,MICH,LPAMC,LA PALMA,81
-102,20.35,MICH,LPDMC,"La Piedad, Mich.",226.2
-102.9,18.8,MICH,LPNMC,LOS PANCHES,340.3
-102.2,18.8,MICH,LPSMC,LA PASTORIA,327.3
-101.62,19.54,MICH,LPTMC,"LAGO DE PATZCUARO, AUTOMATICA",237.2
-101.1,19.7,MICH,MCEMC,MORELIA CENTRO,166.8
-101.2,19.7,MICH,MNOMC,MORELIA NORTE,222.5
-102.2,17.9,MICH,MOCMC,MELCHOR OCAMPO,223
-102.2,17.93,MICH,MOCMC,MELCHOR OCAMPO L. C.,223
-101.18,19.69,MICH,MORMC,MORELIA,263
-101.1,19.7,MICH,MORMC,MORELIA CENTRO,263
-100.44,19.89,MICH,MRVMC,MARAVATIO,167.5
-101.05,19.49,MICH,PDBMC,PLANTA DE BOMBEO,98.9
-101.6,20.3,MICH,PORMC,PASTOR ORTIZ,114.4
-100.69,19.62,MICH,PUCMC,PUCUATO,322.5
-100.67,19.62,MICH,SABMC,SABANETA,293
-102.72,20.07,MICH,SAHMC,SAHUAYO,116.7
-102.46,20.21,MICH,SCRMC,SAN CRISTOBAL,159.2
-102.64,19.83,MICH,SJUMC,SN. JUANICO,164
-102.4,20.1,MICH,SSIMC,SAN SIMON,219
-100.23,19.98,MICH,TEPMC,PRESA TEPUXTEPEC,226.1
-100.2,19.48,MICH,TMUMC,TERCER MUNDO,263
-102.13,19.97,MICH,UREMC,UREPETIRO,192.6
-102.3,18.12,MICH,VILMC,PRESA LA VILLITA,964.9
-101.45,19.55,MICH,VJIMC,VILLA JIMENEZ,158.1
-102.24,20.34,MICH,YURMC,YURECUARO,261.3
-102.28,20.01,MICH,ZAMMC,ZAMORA,206.5
-101.8,19.81,MICH,ZCAMC,ZACAPU,276
-101.93,18.92,MICH,ZICMC,ZICUIRAN,396
-100.83,19.86,MICH,ZINMC,ZINAPECUARO,153.7
-98.83,18.95,MOR,ACHMR,ACHICHIPILCO,340.1
-99.27,18.74,MOR,ALUMR,ALPUYECA                            *,267.2
-99.4,18.6,MOR,AMCMR,AMACUZAC,325
-98.9,18.94,MOR,ATLMR,ATLATLAHUCAN,235
-98.9,18.8,MOR,CUAMR,CUAUTLA,142.4
-99.2,18.9,MOR,CUEMR,CUERNAVACA,379.4
-99.38,18.7,MOR,CUTMR,CUAUTLITA,261.3
-98.97,18.9,MOR,ELPMR,EL PE—ON,128.3
-99.18,18.58,MOR,HIGMR,HIGUERON,389.7
-99.02,19.03,MOR,HUIMR,HUITZILAC,478.7
-99.03,18.44,MOR,HUTMR,HUAUTLA,250.2
-98.8,18.7,MOR,JNCMR,JONACATEPEC,157.8
-99.2,18.6,MOR,JOJMR,JOJUTLA,274.9
-98.92,18.68,MOR,LCUMR,LA CUERA,212.3
-98.98,18.67,MOR,MYOMR,MOYOTEPEC,259
-99.15,18.52,MOR,NEXMR,NEXPA,292.8
-99.26,18.73,MOR,OACMR,OACALCO,361
-98.9,18.9,MOR,OAXMR,OAXTEPEC,237.1
-99.22,18.91,MOR,OBSMR,OBSERVATORIO,374.2
-98.76,18.88,MOR,OCTMR,OCUITUCO,353
-99.32,18.63,MOR,PIXMR,PUENTE DE IXTLA,351.5
-99.16,18.77,MOR,PROMR,PROGRESO,254.4
-99.4,18.8,MOR,RODMR,PRESA EL RODEO,253.8
-99.19,18.92,MOR,SLDMR,SOLIDARIDAD,344.9
-99.2,18.9,MOR,TEMMR,TEMIXCO,326.5
-99.1,18.8,MOR,TICMR,TICUMAN,194
-98.94,18.62,MOR,TLCMR,TLACUALERA,306
-98.75,18.75,MOR,TLOMR,TLACOTEPEC,346.4
-99.24,19.05,MOR,TMAMR,TRES MARIAS,365.5
-98.79,18.78,MOR,TMCMR,TEMOAC,208.3
-98.92,18.99,MOR,TOTMR,TOTOLOAPAN,476.9
-98.84,18.58,MOR,TPLMR,TEPALCINGO,263.4
-99.19,18.52,MOR,XICMR,XICATLACOTLA,270.3
-99.1,18.9,MOR,YAHMR,YAHUTEPEC,169.1
-98.9,18.9,MOR,YECMR,YECAPIXTLA,210.7
-99.2,18.64,MOR,ZCTMR,ZACATEPEC,243.2
-105.35,22.49,NAY,ACANR,ACAPONETA,389.8
-104.77,21.84,NAY,AGMNR,PRESA AGUAMILPA,274
-105.11,21.83,NAY,CAPNR,CAPOMAL,332.5
-104.5,21.94,NAY,CHPNR,CHAPALAGANA,120.7
-104.45,21.43,NAY,CJNNR,EL CAJON,118.7
-105.14,20.89,NAY,GAVNR,GAVIOTAS,527.5
-104.52,22.25,NAY,JMANR,JESUS MARIA,60.5
-105.34,22.56,NAY,LESNR,LA ESTANCIA,205.6
-105.02,22.38,NAY,PAJNR,PAJARITOS,371.4
-105.21,22.12,NAY,ROMNR,ROSA MORADA,419.6
-104.8,21.8,NAY,RSRNR,REG. SAN RAFAEL,238.7
-105.14,21.96,NAY,RUINR,RUIZ,542.8
-104.89,21.49,NAY,TEPNR,TEPIC,210.7
-100,27.23,NL,ANHNL,ANAHUAC,167
-99.82,24.1,NL,ARRNL,ARAMBERRI,437.5
-99.91,24.32,NL,ASCNL,LA ASCENSION,291
-99.74,24.99,NL,CABNL,CABEZONES,538
-99.58,24.88,NL,CAMNL,CAMACHO,383.7
-99.44,24.98,NL,CARNL,CARMEN D.L.E.,348.2
-99.26,25.72,NL,CCHNL,EL CUCHILLO,352.6
-100.16,25.95,NL,CDFNL,CIENEGA DE FLORES,325
-100,25.59,NL,CDRNL,CADEREYTA,415.6
-99.38,24.98,NL,CPRNL,PRESA CERRO PRIETO,376.8
-99.7,24.78,NL,CRUNL,CRUCITAS,343.7
-99.62,26.09,NL,CRVNL,CERRALVO,305.3
-100.17,23.68,NL,DARNL,DOCTOR ARROYO,144.2
-100.18,25.52,NL,ECSNL,EL CERRITO,648
-100.08,24.83,NL,GALNL,GALEANA,475.2
-100.02,25.96,NL,HGRNL,HIGUERAS,255
-100.12,25.44,NL,LBCNL,CORTINA DE LA BOCA,604.6
-99.52,25.5,NL,LERNL,LAS ENRAMADAS,362
-100.5,27.05,NL,LPZNL,LAMPAZOS,243
-99.19,26.08,NL,MDRNL,MADERO,332.8
-99.83,25.18,NL,MTMNL,MONTEMORELOS,489
-100.27,25.68,NL,MTRNL,MONTERREY,403
-100.3,25.73,NL,OBSNL,OBSERVATORIO,403.5
-99.21,24.99,NL,PAMNL,LA PAMONA                           *,499
-100.38,27.45,NL,PSANL,PRESA SALINILLAS,100
-100.55,25.03,NL,SRANL,SAN RAFAEL,49.5
-99.78,23.98,NL,ZRGNL,ZARAGOZA,418
-96.1,17.02,OAX,AYUOX,AYUTLA,326.6
-96.72,17.07,OAX,BAEOX,BASE AEREA,303.5
-95.5,16.8,OAX,BOQOX,BOQUILLA 1,155.3
-96.27,18.02,OAX,CDOOX,CERRO DE ORO (MADRID),605
-94.82,16.58,OAX,CHIOX,CHICAPA,579.8
-95.06,16.5,OAX,CHVOX,SANTIAGO CHIVELA,541.4
-96.87,17.83,OAX,CPAOX,CONCEPCION PAPALO,212.3
-96.95,17.8,OAX,CUIOX,CUICATLAN,150.4
-95.42,16.44,OAX,EMAOX,EL MARQUEZ (RIO TEHUANTEPEC),197
-97.78,17.8,OAX,HLOOX,HUAJ. DE LEON OBSERV,224.6
-95.1,16.58,OAX,IXTOX,IXTEPEC,373.9
-96.2,17.87,OAX,JACOX,JACATEPEC,640.3
-96.2,17.87,OAX,JDMOX,JALAPA DEL MARQUES,251
-95.03,16.43,OAX,JUCOX,JUCHITAN,521.5
-95.2,16.6,OAX,KM1OX,KM. 33+190,576
-95.72,16.42,OAX,KM2OX,KM. 51+740,425
-95.3,16.4,OAX,LPIOX,LAS PILAS,275
-95.49,17.46,OAX,MAROX,MARIA LOMBARDO,224.4
-96.73,17.07,OAX,OACOX,OAXACA CENTRO,409.2
-96.7,17,OAX,OAOOX,OAXACA OBS. AEROPUERTO,292.8
-94.4,16.5,OAX,OSTOX,OSTUTA,505.4
-96.08,18.17,OAX,PAPOX,PAPALOAPAN,403
-98.05,16.35,OAX,PNTOX,"PINOTEPA, ",781.3
-96.5,15.7,OAX,PTAOX,PUERTO ANGEL,500.3
-95.92,17.73,OAX,RMLOX,RIO MANSO LALANA,673.5
-97.73,16.1,OAX,RVEOX,RÌO VERDE,663.1
-95.2,16.18,OAX,SCROX,SALINA CRUZ,432.1
-96.53,17.88,OAX,SFUOX,SAN FELIPE USILA,534
-96.45,17.12,OAX,SMAOX,SAN ANTONIO CUAJIMOLOYAS,370.5
-96.55,18.05,OAX,STDOX,SANTO DOMINGO,608.7
-95.2,16.3,OAX,TEHOX,TEHUANTEPEC,298.5
-96.42,18.23,OAX,TEMOX,PRESIDENTE ALEMAN (TEMAZCAL),559.1
-95.6,16.42,OAX,TEQOX,TEQUISISTLAN,165.7
-96.13,18.08,OAX,TUXOX,TUXTEPEC,559.5
-94.83,16.45,OAX,UHGOX,UNION HIDALGO,659.5
-96.3,17.78,OAX,VANOX,VALLE NACIONAL,602.2
-97.83,17.73,OAX,YOSOX,P. YOSOCUTA,251
-94.22,16.4,OAX,ZANOX,ZANATEPEC,453
-97.42,19.45,PUE,ACHPB,ALCHICHILCA,191.3
-97.97,20.18,PUE,ACJPB,ACAJETE,206.8
-98.06,18.28,PUE,ADOPB,ACTALAN DE OSORIO,254.4
-98.14,18.94,PUE,AFRPB,AFRICAM,231.1
-98.15,20.03,PUE,AHUPB,AHUAZOTEPEC,282.4
-97.85,20.41,PUE,APAPB,APAPANTILLA,418.4
-98.41,18.91,PUE,ATXPB,ATLIXCO,252.2
-98.11,18.91,PUE,BDDPB,BALCON DEL DIABLO,309.2
-97.43,18.98,PUE,CDSPB,CIUDAD SERDAN,125.5
-97.95,18.97,PUE,CEMPB,CEMEX,269.9
-98.58,18.52,PUE,CHIPB,CHIETLA,245.8
-98.32,19.07,PUE,CHLPB,CHOLULA,183.8
-98.49,18.11,PUE,CHSPB,CHILA DE SAL,236.8
-98.2,19.04,PUE,CNAPB,C.N.A.,257.4
-98.05,18.83,PUE,CNGPB,CHIGNAHUAPAN,292.6
-98.16,18.61,PUE,COAPB,COATZINGO,326.9
-98.06,19.09,PUE,CPLPB,CAPULAC,365.8
-97.53,20.05,PUE,CTZPB,CUETZALAN,992.9
-98.28,18.97,PUE,ECHPB,ECHEVERRIA,241.7
-98.46,19.1,PUE,HJTPB,HUEJOTZINGO,170
-98.54,18.77,PUE,HQCPB,HUAQUECHULA,212
-98.05,20.18,PUE,HUAPB,HUAUCHINANGO,561
-97.82,19.62,PUE,IXTPB,"Ixtacamaxtitl·n, Pue.",244
-98.47,18.58,PUE,IZMPB,IZUCAR DE MATAMOROS,147
-97.69,19.49,PUE,LIBPB,LIBRES,223
-98.1,18.6,PUE,MAYPB,MAYORAZGO 21 PTE.,276.4
-98,20.23,PUE,NNEPB,NUEVO NECAXA,616
-97.55,19.7,PUE,OYAPB,OYAMELES,421
-97.25,18.92,PUE,PCRPB,PASO CARRETAS,569.6
-98.36,18.36,PUE,PIXPB,PIAXTLA,213.7
-97.85,20.27,PUE,PTLPB,PATLA,525.5
-98.17,19.05,PUE,PUOPB,PUEBLA OBSERVATORIO,266.9
-97.13,19.25,PUE,QUIPB,QUIMIXTLAN,338.9
-97.4,20.1,PUE,RNAPB,RANCHO NUEVO (AYOTOXCO),704.5
-98.22,19.11,PUE,SCRPB,SN CRISTOBAL CALERAS,207.2
-97.91,18.74,PUE,SMCPB,SAN MIGUEL CANOA,362
-97.45,19.96,PUE,SOLPB,P. LA SOLEDAD,1056.9
-98.58,19.33,PUE,SRTPB,SANTA RITA TLAHUAPAN,179.8
-98.58,19.33,PUE,SRTPB,STA RITA TLAHUAPAN,179.8
-97.79,20,PUE,TDRPB,TEPANGO DE RODRIGUEZ,840
-97.72,18.88,PUE,TECPB,TECAMACHALCO,158.6
-97.4,18.4,PUE,TEHPB,TEHUACAN,115
-97.81,19.83,PUE,TEOPB,TETELA DE OCAMPO,465.9
-97.79,20,PUE,TEPPB,TEPANGO DE RODRIGUEZ,630.1
-97.35,19.82,PUE,TEZPB,TEZIUTLAN,815
-96.85,18.41,PUE,TLPPB,TLACOTEPEC DE DIAZ,438.5
-97.45,19.48,PUE,TPYPB,TEPEYAHUALCO,170.2
-97.72,18.87,PUE,UTTPB,"Univ. TecnolÛgica Tecamachalco, Pue.  SMN*",585.7
-97.68,20.51,PUE,VENPB,VENUSTIANO CARRANZA,298.8
-97.95,20.28,PUE,XDJPB,XICOTEPEC DE JUAREZ,765.9
-97.58,19.87,PUE,ZCPPB,ZACAPOAXTLA,795.5
-97.02,18.34,PUE,ZOQPB,ZOQUITLAN,287
-97.83,20.18,PUE,ZRGPB,ZARAGOZA,642.8
-100.49,20.59,QRO,ADJQT,"LAS ADJUNTAS, QRO., AUTOMATICA",161.3
-100.27,20.7,QRO,AMZQT,"AMAZCALA, QRO. AUTOMATICA",64
-100.35,20.5,QRO,BATQT,EL BATAN,110
-100.44,20.6,QRO,CARQT,CARRILLO,89
-100.07,20.42,QRO,CNSQT,CONSTITUCION DE 1917,161.2
-100.45,20.54,QRO,EPUQT,EL PUEBLITO,100.5
-100.37,20.57,QRO,GHQQT,GERENCIA HIDALGO QRO.,69
-100.28,20.39,QRO,HUIQT,EHCA HUIMILPAN,111.8
-99.97,20.21,QRO,IDFQT,SAN ILDEFONSO,230.5
-99.48,21.23,QRO,JLPQT,JALPAN,272.7
-100.45,20.7,QRO,JRQQT,JURIQUILLA,111.1
-100.23,20.62,QRO,MARQT,MARQUEZ,84.8
-100.37,20.57,QRO,OBSQT,OBSERVATORIO,101.9
-99.82,21.06,QRO,PMLQT,PE—AMILLER,140.3
-100,20.36,QRO,SJSQT,SAN JOSE,157.2
-86.82,21.16,QROO,CANQR,CANCUN,312.5
-88.33,18.5,QROO,CHEQR,"CHETUMAL, QROO. AUTOMATICA",357.1
-88.33,18.5,QROO,CHOQR,CHETUMAL,351.9
-86.78,21.07,QROO,CNCQR,"CANCUN, QROO. AUTOMATICA",513.3
-86.91,20.48,QROO,CO2QR,COZUMEL. AUTOMATICA,327.4
-86.95,20.51,QROO,COZQR,COZUMEL,459.8
-88.04,19.57,QROO,FCRQR,FELIPE CARRILLO PUERTO,364.3
-87.08,20.62,QROO,PDCQR,PLAYA DEL CARMEN,667.1
-107.38,25.09,SIN,AL2SI,EL VAREJONAL (HIDRO) P ADOLFO LOPEZ MATEOS,530
-107.38,25.09,SIN,ALMSI,PRESA ADOLFO LOPEZ MATEOS,530
-108.7,25.7,SIN,ARCSI,ADOLFO RUIZ CORTINEZ,237.5
-107.47,25.03,SIN,AWSSI,ANDREW WEISS,390
-107.54,25.33,SIN,BDRSI,BADIRAGUATO,453
-108.33,26.74,SIN,CHXSI,"CHOIX, ESTACION",57.9
-107.4,24.82,SIN,CLCSI,CULIACAN,546.2
-109.33,26.1,SIN,CRRSI,EL CARRIZO,70.5
-108.08,25.47,SIN,EBLSI,PRESA EUSTAQUIO BUELNA,326.9
-108.62,26.43,SIN,EFTSI,EL FUERTE,160
-108.32,26.08,SIN,GBESI,PRESA GUILLERMO BLAKE (EL SABINAL),200.5
-107.91,25.85,SIN,GD2SI,BACURATO (HIDRO) P GUSTAVO DIAZ ORDAZ,292
-107.91,25.86,SIN,GDOSI,PRESA GUSTAVO DIAZ ORDAZ,297
-108.09,25.47,SIN,GMCSI,GUAMUCHIL,326.4
-108.47,25.72,SIN,GSVSI,GUASAVE,144.4
-107.23,25.34,SIN,GTNSI,GUATENIPA,428.4
-109.33,25.98,SIN,HDZSI,HIGUERA DE ZARAGOZA,189
-106.6,23.96,SIN,IXPSI,IXPALINO,340.5
-107.04,24.71,SIN,JGRSI,J. GRO. ALCOSER (VINORAMAS),302.5
-106.81,24.57,SIN,JLPSI,PRESA JOSE LOPEZ PORTILLO,128.5
-108.01,25.9,SIN,JNASI,JAINA,389.5
-108.72,26.41,SIN,JORSI,PRESA JOSEFA ORTIZ DE DOMINGUEZ,73
-106.9,23.92,SIN,LCRSI,LA CRUZ,234.5
-108.35,26.9,SIN,LD2SI,HUITES (HIDRO),94
-108.35,26.9,SIN,LDCSI,HUITES,94
-109,25.8,SIN,MCHSI,LOS MOCHIS,72.4
-106.4,23.23,SIN,MZTSI,MAZATLAN,497.4
-107.44,24.63,SIN,OBSSI,OBSERVATORIO CULIACAN,397.9
-108.58,26.51,SIN,PMHSI,PRESA MIGUEL HIDALGO,105.1
-106.47,23.56,SIN,QLTSI,QUELITE,226.9
-105.85,22.98,SIN,RSRSI,ROSARIO,261
-106.95,24.48,SIN,SCRSI,SANTA CRUZ,192.3
-108.78,26.07,SIN,SFRSI,SUFRAGIO,176
-107.5,25.3,SIN,SJNSI,SAN JUAN,418.7
-107.1,24.8,SIN,SLRSI,SAN LORENZO,308
-106.7,24.12,SIN,SLTSI,EL SALTO (AURELIO BENASSINI),284
-107.16,24.81,SIN,SN2SI,SANALONA (HIDRO),520.9
-107.16,24.81,SIN,SNLSI,PRESA SANALONA,520.9
-106.25,23.35,SIN,SQRSI,SIQUEROS,201.9
-105.85,25.09,SIN,TORSI,TORTUGA,124.6
-107.06,24.75,SIN,VINSI,VINORAMAS,302.5
-107.4,25.13,SIN,ZOPSI,ZOPILOTE                            *,171
-98.56,21.97,SLP,AJTSL,LAS ADJUNTAS,246.6
-98.96,21.75,SLP,BLMSL,BALLESMI,513.2
-99.02,21.98,SLP,CDVSL,CD. VALLES,234
-100.28,22.43,SLP,CTSSL,CERRITOS,215
-99.24,21.91,SLP,GANSL,GALLINAS,517.4
-100.82,21.88,SLP,IVGSL,VALENTIN GAMA,104.6
-100.67,23.65,SLP,MA2SL,MATEHUALA. AUTOMATICA,9.6
-100.64,23.66,SLP,MATSL,MATEHUALA,150.2
-99.16,22.12,SLP,MICSL,MICOS,682.5
-98.8,21.33,SLP,MTPSL,MATLAPA,884.4
-99.32,22.52,SLP,NRJSL,NARANJOS,600.4
-100.76,21.85,SLP,OCTSL,OJO CALIENTE,104.6
-99.83,21.63,SLP,PMYSL,MONTOYA,253
-98.94,21.85,SLP,PUJSL,EL PUJAL,393.4
-98.89,21.43,SLP,RQTSL,REQUETEMU,876.2
-100,21.93,SLP,RVDSL,RIO VERDE,242.1
-101.68,22.63,SLP,SDHSL,SALINAS DE HIDALGO,57.5
-101,22.2,SLP,SGRSL,SOLEDAD GRACIANO,58.8
-101.02,22.15,SLP,SLPSL,SAN LUIS POTOSI,128.1
-99.06,22.02,SLP,STRSL,SANTA ROSA,409.7
-98.62,21.69,SLP,SVTSL,SAN VICENTE,223.8
-98.86,21.25,SLP,TBLSL,TIERRA BLANCA,838.1
-100.58,21.62,SLP,TIESL,TIERRA NUEVA,71
-98.77,22,SLP,TMISL,TAMUIN,279.4
-98.77,22,SLP,TMISL,TAMUIN OBS,279.4
-98.82,21.55,SLP,TMOSL,TAMPAMOLON,275.8
-98.76,21.24,SLP,TMTSL,TEMAMATLA,1100.2
-101.93,22.85,SLP,VRASL,V. RAMOS                            *,28
-100.93,21.8,SLP,VRYSL,VILLA DE REYES,74.5
