LON,LAT,ESTADO,CVE_SIH,NOMBRE_ESTACION,DIC
-102.7,20.63,JAL,GRBJL,"GARABATOS, AUTOMATICA",24
-103.37,20.67,JAL,GUAJL,GUADALAJARA CENTRO,83.9
-103.4,20.7,JAL,GUCJL,GUADALAJARA COLOMUS,52.7
-102.71,20.29,JAL,JMYJL,JAMAY,58.8
-103.2,20.3,JAL,LDCJL,LAGO DE CHAPALA,70.5
-102.23,20.48,JAL,PO2JL,"La Polvora, Jal.  GASIR*",36.8
-102.2,20.5,JAL,POLJL,LUGO ZANABRIA-LA POLVORA,40.5
-105.13,20,JAL,RTOJL,"RIO TOMATLAN, JAL. AUTOMATICA",101.6
-101.85,21.35,JAL,SA1JL,PRESA LA SAUCEDA,77.7
-101.85,21.35,JAL,SAUJL,LA SAUCEDA,77.7
-103.71,20.91,JAL,SRSJL,PRESA SANTA ROSA,58.1
-102.58,21.45,JAL,TCAJL,TEOCALTICHE,46.5
-104.32,20.04,JAL,TCTJL,TACOTAN,115.8
-103.2,22.17,JAL,TENJL,TENASCO,99
-103.04,20.17,JAL,TIZJL,"TIZAP¡N, JAL. AUTOMATICA",61.5
-103.32,20.58,JAL,TLAJL,TLAQUEPAQUE,71.9
-104.12,19.85,JAL,TMLJL,P. TRIGOMIL,123.1
-103.8,20.6,JAL,VEGJL,LA VEGA,75
-103.08,20.07,JAL,VTNJL,"EL VOLANTIN, AUTOMATICA",61.4
-99.35,19.38,MEX,2RSMX,DOS RIOS,0
-99.22,19.57,MEX,ARBMX,LAS ARBOLEDAS,4.7
-98.91,19.51,MEX,ATEMX,ATENCO,0
-99.78,19.75,MEX,ATLMX,ATLACOMULCO,30.4
-99.33,19.4,MEX,CDBMX,CAIDA DEL BORRACHO,7.4
-100.12,19.2,MEX,CHIMX,P. CHILESDO,8.8
-98.88,19.48,MEX,CHPMX,CHAPINGO,1
-99.24,19.53,MEX,CLYMX,CALACOAYA,1
-99.91,20.15,MEX,CNPMX,PRESA LA CONCEPCION,7
-100.18,19.1,MEX,COLMX,COLORINES,1
-99.23,19.45,MEX,EMOMX,MOLINITO,3.6
-98.92,19.58,MEX,GRDMX,LA GRANDE AUTOMATICA,0
-98.92,19.58,MEX,GRDMX,"LA GRANDE, MEX",0
-99.05,19.63,MEX,K27MX,KM. 27+250,1
-100.08,19.38,MEX,LBEMX,LOS BERROS,5
-99.25,19.63,MEX,LGLMX,LAGO GUADALUPE,0
-99.22,19.48,MEX,MBLMX,MOLINO BLANCO,16
-99.71,19.64,MEX,MLLMX,"SANTA MARIA DEL LLANO, AUTOMATICA",29.2
-99.68,19.12,MEX,NEVMX,"NEVADO DE TOLUCA, MEX. AUTOMATICA",19.6
-99.19,19.62,MEX,OBSMX,SAN MARTIN OBISPO,4.9
-99.18,19.58,MEX,PBTMX,PRESA BARRIENTOS,2
-99.03,19.65,MEX,PCCMX,CHICONAUTLA II,0.5
-99.03,19.73,MEX,PCGMX,P. COLGANTE AUTOMATICA (DF),13
-99.18,19.74,MEX,PCGMX,PUENTE COLGANTE,13
-99.01,19.64,MEX,PCTMX,CHICONAUTLA I,0
-99.25,19.43,MEX,PLMMX,PALMAS,2.3
-99.27,19.52,MEX,PM2MX,PRESA MADIN AUTOMATICA (DF),0
-99.26,19.53,MEX,PMDMX,PRESA MADIN,1
-99.27,19.52,MEX,PREMX,PRESA MADIN,0.3
-99.21,19.41,MEX,PTLMX,PRESA TOTOLICA,1.8
-98.91,19.53,MEX,SADMX,SAN ANDRES (TEXCOCO),0.6
-98.87,19.19,MEX,SLAMX,SAN LUIS AMECA                      *,4.7
-98.87,19.19,MEX,SLAMX,SAN LUIS AMECA  AUTOMATICA,4.7
-100.02,19.9,MEX,TM2MX,TEMASCALCINGO,26.4
-99.28,19.45,MEX,TTLMX,TOTOLICA (HIDROMETRICA),5.9
-99.13,19.91,MEX,TTQMX,TAJO DE TEQUIXQUIAC,9.5
-100.1,19.1,MEX,VBRMX,P. VALLE DE BRAVO,3.9
-99.33,19.38,MEX,VNDMX,EL VENADO,0
-100.05,19.46,MEX,VVCMX,P. VILLA VICTORIA,15.4
-102.2,17.97,MICH,ADUMC,ADJUNTAS,0
-100.94,19.55,MICH,AGOMC,AGOSTITLAN,13
-101.72,20.13,MICH,ANGMC,"ANGAMACUTIRO, MICH. AUTOMATICA",1
-102.27,19.08,MICH,APTMC,APATZINGAN                          *,0
-101.67,19.93,MICH,ARMMC,"ARISTEO MERCADO, AUTOMATICA",20.8
-102.42,20.18,MICH,BIBMC,BARRAJE DE IBARRA,0
-101.46,20.32,MICH,CBLMC,CASA BLANCA,39.3
-102.27,19.97,MICH,CHAMC,CHAPARACO,27.9
-100.55,19.7,MICH,CHIMC,CIUDAD HIDALGO,9.5
-102.75,19.18,MICH,CHLMC,P. CHILATAN,4
-100.9,18.5,MICH,CMNMC,CAIMANERA,0
-101.28,19.63,MICH,COIMC,COINTZIO,23.8
-101.86,20.21,MICH,CORMC,CORRALES,41.2
-101.86,20.21,MICH,CRRMC,"CORRALES, AUTOMATICA",37.6
-101.26,19.62,MICH,CT2MC,"COINTZIO, AUTOMATICA",22
-102.59,20.25,MICH,CUUMC,CUMUATO,33.5
-100.42,19.39,MICH,DBOMC,EL BOSQUE,3.7
-102.4,20.3,MICH,DGNMC,DE GONZALO,0
-100.45,19.97,MICH,EGIMC,EL GIGANTE,18.3
-100.28,19.53,MICH,ETAMC,E.T.A.,31
-102.7,19.9,MICH,GUAMC,GUARACHA,59.1
-101.87,18.77,MICH,INFMC,PRESA INFIERNILLO,0
-102.6,19.9,MICH,JARMC,JARIPO,60.4
-100.41,19.84,MICH,LDFMC,LAGUNA DEL FRESNO,6
-102.87,19.21,MICH,LOLMC,LOS OLIVOS,8
-102.75,20.15,MICH,LPAMC,LA PALMA,62.4
-102,20.35,MICH,LPDMC,"La Piedad, Mich.",41.3
-102.9,18.8,MICH,LPNMC,LOS PANCHES,0.5
-102.2,18.8,MICH,LPSMC,LA PASTORIA,0.5
-101.62,19.54,MICH,LPTMC,"LAGO DE PATZCUARO, AUTOMATICA",13
-101.2,18.8,MICH,LPZMC,LOS PINZANES,0
-101.1,19.7,MICH,MCEMC,MORELIA CENTRO,20.3
-101.46,20.32,MICH,MKZMC,"MARKASSUSSA, AUTOMATICA",37
-100.9,19.9,MICH,MLPMC,MALPAIS,24
-101.2,19.7,MICH,MNOMC,MORELIA NORTE,9.2
-102.2,17.9,MICH,MOCMC,MELCHOR OCAMPO,57
-102.2,17.93,MICH,MOCMC,MELCHOR OCAMPO L. C.,57
-101.18,19.69,MICH,MORMC,MORELIA,19.1
-101.1,19.7,MICH,MORMC,MORELIA CENTRO,19.1
-100.44,19.89,MICH,MRVMC,MARAVATIO,3.8
-102.33,19.96,MICH,ORAMC,ORANDINO,50
-101.05,19.49,MICH,PDBMC,PLANTA DE BOMBEO,16.6
-101.6,20.3,MICH,PORMC,PASTOR ORTIZ,27.9
-100.69,19.62,MICH,PUCMC,PUCUATO,10.5
-100.67,19.62,MICH,SABMC,SABANETA,11.5
-102.72,20.07,MICH,SAHMC,SAHUAYO,44.5
-102.46,20.21,MICH,SCRMC,SAN CRISTOBAL,42.4
-102.64,19.83,MICH,SJUMC,SN. JUANICO,84
-102.4,20.1,MICH,SSIMC,SAN SIMON,69
-100.23,19.98,MICH,TEPMC,PRESA TEPUXTEPEC,11.4
-100.2,19.48,MICH,TMUMC,TERCER MUNDO,1.5
-102.13,19.97,MICH,UREMC,UREPETIRO,29.2
-102.3,18.12,MICH,VILMC,PRESA LA VILLITA,0
-101.45,19.55,MICH,VJIMC,VILLA JIMENEZ,26.6
-102.24,20.34,MICH,YURMC,YURECUARO,38.2
-102.28,20.01,MICH,ZAMMC,ZAMORA,17.8
-101.8,19.81,MICH,ZCAMC,ZACAPU,20.8
-101.93,18.92,MICH,ZICMC,ZICUIRAN,3
-100.83,19.86,MICH,ZINMC,ZINAPECUARO,4
-98.83,18.95,MOR,ACHMR,ACHICHIPILCO,8.6
-99.27,18.74,MOR,ALUMR,ALPUYECA                            *,3
-99.4,18.6,MOR,AMCMR,AMACUZAC,0.4
-98.9,18.94,MOR,ATLMR,ATLATLAHUCAN,0
-98.9,18.8,MOR,CUAMR,CUAUTLA,0
-99.2,18.9,MOR,CUEMR,CUERNAVACA,0
-99.18,18.58,MOR,HIGMR,HIGUERON,0
-99.42,18.61,MOR,HUAMR,HUAJINTLAN,0
-99.02,19.03,MOR,HUIMR,HUITZILAC,4.4
-99.03,18.44,MOR,HUTMR,HUAUTLA,1.5
-98.8,18.7,MOR,JNCMR,JONACATEPEC,2.9
-99.2,18.6,MOR,JOJMR,JOJUTLA,0
-98.92,18.68,MOR,LCUMR,LA CUERA,1.2
-98.98,18.67,MOR,MYOMR,MOYOTEPEC,0
-99.15,18.52,MOR,NEXMR,NEXPA,0
-98.9,18.9,MOR,OAXMR,OAXTEPEC,4.3
-99.22,18.91,MOR,OBSMR,OBSERVATORIO,3.1
-99.32,18.63,MOR,PIXMR,PUENTE DE IXTLA,0
-99.16,18.77,MOR,PROMR,PROGRESO,0
-99.4,18.8,MOR,RODMR,PRESA EL RODEO,0
-99.19,18.92,MOR,SLDMR,SOLIDARIDAD,0
-99.2,18.9,MOR,TEMMR,TEMIXCO,0
-99.1,18.8,MOR,TICMR,TICUMAN,0
-98.75,18.75,MOR,TLOMR,TLACOTEPEC,0
-98.79,18.78,MOR,TMCMR,TEMOAC,0
-98.92,18.99,MOR,TOTMR,TOTOLOAPAN,0.1
-98.84,18.58,MOR,TPLMR,TEPALCINGO,2
-99.1,18.9,MOR,YAHMR,YAHUTEPEC,0
-99.2,18.64,MOR,ZCTMR,ZACATEPEC,0
-105.35,22.49,NAY,ACANR,ACAPONETA,34.7
-104.77,21.84,NAY,AGMNR,PRESA AGUAMILPA,126.7
-105.11,21.83,NAY,CAPNR,CAPOMAL,50.8
-104.5,21.94,NAY,CHPNR,CHAPALAGANA,88.1
-104.45,21.43,NAY,CJNNR,EL CAJON,82.4
-104.52,22.25,NAY,JMANR,JESUS MARIA,26
-105.02,22.38,NAY,PAJNR,PAJARITOS,66.1
-105.21,22.12,NAY,ROMNR,ROSA MORADA,26
-104.8,21.8,NAY,RSRNR,REG. SAN RAFAEL,96.1
-105.14,21.96,NAY,RUINR,RUIZ,35.6
-104.89,21.49,NAY,TEPNR,TEPIC,90.9
-99.82,24.1,NL,ARRNL,ARAMBERRI,131.5
-99.91,24.32,NL,ASCNL,LA ASCENSION,135.7
-99.58,24.88,NL,CAMNL,CAMACHO,165.8
-99.44,24.98,NL,CARNL,CARMEN D.L.E.,122.1
-99.26,25.72,NL,CCHNL,EL CUCHILLO,115.1
-99.38,24.98,NL,CPRNL,PRESA CERRO PRIETO,169.9
-99.7,24.78,NL,CRUNL,CRUCITAS,110.1
-99.62,26.09,NL,CRVNL,CERRALVO,82.3
-100.17,23.68,NL,DARNL,DOCTOR ARROYO,80.2
-100.18,25.52,NL,ECSNL,EL CERRITO,80.4
-100.08,24.83,NL,GALNL,GALEANA,136.3
-100.02,25.96,NL,HGRNL,HIGUERAS,92.5
-100.12,25.44,NL,LBCNL,CORTINA DE LA BOCA,100.5
-99.83,25.18,NL,MTMNL,MONTEMORELOS,112.4
-100.27,25.68,NL,MTRNL,MONTERREY,77.2
-100.3,25.73,NL,OBSNL,OBSERVATORIO,76.5
-99.32,25.73,NL,PCUNL,"PRESA EL CUCHILLO, NL. AUTOMATICA",95
-100.38,27.45,NL,PSANL,PRESA SALINILLAS,12
-100.55,25.03,NL,SRANL,SAN RAFAEL,0
-99.78,23.98,NL,ZRGNL,ZARAGOZA,119.1
-96.1,17.02,OAX,AYUOX,AYUTLA,18.6
-96.72,17.07,OAX,BAEOX,BASE AEREA,0.5
-95.5,16.8,OAX,BOQOX,BOQUILLA 1,0
-96.27,18.02,OAX,CDOOX,CERRO DE ORO (MADRID),58.6
-95.06,16.5,OAX,CHVOX,SANTIAGO CHIVELA,16.4
-96.95,17.8,OAX,CUIOX,CUICATLAN,0
-96.48,18.11,OAX,DPSOX,DIQUE PESCADITOS,62.3
-97.78,17.8,OAX,HLOOX,HUAJ. DE LEON OBSERV,2.3
-95.1,16.58,OAX,IXTOX,IXTEPEC,3.9
-96.2,17.87,OAX,JACOX,JACATEPEC,127
-96.2,17.87,OAX,JDMOX,JALAPA DEL MARQUES,0
-95.03,16.43,OAX,JUCOX,JUCHITAN,0
-95.2,16.6,OAX,KM1OX,KM. 33+190,0
-95.72,16.42,OAX,KM2OX,KM. 51+740,0
-95.3,16.4,OAX,LPIOX,LAS PILAS,0
-96.73,17.07,OAX,OACOX,OAXACA CENTRO,0
-96.7,17,OAX,OAOOX,OAXACA OBS. AEROPUERTO,0.2
-96.08,18.17,OAX,PAPOX,PAPALOAPAN,17.6
-96.5,15.7,OAX,PTAOX,PUERTO ANGEL,8.9
-96.5,15.67,OAX,PUAOX,"PUERTO ANGEL, OAX. AUTOMATICA",8.6
-95.92,17.73,OAX,RMLOX,RIO MANSO LALANA,54.3
-97.73,16.1,OAX,RVEOX,RÌO VERDE,0
-95.2,16.18,OAX,SCROX,SALINA CRUZ,1.5
-96.53,17.88,OAX,SFUOX,SAN FELIPE USILA,130
-96.45,17.12,OAX,SMAOX,SAN ANTONIO CUAJIMOLOYAS,6
-96.55,18.05,OAX,STDOX,SANTO DOMINGO,38.5
-95.2,16.3,OAX,TEHOX,TEHUANTEPEC,0
-96.13,18.08,OAX,TUXOX,TUXTEPEC,34.3
-94.83,16.45,OAX,UHGOX,UNION HIDALGO,0
-96.3,17.78,OAX,VANOX,VALLE NACIONAL,59.3
-97.83,17.73,OAX,YOSOX,P. YOSOCUTA,17.4
-97.42,19.45,PUE,ACHPB,ALCHICHILCA,8.7
-97.97,20.18,PUE,ACJPB,ACAJETE,10.6
-98.06,18.28,PUE,ADOPB,ACTALAN DE OSORIO,2.8
-98.14,18.94,PUE,AFRPB,AFRICAM,17.2
-98.15,20.03,PUE,AHUPB,AHUAZOTEPEC,16.5
-97.85,20.41,PUE,APAPB,APAPANTILLA,40.9
-98.41,18.91,PUE,ATXPB,ATLIXCO,8.5
-98.11,18.91,PUE,BDDPB,BALCON DEL DIABLO,13.7
-97.43,18.98,PUE,CDSPB,CIUDAD SERDAN,0
-98.58,18.52,PUE,CHIPB,CHIETLA,5
-98.32,19.07,PUE,CHLPB,CHOLULA,10.4
-98.49,18.11,PUE,CHSPB,CHILA DE SAL,1.2
-98.2,19.04,PUE,CNAPB,C.N.A.,6
-98.05,18.83,PUE,CNGPB,CHIGNAHUAPAN,42.9
-98.16,18.61,PUE,COAPB,COATZINGO,2.5
-98.06,19.09,PUE,CPLPB,CAPULAC,15
-97.53,20.05,PUE,CTZPB,CUETZALAN,145.2
-98.28,18.97,PUE,ECHPB,ECHEVERRIA,11
-98.46,19.1,PUE,HJTPB,HUEJOTZINGO,27
-98.54,18.77,PUE,HQCPB,HUAQUECHULA,12.5
-98.05,20.18,PUE,HUAPB,HUAUCHINANGO,65.8
-97.82,19.62,PUE,IXTPB,"Ixtacamaxtitl·n, Pue.",24.3
-98.47,18.58,PUE,IZMPB,IZUCAR DE MATAMOROS,6
-97.69,19.49,PUE,LIBPB,LIBRES,30
-98.1,18.6,PUE,MAYPB,MAYORAZGO 21 PTE.,8.5
-98,20.23,PUE,NNEPB,NUEVO NECAXA,29.4
-97.55,19.7,PUE,OYAPB,OYAMELES,17.1
-97.25,18.92,PUE,PCRPB,PASO CARRETAS,31
-98.36,18.36,PUE,PIXPB,PIAXTLA,0
-97.85,20.27,PUE,PTLPB,PATLA,52.3
-98.17,19.05,PUE,PUOPB,PUEBLA OBSERVATORIO,10.3
-97.13,19.25,PUE,QUIPB,QUIMIXTLAN,53.9
-97.4,20.1,PUE,RNAPB,RANCHO NUEVO (AYOTOXCO),121
-98.22,19.11,PUE,SCRPB,SN CRISTOBAL CALERAS,11.3
-97.91,18.74,PUE,SMCPB,SAN MIGUEL CANOA,22
-97.45,19.96,PUE,SOLPB,P. LA SOLEDAD,63.1
-98.58,19.33,PUE,SRTPB,SANTA RITA TLAHUAPAN,21.5
-98.58,19.33,PUE,SRTPB,STA RITA TLAHUAPAN,21.5
-97.79,20,PUE,TDRPB,TEPANGO DE RODRIGUEZ,90
-97.72,18.88,PUE,TECPB,TECAMACHALCO,3.8
-97.4,18.4,PUE,TEHPB,TEHUACAN,0.5
-97.81,19.83,PUE,TEOPB,TETELA DE OCAMPO,21.2
-97.79,20,PUE,TEPPB,TEPANGO DE RODRIGUEZ,29.1
-97.35,19.82,PUE,TEZPB,TEZIUTLAN,64.9
-96.85,18.41,PUE,TLPPB,TLACOTEPEC DE DIAZ,62
-97.45,19.48,PUE,TPYPB,TEPEYAHUALCO,16
-97.72,18.87,PUE,UTTPB,"Univ. TecnolÛgica Tecamachalco, Pue.  SMN*",3.8
-97.68,20.51,PUE,VENPB,VENUSTIANO CARRANZA,46.4
-97.95,20.28,PUE,XDJPB,XICOTEPEC DE JUAREZ,61.9
-97.58,19.87,PUE,ZCPPB,ZACAPOAXTLA,53.8
-97.02,18.34,PUE,ZOQPB,ZOQUITLAN,97
-97.83,20.18,PUE,ZRGPB,ZARAGOZA,60
-100.49,20.59,QRO,ADJQT,"LAS ADJUNTAS, QRO., AUTOMATICA",24.6
-100.27,20.7,QRO,AMZQT,"AMAZCALA, QRO. AUTOMATICA",13.3
-100.07,20.42,QRO,CNSQT,CONSTITUCION DE 1917,21.7
-100.28,20.39,QRO,HUIQT,EHCA HUIMILPAN,21.5
-99.97,20.21,QRO,IDFQT,SAN ILDEFONSO,23.3
-100,20.36,QRO,SJSQT,SAN JOSE,19.2
-86.82,21.16,QROO,CANQR,CANCUN,389.5
-88.33,18.5,QROO,CHEQR,"CHETUMAL, QROO. AUTOMATICA",92
-88.33,18.5,QROO,CHOQR,CHETUMAL,95.9
-86.78,21.07,QROO,CNCQR,"CANCUN, QROO. AUTOMATICA",361.4
-86.91,20.48,QROO,CO2QR,COZUMEL. AUTOMATICA,239
-86.95,20.51,QROO,COZQR,COZUMEL,170.6
-88.04,19.57,QROO,FCRQR,FELIPE CARRILLO PUERTO,80.8
-87.08,20.62,QROO,PDCQR,PLAYA DEL CARMEN,291.1
-106.65,24.05,SIN,ACTSI,ACATITAN,9.9
-109.18,25.92,SIN,AHMSI,AHOME,11.5
-107.38,25.09,SIN,AL2SI,EL VAREJONAL (HIDRO) P ADOLFO LOPEZ MATEOS,2
-107.38,25.09,SIN,ALMSI,PRESA ADOLFO LOPEZ MATEOS,2
-108.7,25.7,SIN,ARCSI,ADOLFO RUIZ CORTINEZ,19
-107.47,25.03,SIN,AWSSI,ANDREW WEISS,1
-107.54,25.33,SIN,BDRSI,BADIRAGUATO,23
-107.4,24.82,SIN,CLCSI,CULIACAN,2.8
-108.08,25.47,SIN,EBLSI,PRESA EUSTAQUIO BUELNA,42.7
-108.62,26.43,SIN,EFTSI,EL FUERTE,19.5
-108.32,26.08,SIN,GBESI,PRESA GUILLERMO BLAKE (EL SABINAL),31.5
-107.91,25.85,SIN,GD2SI,BACURATO (HIDRO) P GUSTAVO DIAZ ORDAZ,33
-107.91,25.86,SIN,GDOSI,PRESA GUSTAVO DIAZ ORDAZ,33
-108.09,25.47,SIN,GMCSI,GUAMUCHIL,40.5
-108.47,25.72,SIN,GSVSI,GUASAVE,8.2
-107.23,25.34,SIN,GTNSI,GUATENIPA,47
-109.33,25.98,SIN,HDZSI,HIGUERA DE ZARAGOZA,12.1
-106.6,23.96,SIN,IXPSI,IXPALINO,5.4
-107.04,24.71,SIN,JGRSI,J. GRO. ALCOSER (VINORAMAS),17.5
-106.81,24.57,SIN,JLPSI,PRESA JOSE LOPEZ PORTILLO,18
-108.01,25.9,SIN,JNASI,JAINA,62.5
-108.72,26.41,SIN,JORSI,PRESA JOSEFA ORTIZ DE DOMINGUEZ,32.5
-106.9,23.92,SIN,LCRSI,LA CRUZ,10
-108.35,26.9,SIN,LD2SI,HUITES (HIDRO),61.5
-108.35,26.9,SIN,LDCSI,HUITES,61.5
-109,25.8,SIN,MCHSI,LOS MOCHIS,15.5
-106.4,23.23,SIN,MZTSI,MAZATLAN,28.7
-107.44,24.63,SIN,OBSSI,OBSERVATORIO CULIACAN,3.3
-108.58,26.51,SIN,PMHSI,PRESA MIGUEL HIDALGO,21.1
-106.47,23.56,SIN,QLTSI,QUELITE,16
-107.76,25.12,SIN,RAVSI,ESTACION RANCHO VIEJO,2
-105.85,22.98,SIN,RSRSI,ROSARIO,24
-106.95,24.48,SIN,SCRSI,SANTA CRUZ,0
-108.78,26.07,SIN,SFRSI,SUFRAGIO,19.5
-107.5,25.3,SIN,SJNSI,SAN JUAN,16.7
-107.1,24.8,SIN,SLRSI,SAN LORENZO,5
-106.7,24.12,SIN,SLTSI,EL SALTO (AURELIO BENASSINI),17
-107.16,24.81,SIN,SN2SI,SANALONA (HIDRO),13.7
-107.16,24.81,SIN,SNLSI,PRESA SANALONA,13.7
-106.25,23.35,SIN,SQRSI,SIQUEROS,27.3
-108.13,26.9,SIN,TBRSI,SAN FRANCISCO,129.9
-105.85,25.09,SIN,TORSI,TORTUGA,40.6
-107.06,24.75,SIN,VINSI,VINORAMAS,23
-107.4,25.13,SIN,ZOPSI,ZOPILOTE                            *,11.5
-98.56,21.97,SLP,AJTSL,LAS ADJUNTAS,102
-98.96,21.75,SLP,BLMSL,BALLESMI,100.6
-99.02,21.98,SLP,CDVSL,CD. VALLES,82
-100.28,22.43,SLP,CTSSL,CERRITOS,45.5
-99.24,21.91,SLP,GANSL,GALLINAS,85.2
-100.82,21.88,SLP,IVGSL,VALENTIN GAMA,39.3
-100.67,23.65,SLP,MA2SL,MATEHUALA. AUTOMATICA,6.3
-100.64,23.66,SLP,MATSL,MATEHUALA,87.3
-99.16,22.12,SLP,MICSL,MICOS,81.2
-98.8,21.33,SLP,MTPSL,MATLAPA,74.7
-99.32,22.52,SLP,NRJSL,NARANJOS,133.2
-100.76,21.85,SLP,OCTSL,OJO CALIENTE,41.4
-99.83,21.63,SLP,PMYSL,MONTOYA,47
-98.94,21.85,SLP,PUJSL,EL PUJAL,102.3
-98.89,21.43,SLP,RQTSL,REQUETEMU,95.1
-100,21.93,SLP,RVDSL,RIO VERDE,57.5
-101,22.2,SLP,SGRSL,SOLEDAD GRACIANO,51.8
-101.02,22.15,SLP,SLPSL,SAN LUIS POTOSI,47.7
-99.06,22.02,SLP,STRSL,SANTA ROSA,18.5
-98.62,21.69,SLP,SVTSL,SAN VICENTE,103.7
-98.86,21.25,SLP,TBLSL,TIERRA BLANCA,56.4
-98.77,22,SLP,TMISL,TAMUIN,115.4
-98.77,22,SLP,TMISL,TAMUIN OBS,115.4
-98.82,21.55,SLP,TMOSL,TAMPAMOLON,90.8
-98.76,21.24,SLP,TMTSL,TEMAMATLA,37.4
-100.93,21.8,SLP,VRYSL,VILLA DE REYES,40.5
-110.22,30,SON,ACNSO,ACONCHI,8
-111.73,30.72,SON,ALTSO,ALTAR,25.2
-109.94,27.48,SON,AOBSO,PRESA ALVARO OBREGON,5.5
-109.54,31.33,SON,APTSO,AGUA PRIETA,6
-109.1,27.23,SON,ARCSO,PRESA ADOLFO RUIZ CORTINEZ,16.8
-109.09,30.07,SON,ARISO,ARIBABI,56
-110.92,29.08,SON,ARLSO,PRESA ABELARDO RODRIGUEZ LUJAN,6.4
-110.17,30.34,SON,ARZSO,ARIZPE,16.1
-110.24,30.6,SON,BCNSO,BACANUCHI,9.1
-108.93,30.36,SON,BCRSO,BACERAC,30.5
-110.22,30,SON,BNMSO,BANAMICHI,3
-109.63,27.42,SON,CCRSO,COCORAQUE,24.5
-111.52,30.88,SON,CHTSO,PRESA CUAUHTEMOC,0
-110.74,29.47,SON,CJNSO,EL CAJON,11.3
-109.94,27.5,SON,COBSO,CIUDAD OBREGON,9.8
-109.64,27.24,SON,CRCSO,CARCAMO,21
-109.23,29.2,SON,ECBSO,EL CUBIL,24.9
-110.8,27.95,SON,EPLSO,EMPALME,7
-110.85,27.95,SON,GYMSO,GUAYMAS,8.8
-110.92,29.07,SON,HM2SO,HERMOSILLO OBSERVATORIO,7.7
-110.93,29.07,SON,HMNSO,HERMOSILLO,9.2
-108.96,30.21,SON,HSHSO,HUACHINERA,61
-110.89,30.76,SON,IMRSO,IMURIS,13.1
-110.39,28.43,SON,IRASO,P. IGNACIO R. A LA TORRE,10.5
-109.39,30.44,SON,LCDSO,PRESA LA ANGOSTURA,5.7
-110.14,29,SON,MZTSO,MAZATAN,27.5
-109.54,27.08,SON,NCHSO,NACHUQUIS,2
-109.69,30.37,SON,NCZSO,NACOZARI,26.7
-109.44,27.07,SON,NVJSO,NAVOJOA,15
-112.85,31.87,SON,NYNSO,SONOYTA,22.6
-109.93,27.37,SON,OBOSO,OBSERVATORIO CIUDAD OBREGON,23
-110.71,29.23,SON,ORGSO,EL OREGANO,15.9
-109.08,29.43,SON,PDNSO,PASO NACORI,43.6
-109.63,28.98,SON,PECSO,PRESA PLUTARCO ELIAS CALLES,19.5
-110.43,29.4,SON,PMOSO,EL MOLINITO,13.7
-110.31,28.34,SON,PTASO,PUNTA DE AGUA,41.1
-112.12,30.7,SON,PTQSO,PITIQUITO,39
-111.02,30.05,SON,QRBSO,QUEROBABI,0
-110.57,29.71,SON,RAYSO,RAYON,10
-108.88,27.41,SON,SBNSO,SAN BERNARDO,77.3
-110.35,28.71,SON,SJPSO,SAN JOSE DE PIMAS                   *,22
-111.45,30.39,SON,SRSSO,SANTA ROSA II,19
-109.45,26.92,SON,TCRSO,3 CARLOS,0
-109.5,29.53,SON,TPCSO,TEPACHE,29.4
-109.21,27.66,SON,TSOSO,TESOCOMA,60.2
-110.29,27.64,SON,VCMSO,VICAM,8.4
-108.92,28.37,SON,YC2SO,"YECORA, SON. AUTOMATICA",92.8
-108.93,28.37,SON,YCRSO,YECORA,45.8
-91.48,17.43,TAB,BDCTB,BOCA DEL CERRO,441.5
-93.41,17.81,TAB,CARTB,CARDENAS,326
-92.92,17.98,TAB,EMUTB,VILLAHERMOSA,504.9
-92.81,18.04,TAB,EPOTB,EL PORVENIR,599.8
-91.75,17.75,TAB,EZATB,E. ZAPATA,73.4
-92.92,17.97,TAB,GABTB,GAVIOTAS,507.2
-93,17.98,TAB,GONTB,GONZALEZ,649.5
-92.6,17.77,TAB,MACTB,MACUSPANA,569.6
-92.93,17.98,TAB,OBSTB,OBSERVATORIO,529.6
-92.88,17.85,TAB,PNVTB,PUEBLO NUEVO,526
-92.94,17.57,TAB,PUYTB,PUYACATENGO,1001.5
-93.29,17.98,TAB,SAMTB,SAMARIA,350.5
-92.92,17.5,TAB,SJOTB,SAN JOAQUIN,1018.6
-91.16,17.79,TAB,SPTTB,SAN PEDRO,290
-92.82,17.47,TAB,TAPTB,TAPIJULAPA,849.2
-92.97,17.57,TAB,TEATB,TEAPA,999
-99.1,22.95,TAMPS,AHLTP,AHUALULCO,76.8
-97.93,22.39,TAMPS,BALTP,BOMBAS ALTAMIRA,79
-99.12,24.08,TAMPS,BR1TP,EL BARRETAL I,117
-99.22,24.1,TAMPS,BRRTP,EL BARRETAL,115.4
-98.6,26.24,TAMPS,CDOTP,S-J-2-18 CIUDAD DIAZ ORDAZ,119.3
-98.8,26.25,TAMPS,CMGTP,S-J-2-11 CAMARGO,111.8
-99.25,26.92,TAMPS,CMRTP,MIER,109.2
-97.82,25.64,TAMPS,CONTP,CONTROL,93.5
-99.17,23.72,TAMPS,CVCTP,CIUDAD VICTORIA OBSERVATORIO,118.2
-99.19,23.73,TAMPS,CVTTP,CD. VICTORIA (GERENCIA),115.5
-98.69,22.62,TAMPS,ERCTP,PRESA ESTUDIANTE RAMIRO CABALLERO,36.5
