LON,   LAT,   ESTADO,     CVE_SIH,NOMBRE_ESTACION,ENE
-101.02,20.27,GTO,YRDGJ,"YURIRIA CANAL ALIMENTADOR, AUTOM.",13.4
-98.94,20.27,HGO,ACTHD,ACTOPAN,1
-98.33,21.02,HGO,ATCHD,ATLAPESCO,10.2
-99.36,20.16,HGO,ENDHD,PRESA ENDO,3.1
-99.63,20.36,HGO,HCPHD,HUICHAPAN,4
-98.42,21.15,HGO,HJTHD,HUEJUTLA,63
-99.22,20.48,HGO,IXMHD,IXMIQUILPAN,0.8
-99.18,21.08,HGO,LMTHD,MEZTITLAN,0
-99.22,20.24,HGO,MXQHD,MIXQUIAHUALA,0
-98.6,21.17,HGO,ORZHD,SAN FELIPE ORIZATLAN,38.1
-98.74,20.12,HGO,PCHHD,PACHUCA,5
-98.75,20.13,HGO,PCOHD,"Pachuca Observatorio, Hgo.",4.2
-98.34,20.06,HGO,PERHD,PRESA LA ESPERANZA,7.1
-99.33,20.73,HGO,PRGHD,P.ROJO GOMEZ (LA PE—A),1
-99.31,19.97,HGO,PRQHD,PRESA REQUENA,1
-99.38,20.44,HGO,PVAHD,PRESA VICENTE AGUIRRE,0
-98.37,20.08,HGO,TLGHD,TULANCINGO,7.7
-99.39,19.84,HGO,TXMHD,TAXHIMAY,0
-99.5,20.66,HGO,ZMPHD,PRESA ZIMAPAN,7.2
-98.65,20.65,HGO,ZXTHD,ZACUALTIPAN,8.5
-104.06,19.91,JAL,BBAJL,BASILIO BADILLO,56
-103.72,22.4,JAL,BCSJL,BOCAS,22.3
-103.2,20.29,JAL,CHAJL,"Chapala 1, Jal.  SMN*",37.6
-105.07,20.03,JAL,CPEJL,CAJON DE PEÒA,86
-101.7,21.5,JAL,CRTJL,PRESA EL CUARENTA,30.1
-105.05,20.58,JAL,CULJL,CUALE,48.2
-102.9,21.2,JAL,ESTJL,EL ESTRIBON,47.1
-103.33,20.73,JAL,EXPJL,LA EXPERIENCIA,45.5
-102.7,20.63,JAL,GRBJL,"GARABATOS, AUTOMATICA",19
-103.37,20.67,JAL,GUAJL,GUADALAJARA CENTRO,33.1
-103.4,20.7,JAL,GUCJL,GUADALAJARA COLOMUS,51.1
-103.6,20.5,JAL,HRTJL,HURTADO,55
-102.71,20.29,JAL,JMYJL,JAMAY,14.4
-103.2,20.3,JAL,LDCJL,LAGO DE CHAPALA,37.1
-102.23,20.48,JAL,PO2JL,"La Polvora, Jal.  GASIR*",12
-102.2,20.5,JAL,POLJL,LUGO ZANABRIA-LA POLVORA,14
-102.84,20.72,JAL,REDJL,LA RED,30.2
-101.85,21.35,JAL,SA1JL,PRESA LA SAUCEDA,14.3
-101.85,21.35,JAL,SAUJL,LA SAUCEDA,13.5
-103.71,20.91,JAL,SRSJL,PRESA SANTA ROSA,11.6
-102.58,21.45,JAL,TCAJL,TEOCALTICHE,30.5
-104.32,20.04,JAL,TCTJL,TACOTAN,84.1
-103.2,22.17,JAL,TENJL,TENASCO,31
-103.32,20.58,JAL,TLAJL,TLAQUEPAQUE,17.9
-104.12,19.85,JAL,TMLJL,P. TRIGOMIL,114
-103.8,20.6,JAL,VEGJL,LA VEGA,56.1
-103.08,20.07,JAL,VTNJL,"EL VOLANTIN, AUTOMATICA",13.2
-99.35,19.38,MEX,2RSMX,DOS RIOS,5
-99.22,19.57,MEX,ARBMX,LAS ARBOLEDAS,4.4
-98.91,19.51,MEX,ATEMX,ATENCO,0
-99.33,19.4,MEX,CDBMX,CAIDA DEL BORRACHO,4.8
-100.12,19.2,MEX,CHIMX,P. CHILESDO,5.9
-98.88,19.48,MEX,CHPMX,CHAPINGO,0
-99.24,19.53,MEX,CLYMX,CALACOAYA,2.8
-99.91,20.15,MEX,CNPMX,PRESA LA CONCEPCION,20.4
-99.63,19.29,MEX,COBMX,C.N.A. OBSERVATORIO,4.2
-100.18,19.1,MEX,COLMX,COLORINES,0
-99.6,19.9,MEX,DNXMX,P. DANXHO,5.5
-99.23,19.45,MEX,EMOMX,MOLINITO,7
-98.92,19.58,MEX,GRDMX,LA GRANDE AUTOMATICA,0
-98.92,19.58,MEX,GRDMX,"LA GRANDE, MEX",0
-99.7,20.07,MEX,HPNMX,P. HUAPANGO,4
-99.05,19.63,MEX,K27MX,KM. 27+250,11.3
-100.08,19.38,MEX,LBEMX,LOS BERROS,1.7
-99.25,19.63,MEX,LGLMX,LAGO GUADALUPE,0
-99.22,19.48,MEX,MBLMX,MOLINO BLANCO,5
-99.71,19.64,MEX,MLLMX,"SANTA MARIA DEL LLANO, AUTOMATICA",5
-99.19,19.62,MEX,OBSMX,SAN MARTIN OBISPO,0.4
-99.18,19.58,MEX,PBTMX,PRESA BARRIENTOS,1.7
-99.03,19.65,MEX,PCCMX,CHICONAUTLA II,0
-99.03,19.73,MEX,PCGMX,P. COLGANTE AUTOMATICA (DF),11
-99.18,19.74,MEX,PCGMX,PUENTE COLGANTE,11
-99.01,19.64,MEX,PCTMX,CHICONAUTLA I,0
-99.79,19.82,MEX,PFBMX,PRESA FRANCISCO T. FABELA,3
-99.77,19.46,MEX,PIRMX,P.IGNACIO RAMIREZ (ATOTONILCO),1
-99.25,19.43,MEX,PLMMX,PALMAS,4.8
-99.27,19.52,MEX,PM2MX,PRESA MADIN AUTOMATICA (DF),0
-99.26,19.53,MEX,PMDMX,PRESA MADIN,17.2
-99.7,20.1,MEX,PMNMX,P. EL MOLINO,5.5
-99.7,20,MEX,PNDMX,P. —ADO,13
-99.27,19.52,MEX,PREMX,PRESA MADIN,23.4
-99.21,19.41,MEX,PTLMX,PRESA TOTOLICA,1.4
-98.91,19.53,MEX,SADMX,SAN ANDRES (TEXCOCO),0
-99.7,19.47,MEX,SBBMX,SAN BERNABE (J. ANTONIO ALZATE),0
-98.87,19.19,MEX,SLAMX,SAN LUIS AMECA                      *,0
-98.87,19.19,MEX,SLAMX,SAN LUIS AMECA  AUTOMATICA,0
-98.86,19.64,MEX,SNLMX,SAN LUCAS,0.8
-100.02,19.9,MEX,TM2MX,TEMASCALCINGO,1.8
-99.96,19.66,MEX,TPTMX,TEPETITLAN,8
-99.28,19.45,MEX,TTLMX,TOTOLICA (HIDROMETRICA),13.9
-100.1,19.1,MEX,VBRMX,P. VALLE DE BRAVO,1.6
-99.33,19.38,MEX,VNDMX,EL VENADO,5.4
-100.05,19.46,MEX,VVCMX,P. VILLA VICTORIA,7
-100.94,19.55,MICH,AGOMC,AGOSTITLAN,12
-102.27,19.08,MICH,APTMC,APATZINGAN                          *,0
-102.42,20.18,MICH,BIBMC,BARRAJE DE IBARRA,14.2
-101.46,20.32,MICH,CBLMC,CASA BLANCA,42.2
-102.27,19.97,MICH,CHAMC,CHAPARACO,9.8
-100.55,19.7,MICH,CHIMC,CIUDAD HIDALGO,8
-102.75,19.18,MICH,CHLMC,P. CHILATAN,8
-100.9,18.5,MICH,CMNMC,CAIMANERA,0
-101.28,19.63,MICH,COIMC,COINTZIO,8.5
-101.86,20.21,MICH,CORMC,CORRALES,2.1
-101.86,20.21,MICH,CRRMC,"CORRALES, AUTOMATICA",2.6
-101.26,19.62,MICH,CT2MC,"COINTZIO, AUTOMATICA",0
-102.59,20.25,MICH,CUUMC,CUMUATO,7.2
-100.42,19.39,MICH,DBOMC,EL BOSQUE,0
-100.45,19.97,MICH,EGIMC,EL GIGANTE,2.1
-100.28,19.53,MICH,ETAMC,E.T.A.,8
-102.7,19.9,MICH,GUAMC,GUARACHA,16.5
-101.87,18.77,MICH,INFMC,PRESA INFIERNILLO,12.6
-102.6,19.9,MICH,JARMC,JARIPO,14
-100.41,19.84,MICH,LDFMC,LAGUNA DEL FRESNO,3.5
-102.87,19.21,MICH,LOLMC,LOS OLIVOS,9
-102,20.35,MICH,LPDMC,"La Piedad, Mich.",7.4
-102.9,18.8,MICH,LPNMC,LOS PANCHES,0
-102.2,18.8,MICH,LPSMC,LA PASTORIA,0
-101.62,19.54,MICH,LPTMC,"LAGO DE PATZCUARO, AUTOMATICA",7
-101.2,18.8,MICH,LPZMC,LOS PINZANES,0
-101.1,19.7,MICH,MCEMC,MORELIA CENTRO,11.3
-101.46,20.32,MICH,MKZMC,"MARKASSUSSA, AUTOMATICA",3.2
-100.9,19.9,MICH,MLPMC,MALPAIS,6
-101.2,19.7,MICH,MNOMC,MORELIA NORTE,19.8
-102.2,17.9,MICH,MOCMC,MELCHOR OCAMPO,1.5
-102.2,17.93,MICH,MOCMC,MELCHOR OCAMPO L. C.,1.5
-101.18,19.69,MICH,MORMC,MORELIA,1.6
-101.1,19.7,MICH,MORMC,MORELIA CENTRO,1.6
-100.44,19.89,MICH,MRVMC,MARAVATIO,3
-102.33,19.96,MICH,ORAMC,ORANDINO,4.2
-101.05,19.49,MICH,PDBMC,PLANTA DE BOMBEO,1.3
-100.69,19.62,MICH,PUCMC,PUCUATO,13.5
-100.67,19.62,MICH,SABMC,SABANETA,12
-102.72,20.07,MICH,SAHMC,SAHUAYO,12
-102.46,20.21,MICH,SCRMC,SAN CRISTOBAL,4.5
-102.64,19.83,MICH,SJUMC,SN. JUANICO,9
-102.4,20.1,MICH,SSIMC,SAN SIMON,17
-100.23,19.98,MICH,TEPMC,PRESA TEPUXTEPEC,2.6
-100.2,19.48,MICH,TMUMC,TERCER MUNDO,2
-102.13,19.97,MICH,UREMC,UREPETIRO,5.9
-102.3,18.12,MICH,VILMC,PRESA LA VILLITA,11.5
-101.45,19.55,MICH,VJIMC,VILLA JIMENEZ,17.9
-102.24,20.34,MICH,YURMC,YURECUARO,11.9
-102.28,20.01,MICH,ZAMMC,ZAMORA,11.4
-101.8,19.81,MICH,ZCAMC,ZACAPU,3.5
-101.93,18.92,MICH,ZICMC,ZICUIRAN,10
-100.83,19.86,MICH,ZINMC,ZINAPECUARO,2.5
-98.83,18.95,MOR,ACHMR,ACHICHIPILCO,0.5
-99.27,18.74,MOR,ALUMR,ALPUYECA                            *,0
-99.4,18.6,MOR,AMCMR,AMACUZAC,0
-98.9,18.94,MOR,ATLMR,ATLATLAHUCAN,0
-98.9,18.8,MOR,CUAMR,CUAUTLA,0
-99.2,18.9,MOR,CUEMR,CUERNAVACA,0
-99.18,18.58,MOR,HIGMR,HIGUERON,1
-99.02,19.03,MOR,HUIMR,HUITZILAC,0.4
-99.03,18.44,MOR,HUTMR,HUAUTLA,0
-98.8,18.7,MOR,JNCMR,JONACATEPEC,0.2
-99.2,18.6,MOR,JOJMR,JOJUTLA,0.5
-98.92,18.68,MOR,LCUMR,LA CUERA,0
-98.98,18.67,MOR,MYOMR,MOYOTEPEC,0
-99.15,18.52,MOR,NEXMR,NEXPA,0
-99.22,18.91,MOR,OBSMR,OBSERVATORIO,0
-98.76,18.88,MOR,OCTMR,OCUITUCO,0
-99.4,18.8,MOR,RODMR,PRESA EL RODEO,0
-99.19,18.92,MOR,SLDMR,SOLIDARIDAD,0
-99.2,18.9,MOR,TEMMR,TEMIXCO,0
-99.1,18.8,MOR,TICMR,TICUMAN,0
-98.75,18.75,MOR,TLOMR,TLACOTEPEC,0
-98.92,18.99,MOR,TOTMR,TOTOLOAPAN,0.7
-98.84,18.58,MOR,TPLMR,TEPALCINGO,0
-99.19,18.52,MOR,XICMR,XICATLACOTLA,0
-99.1,18.9,MOR,YAHMR,YAHUTEPEC,0
-99.2,18.64,MOR,ZCTMR,ZACATEPEC,0
-105.35,22.49,NAY,ACANR,ACAPONETA,3.5
-104.77,21.84,NAY,AGMNR,PRESA AGUAMILPA,14.2
-105.11,21.83,NAY,CAPNR,CAPOMAL,13.2
-104.5,21.94,NAY,CHPNR,CHAPALAGANA,9.7
-104.45,21.43,NAY,CJNNR,EL CAJON,16.4
-105.14,20.89,NAY,GAVNR,GAVIOTAS,21.5
-104.52,22.25,NAY,JMANR,JESUS MARIA,14.1
-105.02,22.38,NAY,PAJNR,PAJARITOS,9
-105.21,22.12,NAY,ROMNR,ROSA MORADA,2.5
-104.8,21.8,NAY,RSRNR,REG. SAN RAFAEL,12.5
-104.89,21.49,NAY,TEPNR,TEPIC,24.9
-100,27.23,NL,ANHNL,ANAHUAC,23
-99.82,24.1,NL,ARRNL,ARAMBERRI,59.5
-99.91,24.32,NL,ASCNL,LA ASCENSION,74.5
-99.74,24.99,NL,CABNL,CABEZONES,31.1
-99.58,24.88,NL,CAMNL,CAMACHO,37.8
-100.27,25.8,NL,CANNL,EL CANADA,31.2
-99.44,24.98,NL,CARNL,CARMEN D.L.E.,47.4
-99.26,25.72,NL,CCHNL,EL CUCHILLO,37.8
-100.16,25.95,NL,CDFNL,CIENEGA DE FLORES,11.5
-100,25.59,NL,CDRNL,CADEREYTA,22.6
-99.38,24.98,NL,CPRNL,PRESA CERRO PRIETO,37.6
-99.7,24.78,NL,CRUNL,CRUCITAS,44.6
-99.62,26.09,NL,CRVNL,CERRALVO,25.2
-100.17,23.68,NL,DARNL,DOCTOR ARROYO,58
-100.18,25.52,NL,ECSNL,EL CERRITO,16
-100.08,24.83,NL,GALNL,GALEANA,66.6
-100.02,25.96,NL,HGRNL,HIGUERAS,27
-100.12,25.44,NL,LBCNL,CORTINA DE LA BOCA,26.6
-99.52,25.5,NL,LERNL,LAS ENRAMADAS,14.5
-100.5,27.05,NL,LPZNL,LAMPAZOS,8.5
-99.19,26.08,NL,MDRNL,MADERO,28.8
-99.83,25.18,NL,MTMNL,MONTEMORELOS,33
-100.27,25.68,NL,MTRNL,MONTERREY,25.2
-100.3,25.73,NL,OBSNL,OBSERVATORIO,25.2
-99.21,24.99,NL,PAMNL,LA PAMONA                           *,42.5
-100.38,27.45,NL,PSANL,PRESA SALINILLAS,2.5
-100.55,25.03,NL,SRANL,SAN RAFAEL,15.8
-99.78,23.98,NL,ZRGNL,ZARAGOZA,44
-96.1,17.02,OAX,AYUOX,AYUTLA,10.1
-96.72,17.07,OAX,BAEOX,BASE AEREA,0.5
-95.5,16.8,OAX,BOQOX,BOQUILLA 1,0
-96.27,18.02,OAX,CDOOX,CERRO DE ORO (MADRID),84.7
-94.82,16.58,OAX,CHIOX,CHICAPA,0
-95.06,16.5,OAX,CHVOX,SANTIAGO CHIVELA,0.1
-96.95,17.8,OAX,CUIOX,CUICATLAN,0.1
-96.48,18.11,OAX,DPSOX,DIQUE PESCADITOS,41.5
-95.42,16.44,OAX,EMAOX,EL MARQUEZ (RIO TEHUANTEPEC),0
-95.1,16.58,OAX,IXTOX,IXTEPEC,0
-96.2,17.87,OAX,JACOX,JACATEPEC,101.5
-96.2,17.87,OAX,JDMOX,JALAPA DEL MARQUES,0
-95.2,16.6,OAX,KM1OX,KM. 33+190,0
-95.3,16.4,OAX,LPIOX,LAS PILAS,0
-95.49,17.46,OAX,MAROX,MARIA LOMBARDO,38.9
-96.73,17.07,OAX,OACOX,OAXACA CENTRO,0.5
-96.7,17,OAX,OAOOX,OAXACA OBS. AEROPUERTO,0.6
-94.4,16.5,OAX,OSTOX,OSTUTA,0
-96.08,18.17,OAX,PAPOX,PAPALOAPAN,15.6
-98.05,16.35,OAX,PNTOX,"PINOTEPA, ",0
-96.5,15.7,OAX,PTAOX,PUERTO ANGEL,0
-95.92,17.73,OAX,RMLOX,RIO MANSO LALANA,80.9
-97.73,16.1,OAX,RVEOX,RÌO VERDE,0
-95.2,16.18,OAX,SCROX,SALINA CRUZ,0
-96.53,17.88,OAX,SFUOX,SAN FELIPE USILA,84.8
-96.45,17.12,OAX,SMAOX,SAN ANTONIO CUAJIMOLOYAS,2
-96.55,18.05,OAX,STDOX,SANTO DOMINGO,51.3
-95.2,16.3,OAX,TEHOX,TEHUANTEPEC,0
-96.42,18.23,OAX,TEMOX,PRESIDENTE ALEMAN (TEMAZCAL),7.5
-95.6,16.42,OAX,TEQOX,TEQUISISTLAN,0
-96.13,18.08,OAX,TUXOX,TUXTEPEC,53.6
-97.83,17.73,OAX,YOSOX,P. YOSOCUTA,2.4
-94.22,16.4,OAX,ZANOX,ZANATEPEC,0
-97.42,19.45,PUE,ACHPB,ALCHICHILCA,0
-97.97,20.18,PUE,ACJPB,ACAJETE,0.6
-98.06,18.28,PUE,ADOPB,ACTALAN DE OSORIO,0
-98.14,18.94,PUE,AFRPB,AFRICAM,4
-98.15,20.03,PUE,AHUPB,AHUAZOTEPEC,3.8
-97.85,20.41,PUE,APAPB,APAPANTILLA,26.1
-98.41,18.91,PUE,ATXPB,ATLIXCO,4.1
-98.11,18.91,PUE,BDDPB,BALCON DEL DIABLO,0
-97.52,20.03,PUE,CDPPB,CUETZALAN DEL PROGRESO,94.7
-97.43,18.98,PUE,CDSPB,CIUDAD SERDAN,3
-97.95,18.97,PUE,CEMPB,CEMEX,0
-98.58,18.52,PUE,CHIPB,CHIETLA,0
-98.32,19.07,PUE,CHLPB,CHOLULA,1.1
-98.49,18.11,PUE,CHSPB,CHILA DE SAL,0.3
-98.2,19.04,PUE,CNAPB,C.N.A.,0
-98.05,18.83,PUE,CNGPB,CHIGNAHUAPAN,8.5
-98.16,18.61,PUE,COAPB,COATZINGO,0
-98.06,19.09,PUE,CPLPB,CAPULAC,0
-97.53,20.05,PUE,CTZPB,CUETZALAN,104.7
-98.28,18.97,PUE,ECHPB,ECHEVERRIA,2.5
-98.46,19.1,PUE,HJTPB,HUEJOTZINGO,2.5
-98.54,18.77,PUE,HQCPB,HUAQUECHULA,0
-98.05,20.18,PUE,HUAPB,HUAUCHINANGO,35.4
-98.47,18.58,PUE,IZMPB,IZUCAR DE MATAMOROS,0
-97.69,19.49,PUE,LIBPB,LIBRES,1.5
-98.1,18.6,PUE,MAYPB,MAYORAZGO 21 PTE.,1.4
-98,20.23,PUE,NNEPB,NUEVO NECAXA,36.3
-97.55,19.7,PUE,OYAPB,OYAMELES,5
-97.25,18.92,PUE,PCRPB,PASO CARRETAS,11
-98.36,18.36,PUE,PIXPB,PIAXTLA,0
-97.85,20.27,PUE,PTLPB,PATLA,47.6
-98.17,19.05,PUE,PUOPB,PUEBLA OBSERVATORIO,1
-97.13,19.25,PUE,QUIPB,QUIMIXTLAN,26.9
-97.4,20.1,PUE,RNAPB,RANCHO NUEVO (AYOTOXCO),46.5
-98.22,19.11,PUE,SCRPB,SN CRISTOBAL CALERAS,0
-97.91,18.74,PUE,SMCPB,SAN MIGUEL CANOA,0
-97.45,19.96,PUE,SOLPB,P. LA SOLEDAD,53.1
-98.58,19.33,PUE,SRTPB,SANTA RITA TLAHUAPAN,1.5
-98.58,19.33,PUE,SRTPB,STA RITA TLAHUAPAN,1.5
-97.79,20,PUE,TDRPB,TEPANGO DE RODRIGUEZ,35
-97.72,18.88,PUE,TECPB,TECAMACHALCO,0
-97.4,18.4,PUE,TEHPB,TEHUACAN,1.5
-98.78,18.47,PUE,TELPB,TEOTLALCO,0.3
-98.78,18.47,PUE,TELPB,TETLALCO,0.3
-97.81,19.83,PUE,TEOPB,TETELA DE OCAMPO,6.9
-97.79,20,PUE,TEPPB,TEPANGO DE RODRIGUEZ,24.1
-97.35,19.82,PUE,TEZPB,TEZIUTLAN,19.7
-96.85,18.41,PUE,TLPPB,TLACOTEPEC DE DIAZ,57
-98.03,20.43,PUE,TLXPB,TLAXCO,39
-97.45,19.48,PUE,TPYPB,TEPEYAHUALCO,0.4
-98.06,20.18,PUE,UDSPB,UNIVERSIDAD DE LA SIERRA,37.1
-97.72,18.87,PUE,UTTPB,"Univ. TecnolÛgica Tecamachalco, Pue.  SMN*",0
-97.68,20.51,PUE,VENPB,VENUSTIANO CARRANZA,14
-97.95,20.28,PUE,XDJPB,XICOTEPEC DE JUAREZ,55.7
-97.58,19.87,PUE,ZCPPB,ZACAPOAXTLA,18.2
-97.83,20.18,PUE,ZRGPB,ZARAGOZA,4
-100.49,20.59,QRO,ADJQT,"LAS ADJUNTAS, QRO., AUTOMATICA",0.4
-100.27,20.7,QRO,AMZQT,"AMAZCALA, QRO. AUTOMATICA",0.7
-100.35,20.5,QRO,BATQT,EL BATAN,1.3
-100.44,20.6,QRO,CARQT,CARRILLO,4
-100.07,20.42,QRO,CNSQT,CONSTITUCION DE 1917,1.1
-100.45,20.54,QRO,EPUQT,EL PUEBLITO,6
-100.37,20.57,QRO,GHQQT,GERENCIA HIDALGO QRO.,2.5
-100.28,20.39,QRO,HUIQT,EHCA HUIMILPAN,0.3
-99.97,20.21,QRO,IDFQT,SAN ILDEFONSO,8.1
-99.48,21.23,QRO,JLPQT,JALPAN,4.2
-100.45,20.7,QRO,JRQQT,JURIQUILLA,2.8
-100.23,20.62,QRO,MARQT,MARQUEZ,0
-100.37,20.57,QRO,OBSQT,OBSERVATORIO,3.1
-99.82,21.06,QRO,PMLQT,PE—AMILLER,3
-100,20.36,QRO,SJSQT,SAN JOSE,1.1
-86.82,21.16,QROO,CANQR,CANCUN,67.7
-88.33,18.5,QROO,CHOQR,CHETUMAL,71.8
-86.78,21.07,QROO,CNCQR,"CANCUN, QROO. AUTOMATICA",31.4
-86.91,20.48,QROO,CO2QR,COZUMEL. AUTOMATICA,35.1
-86.95,20.51,QROO,COZQR,COZUMEL,51.4
-88.04,19.57,QROO,FCRQR,FELIPE CARRILLO PUERTO,34.9
-87.08,20.62,QROO,PDCQR,PLAYA DEL CARMEN,42
-106.65,24.05,SIN,ACTSI,ACATITAN,0
-107.38,25.09,SIN,AL2SI,EL VAREJONAL (HIDRO) P ADOLFO LOPEZ MATEOS,8
-107.38,25.09,SIN,ALMSI,PRESA ADOLFO LOPEZ MATEOS,8
-108.7,25.7,SIN,ARCSI,ADOLFO RUIZ CORTINEZ,1
-107.47,25.03,SIN,AWSSI,ANDREW WEISS,4.5
-108.33,26.74,SIN,CHXSI,"CHOIX, ESTACION",1
-107.4,24.82,SIN,CLCSI,CULIACAN,6.9
-109.33,26.1,SIN,CRRSI,EL CARRIZO,14.3
-108.08,25.47,SIN,EBLSI,PRESA EUSTAQUIO BUELNA,0.7
-108.62,26.43,SIN,EFTSI,EL FUERTE,0
-108.32,26.08,SIN,GBESI,PRESA GUILLERMO BLAKE (EL SABINAL),0
-107.91,25.85,SIN,GD2SI,BACURATO (HIDRO) P GUSTAVO DIAZ ORDAZ,16.6
-107.91,25.86,SIN,GDOSI,PRESA GUSTAVO DIAZ ORDAZ,8
-108.09,25.47,SIN,GMCSI,GUAMUCHIL,0.7
-108.47,25.72,SIN,GSVSI,GUASAVE,2
-107.23,25.34,SIN,GTNSI,GUATENIPA,10
-109.33,25.98,SIN,HDZSI,HIGUERA DE ZARAGOZA,1
-106.6,23.96,SIN,IXPSI,IXPALINO,0
-107.04,24.71,SIN,JGRSI,J. GRO. ALCOSER (VINORAMAS),0
-106.81,24.57,SIN,JLPSI,PRESA JOSE LOPEZ PORTILLO,0
-108.01,25.9,SIN,JNASI,JAINA,8
-108.72,26.41,SIN,JORSI,PRESA JOSEFA ORTIZ DE DOMINGUEZ,1.3
-106.9,23.92,SIN,LCRSI,LA CRUZ,0
-108.35,26.9,SIN,LD2SI,HUITES (HIDRO),0
-108.35,26.9,SIN,LDCSI,HUITES,0
-109,25.8,SIN,MCHSI,LOS MOCHIS,0
-106.4,23.23,SIN,MZTSI,MAZATLAN,0
-107.44,24.63,SIN,OBSSI,OBSERVATORIO CULIACAN,0
-108.58,26.51,SIN,PMHSI,PRESA MIGUEL HIDALGO,0
-106.47,23.56,SIN,QLTSI,QUELITE,0
-107.76,25.12,SIN,RAVSI,ESTACION RANCHO VIEJO,0
-105.85,22.98,SIN,RSRSI,ROSARIO,4
-106.95,24.48,SIN,SCRSI,SANTA CRUZ,0
-108.78,26.07,SIN,SFRSI,SUFRAGIO,0
-107.5,25.3,SIN,SJNSI,SAN JUAN,0
-107.1,24.8,SIN,SLRSI,SAN LORENZO,0
-106.7,24.12,SIN,SLTSI,EL SALTO (AURELIO BENASSINI),0
-107.16,24.81,SIN,SN2SI,SANALONA (HIDRO),0.3
-107.16,24.81,SIN,SNLSI,PRESA SANALONA,0.3
-106.25,23.35,SIN,SQRSI,SIQUEROS,0
-108.13,26.9,SIN,TBRSI,SAN FRANCISCO,18.6
-105.85,25.09,SIN,TORSI,TORTUGA,4
-107.06,24.75,SIN,VINSI,VINORAMAS,0
-107.4,25.13,SIN,ZOPSI,ZOPILOTE                            *,0
-98.56,21.97,SLP,AJTSL,LAS ADJUNTAS,6.9
-98.96,21.75,SLP,BLMSL,BALLESMI,21.6
-99.02,21.98,SLP,CDVSL,CD. VALLES,14
-100.28,22.43,SLP,CTSSL,CERRITOS,15.5
-99.24,21.91,SLP,GANSL,GALLINAS,12.2
-100.67,23.65,SLP,MA2SL,MATEHUALA. AUTOMATICA,55.9
-100.64,23.66,SLP,MATSL,MATEHUALA,54.8
-99.16,22.12,SLP,MICSL,MICOS,24
-98.8,21.33,SLP,MTPSL,MATLAPA,19
-99.32,22.52,SLP,NRJSL,NARANJOS,17.6
-99.83,21.63,SLP,PMYSL,MONTOYA,3.8
-98.94,21.85,SLP,PUJSL,EL PUJAL,19
-98.89,21.43,SLP,RQTSL,REQUETEMU,20.8
-100,21.93,SLP,RVDSL,RIO VERDE,3
-101.68,22.63,SLP,SDHSL,SALINAS DE HIDALGO,7.2
-101,22.2,SLP,SGRSL,SOLEDAD GRACIANO,2.8
-101.02,22.15,SLP,SLPSL,SAN LUIS POTOSI,12.1
-98.62,21.69,SLP,SVTSL,SAN VICENTE,4.6
-98.86,21.25,SLP,TBLSL,TIERRA BLANCA,10.2
-100.58,21.62,SLP,TIESL,TIERRA NUEVA,12.3
-98.77,22,SLP,TMISL,TAMUIN,2.3
-98.77,22,SLP,TMISL,TAMUIN OBS,2.3
-98.82,21.55,SLP,TMOSL,TAMPAMOLON,1.4
-98.76,21.24,SLP,TMTSL,TEMAMATLA,42.6
-101.93,22.85,SLP,VRASL,V. RAMOS                            *,0
-100.93,21.8,SLP,VRYSL,VILLA DE REYES,17.8
-110.22,30,SON,ACNSO,ACONCHI,21
-108.94,27.02,SON,ALASO,"ALAMOS, SON. AUTOMATICA",3
-111.73,30.72,SON,ALTSO,ALTAR,22
-109.94,27.48,SON,AOBSO,PRESA ALVARO OBREGON,1
-109.54,31.33,SON,APTSO,AGUA PRIETA,13.5
-109.1,27.23,SON,ARCSO,PRESA ADOLFO RUIZ CORTINEZ,1.6
-109.09,30.07,SON,ARISO,ARIBABI,53.2
-110.92,29.08,SON,ARLSO,PRESA ABELARDO RODRIGUEZ LUJAN,14
-110.17,30.34,SON,ARZSO,ARIZPE,20.5
-110.24,30.6,SON,BCNSO,BACANUCHI,24.8
-108.93,30.36,SON,BCRSO,BACERAC,11.8
-110.22,30,SON,BNMSO,BANAMICHI,17.5
-109.63,27.42,SON,CCRSO,COCORAQUE,0
-111.52,30.88,SON,CHTSO,PRESA CUAUHTEMOC,18
-110.74,29.47,SON,CJNSO,EL CAJON,29.2
-109.94,27.5,SON,COBSO,CIUDAD OBREGON,1
-109.64,27.24,SON,CRCSO,CARCAMO,0
-108.76,26.6,SON,CZNSO,CAZANATE,6.8
-109.23,29.2,SON,ECBSO,EL CUBIL,3.9
-110.8,27.95,SON,EPLSO,EMPALME,1.5
-110.85,27.95,SON,GYMSO,GUAYMAS,2.1
-110.92,29.07,SON,HM2SO,HERMOSILLO OBSERVATORIO,14
-110.93,29.07,SON,HMNSO,HERMOSILLO,25.2
-108.96,30.21,SON,HSHSO,HUACHINERA,35.5
-110.89,30.76,SON,IMRSO,IMURIS,35
-110.39,28.43,SON,IRASO,P. IGNACIO R. A LA TORRE,4.2
-109.39,30.44,SON,LCDSO,PRESA LA ANGOSTURA,14.6
-110.14,29,SON,MZTSO,MAZATAN,10
-109.54,27.08,SON,NCHSO,NACHUQUIS,0
-109.69,30.37,SON,NCZSO,NACOZARI,24.8
-110.95,31.32,SON,NGLSO,NOGALES,29
-109.44,27.07,SON,NVJSO,NAVOJOA,2.5
