LON,LAT,ESTADO,CVE_SIH,NOMBRE_ESTACION,JUL
-107.5,25.3,SIN,SJNSI,SAN JUAN,198.1
-107.1,24.8,SIN,SLRSI,SAN LORENZO,43.1
-106.7,24.12,SIN,SLTSI,EL SALTO (AURELIO BENASSINI),115
-107.16,24.81,SIN,SN2SI,SANALONA (HIDRO),274
-107.16,24.81,SIN,SNLSI,PRESA SANALONA,272.8
-106.25,23.35,SIN,SQRSI,SIQUEROS,52.2
-108.13,26.9,SIN,TBRSI,SAN FRANCISCO,170.7
-105.85,25.09,SIN,TORSI,TORTUGA,142.1
-107.06,24.75,SIN,VINSI,VINORAMAS,224.5
-107.4,25.13,SIN,ZOPSI,ZOPILOTE                            *,95.5
-98.56,21.97,SLP,AJTSL,LAS ADJUNTAS,74.7
-98.96,21.75,SLP,BLMSL,BALLESMI,83.7
-99.02,21.98,SLP,CDVSL,CD. VALLES,104
-100.28,22.43,SLP,CTSSL,CERRITOS,112
-99.24,21.91,SLP,GANSL,GALLINAS,185
-100.82,21.88,SLP,IVGSL,VALENTIN GAMA,101
-100.67,23.65,SLP,MA2SL,MATEHUALA. AUTOMATICA,24.9
-100.64,23.66,SLP,MATSL,MATEHUALA,52.4
-98.8,21.33,SLP,MTPSL,MATLAPA,239.7
-99.32,22.52,SLP,NRJSL,NARANJOS,281.7
-100.76,21.85,SLP,OCTSL,OJO CALIENTE,70.7
-99.83,21.63,SLP,PMYSL,MONTOYA,8.5
-98.94,21.85,SLP,PUJSL,EL PUJAL,167.6
-98.89,21.43,SLP,RQTSL,REQUETEMU,186.6
-100,21.93,SLP,RVDSL,RIO VERDE,7.8
-101.68,22.63,SLP,SDHSL,SALINAS DE HIDALGO,96.9
-101,22.2,SLP,SGRSL,SOLEDAD GRACIANO,33.3
-101.02,22.15,SLP,SLPSL,SAN LUIS POTOSI,34.7
-99.06,22.02,SLP,STRSL,SANTA ROSA,91.5
-98.62,21.69,SLP,SVTSL,SAN VICENTE,62.6
-98.86,21.25,SLP,TBLSL,TIERRA BLANCA,393.4
-100.58,21.62,SLP,TIESL,TIERRA NUEVA,77.7
-98.77,22,SLP,TMISL,TAMUIN,31.8
-98.77,22,SLP,TMISL,TAMUIN OBS,31.8
-98.82,21.55,SLP,TMOSL,TAMPAMOLON,30.9
-98.76,21.24,SLP,TMTSL,TEMAMATLA,341.4
-101.93,22.85,SLP,VRASL,V. RAMOS                            *,2.5
-100.93,21.8,SLP,VRYSL,VILLA DE REYES,92.1
-110.22,30,SON,ACNSO,ACONCHI,181
-111.73,30.72,SON,ALTSO,ALTAR,69.8
-109.94,27.48,SON,AOBSO,PRESA ALVARO OBREGON,35
-109.54,31.33,SON,APTSO,AGUA PRIETA,167
-109.1,27.23,SON,ARCSO,PRESA ADOLFO RUIZ CORTINEZ,193.6
-109.09,30.07,SON,ARISO,ARIBABI,227.8
-110.92,29.08,SON,ARLSO,PRESA ABELARDO RODRIGUEZ LUJAN,76.4
-110.17,30.34,SON,ARZSO,ARIZPE,204.3
-110.24,30.6,SON,BCNSO,BACANUCHI,215.5
-108.93,30.36,SON,BCRSO,BACERAC,202.7
-110.22,30,SON,BNMSO,BANAMICHI,251
-109.63,27.42,SON,CCRSO,COCORAQUE,69.7
-111.52,30.88,SON,CHTSO,PRESA CUAUHTEMOC,103.5
-110.74,29.47,SON,CJNSO,EL CAJON,101
-109.94,27.5,SON,COBSO,CIUDAD OBREGON,141.5
-109.64,27.24,SON,CRCSO,CARCAMO,62.5
-108.76,26.6,SON,CZNSO,CAZANATE,98.8
-109.23,29.2,SON,ECBSO,EL CUBIL,186.9
-109.64,28.95,SON,EN2SO,NOVILLO II,150
-110.8,27.95,SON,EPLSO,EMPALME,13.5
-110.85,27.95,SON,GYMSO,GUAYMAS,51.2
-110.92,29.07,SON,HM2SO,HERMOSILLO OBSERVATORIO,76.4
-110.93,29.07,SON,HMNSO,HERMOSILLO,100.9
-108.96,30.21,SON,HSHSO,HUACHINERA,252
-110.89,30.76,SON,IMRSO,IMURIS,191.4
-110.39,28.43,SON,IRASO,P. IGNACIO R. A LA TORRE,89.3
-109.39,30.44,SON,LCDSO,PRESA LA ANGOSTURA,203.6
-110.14,29,SON,MZTSO,MAZATAN,90.1
-109.69,30.37,SON,NCZSO,NACOZARI,156.1
-110.95,31.32,SON,NGLSO,NOGALES,109.4
-109.44,27.07,SON,NVJSO,NAVOJOA,83.2
-112.85,31.87,SON,NYNSO,SONOYTA,44.1
-109.93,27.37,SON,OBOSO,OBSERVATORIO CIUDAD OBREGON,66.3
-110.71,29.23,SON,ORGSO,EL OREGANO,88.3
-109.08,29.43,SON,PDNSO,PASO NACORI,181.5
-109.63,28.98,SON,PECSO,PRESA PLUTARCO ELIAS CALLES,183.4
-110.43,29.4,SON,PMOSO,EL MOLINITO,102.5
-110.31,28.34,SON,PTASO,PUNTA DE AGUA,79.8
-112.12,30.7,SON,PTQSO,PITIQUITO,54.5
-111.02,30.05,SON,QRBSO,QUEROBABI,55.6
-110.57,29.71,SON,RAYSO,RAYON,99
-108.88,27.41,SON,SBNSO,SAN BERNARDO,163.8
-110.35,28.71,SON,SJPSO,SAN JOSE DE PIMAS                   *,192
-111.45,30.39,SON,SRSSO,SANTA ROSA II,122.6
-109.5,29.53,SON,TPCSO,TEPACHE,130.5
-109.21,27.66,SON,TSOSO,TESOCOMA,148.1
-110.29,27.64,SON,VCMSO,VICAM,124.8
-108.92,28.37,SON,YC2SO,"YECORA, SON. AUTOMATICA",48.6
-108.93,28.37,SON,YCRSO,YECORA,196.3
-91.48,17.43,TAB,BDCTB,BOCA DEL CERRO,138.2
-93.41,17.81,TAB,CARTB,CARDENAS,239
-92.92,17.98,TAB,EMUTB,VILLAHERMOSA,256.6
-92.81,18.04,TAB,EPOTB,EL PORVENIR,256.2
-92.92,17.97,TAB,GABTB,GAVIOTAS,189.5
-93,17.98,TAB,GONTB,GONZALEZ,215.5
-92.6,17.77,TAB,MACTB,MACUSPANA,176.7
-92.93,17.98,TAB,OBSTB,OBSERVATORIO,259
-92.88,17.85,TAB,PNVTB,PUEBLO NUEVO,210.6
-92.94,17.57,TAB,PUYTB,PUYACATENGO,377.6
-93.29,17.98,TAB,SAMTB,SAMARIA,275.1
-92.92,17.5,TAB,SJOTB,SAN JOAQUIN,281.5
-91.16,17.79,TAB,SPTTB,SAN PEDRO,249.6
-92.82,17.47,TAB,TAPTB,TAPIJULAPA,251.8
-92.97,17.57,TAB,TEATB,TEAPA,296.3
-98.39,24.07,TAMPS,ABSTP,ABASOLO,78.4
-97.93,22.39,TAMPS,BALTP,BOMBAS ALTAMIRA,129.7
-99.12,24.08,TAMPS,BR1TP,EL BARRETAL I,205.5
-99.22,24.1,TAMPS,BRRTP,EL BARRETAL,91.7
-98.6,26.24,TAMPS,CDOTP,S-J-2-18 CIUDAD DIAZ ORDAZ,45.7
-98.8,26.25,TAMPS,CMGTP,S-J-2-11 CAMARGO,5.1
-99.25,26.92,TAMPS,CMRTP,MIER,10.6
-97.82,25.64,TAMPS,CONTP,CONTROL,67.3
-98.94,23.94,TAMPS,CORTP,CORONA,38.4
-99.17,23.72,TAMPS,CVCTP,CIUDAD VICTORIA OBSERVATORIO,101.2
-99.19,23.73,TAMPS,CVTTP,CD. VICTORIA (GERENCIA),111.7
-99.08,23.38,TAMPS,ENNTP,LA ENCANTADA,34.1
-98.69,22.62,TAMPS,ERCTP,PRESA ESTUDIANTE RAMIRO CABALLERO,102.6
-98.16,24.84,TAMPS,FDOTP,SAN FERNANDO,54.8
-99.12,22.83,TAMPS,LSRTP,LA SERVILLETA,193
-99.55,24.57,TAMPS,MAGTP,MAGUEYES,142.9
-97.52,25.83,TAMPS,MATTP,MATAMOROS,192.1
-97.84,22.28,TAMPS,MDRTP,MADERO,88.4
-99.04,26.37,TAMPS,MGATP,S-J-1-2 MIGUEL ALEMAN,2.5
-98.72,22.79,TAMPS,MGSTP,MAGISCATZIN,76.2
-99.43,23.92,TAMPS,MHGTP,MIGUEL HIDALGO,114
-98.92,26.23,TAMPS,MRGTP,PRESA MARTE R. GOMEZ,42
-98.9,24.05,TAMPS,PADTP,PADILLA,37
-97.8,25.8,TAMPS,PANTP,PUEBLO ANAHUAC,94.8
-98.75,23.73,TAMPS,PDMTP,PASO DE MOLINA,102.4
-98.9,24.14,TAMPS,PILTP,PILON,77.1
-99.55,24.23,TAMPS,PJMTP,PRESA PEDRO J. MENDEZ,52.4
-99.58,24.18,TAMPS,PVLTP,PUERTO DE VALLES,105.4
-99,22.85,TAMPS,RFRTP,RIO FRIO,53
-98,25.97,TAMPS,RIBTP,RIO BRAVO,35.6
-97.99,23.26,TAMPS,RSPTP,REPUBLICA ESPAÒOLA,38.6
-98.88,26.17,TAMPS,RYNTP,S-J-2-9 REYNOSA,34
-99.09,23.02,TAMPS,SBNTP,SABINAS,161.2
-98.87,22.78,TAMPS,SDATP,PRESA SACA DE AGUA,132.6
-98.79,23.08,TAMPS,SGBTP,SAN GABRIEL,79
-98.21,23.77,TAMPS,SLMTP,SOTO LA MARINA,39.1
-98.8,22.95,TAMPS,SLZTP,PRESA SAN LORENZO,46.1
-97.88,22.24,TAMPS,TMPTP,TAMPICO,95.8
-98.42,22.42,TAMPS,TMSTP,TAMESI,118.4
-97.8,25.91,TAMPS,VCATP,VILLA CARDENAS,52.6
-97.8,25.7,TAMPS,VHMTP,VALLE HERMOSO,63
-98.56,19.59,TLAX,CPPTL,CALPULALPAN,83.5
-97.74,19.3,TLAX,CUATL,CUAPIAXTLA,119
-97.65,19.32,TLAX,ECTTL,EL CARMEN TEQUEXQUITLA,151
-97.95,19.31,TLAX,HUATL,"Huamantla, Tlax.  SMN*",108.7
-97.91,19.32,TLAX,HMTTL,HUAMANTLA,226.9
-98.2,19.4,TLAX,OBSTL,OBSERVATORIO,284
-98.2,19.55,TLAX,SJATL,SAN JOSE ATLANGA,198.9
-98.18,19.12,TLAX,SPMTL,SAN PABLO DEL MONTE,135.4
-98.24,19.22,TLAX,ZACTL,ZACATELCO,169
-97.92,19.2,TLAX,ZITTL,ZITLALTEPEC                         *,188.5
-96.84,19.7,VER,ACAVC,ACATLAN,144.2
-96.59,19.5,VER,ACTVC,ACTOPAN,39.7
-94.14,18.14,VER,AGDVC,AGUA DULCE (CENTRO),100
-97.68,20.93,VER,ALAVC,ALAMO TEMAPACHE,113
-97.23,19.76,VER,ALTVC,ALTOTONGA,117.8
-95.44,18.58,VER,ARCVC,ANGEL R. CABADA,57.7
-96.72,19.71,VER,ATZVC,ATZALAN,186
-96.94,19.59,VER,BANVC,BANDERILLA,117
-96.93,19.48,VER,BRIVC,BRIONES,164.4
-95.74,18.37,VER,CACVC,CARLOS CARRILLO,81.4
-94.32,18.11,VER,CB2VC,PB2-LA CANGREJERA,198.3
-95.8,18.3,VER,CCLVC,CHACALTIANGUIS,194.1
-96.7,19.43,VER,CEGVC,"Cerro Gordo, Ver.",27
-98.15,21.74,VER,CHYVC,PASO DE PIEDRAS (CHICAYAN),37.8
-97.55,21.07,VER,CLHVC,CHALAHUITE,24.4
-96.94,19.45,VER,COAVC,COATEPEC,235.5
-94.4,18.1,VER,COTVC,COATZACOALCOS,254.1
-96.37,19.36,VER,CRDVC,CARDEL,145.3
-96.65,19.32,VER,CRRVC,CARRIZAL,44.6
-95.3,18.14,VER,CTTVC,COATOTOLAPAN,174.6
-96.36,19.41,VER,ENRVC,EL NARANJILLO,110
-98.33,20.25,VER,ESPVC,EL ESPINAL,174
-96.16,19.07,VER,ETEVC,EL TEJAR,158.6
-95.56,18.27,VER,GARVC,GARRO,94.4
-98.44,21.78,VER,HGOVC,EL HIGO,40.2
-98.27,21.16,VER,HLSVC,LOS HULES,51.4
-96.95,19.18,VER,HTSVC,HUATUSCO,442.6
-98.48,20.53,VER,HUYVC,HUAYACOCOTLA,144
-96.55,19.4,VER,IDOVC,IDOLOS,77.4
-96.88,19.6,VER,INCVC,INGENIO CONCEPCION,118.9
-94.67,17.95,VER,JALVC,JALTIPAN,142.1
-95.03,17.43,VER,JCRVC,JESUS CARRANZA,214.5
-94.09,17.87,VER,JDCVC,SAN JOSE DEL CARMEN,223
-97.02,19.6,VER,JOYVC,LA JOYA,467.2
-95.35,18.25,VER,LAUVC,LAUCHAPAN,154.5
-94.3,18.1,VER,LCAVC,LA CANGREJERA,223
-95.45,18.23,VER,LCEVC,LA CEIBILLA,83.7
-97.23,18.92,VER,LGRVC,LOMA GRANDE,276
-96.98,20.05,VER,LIBVC,LIBERTAD,111.5
-96.39,19.26,VER,LOFVC,LOMA FINA,176
-94.92,17.42,VER,LPEVC,LAS PERLAS,147.6
-97.1,19.65,VER,LVRVC,LAS VIGAS DE RAMIREZ,70.1
-97.05,20.07,VER,MDTVC,MARTINEZ DE LA TORRE,138.2
-96.34,19.09,VER,MFAVC,MANLIO F. ALTAMIRANO,120
-94.52,17.97,VER,MINVC,MINATITLAN,282
-94.94,18.13,VER,MNZVC,MINZAPAN,155.4
-96.83,19.93,VER,MZNVC,MISANTLA,349.7
-96.87,19.65,VER,NAOVC,NAOLINCO,279.4
-95.52,18.63,VER,NLTVC,"NARANJAL, LERDO DE TEJADA",50.2
-98.51,21.84,VER,OLVVC,EL OLIVO,41.6
-97.1,18.85,VER,ORZVC,ORIZABA,395.6
-94.33,18.11,VER,PCNVC,PB1-LA CANGREJERA,216.5
-96.14,19.04,VER,PDTVC,PASO DEL TORO,191.7
-97.81,21.18,VER,PEMVC,PRESA EL MORALILLO,54.8
-97.25,19.58,VER,PERVC,PEROTE,40.4
-98.17,22.05,VER,PNCVC,PANUCO,37.2
-97.32,20.45,VER,PPNVC,PAPANTLA,81.7
-97.48,20.54,VER,PRCVC,POZA RICA,94.6
-98.34,21.29,VER,PSNVC,PLATON SANCHEZ,104.2
-95.82,17.83,VER,PVCVC,PLAYA VICENTE,350
-95.63,18.72,VER,RALVC,RADAR ALVARADO,71.2
-96.71,20.16,VER,RAUVC,EL RAUDAL,48.9
-96.55,19.35,VER,RNCVC,RINCONADA,56
-97.78,20.88,VER,SBTVC,SOMBRERETE,114.3
-95.18,18.45,VER,SIHVC,SIHUAPAN,114.6
-95.13,17.88,VER,SJEVC,SAN JUAN EVANGELISTA,180.4
-95.03,18.52,VER,SONVC,SONTECOMAPAN,176.1
-96.49,19.34,VER,TAMVC,TAMARINDO,57
-96.35,18.45,VER,TBLVC,TIERRA BLANCA,205
-96.97,19.38,VER,TCOVC,TEOCELO,425
-94.16,17.57,VER,TMOVC,TIERRA MORADA,303
-98.38,21.52,VER,TMPVC,TEMPOAL,81.6
-96.92,19.81,VER,TNCVC,TENOCHTITLAN,156.1
-98.14,21.04,VER,TRRVC,TERRERILLOS,63
-97.42,20.95,VER,TUXVC,"TUXPAN, VER. AUTOMATICA",1.3
-97.4,20.96,VER,TXPVC,TUXPAN,61.1
-95.42,18.47,VER,TZAVC,TRES ZAPOTES,86.2
-95.7,18.08,VER,VAZVC,VILLA AZUETA,145.5
-96.11,19.15,VER,VERVC,VERACRUZ,188.1
-96.58,19.02,VER,VTEVC,VILLA TEJEDA,100.5
-96.92,19.53,VER,XCEVC,XALAPA CENTRO,130.8
-96.85,19.55,VER,XCFVC,XALAPA CFE,147.3
-96.92,19.53,VER,XOBVC,XALAPA OBSERVATORIO,157.2
-89.35,19.83,YUC,BECYC,BECANCHEN,112
-89.58,20.5,YUC,CANYC,CANTAMAYEN,144.6
-89.68,20.65,YUC,CHOYC,CHOCHOLA,231.5
-89.98,20.98,YUC,CICYC,CENTRO DE INV.CIENTIFICA,147.2
-87.78,21.52,YUC,CYOYC,EL CUYO,117.5
-89.58,20.98,YUC,EZAYC,EMILIANO ZAPATA,87.8
-89.63,20.98,YUC,FAEYC,FUERZA AEREA,105.3
-89.66,20.98,YUC,GARYC,GERENCIA REGIONAL,99.7
-89.6,21,YUC,MEOYC,MERIDA OBSERVATORIO,146.8
-89.45,20.11,YUC,MOCYC,MOCOCHA,195.5
-89.28,21.08,YUC,MTOYC,MOTUL,170
-89.71,20.49,YUC,MUNYC,MUNA,53.8
-89.39,20.29,YUC,OXKYC,OXKUTZCAB,164.4
-88.95,19.96,YUC,PETYC,PETO,234
-89.6,21.3,YUC,PROYC,PROGRESO,15.9
-88.15,21.59,YUC,RLAYC,R.LAGARTO,74.6
-89.54,20.4,YUC,TICYC,TICUL,169
-88.17,21.16,YUC,TIZYC,TIZIMIN,174.5
-89.05,20.18,YUC,TNTYC,"TANTANQUIN, YUC. AUTOMATICA",190.2
-88.2,20.7,YUC,VALYC,VALLADOLID,123.8
-103.23,22.33,ZAC,ACHZC,ACHIMEC,272.2
-103.46,21.81,ZAC,ATGZC,ATOLINGA,263.1
-102.97,22.82,ZAC,BTEZC,BOCA DEL TESORERO,136
-102.89,22,ZAC,CHIZC,EL CHIQUE,211.4
-101.39,24.62,ZAC,CORZC,CONCEPCION DEL ORO,58.5
-102.35,22.45,ZAC,CUAZC,CD. CUAUHT…MOC,149.5
-103.09,23.69,ZAC,ELCZC,EL CAZADERO,207.3
-102.04,22.67,ZAC,ELSZC,EL SALADILLO,166.4
-103.34,21.65,ZAC,EXCZC,P.MIGUEL ALEMAN (EXCAME),269.1
-102.89,23.17,ZAC,FREZC,FRESNILLO,135.9
-103.09,21.93,ZAC,GJAZC,JOAQUIN AMARO,265.8
-102.51,22.75,ZAC,GPEZC,GUADALUPE,209.2
-102.46,22.49,ZAC,GRCZC,GENARO CODINA,176.5
-103.4,24.28,ZAC,JALZC,JUAN ALDAMA,89.7
-103.11,21.4,ZAC,JCHZC,JUCHIPILA,216
-103,22.64,ZAC,JERZC,JEREZ,169.5
-102.57,22.78,ZAC,LBUZC,LA BUFA,139.6
-103.6,22.69,ZAC,LFLZC,LA FLORIDA,189
-102.66,23,ZAC,LLBZC,LLANO BLANCO                        *,151.1
-102.25,22.44,ZAC,LMOZC,LUIS MOYA,145.1
-103.38,22.84,ZAC,LOBZC,LOBATOS,190
-101.99,22.26,ZAC,LORZC,LORETO,126
-103.21,23.18,ZAC,LREZC,LEOBARDO REYNOSO,147.8
-103.44,24.29,ZAC,MGAZC,MIGUEL AUZA,156
-103.36,21.21,ZAC,MORZC,MEZQUITAL DEL ORO,300.5
-103.56,22.31,ZAC,MRSZC,MONTE ESCOBEDO,218.2
-102.85,21.36,ZAC,NCTZC,NOCHISTLAN,144.8
-102.27,22.58,ZAC,OCAZC,OJO CALIENTE,174.4
-102.8,22.35,ZAC,PALZC,PALOMAS,133.4
-101.4,22.12,ZAC,PINZC,PINO SUAREZ,94.8
-102.9,21.72,ZAC,PMOZC,PRESA MORALE—OS,260.2
-103.03,23.82,ZAC,RGRZC,RIO GRANDE,151.3
-102.88,24.32,ZAC,SFOZC,SAN FRANCISCO,190.5
-103.51,24.29,ZAC,SGOZC,SANTIAGO,206.9
-103.64,23.64,ZAC,SOMZC,SOMBRERETE,142
-103.5,22.33,ZAC,STEZC,SANTA TERESA,252.3
-103.11,22.93,ZAC,STRZC,SANTA ROSA,184.1
-102.87,22.1,ZAC,TAYZC,TAYAHUA,194.3
-103.88,23.47,ZAC,TCHZC,CHALCHIHUTES,233.5
-103.46,21.47,ZAC,TGOZC,TEUL DE GONZALEZ  ORTEGA,280.7
-102.79,21.56,ZAC,TLAZC,TLALCHICHILA,228.1
-103.31,21.77,ZAC,TLLZC,TLATENANGO,270.1
-102.34,23.29,ZAC,VCOZC,VILLA DE COSS,43.4
-101.92,22.52,ZAC,VGOZC,VILLA GONZALEZ ORTEGA,107.7
-101.72,22.35,ZAC,VHGZC,VILLA HIDALGO,130.7
-103.34,21.6,ZAC,VILZC,VILLITA,287.4
-102.58,22.76,ZAC,ZACZC,ZACATECAS,160.9
