LON,LAT,ESTADO,CVE_SIH,NOMBRE_ESTACION,JUL
-101.28,20.85,GTO,PRSGJ,PRESA LA PURISIMA,223.7
-101.22,21.48,GTO,SFEGJ,SAN FELIPE,144.5
-101.02,20.4,GTO,SJLGJ,SANTA JULIA,339.4
-101.2,20.57,GTO,SLMGJ,SALAMANCA,286
-100.75,20.58,GTO,SMOGJ,SAN MIGUEL OCTOPAN,150.8
-100.52,21.3,GTO,SLPGJ,SAN LUIS DE LA PAZ,84.5
-100.82,20.05,GTO,SLSGJ,P. SOLIS,283
-100.88,20.22,GTO,SLVGJ,SALVATIERRA,187.8
-101.07,20.3,GTO,SRTGJ,SANTA RITA,442.5
-100.75,20.28,GTO,TARGJ,TARIMORO,227.5
-101.3,20.6,GTO,TEMGJ,TEMASCATIO,283.1
-100.8,20.5,GTO,TGRGJ,TRES GUERRAS,150
-101.37,20.74,GTO,TPCGJ,TEPALCATES,264.3
-101.18,20.39,GTO,VDSGJ,V. DE SANTIAGO,330.5
-100.09,21.3,GTO,XICGJ,XICHU,60.2
-98.94,20.27,HGO,ACTHD,ACTOPAN,64.3
-98.33,21.02,HGO,ATCHD,ATLAPESCO,194.6
-99.36,20.16,HGO,ENDHD,PRESA ENDO,93
-99.63,20.36,HGO,HCPHD,HUICHAPAN,110.1
-98.42,21.15,HGO,HJTHD,HUEJUTLA,106.5
-99.22,20.48,HGO,IXMHD,IXMIQUILPAN,76.7
-99.18,21.08,HGO,LMTHD,MEZTITLAN,34.4
-99.22,20.24,HGO,MXQHD,MIXQUIAHUALA,99.2
-98.6,21.17,HGO,ORZHD,SAN FELIPE ORIZATLAN,235.4
-98.74,20.12,HGO,PCHHD,PACHUCA,51
-98.75,20.13,HGO,PCOHD,"Pachuca Observatorio, Hgo.",48.4
-98.34,20.06,HGO,PERHD,PRESA LA ESPERANZA,46.5
-99.33,20.73,HGO,PRGHD,P.ROJO GOMEZ (LA PE—A),164
-99.31,19.97,HGO,PRQHD,PRESA REQUENA,110.5
-99.38,20.44,HGO,PVAHD,PRESA VICENTE AGUIRRE,123
-98.37,20.08,HGO,TLGHD,TULANCINGO,53.5
-99.39,19.84,HGO,TXMHD,TAXHIMAY,235.3
-99.5,20.66,HGO,ZMPHD,PRESA ZIMAPAN,67.6
-98.65,20.65,HGO,ZXTHD,ZACUALTIPAN,86.5
-102.44,21.6,JAL,AJJJL,AJOJUCAR,240.5
-103.09,20.4,JAL,ATQJL,ATEQUIZA,121.8
-104.06,19.91,JAL,BBAJL,BASILIO BADILLO,266
-103.72,22.4,JAL,BCSJL,BOCAS,177.9
-103.78,21.83,JAL,BLNJL,BOLAÒOS,185.4
-103.47,19.7,JAL,CGZJL,CIUDAD GUZMAN,131.6
-103.2,20.29,JAL,CHAJL,"Chapala 1, Jal.  SMN*",123.2
-104.57,19.23,JAL,CIHJL,CIHUATLAN,118.4
-105.07,20.03,JAL,CPEJL,CAJON DE PEÒA,175
-103.72,20.13,JAL,CRRJL,CORRINCHIS,295.6
-101.7,21.5,JAL,CRTJL,PRESA EL CUARENTA,215.8
-101.14,19.96,JAL,CUIJL,CUITZEO,159.3
-105.05,20.58,JAL,CULJL,CUALE,561.2
-102.85,21.13,JAL,CUNJL,LA CUÒA,128.5
-103.45,21.07,JAL,CXTJL,CUIXTLA,239.1
-102.9,21.2,JAL,ESTJL,EL ESTRIBON,202.9
-103.33,20.73,JAL,EXPJL,LA EXPERIENCIA,322.3
-102.77,20.3,JAL,FTEJL,EL FUERTE,125.9
-102.7,20.63,JAL,GRBJL,"GARABATOS, AUTOMATICA",131.6
-103.37,20.67,JAL,GUAJL,GUADALAJARA CENTRO,321.2
-103.4,20.7,JAL,GUCJL,GUADALAJARA COLOMUS,301.9
-103.6,20.5,JAL,HRTJL,HURTADO,152
-102.71,20.29,JAL,JMYJL,JAMAY,172.2
-103.2,20.3,JAL,LDCJL,LAGO DE CHAPALA,205
-101.92,21.36,JAL,LDMJL,LAGOS DE MORENO,217.3
-102.2,20.5,JAL,POLJL,LUGO ZANABRIA-LA POLVORA,215.4
-104.05,20.55,JAL,RAMJL,RIO AMECA,144.8
-101.85,21.35,JAL,SA1JL,PRESA LA SAUCEDA,209.5
-101.85,21.35,JAL,SAUJL,LA SAUCEDA,220.2
-102.5,21.3,JAL,SGRJL,SAN GASPAR DE LOS REYES,152
-103.71,20.91,JAL,SRSJL,PRESA SANTA ROSA,91.8
-102.58,21.45,JAL,TCAJL,TEOCALTICHE,255.6
-104.32,20.04,JAL,TCTJL,TACOTAN,197.3
-103.2,22.17,JAL,TENJL,TENASCO,270.2
-103.32,20.58,JAL,TLAJL,TLAQUEPAQUE,243.2
-104.12,19.85,JAL,TMLJL,P. TRIGOMIL,184.9
-103.8,20.6,JAL,VEGJL,LA VEGA,111.9
-103.08,20.07,JAL,VTNJL,"EL VOLANTIN, AUTOMATICA",15.6
-99.35,19.38,MEX,2RSMX,DOS RIOS,160
-99.22,19.57,MEX,ARBMX,LAS ARBOLEDAS,178.9
-98.91,19.51,MEX,ATEMX,ATENCO,124.9
-99.87,19.78,MEX,ATPMX,"Atlacomulco Prepa., MÈx.",176
-99.7,19.33,MEX,CALMX,CALIXTLAHUACA,143.1
-99.33,19.4,MEX,CDBMX,CAIDA DEL BORRACHO,100.5
-99.51,19.21,MEX,CGCMX,GERENCIA C.N.A. CODAGEM,141.4
-100.12,19.2,MEX,CHIMX,P. CHILESDO,258
-98.88,19.48,MEX,CHPMX,CHAPINGO,114.7
-98.89,19.26,MEX,CLAMX,CHALCO AUTOMATICA (DF),0
-99.24,19.53,MEX,CLYMX,CALACOAYA,123.7
-99.91,20.15,MEX,CNPMX,PRESA LA CONCEPCION,218.6
-99.63,19.29,MEX,COBMX,C.N.A. OBSERVATORIO,175.8
-100.18,19.1,MEX,COLMX,COLORINES,122.1
-98.89,19.48,MEX,CPAMX,CHAPINGO AUTOMATICA (DF),0
-98.85,19.39,MEX,CTPMX,COATEPEC DE LOS OLIVOS,0
-99.6,19.9,MEX,DNXMX,P. DANXHO,241
-99.23,19.45,MEX,EMOMX,MOLINITO,123.8
-98.92,19.58,MEX,GRDMX,LA GRANDE AUTOMATICA,130.6
-98.92,19.58,MEX,GRDMX,"LA GRANDE, MEX",130.6
-99.7,20.07,MEX,HPNMX,P. HUAPANGO,196
-99.77,19.57,MEX,IXCMX,IXTLAHUACA,128.4
-99.05,19.63,MEX,K27MX,KM. 27+250,92.8
-100.08,19.38,MEX,LBEMX,LOS BERROS,282.6
-99.25,19.63,MEX,LGLMX,LAGO GUADALUPE,0
-99.22,19.48,MEX,MBLMX,MOLINO BLANCO,164.6
-99.71,19.64,MEX,MLLMX,"SANTA MARIA DEL LLANO, AUTOMATICA",202.4
-99.19,19.62,MEX,OBSMX,SAN MARTIN OBISPO,99.7
-99.18,19.58,MEX,PBTMX,PRESA BARRIENTOS,144.7
-99.03,19.65,MEX,PCCMX,CHICONAUTLA II,196.3
-99.03,19.73,MEX,PCGMX,P. COLGANTE AUTOMATICA (DF),118.5
-99.18,19.74,MEX,PCGMX,PUENTE COLGANTE,118.5
-99.01,19.64,MEX,PCTMX,CHICONAUTLA I,166.2
-99.79,19.82,MEX,PFBMX,PRESA FRANCISCO T. FABELA,283.1
-99.77,19.46,MEX,PIRMX,P.IGNACIO RAMIREZ (ATOTONILCO),160.1
-99.25,19.43,MEX,PLMMX,PALMAS,182.3
-99.27,19.52,MEX,PM2MX,PRESA MADIN AUTOMATICA (DF),0
-99.26,19.53,MEX,PMDMX,PRESA MADIN,240.7
-99.7,20.1,MEX,PMNMX,P. EL MOLINO,152.1
-99.7,20,MEX,PNDMX,P. —ADO,237
-99.27,19.52,MEX,PREMX,PRESA MADIN,0.3
-99.21,19.41,MEX,PTLMX,PRESA TOTOLICA,185.2
-99.6,19.21,MEX,RECMX,RECTORIA,140.6
-98.91,19.53,MEX,SADMX,SAN ANDRES (TEXCOCO),128
-99.7,19.47,MEX,SBBMX,SAN BERNABE (J. ANTONIO ALZATE),233
-99.71,19.21,MEX,SJHMX,S.J. HUERTAS,107.3
-98.87,19.19,MEX,SLAMX,SAN LUIS AMECA                      *,71.5
-98.87,19.19,MEX,SLAMX,SAN LUIS AMECA  AUTOMATICA,71.5
-99.7,19.6,MEX,SLBMX,SAN BARTOLO DEL LLANO,146.5
-99.8,19.63,MEX,SMLMX,SANTA MARIA DEL LLANO,262
-99.8,19.33,MEX,TBRMX,TRES BARRANCAS,132.8
-99.94,18.93,MEX,TESMX,TEXCALTITLAN,182.9
-98.9,19.44,MEX,TJCMX,EL TEJOCOTE,195.7
-100.02,19.9,MEX,TM2MX,TEMASCALCINGO,19.8
-99.96,19.66,MEX,TPTMX,TEPETITLAN,262.4
-100.28,19.1,MEX,TROMX,TROJES,201.2
-99.28,19.45,MEX,TTLMX,TOTOLICA (HIDROMETRICA),156.9
-99.13,19.91,MEX,TTQMX,TAJO DE TEQUIXQUIAC,213.7
-100.1,19.1,MEX,VBRMX,P. VALLE DE BRAVO,154
-99.21,19.51,MEX,VDCMX,VASO DE CRISTO,106.2
-99.33,19.38,MEX,VNDMX,EL VENADO,123.4
-100.05,19.46,MEX,VVCMX,P. VILLA VICTORIA,251.5
-102.2,17.97,MICH,ADUMC,ADJUNTAS,203.8
-100.94,19.55,MICH,AGOMC,AGOSTITLAN,394
-102.27,19.08,MICH,APTMC,APATZINGAN                          *,135
-102.42,20.18,MICH,BIBMC,BARRAJE DE IBARRA,54.9
-101.46,20.32,MICH,CBLMC,CASA BLANCA,376.8
-102.27,19.97,MICH,CHAMC,CHAPARACO,171.6
-100.55,19.7,MICH,CHIMC,CIUDAD HIDALGO,160.5
-102.75,19.18,MICH,CHLMC,P. CHILATAN,146
-100.9,18.5,MICH,CMNMC,CAIMANERA,150.1
-101.28,19.63,MICH,COIMC,COINTZIO,254.5
-101.86,20.21,MICH,CORMC,CORRALES,217.6
-101.86,20.21,MICH,CRRMC,"CORRALES, AUTOMATICA",193.2
-101.26,19.62,MICH,CT2MC,"COINTZIO, AUTOMATICA",0
-102.59,20.25,MICH,CUUMC,CUMUATO,64.9
-100.42,19.39,MICH,DBOMC,EL BOSQUE,201.9
-102.4,20.3,MICH,DGNMC,DE GONZALO,159
-100.45,19.97,MICH,EGIMC,EL GIGANTE,187.1
-100.28,19.53,MICH,ETAMC,E.T.A.,219
-102.7,19.9,MICH,GUAMC,GUARACHA,161.9
-101.87,18.77,MICH,INFMC,PRESA INFIERNILLO,90.1
-102.6,19.9,MICH,JARMC,JARIPO,164.5
-100.41,19.84,MICH,LDFMC,LAGUNA DEL FRESNO,274.9
-102.87,19.21,MICH,LOLMC,LOS OLIVOS,114
-102.75,20.15,MICH,LPAMC,LA PALMA,8.4
-102,20.35,MICH,LPDMC,"La Piedad, Mich.",156.2
-102.9,18.8,MICH,LPNMC,LOS PANCHES,200.7
-102.2,18.8,MICH,LPSMC,LA PASTORIA,140.5
-101.62,19.54,MICH,LPTMC,"LAGO DE PATZCUARO, AUTOMATICA",224.8
-101.2,18.8,MICH,LPZMC,LOS PINZANES,105.9
-101.1,19.7,MICH,MCEMC,MORELIA CENTRO,141.6
-101.46,20.32,MICH,MKZMC,"MARKASSUSSA, AUTOMATICA",237.8
-100.9,19.9,MICH,MLPMC,MALPAIS,242
-101.2,19.7,MICH,MNOMC,MORELIA NORTE,261.9
-102.2,17.9,MICH,MOCMC,MELCHOR OCAMPO,250.9
-102.2,17.93,MICH,MOCMC,MELCHOR OCAMPO L. C.,250.9
-101.18,19.69,MICH,MORMC,MORELIA,309.5
-101.1,19.7,MICH,MORMC,MORELIA CENTRO,309.5
-100.44,19.89,MICH,MRVMC,MARAVATIO,339.5
-102.33,19.96,MICH,ORAMC,ORANDINO,151
-101.05,19.49,MICH,PDBMC,PLANTA DE BOMBEO,242.8
-101.6,20.3,MICH,PORMC,PASTOR ORTIZ,222.9
-100.69,19.62,MICH,PUCMC,PUCUATO,395.5
-100.67,19.62,MICH,SABMC,SABANETA,355
-102.72,20.07,MICH,SAHMC,SAHUAYO,181
-102.46,20.21,MICH,SCRMC,SAN CRISTOBAL,160
-102.64,19.83,MICH,SJUMC,SN. JUANICO,171
-102.4,20.1,MICH,SSIMC,SAN SIMON,220
-100.23,19.98,MICH,TEPMC,PRESA TEPUXTEPEC,190.7
-100.2,19.48,MICH,TMUMC,TERCER MUNDO,325
-102.13,19.97,MICH,UREMC,UREPETIRO,213.4
-102.3,18.12,MICH,VILMC,PRESA LA VILLITA,163.7
-102.24,20.34,MICH,YURMC,YURECUARO,183.6
-102.28,20.01,MICH,ZAMMC,ZAMORA,230.2
-101.8,19.81,MICH,ZCAMC,ZACAPU,232
-101.93,18.92,MICH,ZICMC,ZICUIRAN,267
-100.83,19.86,MICH,ZINMC,ZINAPECUARO,226
-98.83,18.95,MOR,ACHMR,ACHICHIPILCO,245.4
-99.27,18.74,MOR,ALUMR,ALPUYECA                            *,174.7
-99.4,18.6,MOR,AMCMR,AMACUZAC,197.6
-98.9,18.94,MOR,ATLMR,ATLATLAHUCAN,123.2
-98.9,18.8,MOR,CUAMR,CUAUTLA,129.4
-99.2,18.9,MOR,CUEMR,CUERNAVACA,261.1
-99.38,18.7,MOR,CUTMR,CUAUTLITA,199.7
-99.18,18.58,MOR,HIGMR,HIGUERON,220.9
-99.42,18.61,MOR,HUAMR,HUAJINTLAN,213.7
-99.02,19.03,MOR,HUIMR,HUITZILAC,410.8
-99.03,18.44,MOR,HUTMR,HUAUTLA,146.1
-98.8,18.7,MOR,JNCMR,JONACATEPEC,231.7
-99.2,18.6,MOR,JOJMR,JOJUTLA,192
-98.92,18.68,MOR,LCUMR,LA CUERA,197.6
-99.15,18.52,MOR,NEXMR,NEXPA,114.9
-98.9,18.9,MOR,OAXMR,OAXTEPEC,129.6
-99.22,18.91,MOR,OBSMR,OBSERVATORIO,269.1
-98.76,18.88,MOR,OCTMR,OCUITUCO,183.3
-99.32,18.63,MOR,PIXMR,PUENTE DE IXTLA,227.5
-99.16,18.77,MOR,PROMR,PROGRESO,187.9
-99.4,18.8,MOR,RODMR,PRESA EL RODEO,124.3
-99.19,18.92,MOR,SLDMR,SOLIDARIDAD,221.9
-99.2,18.9,MOR,TEMMR,TEMIXCO,214.5
-99.1,18.8,MOR,TICMR,TICUMAN,118
-98.75,18.75,MOR,TLOMR,TLACOTEPEC,153.3
-98.92,18.99,MOR,TOTMR,TOTOLOAPAN,216.8
-98.84,18.58,MOR,TPLMR,TEPALCINGO,177.4
-99.19,18.52,MOR,XICMR,XICATLACOTLA,80
-99.1,18.9,MOR,YAHMR,YAHUTEPEC,179.4
-98.9,18.9,MOR,YECMR,YECAPIXTLA,149.9
-99.2,18.64,MOR,ZCTMR,ZACATEPEC,133.3
-105.35,22.49,NAY,ACANR,ACAPONETA,107.4
-104.77,21.84,NAY,AGMNR,PRESA AGUAMILPA,203.3
-105.11,21.83,NAY,CAPNR,CAPOMAL,240.7
-104.5,21.94,NAY,CHPNR,CHAPALAGANA,124.3
-104.45,21.43,NAY,CJNNR,EL CAJON,168.2
-105.14,20.89,NAY,GAVNR,GAVIOTAS,297.5
-104.52,22.25,NAY,JMANR,JESUS MARIA,112.3
-105.34,22.56,NAY,LESNR,LA ESTANCIA,121.7
-105.02,22.38,NAY,PAJNR,PAJARITOS,257
-105.21,22.12,NAY,ROMNR,ROSA MORADA,136.4
-104.8,21.8,NAY,RSRNR,REG. SAN RAFAEL,280
-105.14,21.96,NAY,RUINR,RUIZ,153.3
-104.89,21.49,NAY,TEPNR,TEPIC,285.4
-100,27.23,NL,ANHNL,ANAHUAC,80
-99.82,24.1,NL,ARRNL,ARAMBERRI,69.5
-99.91,24.32,NL,ASCNL,LA ASCENSION,82.5
-99.74,24.99,NL,CABNL,CABEZONES,89.6
-99.58,24.88,NL,CAMNL,CAMACHO,135.2
-99.44,24.98,NL,CARNL,CARMEN D.L.E.,116.1
-99.26,25.72,NL,CCHNL,EL CUCHILLO,75
-100.16,25.95,NL,CDFNL,CIENEGA DE FLORES,23.5
-100,25.59,NL,CDRNL,CADEREYTA,57
-99.38,24.98,NL,CPRNL,PRESA CERRO PRIETO,110.7
-99.7,24.78,NL,CRUNL,CRUCITAS,132.5
-99.62,26.09,NL,CRVNL,CERRALVO,101.3
-100.17,23.68,NL,DARNL,DOCTOR ARROYO,68.3
-100.18,25.52,NL,ECSNL,EL CERRITO,94.1
-100.08,24.83,NL,GALNL,GALEANA,77.4
-100.02,25.96,NL,HGRNL,HIGUERAS,77.5
-100.12,25.44,NL,LBCNL,CORTINA DE LA BOCA,104.4
-99.52,25.5,NL,LERNL,LAS ENRAMADAS,34
-100.5,27.05,NL,LPZNL,LAMPAZOS,30.5
-99.19,26.08,NL,MDRNL,MADERO,48
-99.83,25.18,NL,MTMNL,MONTEMORELOS,138.9
-100.27,25.68,NL,MTRNL,MONTERREY,21.2
-100.3,25.73,NL,OBSNL,OBSERVATORIO,20.7
-99.21,24.99,NL,PAMNL,LA PAMONA                           *,94
-100.38,27.45,NL,PSANL,PRESA SALINILLAS,36
-100.55,25.03,NL,SRANL,SAN RAFAEL,50.3
-99.78,23.98,NL,ZRGNL,ZARAGOZA,116
-96.1,17.02,OAX,AYUOX,AYUTLA,144.6
-96.72,17.07,OAX,BAEOX,BASE AEREA,116.7
-95.5,16.8,OAX,BOQOX,BOQUILLA 1,33.2
-96.27,18.02,OAX,CDOOX,CERRO DE ORO (MADRID),443.4
-94.82,16.58,OAX,CHIOX,CHICAPA,92.8
-95.06,16.5,OAX,CHVOX,SANTIAGO CHIVELA,39.7
-96.87,17.83,OAX,CPAOX,CONCEPCION PAPALO,117.4
-96.95,17.8,OAX,CUIOX,CUICATLAN,40.7
-96.48,18.11,OAX,DPSOX,DIQUE PESCADITOS,341.4
-95.42,16.44,OAX,EMAOX,EL MARQUEZ (RIO TEHUANTEPEC),43
-97.78,17.8,OAX,HLOOX,HUAJ. DE LEON OBSERV,77
-95.1,16.58,OAX,IXTOX,IXTEPEC,106.8
-96.2,17.87,OAX,JACOX,JACATEPEC,329.4
-96.2,17.87,OAX,JDMOX,JALAPA DEL MARQUES,29.5
-95.03,16.43,OAX,JUCOX,JUCHITAN,85.2
-95.2,16.6,OAX,KM1OX,KM. 33+190,91
-95.72,16.42,OAX,KM2OX,KM. 51+740,74
-95.3,16.4,OAX,LPIOX,LAS PILAS,2
-95.49,17.46,OAX,MAROX,MARIA LOMBARDO,230.6
-96.73,17.07,OAX,OACOX,OAXACA CENTRO,69.5
-96.7,17,OAX,OAOOX,OAXACA OBS. AEROPUERTO,108
-94.4,16.5,OAX,OSTOX,OSTUTA,169
-96.08,18.17,OAX,PAPOX,PAPALOAPAN,293.3
-98.05,16.35,OAX,PNTOX,"PINOTEPA, ",171.9
-96.5,15.7,OAX,PTAOX,PUERTO ANGEL,70.3
-95.92,17.73,OAX,RMLOX,RIO MANSO LALANA,294.6
-97.73,16.1,OAX,RVEOX,RÌO VERDE,106.2
-95.2,16.18,OAX,SCROX,SALINA CRUZ,49.3
-96.53,17.88,OAX,SFUOX,SAN FELIPE USILA,731
-96.45,17.12,OAX,SMAOX,SAN ANTONIO CUAJIMOLOYAS,138
-96.55,18.05,OAX,STDOX,SANTO DOMINGO,561.1
-95.2,16.3,OAX,TEHOX,TEHUANTEPEC,45.5
-96.42,18.23,OAX,TEMOX,PRESIDENTE ALEMAN (TEMAZCAL),386.1
-95.6,16.42,OAX,TEQOX,TEQUISISTLAN,65.2
-96.13,18.08,OAX,TUXOX,TUXTEPEC,452.1
-94.83,16.45,OAX,UHGOX,UNION HIDALGO,64.6
-96.3,17.78,OAX,VANOX,VALLE NACIONAL,433.2
-97.83,17.73,OAX,YOSOX,P. YOSOCUTA,125.5
-94.22,16.4,OAX,ZANOX,ZANATEPEC,181.3
-97.42,19.45,PUE,ACHPB,ALCHICHILCA,42.9
-97.97,20.18,PUE,ACJPB,ACAJETE,155.9
-98.06,18.28,PUE,ADOPB,ACTALAN DE OSORIO,206.6
-98.14,18.94,PUE,AFRPB,AFRICAM,158.3
-98.15,20.03,PUE,AHUPB,AHUAZOTEPEC,112.7
-97.85,20.41,PUE,APAPB,APAPANTILLA,380.1
-98.41,18.91,PUE,ATXPB,ATLIXCO,133.1
-98.11,18.91,PUE,BDDPB,BALCON DEL DIABLO,158.7
-97.43,18.98,PUE,CDSPB,CIUDAD SERDAN,93.5
-97.95,18.97,PUE,CEMPB,CEMEX,97
-98.58,18.52,PUE,CHIPB,CHIETLA,144.7
-98.32,19.07,PUE,CHLPB,CHOLULA,169
-98.49,18.11,PUE,CHSPB,CHILA DE SAL,231.5
-98.2,19.04,PUE,CNAPB,C.N.A.,159.4
-98.05,18.83,PUE,CNGPB,CHIGNAHUAPAN,123.7
-98.16,18.61,PUE,COAPB,COATZINGO,195.8
-98.06,19.09,PUE,CPLPB,CAPULAC,140.7
-97.53,20.05,PUE,CTZPB,CUETZALAN,504.2
-98.28,18.97,PUE,ECHPB,ECHEVERRIA,159.2
-98.46,19.1,PUE,HJTPB,HUEJOTZINGO,169.1
-98.54,18.77,PUE,HQCPB,HUAQUECHULA,159
-98.05,20.18,PUE,HUAPB,HUAUCHINANGO,376.9
-97.82,19.62,PUE,IXTPB,"Ixtacamaxtitl·n, Pue.",85.8
-98.47,18.58,PUE,IZMPB,IZUCAR DE MATAMOROS,242
-97.69,19.49,PUE,LIBPB,LIBRES,173
-98.1,18.6,PUE,MAYPB,MAYORAZGO 21 PTE.,281.7
-98,20.23,PUE,NNEPB,NUEVO NECAXA,393.6
-97.55,19.7,PUE,OYAPB,OYAMELES,57
-97.25,18.92,PUE,PCRPB,PASO CARRETAS,453.5
-98.36,18.36,PUE,PIXPB,PIAXTLA,133.5
-97.85,20.27,PUE,PTLPB,PATLA,485.2
-98.17,19.05,PUE,PUOPB,PUEBLA OBSERVATORIO,143.6
-97.13,19.25,PUE,QUIPB,QUIMIXTLAN,330.7
-97.4,20.1,PUE,RNAPB,RANCHO NUEVO (AYOTOXCO),249
-98.22,19.11,PUE,SCRPB,SN CRISTOBAL CALERAS,201.1
-97.91,18.74,PUE,SMCPB,SAN MIGUEL CANOA,205.8
-97.45,19.96,PUE,SOLPB,P. LA SOLEDAD,473.6
-98.58,19.33,PUE,SRTPB,SANTA RITA TLAHUAPAN,131.3
-98.58,19.33,PUE,SRTPB,STA RITA TLAHUAPAN,131.3
-97.79,20,PUE,TDRPB,TEPANGO DE RODRIGUEZ,255
-97.72,18.88,PUE,TECPB,TECAMACHALCO,116.4
-97.4,18.4,PUE,TEHPB,TEHUACAN,37.5
-98.78,18.47,PUE,TELPB,TEOTLALCO,52.4
-98.78,18.47,PUE,TELPB,TETLALCO,52.4
-97.81,19.83,PUE,TEOPB,TETELA DE OCAMPO,149.5
-97.79,20,PUE,TEPPB,TEPANGO DE RODRIGUEZ,542.7
-97.35,19.82,PUE,TEZPB,TEZIUTLAN,172
-96.85,18.41,PUE,TLPPB,TLACOTEPEC DE DIAZ,468.5
-97.45,19.48,PUE,TPYPB,TEPEYAHUALCO,75.8
-97.72,18.87,PUE,UTTPB,"Univ. TecnolÛgica Tecamachalco, Pue.  SMN*",124.8
-97.68,20.51,PUE,VENPB,VENUSTIANO CARRANZA,220.6
-97.95,20.28,PUE,XDJPB,XICOTEPEC DE JUAREZ,522.8
-97.58,19.87,PUE,ZCPPB,ZACAPOAXTLA,86.4
-97.02,18.34,PUE,ZOQPB,ZOQUITLAN,304
-97.83,20.18,PUE,ZRGPB,ZARAGOZA,84.5
-100.49,20.59,QRO,ADJQT,"LAS ADJUNTAS, QRO., AUTOMATICA",104
-100.27,20.7,QRO,AMZQT,"AMAZCALA, QRO. AUTOMATICA",73.2
-100.35,20.5,QRO,BATQT,EL BATAN,174.3
-100.44,20.6,QRO,CARQT,CARRILLO,163.1
-100.07,20.42,QRO,CNSQT,CONSTITUCION DE 1917,182.5
-100.45,20.54,QRO,EPUQT,EL PUEBLITO,162
-100.37,20.57,QRO,GHQQT,GERENCIA HIDALGO QRO.,135.5
-100.28,20.39,QRO,HUIQT,EHCA HUIMILPAN,34.5
-99.97,20.21,QRO,IDFQT,SAN ILDEFONSO,254.9
-99.48,21.23,QRO,JLPQT,JALPAN,135.2
-100.45,20.7,QRO,JRQQT,JURIQUILLA,189.8
-100.23,20.62,QRO,MARQT,MARQUEZ,76.9
-100.37,20.57,QRO,OBSQT,OBSERVATORIO,110.1
-99.82,21.06,QRO,PMLQT,PE—AMILLER,110.3
-100,20.36,QRO,SJSQT,SAN JOSE,163.7
-86.82,21.16,QROO,CANQR,CANCUN,89.6
-88.33,18.5,QROO,CHEQR,"CHETUMAL, QROO. AUTOMATICA",344.3
-88.33,18.5,QROO,CHOQR,CHETUMAL,369.5
-86.78,21.07,QROO,CNCQR,"CANCUN, QROO. AUTOMATICA",131.3
-86.91,20.48,QROO,CO2QR,COZUMEL. AUTOMATICA,5.3
-86.95,20.51,QROO,COZQR,COZUMEL,150.1
-88.04,19.57,QROO,FCRQR,FELIPE CARRILLO PUERTO,190.2
-87.08,20.62,QROO,PDCQR,PLAYA DEL CARMEN,131
-106.65,24.05,SIN,ACTSI,ACATITAN,105.8
-109.18,25.92,SIN,AHMSI,AHOME,23
-107.38,25.09,SIN,AL2SI,EL VAREJONAL (HIDRO) P ADOLFO LOPEZ MATEOS,152.5
-107.38,25.09,SIN,ALMSI,PRESA ADOLFO LOPEZ MATEOS,158
-108.7,25.7,SIN,ARCSI,ADOLFO RUIZ CORTINEZ,35
-107.47,25.03,SIN,AWSSI,ANDREW WEISS,135.2
-107.54,25.33,SIN,BDRSI,BADIRAGUATO,245.5
-108.33,26.74,SIN,CHXSI,"CHOIX, ESTACION",210.8
-107.4,24.82,SIN,CLCSI,CULIACAN,99.2
-109.33,26.1,SIN,CRRSI,EL CARRIZO,57
-107.35,24.32,SIN,DRDSI,EL DORADO,35
-108.08,25.47,SIN,EBLSI,PRESA EUSTAQUIO BUELNA,148.3
-108.62,26.43,SIN,EFTSI,EL FUERTE,163.5
-108.32,26.08,SIN,GBESI,PRESA GUILLERMO BLAKE (EL SABINAL),201.5
-107.91,25.85,SIN,GD2SI,BACURATO (HIDRO) P GUSTAVO DIAZ ORDAZ,214
-107.91,25.86,SIN,GDOSI,PRESA GUSTAVO DIAZ ORDAZ,214
-108.09,25.47,SIN,GMCSI,GUAMUCHIL,148.3
-108.47,25.72,SIN,GSVSI,GUASAVE,79
-107.23,25.34,SIN,GTNSI,GUATENIPA,317.2
-109.33,25.98,SIN,HDZSI,HIGUERA DE ZARAGOZA,107
-106.6,23.96,SIN,IXPSI,IXPALINO,136.2
-107.04,24.71,SIN,JGRSI,J. GRO. ALCOSER (VINORAMAS),224.5
-106.81,24.57,SIN,JLPSI,PRESA JOSE LOPEZ PORTILLO,232.5
-108.01,25.9,SIN,JNASI,JAINA,137
-108.72,26.41,SIN,JORSI,PRESA JOSEFA ORTIZ DE DOMINGUEZ,177
-106.9,23.92,SIN,LCRSI,LA CRUZ,66
-108.35,26.9,SIN,LD2SI,HUITES (HIDRO),225.4
-108.35,26.9,SIN,LDCSI,HUITES,207.4
-109,25.8,SIN,MCHSI,LOS MOCHIS,16.7
-106.4,23.23,SIN,MZTSI,MAZATLAN,89
-107.44,24.63,SIN,OBSSI,OBSERVATORIO CULIACAN,30.3
-108.58,26.51,SIN,PMHSI,PRESA MIGUEL HIDALGO,211.6
-106.47,23.56,SIN,QLTSI,QUELITE,43.9
-107.76,25.12,SIN,RAVSI,ESTACION RANCHO VIEJO,86.6
-105.85,22.98,SIN,RSRSI,ROSARIO,90
-106.95,24.48,SIN,SCRSI,SANTA CRUZ,66.9
-108.78,26.07,SIN,SFRSI,SUFRAGIO,62
