Lon,Lat,Clave,Edo,Est,Tmed
-109.54,31.33,APTSO,SON,"Agua Prieta, Son.",19
-100.93,25.56,ARACL,COAH,"Ramos Arizpe Aeropuerto, Coah.",20.7
-99.22,19.57,ARBMX,MEX,"Las Arboledas, MÈx.",17.6
-108.7,25.7,ARCSI,SIN,"Adolfo RuÌz CortÌnes, Sin.",27.6
-109.11,27.23,ARCSO,SON,"Adolfo RuÌz CortÌnes, Son.",26.2
-95.44,18.58,ARCVC,VER,"¡ngel Rosario Cabada, Ver.",25.9
-109.09,30.07,ARISO,SON,"Aribabi, Son.",16.8
-93.9,16.24,AROCP,CHIS,"Observatorio de Arriaga, Chis.",26.6
-99.82,24.1,ARRNL,NL,"Aramberri, N.L.",22.7
-110.17,30.34,ARZSO,SON,"Arizpe, Son.",17.8
-99.91,24.32,ASCNL,NL,"La AscensiÛn, N.L.",17
-101.63,20.5,ATBGJ,GTO,"Agua Tibia, Gto.",18.4
-98.35,21.02,ATCHD,HGO,"Atlapexco, Hgo.",25.7
-98.91,19.54,ATEMX,MEX,"Atenco, MÈx.",17.2
-96.53,17.43,ATEOX,OAX,"Atepec, Oax.",16.5
-103.46,21.81,ATGZC,ZAC,"Atolinga, Zac.",18.4
-98.93,18.95,ATLMR,MOR,"Atlatlahucan, Mor.",20.2
-98.42,18.92,ATXPB,PUE,"Atlixco, Pue.",18.9
-100.43,17.21,ATYGR,GRO,"Atoyac, Gro.",28
-97.88,20.39,AVCPB,PUE,"¡vila Camacho, Pue.",27.2
-107.47,25.03,AWSSI,SIN,"Andrew Weiss, Sin.",26.4
-99.1,16.95,AYUGR,GRO,"Ayutla, Gro.",28.1
-113.56,28.9,BAABN,BC,"BahÌa de los ¡ngeles, B.C. SMN*",25.9
-107.26,28.77,BACCH,CHIH,"BachÌniva, Chih.",14.7
-96.72,17.07,BAEOX,OAX,"Base AÈrea, Oax.",21.2
-97.93,22.39,BALTP,TAMP,"Bombas Altamira, Tamps.",27
-96.94,19.59,BANVC,VER,"Banderilla, Ver.",17.2
-100.41,20.5,BATQT,QRO,"El Bat·n, Qro.",18
-104.06,19.91,BBAJL,JAL,"Basilio Vadillo, Jal.",28.5
-110.24,30.6,BCNSO,SON,"Bacanuchi, Son.",17.2
-108.93,30.36,BCRSO,SON,"Bacerac, Son.",20.2
-103.72,22.41,BCSJL,JAL,"Bocas, Jal.",21.7
-91.48,17.43,BDCTB,TAB,"Boca del Cerro, Tab.",27.3
-98.11,18.91,BDDPB,PUE,"Manuel ¡vila Camacho, Pue.",15.9
-89.22,19.88,BECYC,YUC,"BecanchÈn, Yuc.",27
-98.96,21.75,BLMSL,SLP,"Ballesmi, S.L.P.",25.9
-103.78,21.83,BLNJL,JAL,"BolaÒos, Jal.",26.3
-110.22,30,BNMSO,SON,"Banamichi, Son.",22.3
-91.49,17.43,BOCADELCERRO,TAB,"Boca del Cerro, Tab. SGT*",27
-89.74,20,BOLCA,CAMP,"BolonchÈn, Camp.",27.2
-93.15,16.64,BOQCP,CHIS,"BoquerÛn, Chis.",26.8
-95.93,16.65,BOQOX,OAX,"Boquilla 1, Oax.",26.7
-99.12,24.08,BR1TP,TAMP,"El Barretal Uno, Tamps.",24
-96.93,19.48,BRIVC,VER,"Briones, Ver.",19.1
-101.84,21.05,BRRGJ,GTO,"El Barrial, Gto.",19.9
-99.22,24.1,BRRTP,TAMP,"El Barretal, Tamps.",25.2
-108.21,28.21,BSSCH,CHIH,"Basaseachi, Chih.",13.8
-102.95,22.82,BTEZC,ZAC,"RamÛn LÛpez Velarde, Zac.",17.4
-107.72,27.03,BTPCH,CHIH,"Batopilas, Chih.",27.1
-107.9,27.9,BTVCH,CHIH,"Batovira, Chih.",11.2
-103.61,19.25,BVSCM,COL,"Buenavista, Col.",25
-99.4,18.46,BVSGR,GRO,"Buena Vista, Gro.",23.1
-100.66,18.35,CA2GR,GRO,"Ciudad Altamirano, Gro. SMN*",28.6
-99.74,24.99,CABNL,NL,"Cabezones, N.L.",22.9
-92.72,15.35,CACCP,CHIS,"Cacaluta, Chis.",27.2
-95.74,18.37,CACVC,VER,"Carlos Arturo Carrillo, Ver.",27.9
-107.93,30.38,CAGCH,CHIH,"Observatorio de Nuevo Casas Grandes, Chih.",17.9
-104.7,24,CAGDR,DGO,"Campo AgrÌcola, Dgo.",18
-100.66,18.36,CALGR,GRO,"Ciudad Altamirano, Gro.",28.9
-99.7,19.33,CALMX,MEX,"Calixtlahuaca, MÈx.",14.3
-102.71,21.85,CALVILLO,AGS,"Calvillo, Ags. SMN*",21
-90.55,19.85,CAMCA,CAMP,"Campeche, Camp. SMN*",15.2
-99.58,24.87,CAMNL,NL,"Camacho, N.L.",24
-90.58,19.3,CANCA,CAMP,"Canasayab, Camp.",27.3
-86.82,21.16,CANQR,QROO,"Canc˙n, Q. Roo.",28.5
-89.08,20.46,CANYC,YUC,"Cantamayec, Yuc.",27
-105.11,21.83,CAPNR,NAY,"Capomal, Nay.",29.7
-91.76,18.65,CARCA,CAMP,"El Carmen, Camp.",28.5
-99.44,24.98,CARNL,NL,"Carmen de los Elizondo Linares, N.L.",24.1
-93.38,18,CARTB,TAB,"C·rdenas, Tab.",27.4
-92.48,16.31,CASCP,CHIS,"Cascajal, Chis.",25.1
-114.72,29.73,CATAVINA,BC,"CataviÒa, B.C. SMN*",19.9
-87.86,20.72,CATYC,YUC,"CatzÌn, Yuc.",26.5
-104.8,24.52,CB2DR,DGO,"Caboraca hidromÈtrica, Dgo.",17.8
-99.17,19.45,CBIDF,CDMX,"Escuela Nacional de Ciencias BiolÛgicas IPN, Cd. de MÈx. SMN*",18.1
-101.46,20.32,CBLMC,MICH,"Casa Blanca, Mich.",19.1
-104.81,24.54,CBRDR,DGO,"Caboraca, Dgo.",17.8
-102.06,26.98,CCGCL,COAH,"Cuatro CiÈnegas, Coah.",22.9
-99.7,17.67,CCHGR,GRO,"Chichihualco, Gro.",21.9
-99.28,25.71,CCHNL,NL,"Cuchillo Solidaridad, N.L.",24.1
-95.8,18.3,CCLVC,VER,"Chacaltianguis, Ver.",27.1
-111.66,25.01,CCNBS,BCS,"Observatorio de Ciudad ConstituciÛn, B.C.S.",24.5
-105.17,27.69,CCOCH,CHIH,"Ciudad Camargo, Chih.",20.9
-109.62,27.42,CCRSO,SON,"Cocoraque, Son.",25.1
-100.95,29.33,CDACL,COAH,"Ciudad AcuÒa, Coah.",22.1
-100.17,25.95,CDFNL,NL,"CiÈnega de Flores, N.L.",23.5
-105.45,28.21,CDLCH,CHIH,"Ciudad Delicias, Chih.",20.5
-100.66,26.84,CDLCL,COAH,"Candela, Coah.",22.7
-103.73,18.76,CDOCM,COL,"Cerro de Ortega, Col.",29.6
-96.26,18,CDOOX,OAX,"Miguel de la Madrid Hurtado, Oax.",26.2
-98.6,26.24,CDOTP,TAMP,"S-J-2-18 Ciudad DÌaz Ordaz, Tamps.",24.5
-102.68,22,CDRAG,AGS,"La Codorniz, Ags.",20.1
-97.44,18.99,CDSPB,PUE,"Ciudad Serd·n, Pue.",15.1
-99.02,21.98,CDVSL,SLP,"Ciudad Valles, S.L.P.",24.5
-99.14,19.52,CEADF,CDMX,"Campamento Amealco, Cd. de MÈx.",17.8
-104.12,26.52,CEBDR,DGO,"Ceballos, Dgo.",20
-96.7,19.43,CEGVC,VER,"Cerro Gordo, Ver.",21.9
-98.97,19.48,CEMCAS,MEX,"CEMCAS, MÈx. SMN*",25.6
-97.96,18.97,CEMPB,PUE,"Cemex, Pue.",16.5
-102.73,23.6,CFPZC,ZAC,"CaÒitas de Felipe Pescador, Zac",16.3
-104.12,24.44,CGVDR,DGO,"Ciudad Guadalupe Victoria, Dgo.",19
-103.47,19.7,CGZJL,JAL,"Observatorio de Ciudad Guzm·n, Jal.",21.4
-103.2,20.29,CHAJL,JAL,"Chapala 1, Jal. SMN*",21.5
-93.1,16.94,CHICP,CHIS,"Manuel Moreno Torres, Chis.",26.2
-99.5,17.55,CHIGR,GRO,"Chilpancingo, Gro.",22.8
-94.82,16.58,CHIOX,OAX,"Chicapa, Oax.",28.8
-98.58,18.52,CHIPB,PUE,"Chietla, Pue.",22.5
-88.47,20.39,CHIYC,YUC,"Chan Chichimil·, Yuc.",25.6
-102.9,22,CHIZC,ZAC,"El Chique, Zac.",21.7
-99.18,17.61,CHLGR,GRO,"Chilapa, Gro.",20.8
-98.32,19.07,CHLPB,PUE,"Cholula, Pue.",18
-90.72,19.36,CHMCA,CAMP,"ChampotÛn, Camp.",27.7
-92.28,15.75,CHMCP,CHIS,"Chicomuselo, Chis.",24.7
-102.2,22.01,CHOAG,AGS,"CaÒada Honda, Ags.",18
-88.33,18.5,CHOQR,QROO,"Observatorio de Chetumal, Q. Roo.",28.4
-89.83,20.75,CHOYC,YUC,"Chochol·, Yuc.",27.7
-98.88,19.48,CHPMX,MEX,"Chapingo, MÈx.",16.9
-98.57,18.11,CHSPB,PUE,"Chila de la Sal, Pue.",23.5
-111.52,30.87,CHTSO,SON,"CuauhtÈmoc, Son.",25.1
-95.06,16.5,CHVOX,OAX,"Santiago Chivela, Oax.",24.7
-108.33,26.74,CHXSI,SIN,"Observatorio de Choix, Sin.",24.9
-98.16,21.74,CHYVC,VER,"Paso de Piedras, Ver.",25.9
-89.64,21.03,CICYC,YUC,"Centro de InvestigaciÛn CientÌfica, Yuc.",28.1
-106.45,31.76,CILANORTE,CHIH,"CILA Norte, Chih. SGT*",19.8
-99.92,22.58,CIUDADMANTE,TAMP,"Ciudad Mante, Tamps. SMN*",26.5
-110.74,29.47,CJNSO,SON,"El CajÛn, Son.",21.7
-106.4,31.74,CJZCH,CHIH,"Ciudad Ju·rez, Chih.",19.9
-107.4,24.82,CLCSI,SIN,"Culiac·n, Sin.",29.3
-97.54,21.07,CLHVC,VER,"Chalahuite, Ver.",26.5
-103.63,18.83,CLLCM,COL,"Callejones, Col.",29
-105.38,27.58,CLNCH,CHIH,"Ing. Andrew Weiss, Chih.",18.9
-103.52,25.53,CLRDR,DGO,"Ciudad Lerdo, Dgo.",23
-103.25,22.13,CLTJL,JAL,"Observatorio de Colotl·n, Jal.",20.5
-102.19,21.83,CLVAG,AGS,"Calvillo, Ags.",15.7
-100.82,20.54,CLYGJ,GTO,"Celaya, Gto.",20.9
-99.24,19.53,CLYMX,MEX,"Calacoaya, MÈx.",16.6
-90.54,19.84,CMPCA,CAMP,"Campeche, Camp.",27.6
-98.2,19.02,CNAPB,PUE,"Conagua, Pue.",19.2
-103.7,24.87,CNCDR,DGO,"CuencamÈ, Dgo.",21.7
-91.05,18.18,CNDCA,CAMP,"Candelaria, Camp.",27.8
-108.54,27.42,CNDCH,CHIH,"ChÌnipas, Chih.",24.2
-98.05,19.74,CNGPB,PUE,"Chignahuapan, Pue.",12.5
-98.41,16.47,CNLGR,GRO,"Cuajinicuilapa, Gro.",29.2
-99.3,19.7,CNPMX,MEX,"La ConcepciÛn, MÈx.",16.1
-101.99,21.9,CNSAG,AGS,"Los Conos, Ags.",17.5
-100.08,20.42,CNSQT,QRO,"ConstituciÛn de 1917, Qro.",18.2
-100.95,29.21,CNTCL,COAH,"El Centenario, Coah.",20.5
-104.75,24.5,CNTDR,DGO,"Canatl·n, Dgo.",17.3
-86.91,20.48,CO2QR,QROO,"Cozumel, Q. Roo. SMN*",26.8
-98.16,18.61,COAPB,PUE,"Coatzingo, Pue.",22.6
-96.94,19.45,COAVC,VER,"Coatepec, Ver.",20.5
-90.51,19.84,COBCA,CAMP,"Observatorio de Campeche, Camp.",28.3
-99.63,19.29,COBMX,MEX,"Observatorio de Toluca, MÈx.",12.4
-109.94,27.5,COBSO,SON,"Observatorio de Ciudad ObregÛn, Son.",26.7
-99.66,18.25,COCGR,GRO,"Cocula, Gro.",28.1
-101.47,21.07,COMGJ,GTO,"Comanjilla, Gto.",18.8
-97.82,25.97,CONTP,TAMP,"Control, Tamps.",25.7
-89.5,21.08,CONYC,YUC,"Conkal, Yuc.",26.3
-92.1,16.2,COOCP,CHIS,"Observatorio de Comit·n, Chis.",20.7
-100.36,20.2,CORGJ,GTO,"Coroneo, Gto.",15.9
-101.86,20.21,CORMC,MICH,"Corrales, Mich.",19.7
-98.94,23.94,CORTP,TAMP,"Corona, Tamps.",25.4
-101.39,24.62,CORZC,ZAC,"ConcepciÛn del Oro, Zac.",16.5
-94.4,18.1,COTVC,VER,"Observatorio de Coatzacoalcos, Ver.",27
-86.95,20.51,COZQR,QROO,"Cozumel, Q. Roo.",28.3
-105.13,20,CPEJL,JAL,"CajÛn de PeÒa, Jal.",28
-98.56,19.59,CPPTL,TLAX,"Calpulalpan, Tlax.",13.9
-99.4,24.94,CPRNL,NL,"JosÈ LÛpez Portillo, N.L.",23.2
-103.8,19.21,CQMCM,COL,"Coquimatl·n, Col.",27.8
-96.37,19.36,CRDVC,VER,"Cardel, Ver.",27
-107.63,27.75,CRLCH,CHIH,"Creel, Chih.",8.8
-101.67,20.62,CRMGJ,GTO,"Cuer·maro, Gto.",20.4
-116.7,32.48,CRRBN,BC,"El Carrizo, B.C.",19.1
-96.65,19.32,CRRVC,VER,"Carrizal, Ver.",26.5
-100.96,20.49,CRTGJ,GTO,"Cort·zar, Gto.",20.5
-101.74,21.5,CRTJL,JAL,"El Cuarenta, Jal.",18.3
-99.7,24.78,CRUNL,NL,"Crucitas, N.L.",22.4
-99.61,26.09,CRVNL,NL,"Cerralvo, N.L.",23.5
-109.93,22.9,CSLBS,BCS,"Cabo San Lucas, B.C.S.",25.4
-102.3,22.36,CSOAG,AGS,"CosÌo, Ags.",16
-100.9,20.95,CSRGJ,GTO,"Cinco SeÒores, Gto.",17.7
-101.67,21.19,CSSGJ,GTO,"Los Castillos, Gto.",20.3
-101.67,21.2,CSTGJ,GTO,"Los Castillos, Gto.",20.3
-99.2,19.41,CTMDF,CDMX,"Observatorio de Tacubaya, Cd. de MÈx.",18.4
-100.28,22.43,CTSSL,SLP,"Cerritos, S.L.P.",19.6
-95.3,18.14,CTTVC,VER,"Cuatotolapan, Ver.",25.9
-97.52,20.03,CTZPB,PUE,"Cuetzalan del Progreso, Pue.",20.5
-103.6,19.32,CUACM,COL,"CuauhtÈmoc, Col.",23.8
-98.95,18.81,CUAMR,MOR,"Cuautla, Mor.",22
-97.77,19.3,CUATL,TLAX,"Cuapiaxtla, Tlax.",15.3
-102.35,22.45,CUAZC,ZAC,"Ciudad CuauhtÈmoc, Zac.",18.4
-99.2,18.9,CUEMR,MOR,"Cuernavaca, Mor.",21.7
-96.95,17.8,CUIOX,OAX,"Cuicatl·n, Oax.",23.8
-105.22,20.59,CULJL,JAL,"Cuale, Jal.",27.8
-99.38,18.7,CUTMR,MOR,"Cuautlita, Mor.",25.3
-89.31,20.74,CUZYC,YUC,"Cuzama, Yuc.",28
-99.17,23.72,CVCTP,TAMP,"Observatorio de Ciudad Victoria, Tamps.",24.3
-99.19,23.73,CVTTP,TAMP,"Ciudad Victoria, Tamps.",24.9
-103.45,21.07,CXTJL,JAL,"Cuixtla, Jal.",26.5
-87.68,21.51,CYOYC,YUC,"El Cuyo, Yuc.",27.4
-101.05,17.38,CYQGR,GRO,"Coyuquilla, Gro.",27.2
-103.47,25.54,CYTCL,COAH,"Coyote, Coah.",25.4
-108.76,26.6,CZNSO,SON,"Cazanate, Son.",24.6
-100.17,23.68,DARNL,NL,"Doctor Arroyo, N.L.",20.3
-99.2,19.3,DATDF,CDMX,"DesviaciÛn Alta, Cd. de MÈx.",18.4
-105.5,28.17,DELICIAS,CHIH,"Ciudad Delicias, Chih. SMN*",22.4
-92.58,15.2,DESCP,CHIS,"Despoblado, Chis.",28
-100.93,21.15,DHGGJ,GTO,"Dolores Hidalgo, Gto.",19.5
-113.46,27.64,DIAZORDAZBN,BCS,"Gustavo DÌçaz Ordaz, B.C.S. SMN*",22
-103.88,19.11,DJLCM,COL,"Presa derivadora Jala, Col.",28.3
-99.56,19.88,DNXMX,MEX,"DanxhÛ, MÈx.",13.3
-113.46,27.64,DORBS,BCS,"DÌaz Ordaz, B.C.S.",20.8
-104.67,24.03,DRGDR,DGO,"Durango, Dgo.",19.9
-89.04,21.25,DZIYC,YUC,"Dzidzant˙n, Yuc.",25.8
-100.9,20.28,ECBGJ,GTO,"El Cubo, Gto.",19
-109.23,29.2,ECBSO,SON,"El Cubil, Son.",24.7
-101.24,20.87,ECHGJ,GTO,"El ChapÌn, Gto.",19.6
-98.28,18.97,ECHPB,PUE,"EcheverrÌa, Pue.",17
-101.37,20.72,ECNGJ,GTO,"El Conejo, Gto.",19.5
-100.2,25.52,ECSNL,NL,"El Cerrito, N.L.",22.5
-97.65,19.32,ECTTL,TLAX,"El Carmen Tequexquitla, Tlax.",15.1
-116.83,32.47,EFLBN,BC,"El Florido, B.C.",19
-108.62,26.43,EFTSI,SIN,"El Fuerte, Sin.",26.4
-100.45,19.97,EGIMC,MICH,"El Gigante, Mich.",18.9
-100.67,18.7,EGLGR,GRO,"El Gallo, Gro.",27.2
-103.1,23.69,ELCZC,ZAC,"El Cazadero, Zac.",17.5
-92.95,15.5,ELNCP,CHIS,"El Novillero, Chis.",28.7
-98.79,18.69,ELPMR,MOR,"El PeÒÛn, Mor.",21.2
-102.04,22.67,ELSZC,ZAC,"El Saladillo, Zac.",16.7
-95.37,16.43,EMAOX,OAX,"El MarquÈs, Oax.",29
-91.79,17.86,EMILIANOZAPATA,TAB,"Emiliano Zapata, Tab. SGT*",17.9
-99.24,19.45,EMOMX,MEX,"El Molinito RÌo Hondo, MÈx.",16.6
-92.92,17.98,EMUTB,TAB,"Villahermosa Muelle, Tab.",28.3
-99.36,20.16,ENDHD,HGO,"EndhÛ, Hgo.",18.6
-115.15,32.41,ENLBN,BC,"Observatorio de Ejido Nuevo LeÛn, B.C.",23.3
-99.08,23.38,ENNTP,TAMP,"La Encantada, Tamps.",23.7
-96.36,19.41,ENRVC,VER,"El Naranjillo, Ver.",26.9
-101.68,21.17,EPLGJ,GTO,"El Palote, Gto.",20.4
-110.8,27.95,EPLSO,SON,"Observatorio de Empalme, Son.",25.3
-92.81,18.04,EPOTB,TAB,"El Porvenir, Tab.",27.4
-100.45,20.54,EPUQT,QRO,"El Pueblito, Qro.",19.1
-98.69,22.6,ERCTP,TAMP,"Estudiante Ramiro Caballero Dorantes, Tamps.",26.1
-90.76,18.61,ESCARCEGA,CAMP,"Esc·rcega, Camp. SMN*",28.1
-90.74,18.6,ESCCA,CAMP,"Esc·rcega, Camp.",28.8
-92.67,15.32,ESCCP,CHIS,"Escuintla, Chis.",29.5
-92.67,15.33,ESCUINTLA,CHIS,"Escuintla, Chis. SMN*",28.5
-100.92,25.44,ESLCL,COAH,"SecretarÌa de Agricultura Saltillo, Coah.",20
-96.16,19.07,ETEVC,VER,"El Tejar, Ver.",26.6
-103.35,21.65,EXCZC,ZAC,"Miguel Alem·n, Zac.",19
-103.34,20.72,EXPJL,JAL,"La Experiencia, Jal.",22.2
-91.75,17.75,EZATB,TAB,"Emiliano Zapata, Tab.",27.9
-89.58,20.98,EZAYC,YUC,"Emiliano Zapata, Yuc.",27.3
-89.64,20.94,FAEYC,YUC,"Fuerza AÈrea, Yuc.",27.5
-88.04,19.58,FCRQR,QROO,"Observatorio de Felipe Carrillo Puerto, Q. Roo.",28
-98.16,24.84,FDOTP,TAMP,"San Fernando, Tamps.",25.1
-92.33,15.17,FHACP,CHIS,"Finca Hamburgo, Chis.",21.3
-105.63,28.17,FIMCH,CHIH,"Francisco I. Madero, Chih.",20.1
-89.64,21.05,FIYYC,YUC,"Facultad de IngenierÌa Universidad AutÛnoma de Yucat·n, Yuc.",27.1
-102.89,23.17,FREZC,ZAC,"Fresnillo, Zac.",17.2
-103.96,24,FV2DR,DGO,"Francisco Villa hidromÈtrica, Dgo.",18.9
-103.96,24,FVLDR,DGO,"Francisco Villa, Dgo.",18.9
-103.77,25.27,FZRDR,DGO,"Francisco Zarco, Dgo.",23.4
-92.92,17.97,GABTB,TAB,"Gaviotas 2, Tab.",26.8
-100.08,24.83,GALNL,NL,"Galeana, N.L.",18.9
-99.24,21.91,GANSL,SLP,"Gallinas, S.L.P.",24.5
-95.56,18.27,GARVC,VER,"Garro, Ver.",26.9
-89.66,20.98,GARYC,YUC,"Organismo de Cuenca PenÌnsula de Yucat·n, Yuc.",26.9
-105.14,20.89,GAVNR,NAY,"Gaviotas, Nay.",29
-99.09,19.48,GCNDF,CDMX,"km 6+250, Cd. de MÈx.",17
-107.91,25.86,GD2SI,SIN,"Bacurato hidromÈtrica de Gustavo Diaz Ord·z, Sin.",27.4
-105.25,25.5,GESDR,DGO,"General Escobedo, Dgo.",20.3
-100.37,20.57,GHQQT,QRO,"Gerencia Hidalgo, Qro.",20
-103.09,22.93,GJAZC,ZAC,"General JoaquÌn Amaro, Zac.",16
-101.74,20.44,GLNGJ,GTO,"La Golondrina, Gto.",19.2
-108.09,25.47,GMCSI,SIN,"Guam˙chil, Sin.",28
-105.96,25.93,GNCDR,DGO,"GuanacevÌ, Dgo.",14
-114.05,27.96,GNGBS,BCS,"Guerrero Negro, B.C.S.",24.9
-93,17.98,GONTB,TAB,"Gonz·lez, Tab.",27.5
-93.07,17.97,GONZALEZ,TAB,"Gonz·lez, Tab. SGT*",34.2
-108.3,29.2,GPCCH,CHIH,"Guapoca, Chih.",17.1
-102.51,22.75,GPEZC,ZAC,"Guadalupe, Zac.",17.1
-107.07,26.81,GRCCH,CHIH,"Guerachi, Chih.",25.3
-102.46,22.49,GRCZC,ZAC,"Genaro Codina, Zac.",13.7
-98.92,19.58,GRDMX,MEX,"La Grande, MÈx.",17
-93.12,16.98,GRICP,CHIS,"Grijalva, Chis.",28.4
-108.47,25.72,GSVSI,SIN,"Guasave, Sin.",28
-107.22,25.34,GTNSI,SIN,"Guatenipa, Sin.",27.1
-101.27,21.01,GTOGJ,GTO,"Observatorio de Guanajuato, Gto.",19.8
-103.35,20.68,GUAJL,JAL,"Guadalajara Centro, Jal.",21.5
-101.26,21.01,GUANAJUATO,GTO,"Guanajuato, Gto. SGT*",19.8
-103.39,20.71,GUCJL,JAL,"Observatorio de Guadalajara, Jal.",22
-104.75,23.96,GVCDR,DGO,"Presidente Guadalupe Victoria, Dgo.",14.8
-104.75,23.96,GVHDR,DGO,"Guadalupe Victoria hidromÈtrica, Dgo.",14.8
-106.97,26.1,GYCCH,CHIH,"Guadalupe y Calvo, Chih.",13
-110.85,27.95,GYMSO,SON,"Guaymas, Son.",24.6
-99.65,20.37,HCPHD,HGO,"Huichapan, Hgo.",15.6
-109.33,25.98,HDZSI,SIN,"Higuera de Zaragoza, Sin.",26
-90.11,20.18,HECCA,CAMP,"Hecelchak·n, Camp.",27.1
-98.46,21.77,HGOVC,VER,"El Higo, Ver.",25.8
-100.01,25.96,HGRNL,NL,"Higueras, N.L.",21.5
-99.18,18.57,HIGMR,MOR,"HiguerÛn, Mor.",25.4
-98.42,21.15,HJTHD,HGO,"Huejutla, Hgo.",25.6
-98.46,19.1,HJTPB,PUE,"Huejotzingo, Pue.",15.3
-97.78,17.81,HLOOX,OAX,"Observatorio de Huajuapan de LeÛn, Oax.",20.5
-98.29,21.19,HLSVC,VER,"Los Hules, Ver.",26.2
-110.92,29.07,HM2SO,SON,"Observatorio de Hermosillo, Son.",25.7
-110.93,29.07,HMNSO,SON,"Hermosillo, Son.",26.3
-97.91,19.32,HMTTL,TLAX,"Huamantla, Tlax.",14.9
-89.85,19.75,HPOCA,CAMP,"Hopelchen, Camp.",28.4
-98.54,18.77,HQCPB,PUE,"Huaquechula, Pue.",20.2
-108.96,30.21,HSHSO,SON,"Huachinera, Son.",17.7
-96.95,19.18,HTSVC,VER,"Huatusco, Ver.",18.3
-102.25,20.48,HUAJL,JAL,"Huascato, Jal.",20.5
