LON,LAT,ESTADO,CVE_SIH,NOMBRE_ESTACION,JUN
-98.33,21.02,HGO,ATCHD,ATLAPESCO,127.2
-99.36,20.16,HGO,ENDHD,PRESA ENDO,69
-99.63,20.36,HGO,HCPHD,HUICHAPAN,67.3
-98.42,21.15,HGO,HJTHD,HUEJUTLA,60
-99.22,20.48,HGO,IXMHD,IXMIQUILPAN,76.4
-99.18,21.08,HGO,LMTHD,MEZTITLAN,90.9
-99.22,20.24,HGO,MXQHD,MIXQUIAHUALA,83.7
-98.6,21.17,HGO,ORZHD,SAN FELIPE ORIZATLAN,161.7
-98.74,20.12,HGO,PCHHD,PACHUCA,60.4
-98.75,20.13,HGO,PCOHD,"Pachuca Observatorio, Hgo.",69.9
-98.34,20.06,HGO,PERHD,PRESA LA ESPERANZA,68
-99.33,20.73,HGO,PRGHD,P.ROJO GOMEZ (LA PE—A),60
-99.31,19.97,HGO,PRQHD,PRESA REQUENA,140
-99.38,20.44,HGO,PVAHD,PRESA VICENTE AGUIRRE,56
-98.37,20.08,HGO,TLGHD,TULANCINGO,68.7
-99.39,19.84,HGO,TXMHD,TAXHIMAY,83.5
-99.5,20.66,HGO,ZMPHD,PRESA ZIMAPAN,65.5
-98.65,20.65,HGO,ZXTHD,ZACUALTIPAN,276
-102.44,21.6,JAL,AJJJL,AJOJUCAR,61
-104.06,19.91,JAL,BBAJL,BASILIO BADILLO,61.1
-103.72,22.4,JAL,BCSJL,BOCAS,73
-103.78,21.83,JAL,BLNJL,BOLAÒOS,83.6
-103.2,20.29,JAL,CHAJL,"Chapala 1, Jal.  SMN*",21.6
-105.07,20.03,JAL,CPEJL,CAJON DE PEÒA,129.6
-103.72,20.13,JAL,CRRJL,CORRINCHIS,217.5
-101.7,21.5,JAL,CRTJL,PRESA EL CUARENTA,55.8
-105.05,20.58,JAL,CULJL,CUALE,175.6
-103.45,21.07,JAL,CXTJL,CUIXTLA,66.3
-102.9,21.2,JAL,ESTJL,EL ESTRIBON,121.2
-103.33,20.73,JAL,EXPJL,LA EXPERIENCIA,120.4
-102.7,20.63,JAL,GRBJL,"GARABATOS, AUTOMATICA",112.2
-103.37,20.67,JAL,GUAJL,GUADALAJARA CENTRO,69.9
-103.4,20.7,JAL,GUCJL,GUADALAJARA COLOMUS,102.5
-103.6,20.5,JAL,HRTJL,HURTADO,171.5
-102.71,20.29,JAL,JMYJL,JAMAY,287.3
-103.2,20.3,JAL,LDCJL,LAGO DE CHAPALA,157.9
-101.92,21.36,JAL,LDMJL,LAGOS DE MORENO,77.7
-102.2,20.5,JAL,POLJL,LUGO ZANABRIA-LA POLVORA,95.4
-101.85,21.35,JAL,SA1JL,PRESA LA SAUCEDA,66.1
-101.85,21.35,JAL,SAUJL,LA SAUCEDA,55.2
-102.5,21.3,JAL,SGRJL,SAN GASPAR DE LOS REYES,104.9
-103.71,20.91,JAL,SRSJL,PRESA SANTA ROSA,107.9
-102.58,21.45,JAL,TCAJL,TEOCALTICHE,65.2
-104.32,20.04,JAL,TCTJL,TACOTAN,134.1
-103.2,22.17,JAL,TENJL,TENASCO,31
-103.32,20.58,JAL,TLAJL,TLAQUEPAQUE,65.7
-104.12,19.85,JAL,TMLJL,P. TRIGOMIL,102.4
-103.8,20.6,JAL,VEGJL,LA VEGA,169.3
-103.08,20.07,JAL,VTNJL,"EL VOLANTIN, AUTOMATICA",47.8
-99.35,19.38,MEX,2RSMX,DOS RIOS,184.5
-99.22,19.57,MEX,ARBMX,LAS ARBOLEDAS,105.2
-98.91,19.51,MEX,ATEMX,ATENCO,39.6
-99.87,19.78,MEX,ATPMX,"Atlacomulco Prepa., MÈx.",133.9
-99.7,19.33,MEX,CALMX,CALIXTLAHUACA,81.7
-99.33,19.4,MEX,CDBMX,CAIDA DEL BORRACHO,99.2
-99.51,19.21,MEX,CGCMX,GERENCIA C.N.A. CODAGEM,73.7
-100.12,19.2,MEX,CHIMX,P. CHILESDO,205.8
-98.88,19.48,MEX,CHPMX,CHAPINGO,120.3
-99.24,19.53,MEX,CLYMX,CALACOAYA,116.6
-99.91,20.15,MEX,CNPMX,PRESA LA CONCEPCION,125.6
-99.63,19.29,MEX,COBMX,C.N.A. OBSERVATORIO,175
-100.18,19.1,MEX,COLMX,COLORINES,191
-99.6,19.9,MEX,DNXMX,P. DANXHO,72
-99.23,19.45,MEX,EMOMX,MOLINITO,166.1
-98.92,19.58,MEX,GRDMX,LA GRANDE AUTOMATICA,99
-98.92,19.58,MEX,GRDMX,"LA GRANDE, MEX",99
-99.7,20.07,MEX,HPNMX,P. HUAPANGO,74
-99.77,19.57,MEX,IXCMX,IXTLAHUACA,90.5
-99.05,19.63,MEX,K27MX,KM. 27+250,92.9
-100.08,19.38,MEX,LBEMX,LOS BERROS,140.7
-99.25,19.63,MEX,LGLMX,LAGO GUADALUPE,0
-99.22,19.48,MEX,MBLMX,MOLINO BLANCO,107.6
-99.71,19.64,MEX,MLLMX,"SANTA MARIA DEL LLANO, AUTOMATICA",96.2
-99.19,19.62,MEX,OBSMX,SAN MARTIN OBISPO,91.4
-99.18,19.58,MEX,PBTMX,PRESA BARRIENTOS,102.8
-99.03,19.65,MEX,PCCMX,CHICONAUTLA II,107.8
-99.03,19.73,MEX,PCGMX,P. COLGANTE AUTOMATICA (DF),87.5
-99.18,19.74,MEX,PCGMX,PUENTE COLGANTE,87.5
-99.01,19.64,MEX,PCTMX,CHICONAUTLA I,75.4
-99.79,19.82,MEX,PFBMX,PRESA FRANCISCO T. FABELA,81.9
-99.77,19.46,MEX,PIRMX,P.IGNACIO RAMIREZ (ATOTONILCO),82.9
-99.25,19.43,MEX,PLMMX,PALMAS,163.7
-99.27,19.52,MEX,PM2MX,PRESA MADIN AUTOMATICA (DF),14.2
-99.26,19.53,MEX,PMDMX,PRESA MADIN,117.7
-99.7,20.1,MEX,PMNMX,P. EL MOLINO,65
-99.7,20,MEX,PNDMX,P. —ADO,148
-99.27,19.52,MEX,PREMX,PRESA MADIN,0
-99.21,19.41,MEX,PTLMX,PRESA TOTOLICA,169
-98.91,19.53,MEX,SADMX,SAN ANDRES (TEXCOCO),70
-99.7,19.47,MEX,SBBMX,SAN BERNABE (J. ANTONIO ALZATE),119
-99.71,19.21,MEX,SJHMX,S.J. HUERTAS,171.7
-98.87,19.19,MEX,SLAMX,SAN LUIS AMECA                      *,104.4
-98.87,19.19,MEX,SLAMX,SAN LUIS AMECA  AUTOMATICA,104.4
-99.7,19.6,MEX,SLBMX,SAN BARTOLO DEL LLANO,86.5
-99.8,19.63,MEX,SMLMX,SANTA MARIA DEL LLANO,107
-99.8,19.33,MEX,TBRMX,TRES BARRANCAS,134
-99.94,18.93,MEX,TESMX,TEXCALTITLAN,205.1
-98.9,19.44,MEX,TJCMX,EL TEJOCOTE,125.5
-100.02,19.9,MEX,TM2MX,TEMASCALCINGO,47.4
-99.96,19.66,MEX,TPTMX,TEPETITLAN,66.1
-99.28,19.45,MEX,TTLMX,TOTOLICA (HIDROMETRICA),107.7
-99.13,19.91,MEX,TTQMX,TAJO DE TEQUIXQUIAC,118.5
-100.1,19.1,MEX,VBRMX,P. VALLE DE BRAVO,206.7
-99.21,19.51,MEX,VDCMX,VASO DE CRISTO,118.1
-99.33,19.38,MEX,VNDMX,EL VENADO,111.8
-100.05,19.46,MEX,VVCMX,P. VILLA VICTORIA,116.8
-100.94,19.55,MICH,AGOMC,AGOSTITLAN,227.8
-102.27,19.08,MICH,APTMC,APATZINGAN                          *,43
-101.46,20.32,MICH,CBLMC,CASA BLANCA,234.2
-102.27,19.97,MICH,CHAMC,CHAPARACO,124.5
-100.55,19.7,MICH,CHIMC,CIUDAD HIDALGO,91
-102.75,19.18,MICH,CHLMC,P. CHILATAN,91
-100.9,18.5,MICH,CMNMC,CAIMANERA,155.8
-101.28,19.63,MICH,COIMC,COINTZIO,84.7
-101.86,20.21,MICH,CORMC,CORRALES,97.2
-101.86,20.21,MICH,CRRMC,"CORRALES, AUTOMATICA",85.2
-101.26,19.62,MICH,CT2MC,"COINTZIO, AUTOMATICA",0.2
-100.42,19.39,MICH,DBOMC,EL BOSQUE,169.8
-102.4,20.3,MICH,DGNMC,DE GONZALO,53.6
-100.45,19.97,MICH,EGIMC,EL GIGANTE,84.3
-100.28,19.53,MICH,ETAMC,E.T.A.,152
-102.7,19.9,MICH,GUAMC,GUARACHA,104.8
-101.87,18.77,MICH,INFMC,PRESA INFIERNILLO,50
-102.6,19.9,MICH,JARMC,JARIPO,69.2
-100.41,19.84,MICH,LDFMC,LAGUNA DEL FRESNO,119
-102.87,19.21,MICH,LOLMC,LOS OLIVOS,70
-102.75,20.15,MICH,LPAMC,LA PALMA,44.4
-102,20.35,MICH,LPDMC,"La Piedad, Mich.",92.9
-102.9,18.8,MICH,LPNMC,LOS PANCHES,58.5
-102.2,18.8,MICH,LPSMC,LA PASTORIA,84.7
-101.62,19.54,MICH,LPTMC,"LAGO DE PATZCUARO, AUTOMATICA",102.4
-101.2,18.8,MICH,LPZMC,LOS PINZANES,221.1
-101.1,19.7,MICH,MCEMC,MORELIA CENTRO,89.7
-101.46,20.32,MICH,MKZMC,"MARKASSUSSA, AUTOMATICA",140.4
-100.9,19.9,MICH,MLPMC,MALPAIS,143
-101.2,19.7,MICH,MNOMC,MORELIA NORTE,73.9
-102.2,17.9,MICH,MOCMC,MELCHOR OCAMPO,101
-102.2,17.93,MICH,MOCMC,MELCHOR OCAMPO L. C.,101
-101.18,19.69,MICH,MORMC,MORELIA,85.6
-101.1,19.7,MICH,MORMC,MORELIA CENTRO,85.6
-100.44,19.89,MICH,MRVMC,MARAVATIO,115.8
-102.33,19.96,MICH,ORAMC,ORANDINO,84.6
-101.05,19.49,MICH,PDBMC,PLANTA DE BOMBEO,80.9
-101.6,20.3,MICH,PORMC,PASTOR ORTIZ,104.7
-100.69,19.62,MICH,PUCMC,PUCUATO,230
-100.67,19.62,MICH,SABMC,SABANETA,193.1
-102.72,20.07,MICH,SAHMC,SAHUAYO,123
-102.46,20.21,MICH,SCRMC,SAN CRISTOBAL,159.5
-102.64,19.83,MICH,SJUMC,SN. JUANICO,71.2
-102.4,20.1,MICH,SSIMC,SAN SIMON,117
-100.23,19.98,MICH,TEPMC,PRESA TEPUXTEPEC,91.2
-100.2,19.48,MICH,TMUMC,TERCER MUNDO,118.2
-102.13,19.97,MICH,UREMC,UREPETIRO,74.6
-102.3,18.12,MICH,VILMC,PRESA LA VILLITA,154
-102.24,20.34,MICH,YURMC,YURECUARO,141.8
-102.28,20.01,MICH,ZAMMC,ZAMORA,102.3
-101.93,18.92,MICH,ZICMC,ZICUIRAN,94.6
-100.83,19.86,MICH,ZINMC,ZINAPECUARO,82.5
-98.83,18.95,MOR,ACHMR,ACHICHIPILCO,75.1
-99.27,18.74,MOR,ALUMR,ALPUYECA                            *,180.4
-99.4,18.6,MOR,AMCMR,AMACUZAC,184.9
-98.9,18.94,MOR,ATLMR,ATLATLAHUCAN,96
-98.9,18.8,MOR,CUAMR,CUAUTLA,119.7
-99.2,18.9,MOR,CUEMR,CUERNAVACA,284.1
-99.38,18.7,MOR,CUTMR,CUAUTLITA,201.6
-99.18,18.58,MOR,HIGMR,HIGUERON,177.6
-99.42,18.61,MOR,HUAMR,HUAJINTLAN,265.7
-99.02,19.03,MOR,HUIMR,HUITZILAC,200.8
-99.03,18.44,MOR,HUTMR,HUAUTLA,195.9
-98.8,18.7,MOR,JNCMR,JONACATEPEC,166.5
-99.2,18.6,MOR,JOJMR,JOJUTLA,220.1
-98.92,18.68,MOR,LCUMR,LA CUERA,164
-98.98,18.67,MOR,MYOMR,MOYOTEPEC,211.6
-99.15,18.52,MOR,NEXMR,NEXPA,135.4
-98.9,18.9,MOR,OAXMR,OAXTEPEC,99.5
-99.22,18.91,MOR,OBSMR,OBSERVATORIO,212.6
-98.76,18.88,MOR,OCTMR,OCUITUCO,172.4
-99.32,18.63,MOR,PIXMR,PUENTE DE IXTLA,236.6
-99.4,18.8,MOR,RODMR,PRESA EL RODEO,222.6
-99.19,18.92,MOR,SLDMR,SOLIDARIDAD,193.8
-99.2,18.9,MOR,TEMMR,TEMIXCO,244
-99.1,18.8,MOR,TICMR,TICUMAN,182
-98.94,18.62,MOR,TLCMR,TLACUALERA,98.2
-98.75,18.75,MOR,TLOMR,TLACOTEPEC,207.9
-98.79,18.78,MOR,TMCMR,TEMOAC,115.2
-98.92,18.99,MOR,TOTMR,TOTOLOAPAN,75
-98.84,18.58,MOR,TPLMR,TEPALCINGO,144.2
-99.19,18.52,MOR,XICMR,XICATLACOTLA,157.4
-99.1,18.9,MOR,YAHMR,YAHUTEPEC,82.4
-98.9,18.9,MOR,YECMR,YECAPIXTLA,78.3
-99.2,18.64,MOR,ZCTMR,ZACATEPEC,165.8
-105.35,22.49,NAY,ACANR,ACAPONETA,117.7
-104.77,21.84,NAY,AGMNR,PRESA AGUAMILPA,201.1
-105.11,21.83,NAY,CAPNR,CAPOMAL,140
-104.5,21.94,NAY,CHPNR,CHAPALAGANA,76.6
-104.45,21.43,NAY,CJNNR,EL CAJON,67
-105.14,20.89,NAY,GAVNR,GAVIOTAS,193.1
-104.52,22.25,NAY,JMANR,JESUS MARIA,76.3
-105.34,22.56,NAY,LESNR,LA ESTANCIA,246.2
-105.02,22.38,NAY,PAJNR,PAJARITOS,186.7
-105.21,22.12,NAY,ROMNR,ROSA MORADA,130
-104.8,21.8,NAY,RSRNR,REG. SAN RAFAEL,268.1
-105.14,21.96,NAY,RUINR,RUIZ,134.8
-104.89,21.49,NAY,TEPNR,TEPIC,106.1
-100,27.23,NL,ANHNL,ANAHUAC,71
-99.82,24.1,NL,ARRNL,ARAMBERRI,28.5
-99.91,24.32,NL,ASCNL,LA ASCENSION,32.5
-99.74,24.99,NL,CABNL,CABEZONES,27.9
-99.58,24.88,NL,CAMNL,CAMACHO,25.8
-99.44,24.98,NL,CARNL,CARMEN D.L.E.,30.7
-99.26,25.72,NL,CCHNL,EL CUCHILLO,18.2
-100.16,25.95,NL,CDFNL,CIENEGA DE FLORES,11
-100,25.59,NL,CDRNL,CADEREYTA,30.6
-99.38,24.98,NL,CPRNL,PRESA CERRO PRIETO,56.5
-99.7,24.78,NL,CRUNL,CRUCITAS,104.6
-99.62,26.09,NL,CRVNL,CERRALVO,40
-100.17,23.68,NL,DARNL,DOCTOR ARROYO,45.4
-100.18,25.52,NL,ECSNL,EL CERRITO,45.3
-100.08,24.83,NL,GALNL,GALEANA,113.2
-100.02,25.96,NL,HGRNL,HIGUERAS,8
-100.12,25.44,NL,LBCNL,CORTINA DE LA BOCA,12.9
-99.52,25.5,NL,LERNL,LAS ENRAMADAS,54.5
-100.5,27.05,NL,LPZNL,LAMPAZOS,40.5
-99.19,26.08,NL,MDRNL,MADERO,17.7
-99.83,25.18,NL,MTMNL,MONTEMORELOS,95.7
-100.27,25.68,NL,MTRNL,MONTERREY,119.4
-100.3,25.73,NL,OBSNL,OBSERVATORIO,119.4
-99.21,24.99,NL,PAMNL,LA PAMONA                           *,91
-100.38,27.45,NL,PSANL,PRESA SALINILLAS,68.5
-100.55,25.03,NL,SRANL,SAN RAFAEL,68
-99.78,23.98,NL,ZRGNL,ZARAGOZA,46
-96.1,17.02,OAX,AYUOX,AYUTLA,191.7
-96.72,17.07,OAX,BAEOX,BASE AEREA,165
-95.5,16.8,OAX,BOQOX,BOQUILLA 1,96.5
-96.27,18.02,OAX,CDOOX,CERRO DE ORO (MADRID),262.4
-94.82,16.58,OAX,CHIOX,CHICAPA,196.2
-95.06,16.5,OAX,CHVOX,SANTIAGO CHIVELA,248.5
-96.87,17.83,OAX,CPAOX,CONCEPCION PAPALO,103.9
-96.95,17.8,OAX,CUIOX,CUICATLAN,28.1
-96.48,18.11,OAX,DPSOX,DIQUE PESCADITOS,462.6
-95.42,16.44,OAX,EMAOX,EL MARQUEZ (RIO TEHUANTEPEC),184
-97.78,17.8,OAX,HLOOX,HUAJ. DE LEON OBSERV,91.2
-95.1,16.58,OAX,IXTOX,IXTEPEC,215.3
-96.2,17.87,OAX,JACOX,JACATEPEC,580.6
-96.2,17.87,OAX,JDMOX,JALAPA DEL MARQUES,143
-95.03,16.43,OAX,JUCOX,JUCHITAN,177.6
-95.2,16.6,OAX,KM1OX,KM. 33+190,123.8
-95.72,16.42,OAX,KM2OX,KM. 51+740,247.1
-95.3,16.4,OAX,LPIOX,LAS PILAS,76
-95.49,17.46,OAX,MAROX,MARIA LOMBARDO,343.3
-96.73,17.07,OAX,OACOX,OAXACA CENTRO,215
-96.7,17,OAX,OAOOX,OAXACA OBS. AEROPUERTO,126
-94.4,16.5,OAX,OSTOX,OSTUTA,311.6
-96.08,18.17,OAX,PAPOX,PAPALOAPAN,218.7
-98.05,16.35,OAX,PNTOX,"PINOTEPA, ",191.3
-96.5,15.7,OAX,PTAOX,PUERTO ANGEL,78.7
-95.92,17.73,OAX,RMLOX,RIO MANSO LALANA,553.5
-97.73,16.1,OAX,RVEOX,RÌO VERDE,109
-95.2,16.18,OAX,SCROX,SALINA CRUZ,131.3
-96.53,17.88,OAX,SFUOX,SAN FELIPE USILA,662
-96.45,17.12,OAX,SMAOX,SAN ANTONIO CUAJIMOLOYAS,119.5
-96.55,18.05,OAX,STDOX,SANTO DOMINGO,445.2
-95.2,16.3,OAX,TEHOX,TEHUANTEPEC,170
-96.42,18.23,OAX,TEMOX,PRESIDENTE ALEMAN (TEMAZCAL),299.7
-95.6,16.42,OAX,TEQOX,TEQUISISTLAN,64.4
-96.13,18.08,OAX,TUXOX,TUXTEPEC,243.9
-94.83,16.45,OAX,UHGOX,UNION HIDALGO,214.5
-96.3,17.78,OAX,VANOX,VALLE NACIONAL,493.9
-97.83,17.73,OAX,YOSOX,P. YOSOCUTA,172.1
-94.22,16.4,OAX,ZANOX,ZANATEPEC,324
-97.42,19.45,PUE,ACHPB,ALCHICHILCA,88.4
-97.97,20.18,PUE,ACJPB,ACAJETE,142.3
-98.06,18.28,PUE,ADOPB,ACTALAN DE OSORIO,113.7
-98.14,18.94,PUE,AFRPB,AFRICAM,170.5
-98.15,20.03,PUE,AHUPB,AHUAZOTEPEC,191.8
-97.85,20.41,PUE,APAPB,APAPANTILLA,354.4
-98.41,18.91,PUE,ATXPB,ATLIXCO,139.7
-98.11,18.91,PUE,BDDPB,BALCON DEL DIABLO,222.2
-97.43,18.98,PUE,CDSPB,CIUDAD SERDAN,67
-97.95,18.97,PUE,CEMPB,CEMEX,103.4
-98.58,18.52,PUE,CHIPB,CHIETLA,177.7
-98.32,19.07,PUE,CHLPB,CHOLULA,177
-98.49,18.11,PUE,CHSPB,CHILA DE SAL,144
-98.2,19.04,PUE,CNAPB,C.N.A.,159.8
-98.05,18.83,PUE,CNGPB,CHIGNAHUAPAN,161.4
-98.16,18.61,PUE,COAPB,COATZINGO,122.8
-98.06,19.09,PUE,CPLPB,CAPULAC,183
-97.53,20.05,PUE,CTZPB,CUETZALAN,586.1
-98.28,18.97,PUE,ECHPB,ECHEVERRIA,129.4
-98.46,19.1,PUE,HJTPB,HUEJOTZINGO,115.9
-98.54,18.77,PUE,HQCPB,HUAQUECHULA,230.5
-98.05,20.18,PUE,HUAPB,HUAUCHINANGO,413.5
-97.82,19.62,PUE,IXTPB,"Ixtacamaxtitl·n, Pue.",129.9
-98.47,18.58,PUE,IZMPB,IZUCAR DE MATAMOROS,134
-97.69,19.49,PUE,LIBPB,LIBRES,103.6
-98.1,18.6,PUE,MAYPB,MAYORAZGO 21 PTE.,243.8
-98,20.23,PUE,NNEPB,NUEVO NECAXA,385.3
-97.55,19.7,PUE,OYAPB,OYAMELES,243
-97.25,18.92,PUE,PCRPB,PASO CARRETAS,236
-98.36,18.36,PUE,PIXPB,PIAXTLA,150.1
-97.85,20.27,PUE,PTLPB,PATLA,510
-98.17,19.05,PUE,PUOPB,PUEBLA OBSERVATORIO,179
-97.13,19.25,PUE,QUIPB,QUIMIXTLAN,320.4
-97.4,20.1,PUE,RNAPB,RANCHO NUEVO (AYOTOXCO),215.5
-98.22,19.11,PUE,SCRPB,SN CRISTOBAL CALERAS,149.5
-97.91,18.74,PUE,SMCPB,SAN MIGUEL CANOA,174.2
-97.45,19.96,PUE,SOLPB,P. LA SOLEDAD,337.8
-98.58,19.33,PUE,SRTPB,SANTA RITA TLAHUAPAN,201.2
-98.58,19.33,PUE,SRTPB,STA RITA TLAHUAPAN,201.2
-97.79,20,PUE,TDRPB,TEPANGO DE RODRIGUEZ,470
-97.72,18.88,PUE,TECPB,TECAMACHALCO,64.6
-97.4,18.4,PUE,TEHPB,TEHUACAN,29.5
-98.78,18.47,PUE,TELPB,TEOTLALCO,74.7
-98.78,18.47,PUE,TELPB,TETLALCO,74.7
-97.81,19.83,PUE,TEOPB,TETELA DE OCAMPO,228.5
-97.79,20,PUE,TEPPB,TEPANGO DE RODRIGUEZ,337.1
-97.35,19.82,PUE,TEZPB,TEZIUTLAN,404
-96.85,18.41,PUE,TLPPB,TLACOTEPEC DE DIAZ,544.5
-97.45,19.48,PUE,TPYPB,TEPEYAHUALCO,65.7
-97.72,18.87,PUE,UTTPB,"Univ. TecnolÛgica Tecamachalco, Pue.  SMN*",56.8
-97.68,20.51,PUE,VENPB,VENUSTIANO CARRANZA,248.3
-97.95,20.28,PUE,XDJPB,XICOTEPEC DE JUAREZ,526.7
-97.58,19.87,PUE,ZCPPB,ZACAPOAXTLA,303.6
-97.02,18.34,PUE,ZOQPB,ZOQUITLAN,361
-97.83,20.18,PUE,ZRGPB,ZARAGOZA,250
-100.49,20.59,QRO,ADJQT,"LAS ADJUNTAS, QRO., AUTOMATICA",47.7
-100.27,20.7,QRO,AMZQT,"AMAZCALA, QRO. AUTOMATICA",34.7
-100.35,20.5,QRO,BATQT,EL BATAN,150.8
-100.44,20.6,QRO,CARQT,CARRILLO,63
-100.07,20.42,QRO,CNSQT,CONSTITUCION DE 1917,70.4
-100.45,20.54,QRO,EPUQT,EL PUEBLITO,85.5
-100.37,20.57,QRO,GHQQT,GERENCIA HIDALGO QRO.,69.1
-100.28,20.39,QRO,HUIQT,EHCA HUIMILPAN,15
-99.97,20.21,QRO,IDFQT,SAN ILDEFONSO,141.4
-99.48,21.23,QRO,JLPQT,JALPAN,114.5
-100.45,20.7,QRO,JRQQT,JURIQUILLA,98.6
-100.23,20.62,QRO,MARQT,MARQUEZ,122.3
-100.37,20.57,QRO,OBSQT,OBSERVATORIO,62
-99.82,21.06,QRO,PMLQT,PE—AMILLER,52
-100,20.36,QRO,SJSQT,SAN JOSE,79.9
-86.82,21.16,QROO,CANQR,CANCUN,512.2
-88.33,18.5,QROO,CHEQR,"CHETUMAL, QROO. AUTOMATICA",13.1
-88.33,18.5,QROO,CHOQR,CHETUMAL,136.4
-86.78,21.07,QROO,CNCQR,"CANCUN, QROO. AUTOMATICA",509.6
-86.91,20.48,QROO,CO2QR,COZUMEL. AUTOMATICA,8.6
-86.95,20.51,QROO,COZQR,COZUMEL,330.4
-88.04,19.57,QROO,FCRQR,FELIPE CARRILLO PUERTO,165.2
-87.08,20.62,QROO,PDCQR,PLAYA DEL CARMEN,643.4
-106.65,24.05,SIN,ACTSI,ACATITAN,22.5
-107.38,25.09,SIN,AL2SI,EL VAREJONAL (HIDRO) P ADOLFO LOPEZ MATEOS,18
-107.38,25.09,SIN,ALMSI,PRESA ADOLFO LOPEZ MATEOS,18
-108.7,25.7,SIN,ARCSI,ADOLFO RUIZ CORTINEZ,1
-107.47,25.03,SIN,AWSSI,ANDREW WEISS,9.5
-108.33,26.74,SIN,CHXSI,"CHOIX, ESTACION",40.9
-107.4,24.82,SIN,CLCSI,CULIACAN,1.5
-107.35,24.32,SIN,DRDSI,EL DORADO,0
-108.08,25.47,SIN,EBLSI,PRESA EUSTAQUIO BUELNA,0
-108.62,26.43,SIN,EFTSI,EL FUERTE,17.5
-108.32,26.08,SIN,GBESI,PRESA GUILLERMO BLAKE (EL SABINAL),0
-107.91,25.85,SIN,GD2SI,BACURATO (HIDRO) P GUSTAVO DIAZ ORDAZ,15
-107.91,25.86,SIN,GDOSI,PRESA GUSTAVO DIAZ ORDAZ,15
-108.09,25.47,SIN,GMCSI,GUAMUCHIL,0
-108.47,25.72,SIN,GSVSI,GUASAVE,1
-107.23,25.34,SIN,GTNSI,GUATENIPA,113.4
-109.33,25.98,SIN,HDZSI,HIGUERA DE ZARAGOZA,0
-106.6,23.96,SIN,IXPSI,IXPALINO,56.6
-107.04,24.71,SIN,JGRSI,J. GRO. ALCOSER (VINORAMAS),3
-106.81,24.57,SIN,JLPSI,PRESA JOSE LOPEZ PORTILLO,12.5
-108.01,25.9,SIN,JNASI,JAINA,5
-108.72,26.41,SIN,JORSI,PRESA JOSEFA ORTIZ DE DOMINGUEZ,14
-106.9,23.92,SIN,LCRSI,LA CRUZ,8
-108.35,26.9,SIN,LD2SI,HUITES (HIDRO),26
-108.35,26.9,SIN,LDCSI,HUITES,26
-109,25.8,SIN,MCHSI,LOS MOCHIS,0
-106.4,23.23,SIN,MZTSI,MAZATLAN,22.8
-107.44,24.63,SIN,OBSSI,OBSERVATORIO CULIACAN,0
-108.58,26.51,SIN,PMHSI,PRESA MIGUEL HIDALGO,26
-106.47,23.56,SIN,QLTSI,QUELITE,29.8
-107.76,25.12,SIN,RAVSI,ESTACION RANCHO VIEJO,0
-105.85,22.98,SIN,RSRSI,ROSARIO,177
-106.95,24.48,SIN,SCRSI,SANTA CRUZ,6.5
-108.78,26.07,SIN,SFRSI,SUFRAGIO,0
-107.5,25.3,SIN,SJNSI,SAN JUAN,5.6
-107.1,24.8,SIN,SLRSI,SAN LORENZO,4.5
-106.7,24.12,SIN,SLTSI,EL SALTO (AURELIO BENASSINI),10
-107.16,24.81,SIN,SN2SI,SANALONA (HIDRO),1.8
-107.16,24.81,SIN,SNLSI,PRESA SANALONA,1.5
-106.25,23.35,SIN,SQRSI,SIQUEROS,52.6
-108.13,26.9,SIN,TBRSI,SAN FRANCISCO,60.4
-105.85,25.09,SIN,TORSI,TORTUGA,98
-107.06,24.75,SIN,VINSI,VINORAMAS,3
-107.4,25.13,SIN,ZOPSI,ZOPILOTE                            *,8.4
-98.56,21.97,SLP,AJTSL,LAS ADJUNTAS,172.1
-98.96,21.75,SLP,BLMSL,BALLESMI,146.8
-99.02,21.98,SLP,CDVSL,CD. VALLES,78
-100.28,22.43,SLP,CTSSL,CERRITOS,36.5
-99.24,21.91,SLP,GANSL,GALLINAS,193.2
-100.82,21.88,SLP,IVGSL,VALENTIN GAMA,100.6
-100.67,23.65,SLP,MA2SL,MATEHUALA. AUTOMATICA,72.6
-100.64,23.66,SLP,MATSL,MATEHUALA,77.5
-99.16,22.12,SLP,MICSL,MICOS,161.3
-98.8,21.33,SLP,MTPSL,MATLAPA,160.3
-99.32,22.52,SLP,NRJSL,NARANJOS,181
-100.76,21.85,SLP,OCTSL,OJO CALIENTE,98.6
-99.83,21.63,SLP,PMYSL,MONTOYA,61.5
-98.94,21.85,SLP,PUJSL,EL PUJAL,127.8
-98.89,21.43,SLP,RQTSL,REQUETEMU,168.6
-100,21.93,SLP,RVDSL,RIO VERDE,70.5
-101.68,22.63,SLP,SDHSL,SALINAS DE HIDALGO,25.8
-101,22.2,SLP,SGRSL,SOLEDAD GRACIANO,23.8
-101.02,22.15,SLP,SLPSL,SAN LUIS POTOSI,44.1
-98.62,21.69,SLP,SVTSL,SAN VICENTE,128.2
-98.86,21.25,SLP,TBLSL,TIERRA BLANCA,295
-100.58,21.62,SLP,TIESL,TIERRA NUEVA,35.6
-98.77,22,SLP,TMISL,TAMUIN,167.6
-98.77,22,SLP,TMISL,TAMUIN OBS,167.6
-98.82,21.55,SLP,TMOSL,TAMPAMOLON,188.3
