Lon,Lat,Clave,Edo,Est,Tmed
-99.82,24.1,ARRNL,NL,ARAMBERRI,18.4
-109.08,30.07,ARISO,SON,ARIBABI,13.5
-110.17,30.34,ARZSO,SON,ARIZPE,19.4
-93.9,16.24,76840,CHIS,ARRIAGA,26.4
-93.89,16.24,AROCP,CHIS,ARRIAGA METEOROLÓGICO,26.4
-98.6,17.31,ATLAMAJALCINGO,GRO,ATLAMAJALCINGO GRO.,17.6
-98.33,21.01,ATCHD,HGO,ATLAPEXCO,22.7
-98.4,18.9,ATXPB,PUE,ATLIXCO,17.3
-102.5,20.55,ATOTONILCOCFE,JAL,ATOTONILCO CFE,19
-98.19,18.91,AVCPB,PUE,AVILA CAMACHO,23.3
-110.23,30.59,BCNSO,SON,BACANUCHI,14
-108.93,30.35,BCRSO,SON,BACERAC,15.3
-107.25,28.8,BACCH,CHIH,BACHINIVA,9.7
-107.91,25.85,GD2SI,SIN,BACURATO (HIDRO) P.GUSTAVO DÍAZ ORDAZ,23.5
-98.16,18.89,BDDPB,PUE,BALCON DEL DIABLO,14.4
-98.95,21.74,BLMSL,SLP,BALLESMI,21.7
-98.96,21.75,BALLESMI,SLP,BALLESMI SLP.,21.3
-110.21,30,BNMSO,SON,BANAMICHI,19.2
-96.94,19.58,BANVC,VER,BANDERILLAS,14.6
-96.72,17.07,BAEOX,OAX,BASE AEREA,19.6
-108.2,28.2,BSSCH,CHIH,BASSASEACHIC,10.8
-107.9,27.9,BTVCH,CHIH,BATOVIRA,8.7
-89.25,19.83,BECYC,YUC,BECANCHEN,25
-91.48,17.43,BDCTB,TAB,BOCA DEL CERRO,25.6
-91.48,17.42,BOCADELCERRO,TAB,BOCA DEL CERRO,24.9
-102.97,22.82,BTEZC,ZAC,BOCA DEL TESORERO,15.4
-97.88,22.24,BTCHAIREL,TAMPS,BOCA TOMA CHAIREL TAMPS.,21.6
-103.71,22.73,BCSJL,JAL,BOCAS,18.8
-89.74,20,BOLCA,CAMP,BOLONCHEN,26.3
-97.93,22.39,BALTP,TAMPS,BOMBAS ALTAMIRA,23
-91.19,16.79,BONAMPAK,CHIS,BONAMPAK(CRUCERO SAN JAVIER),23.5
-93.15,16.64,BOQCP,CHIS,BOQUERON,24.8
-95.93,16.65,BOQOX,OAX,BOQUILLA 1,24.9
-96.93,19.48,BRIVC,VER,BRIONES,16.1
-103.61,19.24,BVSCM,COL,BUENAVISTA,24.1
-99.2,18.2,BVSGR,GRO,BUENAVISTA,22.9
-98.19,19.04,CNAPB,PUE,C.N.A.,17.4
-99.74,24.99,CABNL,NL,CABEZONES,17.9
-109.91,22.88,CSLBS,BCS,CABO SAN LUCAS,22.8
-104.8,24.51,CB2DR,DGO,CABORACA (HIDRO),14
-92.71,15.35,CACCP,CHIS,CACALUTA,26.7
-105.06,20.03,CPEJL,JAL,CAJON DE PE¤A,27
-103.63,18.81,CLLCM,COL,CALLEJONES,28.4
-102.41,22.14,PECAG,AGS,CALLES,15.7
-98.56,19.58,CPPTL,TLAX,CALPULALPAN,12.5
-102.72,21.84,CALVILLOCFE,AGS,CALVILLO CFE,19.5
-99.57,24.87,CAMNL,NL,CAMACHO,17.8
-99.12,19.53,CEADF,DF,CAMPAMENTO AMEALCO,16.1
-90.5,19.83,76695,CAMP,CAMPECHE,26.7
-90.54,19.83,CMPCA,CAMP,CAMPECHE,25.6
-90.54,19.83,COBCA,CAMP,CAMPECHE OBSERVATORIO,26.7
-104.7,24,CAGDR,DGO,CAMPO AGRICOLA,14.5
-90.72,19.36,CANCA,CAMP,CANASAYAB,25
-104.75,24.5,CNTDR,DGO,CANATLAN,14.1
-86.82,21.15,CANQR,QROO,CANCUN,28.4
-100.64,26.84,CDLCL,COAH,CANDELA,17.1
-91.04,18.18,CNDCA,CAMP,CANDELARIA,26.4
-105.11,21.83,CAPNR,NAY,CAPOMAL,27.6
-96.37,19.36,CRDVC,VER,CARDEL,24.5
-93.41,17.8,CARTB,TAB,CARDENAS,24.5
-99.44,24.98,CARNL,NL,CARMEN D.L.E.,18.6
-88.04,19.57,FCRQR,QROO,CARRILLO PUERTO,26.3
-96.64,19.32,CRRVC,VER,CARRIZAL,23.3
-101.45,20.31,CBLMC,MICH,CASA BLANCA,17.5
-107.9,30.5,CAGCH,CHIH,CASAS GRANDES,12.3
-92.47,16.3,CASCP,CHIS,CASCAJAL,23.4
-108.76,26.6,CZNSO,SON,CAZANATE,21.5
-99.18,19.33,CCA ,DF,CCA-UNAM,16.1
-99.2,19.5,CCH Azcapotzalco,DF,CCH Azcapotzalco,15.9
-99.24,19.42,CCH Naucalpan,MEX,CCH Naucalpan,15.9
-99.06,19.38,CCH Oriente,DF,CCH Oriente,16.3
-99.2,19.31,CCH Sur,DF,CCH Sur,15.4
-99.14,19.48,CCH Vallejo,DF,CCH Vallejo,17
-105.17,27.69,CCOCH,CHIH,CD. CAMARGO,14.3
-111.65,25,CCNBS,BCS,CD. CONSTITUCION,21.6
-111.65,25.01,76402,BCS,CD. CONSTITUCIÓN,21.4
-105.46,28.2,CDLCH,CHIH,CD. DELICIAS,10.5
-106.44,31.73,CJZCH,CHIH,CD. JUAREZ,13.9
-109.92,27.48,76258,SON,CD. OBREGON,22.7
-99.01,21.98,CDVSL,SLP,CD. VALLES,20.3
-99.17,23.75,76491,TAMPS,CD. VICTORIA,19.3
-104.12,26.06,CEBDR,DGO,CEBALLOS,14.2
-97.94,18.96,CEMPB,PUE,CEMEX,16.2
-99.2,19.4,76680,DF,CENTRAL TACUBAYA,16.6
-89.98,20.98,CICYC,YUC,CENTRO DE INV.CIENTIFICA,26.6
-100.28,22.43,CTSSL,SLP,CERRITOS,16.4
-96.26,18.01,CDOOX,OAX,CERRO DE ORO (MADRID),24.1
-103.72,18.75,CDOCM,COL,CERRO DE ORTEGA,28.1
-95.8,18.3,CCLVC,VER,CHACALTIANGUIS,25.1
-103.88,23.47,TCHZC,ZAC,CHALCHIHUITES,14.6
-90.71,19.36,CHMCA,CAMP,CHAMPOTON,25.7
-98.88,19.48,CHPMX,MEX,CHAPINGO,15.4
-88.3,18.48,76750,QROO,CHETUMAL,26.6
-88.32,18.49,CHOQR,QROO,CHETUMAL,26.6
-88.33,18.5,76751,QROO,CHETUMAL (AUTOMATICA),26.6
-94.82,16.58,CHIOX,OAX,CHICAPA,26.9
-99.68,17.66,CHICHIHUALCO,GRO,CHICHIHUALCO GRO.,22.6
-93.1,16.93,CHICP,CHIS,CHICOASEN,24.4
-92.28,15.75,CHMCP,CHIS,CHICOMUSELO,22.7
-98.57,18.51,CHIPB,PUE,CHIETLA,21.9
-98.05,19.91,CNGPB,PUE,CHIGNAHUAPAN,10.3
-106.13,28.67,76225,CHIH,CHIHUAHUA,12.8
-106.03,28.67,76226,CHIH,CHIHUAHUA (AUTOMATICA),13.5
-98.57,18.28,CHSPB,PUE,CHILA DE LA SAL,22.4
-99.18,17.61,CHILAPA,GRO,CHILAPA GRO.,20
-99.5,17.55,76762,GRO,CHILPANCINGO,22.7
-99.5,17.54,CHIGR,GRO,CHILPANCINGO,22.1
-108.54,27.41,CNDCH,CHIH,CHINIPAS,23.1
-89.68,20.64,CHOYC,YUC,CHOCHOLA,26.3
-108.32,26.7,76311,SIN,CHOIX,23.2
-100.16,25.95,CDFNL,NL,CIENEGA DE FLORES,16.5
-106.44,31.76,CILANORTE,CHIH,CILA Norte,12.8
-100.9,20.95,CSRGJ,GTO,CINCO SEÑORES,15.8
-100.95,29.32,CDACL,COAH,CIUDAD ACUÑA,15.1
-100.66,18.35,CALGR,GRO,CIUDAD ALTAMIRANO,29.6
-91.76,18.65,CARCA,CAMP,CIUDAD DEL CARMEN,26.2
-104.75,23.95,CGVDR,DGO,CIUDAD GUADALUPE VICTORIA,15.1
-103.46,19.73,76656,JAL,CIUDAD GUZMÁN,18.5
-100.55,19.7,CHIMC,MICH,CIUDAD HIDALGO,16.1
-97.84,22.28,CDMADERO,TAMPS,CIUDAD MADERO TAMPS.,22.8
-99.92,22.58,CIUDADMANTE,TAMPS,CIUDAD MANTE,21.1
-109.93,27.5,COBSO,SON,CIUDAD OBREGON,23.5
-97.43,18.98,CDSPB,PUE,CIUDAD SERDAN,11.7
-99.18,23.73,CVTTP,TAMPS,CIUDAD VICTORIA GERENCIA,20.2
-99.16,23.71,CVCTP,TAMPS,CIUDAD VICTORIA OBSERVATORIO,20.1
-95.3,18.14,CTTVC,VER,COATOTOLAPAN,23.3
-94.51,18.19,76741,VER,COATZACOALCOS,24.6
-94.4,18.1,COTVC,VER,COATZACOALCOS,24.3
-98.16,18.61,COAPB,PUE,COATZINGO,21.1
-109.61,27.41,CCRSO,SON,COCORAQUE,22.1
-99.66,18.25,COCGR,GRO,COCULA,27
-99.65,18.26,COCULA,GRO,COCULA GRO.,25
-103.72,19.24,76658,COL,COLIMA,26
-105.38,27.41,CLNCH,CHIH,COLINA,12.8
-105.38,27.58,COLINA,CHIH,COLINA. SAN FRANCISCO CONCHOS CHIH.,13.8
-99.75,27.7,COLOMBIA,NL,Colombia,17.1
-103.27,22.11,76519,JAL,COLOTLAN,17.4
-92.13,16.23,76848,CHIS,COMITAN,18.5
-92.1,16.2,COOCP,CHIS,COMITAN OBSV.,18.6
-97.81,25.63,CONTP,TAMPS,CONTROL,20.3
-99,18.07,COPALILLO,GRO,COPALILLO GRO.,25.1
-103.8,19.21,CQMCM,COL,COQUIMATLAN,26.9
-98.93,23.93,CORTP,TAMPS,CORONA,20.7
-101.86,20.2,CORMC,MICH,CORRALES,18.6
-100.95,20.48,CRTGJ,GTO,CORTAZAR,18.8
-100.11,25.44,LBCNL,NL,CORTINA DE LA BOCA,17.7
-102.3,22.36,CSOAG,AGS,COSIO,13
-103.46,25.54,CYTCL,COAH,COYOTE,20
-100.71,18.34,COYUCA,GRO,COYUCA GRO.,27.1
-86.95,20.52,76648,QROO,COZUMEL,26.7
-92.14,16.72,CREDCOMITAN,CHIS,CRED COMITAN,18.2
-92.25,15.36,CREDMOTOZINTLA,CHIS,CRED MOTOZINTLA,20.6
-92.09,16.9,CREDOCOSINGO,CHIS,CRED OCOSINGO,21.3
-107.63,27.75,CRLCH,CHIH,CREEL,8.4
-98.41,16.47,CNLGR,GRO,CUAJINICUILAPA,28.5
-98.4,16.46,CUAJINICUILAPA,GRO,CUAJINICUILAPA GRO.,27.2
-105.05,20.58,CULJL,JAL,CUALE,26
-102.06,26.98,CCGCL,COAH,CUATRO CIENEGAS,16.2
-98.9,18.8,CUAMR,MOR,CUAUTLA,21
-101.66,20.61,CRMGJ,GTO,CUERAMARO,18.7
-99.23,18.89,76726,MOR,CUERNAVACA,19.5
-99.2,18.9,CUEMR,MOR,CUERNAVACA,20.3
-99.23,18.93,76727,MOR,CUERNAVACA    (AUTOMATICA),20
-96.95,17.8,CUIOX,OAX,CUICATLAN,21.3
-107.4,24.81,CLCSI,SIN,CULIACAN,26.2
-107.44,24.63,76412,SIN,CULIACÁN,25
-107.4,24.8,76413,SIN,Culiacan (Automatica),25.3
-100.59,18.62,CUTZAMALA,GRO,CUTZAMALA GRO.,26.4
-103.88,19.11,DJLCM,COL,DERIVADORA JALA,27.4
-92.57,15.2,DESCP,CHIS,DESPOBLADO,28
-99.2,19.3,DATDF,DF,DESVIACION ALTA,17.6
-113.42,27.78,DORBS,BCS,DIAZ ORDAZ,17.7
-100.17,23.68,DARNL,NL,DOCTOR ARROYO,17.2
-104.6,24.09,76423,DGO,DURANGO,15.6
-104.66,24.03,DRGDR,DGO,DURANGO,15.6
-100.9,25.43,ESLCL,COAH,E. C. SALTILLO,14.4
-115.19,32.41,ENLBN,BC,EJIDO NUEVO LEON                    *,18.4
-115.19,32.41,76040,BC,EJIDO NVO. LEÓN,18.8
-99.12,24.08,BR1TP,TAMPS,EL BARRERAL 1,18.9
-99.21,24.1,BRRTP,TAMPS,EL BARRETAL,19.2
-110.73,29.47,CJNSO,SON,EL CAJON,19.1
-97.64,19.31,ECTTL,TLAX,EL CARMEN TEQUEXQUITLA,13.8
-116.7,32.48,CRRBN,BC,EL CARRIZO,15.5
-103.09,23.69,ELCZC,ZAC,EL CAZADERO,14.6
-100.18,25.51,ECSNL,NL,EL CERRITO,16.7
-101.2,20.9,ECHGJ,GTO,EL CHAPIN,17.6
-102.89,22,CHIZC,ZAC,EL CHIQUE,19.3
-109.23,29.2,ECBSO,SON,EL CUBIL,21.9
-100.5,20.2,ECBGJ,GTO,EL CUBO,17.2
-99.25,25.71,CCHNL,NL,EL CUCHILLO,18.9
-108.61,26.43,EFTSI,SIN,EL FUERTE,22.7
-100.45,19.96,EGIMC,MICH,EL GIGANTE,17.3
-98.44,21.77,HGOVC,VER,EL HIGO,21.6
-97.46,21.77,ELHIGO,VER,EL HIGO VER,21.6
-95.42,16.44,EMAOX,OAX,EL MARQUEZ (RIO TEHUANTEPEC),27.9
-110.43,29.4,PMOSO,SON,EL MOLINITO,21.4
-96.36,19.4,ENRVC,VER,EL NARANJILLO,25.1
-99.33,22.52,ELNARANJO,SLP,EL NARANJO SLP.,20.3
-102.44,21.77,NGRAG,AGS,EL NIAGARA,17
-92.95,15.49,ELNCP,CHIS,EL NOVILLERO,28
-98.51,21.84,OLVVC,VER,EL OLIVO,21.1
-98.5,21.83,ELOLIVO,VER,EL OLIVO VER.,21.2
-110.7,29.22,ORGSO,SON,EL OREGANO,21.8
-98.97,18.9,ELPMR,MOR,EL PEÑON,19.5
-92.81,18.04,EPOTB,TAB,EL PORVENIR,25.8
-98.93,21.84,PUJSL,SLP,EL PUJAL,21.7
-98.94,21.85,ELPUJAL,SLP,EL PUJAL SLP.,21.3
-96.71,20.15,RAUVC,VER,EL RAUDAL,23.5
-102.04,22.67,ELSZC,ZAC,EL SALADILLO,14.4
-106.69,24.12,SLTSI,SIN,EL SALTO (AURELIO BENASSINI),27.1
-109.6,23.06,SARBS,BCS,EL SARGENTO,24
-106,24.5,TDRDR,DGO,EL TULE DEL REAL,24.4
-107.38,25.09,AL2SI,SIN,EL VAREJONAL,24.3
-92.97,15.65,ELVERGEL,CHIS,EL VERGEL    ,23.2
-108.35,25.74,ZOPSI,SIN,EL ZOPILOTE,23.8
-91.78,17.74,EMILIANOZAPATA,TAB,EMILIANO ZAPATA,26.2
-89.58,20.98,EZAYC,YUC,EMILIANO ZAPATA,25.8
-110.8,27.95,76256,SON,EMPALME,23.2
-110.8,27.95,EPLSO,SON,EMPALME                             *,23.2
-99.1,19.38,ENP 2,DF,ERASMO CASTELLANOS,17.1
-90.74,18.6,ESCCA,CAMP,ESCARCEGA,26.1
-99.13,19.42,ENP 7,DF,EZEQUIEL A. CHAVEZ,17.1
-92.33,15.18,FINCAHAMBURGO,CHIS,FINCA HAMBURGO,21.6
-92.48,15.34,FINCALAPAZ,CHIS,FINCA LA PAZ,24.4
-88.05,19.57,76698,QROO,FPE. CARRILLO PUERTO,26.3
-103.96,24,FV2DR,DGO,FRANCISCO VILLA,15.3
-100.66,17.66,FRESNOSDEPR,GRO,FRESNOS DE P.R.,16.4
-89.63,20.98,FAEYC,YUC,FUERZA AEREA,26.2
-99.12,19.27,ENP 1,DF,GABINO BARREDA,16
-100.08,24.83,GALNL,NL,GALEANA,15.7
-99.23,21.9,GANSL,SLP,GALLINAS,20.3
-99.25,21.91,GALLINAS,SLP,GALLINAS SLP.,20
-95.55,18.27,GARVC,VER,GARRO,24.7
-105.25,25.5,GESDR,DGO,GENERAL ESCOBEDO,15.2
-89.65,20.98,GARYC,YUC,GERENCIA REGIONAL,25.1
-93,17.97,GONTB,TAB,GONZALEZ,26.5
-93.07,17.97,GONZALEZ,TAB,GONZALEZ,33
-93.12,16.97,GRICP,CHIS,GRIJALVA,26.3
-103.39,20.71,76612,JAL,GUADALAJARA,18.8
-102.51,22.75,GPEZC,ZAC,GUADALUPE,14.2
-106.96,26.1,GYCCH,CHIH,GUADALUPE Y CALVO,9.3
-108.09,25.46,GMCSI,SIN,GUAMUCHIL,24.7
-105.96,25.93,GNCDR,DGO,GUANACEVIT,9.8
-101.29,21.01,76577,GTO,GUANAJUATO,17.7
-101.26,21.01,GTOGJ,GTO,GUANAJUATO,17.8
-108.3,29.2,GPCCH,CHIH,GUAPOCA,14.3
-108.46,25.71,GSVSI,SIN,GUASAVE,24.7
-107.22,25.34,GTNSI,SIN,GUATENIPA,24.3
-110.85,27.95,GYMSO,SON,GUAYMAS,22.4
-114.05,27.96,GNGBS,BCS,GUERRERO NEGRO,23.1
-90.14,20.19,HECCA,CAMP,HECELCHAKAN,26.4
-110.92,29.07,HMNSO,SON,HERMOSILLO,23
-110.92,29.07,HM2SO,SON,HERMOSILLO OBS.,22.6
-105.67,26.92,76323,CHIH,HGO. DEL PARRAL,13.7
-109.33,25.98,HDZSI,SIN,HIGERA DE ZARAGOZA,23.1
-100,25.96,HGRNL,NL,HIGUERAS,14.9
-99.18,18.57,HIGMR,MOR,HIGUERON,23.1
-89.84,19.75,HPOCA,CAMP,HOPELCHEN,26.5
-108.95,30.21,HSHSO,SON,HUACHINERA,13.3
-99.42,18.6,HUAMR,MOR,HUAJINTLAN,23.3
-97.77,17.8,76773,OAX,HUAJUAPAN DE LEON,19.3
-97.91,19.31,HMTTL,TLAX,HUAMANTLA,12.7
-98.57,17.81,HUAMUXTITLAN,GRO,HUAMUXTITLAN GRO.,23.6
-98.53,18.76,HQCPB,PUE,HUAQUECHULA,19.4
-96.13,15.81,HUATULCOMAR,OAX,HUATULCO SEMAR,27.7
-96.95,19.18,HTSVC,VER,HUATUSCO,15.8
-98.05,20.18,HUAPB,PUE,HUAUCHINANGO,15.6
-99.02,18.44,HUTMR,MOR,HUAUTLA,21.5
-98.45,19.1,HJTPB,PUE,HUEJOTZINGO,13.5
-98.41,21.15,HJTHD,HGO,HUEJUTLA,21.9
-99.64,20.37,HCPHD,HGO,HUICHAPAN,13.2
-108.35,26.9,LD2SI,SIN,HUITES HIDRO,23.3
-99.01,19.02,HUIMR,MOR,HUITZILAC,11.5
-99.34,18.3,HUITZUCO,GRO,HUITZUCO GRO.,22.9
-96.55,19.4,IDOVC,VER,IDOLOS,24.9
-110.88,30.71,IMRSO,SON,IMURIS,16.1
-99.16,18.88,IMTMR,MOR,INSTITUTO MEXICANO DE TECNOLOGIA DEL AGUA (EHCA),20.7
-101.35,20.68,IRPGJ,GTO,IRAPUATO,19
-91.44,18.85,ISLAAGUADAMAR,CAMP,ISLA AGUADA SEMAR,26.9
-97.22,21.47,ISLALOBOSMAR,VER,ISLA LOBOS SEMAR,23.4
-114.73,18.34,ISOCORROMAR,COL,ISLA SOCORRO SEMAR,26.1
-106.54,21.63,ISLASMARIASMAR,NAY,ISLAS MARIAS SEMAR,26.5
-99.22,20.48,IXMHD,HGO,IXMIQUILPAN,17.7
-106.59,23.95,IXPSI,SIN,IXPALINO,25.9
-95.1,16.58,IXTOX,OAX,IXTEPEC,26.4
-98.46,18.58,IZMPB,PUE,IZUCAR DE MATAMOROS,21.5
-96.2,17.86,JACOX,OAX,JACATEPEC,23.9
-108.01,25.9,JNASI,SIN,JAINA,23.6
-96.9,19.51,76687,VER,JALAPA,17.6
-92.72,15.86,JAPCP,CHIS,JALTENANGO,22
-103,22.64,JERZC,ZAC,JEREZ,17.2
-95.03,17.43,JCRVC,VER,JESUS CARRANZA,24.6
-104.51,22.25,JMANR,NAY,JESÚS MARÍA,27.3
-104.91,27.11,JMNCH,CHIH,JIMENEZ,13
-102.35,22.12,JCQAG,AGS,JOCOQUE,16.3
-99.2,18.6,JOJMR,MOR,JOJUTLA,24.3
-98.8,18.7,JNCMR,MOR,JONACATEPEC,20.1
-99.13,19.29,ENP 5,DF,JOSÉ VASCONCELOS,16.4
-99.09,19.48,ENP 3,DF,JUSTO SIERRA,17
-99.05,19.63,K27MX,MEX,KM. 27 + 250,15.5
-98.59,19.76,LAAGRARIA,MEX,LA AGRARIA,15.9
-99.91,24.32,ASCNL,NL,LA ASCENSION,13.6
-105.39,27.53,LBQCH,CHIH,LA BOQUILLA,14.1
-102.57,22.78,LBUZC,ZAC,LA BUFA,12.3
-94.3,18.1,LCAVC,VER,LA CANGREJERA,22.7
-102.67,21.99,CDRAG,AGS,LA CODORNIZ,17.8
-106.9,23.91,LCRSI,SIN,LA CRUZ,26.3
-98.92,18.68,LCUMR,MOR,LA CUERA,21
-103.28,25.06,LFLDR,DGO,LA FLOR,16.2
-98.91,19.57,GRDMX,MEX,LA GRANDE,16.5
-97.02,19.6,JOYVC,VER,LA JOYA,11.7
-99.21,24.99,PAMNL,NL,LA PAMONA,18.3
-110.32,24.12,76405,BCS,LA PAZ,24.3
-110.36,24.15,LPZBS,BCS,LA PAZ,24.3
-110.37,24.1,LAPAZMAR,BCS,LA PAZ SEMAR,22.6
-97.77,23.79,LAPESCAMAR,TAMPS,LA PESCA SEMAR,19.5
-102,20.35,LPDMC,MICH,LA PIEDAD,20.1
-103.72,19.22,LPSCM,COL,LA POSTA,26.2
-109.55,23.58,RBRBS,BCS,LA RIBERA,21.6
-106.36,26.13,ROSDR,DGO,LA ROSILLA,7.8
-99.11,22.83,LSRTP,TAMPS,LA SERVILLETA,21.3
-99.12,22.85,LASERVILLETA,TAMPS,LA SERVILLETA TAM.,20.7
-103.2,20.3,LDCJL,JAL,LAGO DE CHAPALA,19.9
-103.86,18.9,LDACM,COL,LAGUNA DE AMELA,26.4
-98.55,21.97,AJTSL,SLP,LAS ADJUNTAS,21.6
-101.83,20.66,LADGJ,GTO,LAS ADJUNTAS,18
-101.84,20.67,LASADJUNTAS,GTO,LAS ADJUNTAS,16.6
-98.56,21.97,LASADJUNTASGN,SLP,LAS ADJUNTAS SLP.,21.7
-99.21,19.56,ARBMX,MEX,LAS ARBOLEDAS,16
-99.69,24.78,CRUNL,NL,LAS CRUCITAS,17.7
-99.52,25.5,LERNL,NL,LAS ENRAMADAS,18.1
-93.56,16.69,LFLCP,CHIS,LAS FLORES,24.3
-105.47,24.19,LVEDR,DGO,LAS VEGAS (EHCA),10.3
-99.23,16.76,LDGGR,GRO,LAS VIGAS,27.4
-97.1,19.65,LVRVC,VER,LAS VIGAS DE RAMÍREZ,10.9
-95.35,18.25,LAUVC,VER,LAUCHAPAN,21.6
-102.18,17.94,LCARDENASMAR,MICH,LAZARO CARDENAS SEMAR,28.1
-103.21,23.18,LREZC,ZAC,LEOBARDO REYNOSO,14.4
-101.66,21.1,LENGJ,GTO,LEON,19
-96.97,20.05,LIBVC,VER,LIBERTAD,23.3
-97.69,19.49,LIBPB,PUE,LIBRES,14.1
-102.66,23,LLBZC,ZAC,LLANO BLANCO,14
-103.38,22.84,LOBZC,ZAC,LOBATOS,15.7
-97.23,18.92,LGRVC,VER,LOMA GRANDE,11.8
-111.35,26.02,76305,BCS,LORETO,23.1
-111.34,26.01,LRTBS,BCS,LORETO,23.2
-111.35,26.01,76304,BCS,LORETO (AUTOMATICA),23.4
-109.7,23.68,LBABS,BCS,LOS BARRILES,23.1
-102,21.89,CNSAG,AGS,LOS CONOS,15.2
-98.27,21.16,HLSVC,VER,LOS HULES,21.6
-98.29,21.19,LOSHULES,VER,LOS HULES VER.,21.4
-109,25.8,MCHSI,SIN,LOS MOCHIS,24.6
-109.98,24.07,PLNBS,BCS,LOS PLANES,21.8
-92.6,17.76,MACTB,TAB,MACUSPANA,26.4
-99.19,26.07,MDRNL,NL,MADERO,19.2
-97.84,22.28,MDRTP,TAMPS,MADERO,23.8
-98.82,22.8,MAGISCATZIN,TAMPS,MAGISCATZIN,20.9
-98.7,22.79,MGSTP,TAMPS,MAGISCATZIN II,21.3
-99.55,24.56,MAGTP,TAMPS,MAGUEYES,16.9
-96.33,19.15,MFAVC,VER,MANLIO FABIO ALTAMIRANO,24.1
-98.77,19.32,MAVILACAMACHO,MEX,MANUEL AVILA CAMACHO,7.7
-104.33,19.07,76654,COL,MANZANILLO,28.1
-104.31,19.04,MNZCM,COL,MANZANILLO,28.2
-104.3,19.07,MANZANILLOMAR,COL,MANZANILLO SEMAR,27.2
-92.88,15.45,MAPCP,CHIS,MAPASTEPEC,27.1
-97.04,20.06,MDTVC,VER,MARTINEZ DE LA TORRE,21.5
-103.2,25.6,MATCL,COAH,MATAMOROS,16.5
-97.52,25.83,MATTP,TAMPS,MATAMOROS,19.9
-100.64,23.65,MATSL,SLP,MATEHUALA,16.2
-100.67,23.65,MA2SL,SLP,MATEHUALA (EHCA),16.3
-95.04,16.88,MROOX,OAX,MATIAS ROMERO (EHCA),23.6
-98.81,21.28,76585,SLP,MATLAPA,21.1
-98.8,21.33,MTPSL,SLP,MATLAPA,21
-98.1,18.6,MAYPB,PUE,MAYORAZGO 21 PTE.,16.9
-110.14,29,MZTSO,SON,MAZATAN,20.6
-106.41,23.22,76458,SIN,MAZATLAN,26.7
-106.4,23.23,MZTSI,SIN,MAZATLAN,26.7
