Lon,Lat,Clave,Edo,Est,Tmed
-109.11,27.23,ARCSO,SON,"Adolfo RuÌz CortÌnes, Son.",27.5
-95.44,18.58,ARCVC,VER,"¡ngel Rosario Cabada, Ver.",27.2
-109.09,30.07,ARISO,SON,"Aribabi, Son.",19.6
-93.9,16.24,AROCP,CHIS,"Observatorio de Arriaga, Chis.",27.8
-99.82,24.1,ARRNL,NL,"Aramberri, N.L.",23.4
-110.17,30.34,ARZSO,SON,"Arizpe, Son.",20.4
-99.91,24.32,ASCNL,NL,"La AscensiÛn, N.L.",18.9
-101.63,20.5,ATBGJ,GTO,"Agua Tibia, Gto.",22.7
-98.35,21.02,ATCHD,HGO,"Atlapexco, Hgo.",26.3
-98.91,19.54,ATEMX,MEX,"Atenco, MÈx.",20.1
-96.53,17.43,ATEOX,OAX,"Atepec, Oax.",20.4
-103.46,21.81,ATGZC,ZAC,"Atolinga, Zac.",21.6
-98.93,18.95,ATLMR,MOR,"Atlatlahucan, Mor.",23.7
-98.42,18.92,ATXPB,PUE,"Atlixco, Pue.",21.1
-96.72,19.71,ATZVC,VER,"Atzalan, Ver.",14.7
-97.88,20.39,AVCPB,PUE,"¡vila Camacho, Pue.",27.8
-107.47,25.03,AWSSI,SIN,"Andrew Weiss, Sin.",26.5
-99.1,16.95,AYUGR,GRO,"Ayutla, Gro.",29.4
-113.56,28.9,BAABN,BC,"BahÌa de los ¡ngeles, B.C. SMN*",29.1
-107.26,28.77,BACCH,CHIH,"BachÌniva, Chih.",17.1
-96.72,17.07,BAEOX,OAX,"Base AÈrea, Oax.",23.9
-97.93,22.39,BALTP,TAMP,"Bombas Altamira, Tamps.",28.3
-96.94,19.59,BANVC,VER,"Banderilla, Ver.",19.6
-104.06,19.91,BBAJL,JAL,"Basilio Vadillo, Jal.",27.2
-110.24,30.6,BCNSO,SON,"Bacanuchi, Son.",20
-108.93,30.36,BCRSO,SON,"Bacerac, Son.",23.8
-103.72,22.41,BCSJL,JAL,"Bocas, Jal.",24.7
-91.48,17.43,BDCTB,TAB,"Boca del Cerro, Tab.",29.2
-98.11,18.91,BDDPB,PUE,"Manuel ¡vila Camacho, Pue.",17.5
-89.22,19.88,BECYC,YUC,"BecanchÈn, Yuc.",24.5
-98.96,21.75,BLMSL,SLP,"Ballesmi, S.L.P.",27.7
-103.78,21.83,BLNJL,JAL,"BolaÒos, Jal.",30
-110.22,30,BNMSO,SON,"Banamichi, Son.",25.8
-91.49,17.43,BOCADELCERRO,TAB,"Boca del Cerro, Tab. SGT*",28.9
-89.74,20,BOLCA,CAMP,"BolonchÈn, Camp.",30.3
-93.15,16.64,BOQCP,CHIS,"BoquerÛn, Chis.",28.8
-95.93,16.65,BOQOX,OAX,"Boquilla 1, Oax.",29.3
-99.12,24.08,BR1TP,TAMP,"El Barretal Uno, Tamps.",25.7
-96.93,19.48,BRIVC,VER,"Briones, Ver.",18.9
-101.84,21.05,BRRGJ,GTO,"El Barrial, Gto.",22.3
-99.22,24.1,BRRTP,TAMP,"El Barretal, Tamps.",27
-108.21,28.21,BSSCH,CHIH,"Basaseachi, Chih.",14
-102.95,22.82,BTEZC,ZAC,"RamÛn LÛpez Velarde, Zac.",20
-107.72,27.03,BTPCH,CHIH,"Batopilas, Chih.",29.8
-107.9,27.9,BTVCH,CHIH,"Batovira, Chih.",12.9
-103.61,19.25,BVSCM,COL,"Buenavista, Col.",25.6
-99.4,18.46,BVSGR,GRO,"Buena Vista, Gro.",27.1
-100.66,18.35,CA2GR,GRO,"Ciudad Altamirano, Gro. SMN*",33.1
-99.74,24.99,CABNL,NL,"Cabezones, N.L.",25.4
-92.72,15.35,CACCP,CHIS,"Cacaluta, Chis.",28.7
-95.74,18.37,CACVC,VER,"Carlos Arturo Carrillo, Ver.",29.2
-107.93,30.38,CAGCH,CHIH,"Observatorio de Nuevo Casas Grandes, Chih.",21.3
-104.7,24,CAGDR,DGO,"Campo AgrÌcola, Dgo.",20.8
-100.66,18.36,CALGR,GRO,"Ciudad Altamirano, Gro.",33.4
-99.7,19.33,CALMX,MEX,"Calixtlahuaca, MÈx.",16.1
-102.71,21.85,CALVILLO,AGS,"Calvillo, Ags. SMN*",23.2
-90.55,19.85,CAMCA,CAMP,"Campeche, Camp. SMN*",16.9
-99.58,24.87,CAMNL,NL,"Camacho, N.L.",26.3
-90.58,19.3,CANCA,CAMP,"Canasayab, Camp.",30.1
-86.82,21.16,CANQR,QROO,"Canc˙n, Q. Roo.",28.4
-89.08,20.46,CANYC,YUC,"Cantamayec, Yuc.",29.8
-105.11,21.83,CAPNR,NAY,"Capomal, Nay.",27.9
-91.76,18.65,CARCA,CAMP,"El Carmen, Camp.",30.3
-99.44,24.98,CARNL,NL,"Carmen de los Elizondo Linares, N.L.",26.8
-93.38,18,CARTB,TAB,"C·rdenas, Tab.",28.2
-92.48,16.31,CASCP,CHIS,"Cascajal, Chis.",27.7
-114.72,29.73,CATAVINA,BC,"CataviÒa, B.C. SMN*",20.4
-87.86,20.72,CATYC,YUC,"CatzÌn, Yuc.",29.1
-104.8,24.52,CB2DR,DGO,"Caboraca hidromÈtrica, Dgo.",20
-99.17,19.45,CBIDF,CDMX,"Escuela Nacional de Ciencias BiolÛgicas IPN, Cd. de MÈx. SMN*",20.3
-101.46,20.32,CBLMC,MICH,"Casa Blanca, Mich.",23.2
-104.81,24.54,CBRDR,DGO,"Caboraca, Dgo.",20
-99.52,19.57,CCAMX,MEX,"Cerro Catedral, MÈx. SMN*",26.2
-102.06,26.98,CCGCL,COAH,"Cuatro CiÈnegas, Coah.",27
-99.28,25.71,CCHNL,NL,"Cuchillo Solidaridad, N.L.",27.1
-111.66,25.01,CCNBS,BCS,"Observatorio de Ciudad ConstituciÛn, B.C.S.",22.7
-105.17,27.69,CCOCH,CHIH,"Ciudad Camargo, Chih.",24.9
-109.62,27.42,CCRSO,SON,"Cocoraque, Son.",25.3
-100.95,29.33,CDACL,COAH,"Ciudad AcuÒa, Coah.",26.3
-100.17,25.95,CDFNL,NL,"CiÈnega de Flores, N.L.",26.1
-105.45,28.21,CDLCH,CHIH,"Ciudad Delicias, Chih.",24.6
-100.66,26.84,CDLCL,COAH,"Candela, Coah.",26.8
-103.73,18.76,CDOCM,COL,"Cerro de Ortega, Col.",26
-96.26,18,CDOOX,OAX,"Miguel de la Madrid Hurtado, Oax.",27.8
-98.6,26.24,CDOTP,TAMP,"S-J-2-18 Ciudad DÌaz Ordaz, Tamps.",26.4
-102.68,22,CDRAG,AGS,"La Codorniz, Ags.",23.4
-97.44,18.99,CDSPB,PUE,"Ciudad Serd·n, Pue.",17.4
-99.02,21.98,CDVSL,SLP,"Ciudad Valles, S.L.P.",27.9
-99.14,19.52,CEADF,CDMX,"Campamento Amealco, Cd. de MÈx.",20.5
-104.12,26.52,CEBDR,DGO,"Ceballos, Dgo.",22.7
-96.7,19.43,CEGVC,VER,"Cerro Gordo, Ver.",22.6
-98.97,19.48,CEMCAS,MEX,"CEMCAS, MÈx. SMN*",25.2
-97.96,18.97,CEMPB,PUE,"Cemex, Pue.",18.9
-102.73,23.6,CFPZC,ZAC,"CaÒitas de Felipe Pescador, Zac",16.8
-104.12,24.44,CGVDR,DGO,"Ciudad Guadalupe Victoria, Dgo.",21.5
-103.2,20.29,CHAJL,JAL,"Chapala 1, Jal. SMN*",23.9
-93.1,16.94,CHICP,CHIS,"Manuel Moreno Torres, Chis.",29.5
-99.5,17.55,CHIGR,GRO,"Chilpancingo, Gro.",22.2
-94.82,16.58,CHIOX,OAX,"Chicapa, Oax.",30.2
-98.58,18.52,CHIPB,PUE,"Chietla, Pue.",25.2
-88.47,20.39,CHIYC,YUC,"Chan Chichimil·, Yuc.",27.7
-102.9,22,CHIZC,ZAC,"El Chique, Zac.",25.4
-99.18,17.61,CHLGR,GRO,"Chilapa, Gro.",23.6
-98.32,19.07,CHLPB,PUE,"Cholula, Pue.",19.5
-90.72,19.36,CHMCA,CAMP,"ChampotÛn, Camp.",29.8
-92.28,15.75,CHMCP,CHIS,"Chicomuselo, Chis.",25.6
-102.2,22.01,CHOAG,AGS,"CaÒada Honda, Ags.",18.1
-88.33,18.5,CHOQR,QROO,"Observatorio de Chetumal, Q. Roo.",30
-89.83,20.75,CHOYC,YUC,"Chochol·, Yuc.",29.8
-98.88,19.48,CHPMX,MEX,"Chapingo, MÈx.",19.1
-98.57,18.11,CHSPB,PUE,"Chila de la Sal, Pue.",27.8
-111.52,30.87,CHTSO,SON,"CuauhtÈmoc, Son.",23.7
-95.06,16.5,CHVOX,OAX,"Santiago Chivela, Oax.",25.7
-98.16,21.74,CHYVC,VER,"Paso de Piedras, Ver.",27.3
-89.64,21.03,CICYC,YUC,"Centro de InvestigaciÛn CientÌfica, Yuc.",30.3
-99.92,22.58,CIUDADMANTE,TAMP,"Ciudad Mante, Tamps. SMN*",28.9
-110.74,29.47,CJNSO,SON,"El CajÛn, Son.",23.9
-106.4,31.74,CJZCH,CHIH,"Ciudad Ju·rez, Chih.",25.2
-107.4,24.82,CLCSI,SIN,"Culiac·n, Sin.",27.3
-97.54,21.07,CLHVC,VER,"Chalahuite, Ver.",27.1
-103.63,18.83,CLLCM,COL,"Callejones, Col.",28
-105.38,27.58,CLNCH,CHIH,"Ing. Andrew Weiss, Chih.",22.8
-103.52,25.53,CLRDR,DGO,"Ciudad Lerdo, Dgo.",25.9
-103.25,22.13,CLTJL,JAL,"Observatorio de Colotl·n, Jal.",23
-102.19,21.83,CLVAG,AGS,"Calvillo, Ags.",18.6
-100.82,20.54,CLYGJ,GTO,"Celaya, Gto.",22.9
-99.24,19.53,CLYMX,MEX,"Calacoaya, MÈx.",19.7
-90.54,19.84,CMPCA,CAMP,"Campeche, Camp.",30.3
-98.2,19.02,CNAPB,PUE,"Conagua, Pue.",21.5
-103.7,24.87,CNCDR,DGO,"CuencamÈ, Dgo.",24.5
-86.78,21.07,CNCQR,QROO,"Canc˙n Radar, Q. Roo. SMN*",27.9
-91.05,18.18,CNDCA,CAMP,"Candelaria, Camp.",29.8
-108.54,27.42,CNDCH,CHIH,"ChÌnipas, Chih.",27.6
-98.05,19.74,CNGPB,PUE,"Chignahuapan, Pue.",16.4
-98.41,16.47,CNLGR,GRO,"Cuajinicuilapa, Gro.",30
-99.3,19.7,CNPMX,MEX,"La ConcepciÛn, MÈx.",18.2
-101.99,21.9,CNSAG,AGS,"Los Conos, Ags.",21.3
-100.08,20.42,CNSQT,QRO,"ConstituciÛn de 1917, Qro.",20.7
-104.75,24.5,CNTDR,DGO,"Canatl·n, Dgo.",19.7
-86.91,20.48,CO2QR,QROO,"Cozumel, Q. Roo. SMN*",27.5
-98.16,18.61,COAPB,PUE,"Coatzingo, Pue.",25.8
-96.94,19.45,COAVC,VER,"Coatepec, Ver.",21.5
-90.51,19.84,COBCA,CAMP,"Observatorio de Campeche, Camp.",30.7
-99.63,19.29,COBMX,MEX,"Observatorio de Toluca, MÈx.",16.1
-109.94,27.5,COBSO,SON,"Observatorio de Ciudad ObregÛn, Son.",27.7
-99.66,18.25,COCGR,GRO,"Cocula, Gro.",29.2
-101.47,21.07,COMGJ,GTO,"Comanjilla, Gto.",22
-97.82,25.97,CONTP,TAMP,"Control, Tamps.",26.1
-89.5,21.08,CONYC,YUC,"Conkal, Yuc.",28.7
-92.1,16.2,COOCP,CHIS,"Observatorio de Comit·n, Chis.",22.1
-100.36,20.2,CORGJ,GTO,"Coroneo, Gto.",18.6
-101.86,20.21,CORMC,MICH,"Corrales, Mich.",22.3
-98.94,23.94,CORTP,TAMP,"Corona, Tamps.",27.6
-101.39,24.62,CORZC,ZAC,"ConcepciÛn del Oro, Zac.",20.2
-94.4,18.1,COTVC,VER,"Observatorio de Coatzacoalcos, Ver.",28.4
-86.95,20.51,COZQR,QROO,"Cozumel, Q. Roo.",28.7
-105.13,20,CPEJL,JAL,"CajÛn de PeÒa, Jal.",27.5
-98.56,19.59,CPPTL,TLAX,"Calpulalpan, Tlax.",16.4
-99.4,24.94,CPRNL,NL,"JosÈ LÛpez Portillo, N.L.",26
-103.8,19.21,CQMCM,COL,"Coquimatl·n, Col.",26.3
-96.37,19.36,CRDVC,VER,"Cardel, Ver.",27.9
-107.63,27.75,CRLCH,CHIH,"Creel, Chih.",9.4
-101.67,20.62,CRMGJ,GTO,"Cuer·maro, Gto.",24.1
-116.7,32.48,CRRBN,BC,"El Carrizo, B.C.",18.4
-96.65,19.32,CRRVC,VER,"Carrizal, Ver.",27.4
-100.96,20.49,CRTGJ,GTO,"Cort·zar, Gto.",23.5
-99.7,24.78,CRUNL,NL,"Crucitas, N.L.",22.4
-99.61,26.09,CRVNL,NL,"Cerralvo, N.L.",26.3
-109.93,22.9,CSLBS,BCS,"Cabo San Lucas, B.C.S.",22.2
-102.3,22.36,CSOAG,AGS,"CosÌo, Ags.",20.7
-100.9,20.95,CSRGJ,GTO,"Cinco SeÒores, Gto.",21.2
-101.67,21.19,CSSGJ,GTO,"Los Castillos, Gto.",23.4
-101.67,21.2,CSTGJ,GTO,"Los Castillos, Gto.",23.4
-99.2,19.41,CTMDF,CDMX,"Observatorio de Tacubaya, Cd. de MÈx.",20.9
-100.28,22.43,CTSSL,SLP,"Cerritos, S.L.P.",23.7
-95.3,18.14,CTTVC,VER,"Cuatotolapan, Ver.",28.2
-97.52,20.03,CTZPB,PUE,"Cuetzalan del Progreso, Pue.",21.7
-103.6,19.32,CUACM,COL,"CuauhtÈmoc, Col.",24.8
-98.95,18.81,CUAMR,MOR,"Cuautla, Mor.",26.2
-99.29,19.37,CUASE,CDMX,"Cuajimalpa, Cd. de MÈx. SGIRPC*",17.1
-97.77,19.3,CUATL,TLAX,"Cuapiaxtla, Tlax.",16.3
-102.35,22.45,CUAZC,ZAC,"Ciudad CuauhtÈmoc, Zac.",21.4
-99.2,18.9,CUEMR,MOR,"Cuernavaca, Mor.",24.6
-96.95,17.8,CUIOX,OAX,"Cuicatl·n, Oax.",26.4
-105.22,20.59,CULJL,JAL,"Cuale, Jal.",25.3
-99.38,18.7,CUTMR,MOR,"Cuautlita, Mor.",28.3
-89.31,20.74,CUZYC,YUC,"Cuzama, Yuc.",29.4
-99.17,23.72,CVCTP,TAMP,"Observatorio de Ciudad Victoria, Tamps.",26.4
-99.19,23.73,CVTTP,TAMP,"Ciudad Victoria, Tamps.",26.8
-103.45,21.07,CXTJL,JAL,"Cuixtla, Jal.",29
-87.68,21.51,CYOYC,YUC,"El Cuyo, Yuc.",28.2
-103.47,25.54,CYTCL,COAH,"Coyote, Coah.",27.5
-100.17,23.68,DARNL,NL,"Doctor Arroyo, N.L.",21.7
-99.2,19.3,DATDF,CDMX,"DesviaciÛn Alta, Cd. de MÈx.",20.2
-92.58,15.2,DESCP,CHIS,"Despoblado, Chis.",29.3
-100.93,21.15,DHGGJ,GTO,"Dolores Hidalgo, Gto.",22
-113.46,27.64,DIAZORDAZBN,BCS,"Gustavo DÌçaz Ordaz, B.C.S. SMN*",21.4
-103.88,19.11,DJLCM,COL,"Presa derivadora Jala, Col.",25.8
-99.56,19.88,DNXMX,MEX,"DanxhÛ, MÈx.",15
-113.46,27.64,DORBS,BCS,"DÌaz Ordaz, B.C.S.",19.6
-104.67,24.03,DRGDR,DGO,"Durango, Dgo.",23.7
-89.04,21.25,DZIYC,YUC,"Dzidzant˙n, Yuc.",28.1
-100.9,20.28,ECBGJ,GTO,"El Cubo, Gto.",22
-109.23,29.2,ECBSO,SON,"El Cubil, Son.",28.2
-101.24,20.87,ECHGJ,GTO,"El ChapÌn, Gto.",22.3
-98.28,18.97,ECHPB,PUE,"EcheverrÌa, Pue.",18.8
-101.37,20.72,ECNGJ,GTO,"El Conejo, Gto.",22.5
-100.2,25.52,ECSNL,NL,"El Cerrito, N.L.",24.6
-97.65,19.32,ECTTL,TLAX,"El Carmen Tequexquitla, Tlax.",15.9
-116.83,32.47,EFLBN,BC,"El Florido, B.C.",18.9
-108.62,26.43,EFTSI,SIN,"El Fuerte, Sin.",26.6
-100.45,19.97,EGIMC,MICH,"El Gigante, Mich.",21.9
-100.67,18.7,EGLGR,GRO,"El Gallo, Gro.",31.2
-103.1,23.69,ELCZC,ZAC,"El Cazadero, Zac.",20.3
-92.95,15.5,ELNCP,CHIS,"El Novillero, Chis.",29.4
-98.79,18.69,ELPMR,MOR,"El PeÒÛn, Mor.",25.2
-102.04,22.67,ELSZC,ZAC,"El Saladillo, Zac.",19.7
-116.6,31.89,ELZBN,BC,"Emilio LÛpez Zamora, B.C.",18.6
-95.37,16.43,EMAOX,OAX,"El MarquÈs, Oax.",30.4
-91.79,17.86,EMILIANOZAPATA,TAB,"Emiliano Zapata, Tab. SGT*",29.3
-99.24,19.45,EMOMX,MEX,"El Molinito RÌo Hondo, MÈx.",17.9
-92.92,17.98,EMUTB,TAB,"Villahermosa Muelle, Tab.",30
-99.36,20.16,ENDHD,HGO,"EndhÛ, Hgo.",21.3
-115.15,32.41,ENLBN,BC,"Observatorio de Ejido Nuevo LeÛn, B.C.",27
-99.08,23.38,ENNTP,TAMP,"La Encantada, Tamps.",26.2
-96.36,19.41,ENRVC,VER,"El Naranjillo, Ver.",27.9
-101.68,21.17,EPLGJ,GTO,"El Palote, Gto.",23.5
-110.8,27.95,EPLSO,SON,"Observatorio de Empalme, Son.",25.8
-92.81,18.04,EPOTB,TAB,"El Porvenir, Tab.",28.6
-100.45,20.54,EPUQT,QRO,"El Pueblito, Qro.",22.4
-98.69,22.6,ERCTP,TAMP,"Estudiante Ramiro Caballero Dorantes, Tamps.",27.3
-90.76,18.61,ESCARCEGA,CAMP,"Esc·rcega, Camp. SMN*",30.4
-90.74,18.6,ESCCA,CAMP,"Esc·rcega, Camp.",30.6
-92.67,15.32,ESCCP,CHIS,"Escuintla, Chis.",30.9
-92.67,15.33,ESCUINTLA,CHIS,"Escuintla, Chis. SMN*",30.1
-100.92,25.44,ESLCL,COAH,"SecretarÌa de Agricultura Saltillo, Coah.",23.2
-96.16,19.07,ETEVC,VER,"El Tejar, Ver.",27.9
-103.35,21.65,EXCZC,ZAC,"Miguel Alem·n, Zac.",21.7
-103.34,20.72,EXPJL,JAL,"La Experiencia, Jal.",24.6
-91.75,17.75,EZATB,TAB,"Emiliano Zapata, Tab.",29.2
-89.58,20.98,EZAYC,YUC,"Emiliano Zapata, Yuc.",29.7
-89.64,20.94,FAEYC,YUC,"Fuerza AÈrea, Yuc.",29.7
-88.04,19.58,FCRQR,QROO,"Observatorio de Felipe Carrillo Puerto, Q. Roo.",29.3
-98.16,24.84,FDOTP,TAMP,"San Fernando, Tamps.",27
-92.33,15.17,FHACP,CHIS,"Finca Hamburgo, Chis.",21.3
-105.63,28.17,FIMCH,CHIH,"Francisco I. Madero, Chih.",24.4
-89.64,21.05,FIYYC,YUC,"Facultad de IngenierÌa Universidad AutÛnoma de Yucat·n, Yuc.",29.2
-102.89,23.17,FREZC,ZAC,"Fresnillo, Zac.",21.2
-103.96,24,FV2DR,DGO,"Francisco Villa hidromÈtrica, Dgo.",20.7
-103.96,24,FVLDR,DGO,"Francisco Villa, Dgo.",20.7
-103.77,25.27,FZRDR,DGO,"Francisco Zarco, Dgo.",26.2
-92.92,17.97,GABTB,TAB,"Gaviotas 2, Tab.",28.6
-100.08,24.83,GALNL,NL,"Galeana, N.L.",20.3
-99.24,21.91,GANSL,SLP,"Gallinas, S.L.P.",26.8
-95.56,18.27,GARVC,VER,"Garro, Ver.",28.6
-89.66,20.98,GARYC,YUC,"Organismo de Cuenca PenÌnsula de Yucat·n, Yuc.",28.7
-92.91,17.97,GAVIOTAS,TAB,"Gaviotas Villahermosa, Tab. SGT*",28.5
-105.14,20.89,GAVNR,NAY,"Gaviotas, Nay.",27.4
-99.09,19.48,GCNDF,CDMX,"km 6+250, Cd. de MÈx.",19.7
-107.91,25.86,GD2SI,SIN,"Bacurato hidromÈtrica de Gustavo Diaz Ord·z, Sin.",27.9
-105.25,25.5,GESDR,DGO,"General Escobedo, Dgo.",24.9
-100.37,20.57,GHQQT,QRO,"Gerencia Hidalgo, Qro.",22.8
-103.09,22.93,GJAZC,ZAC,"General JoaquÌn Amaro, Zac.",19.3
-101.74,20.44,GLNGJ,GTO,"La Golondrina, Gto.",22.4
-108.09,25.47,GMCSI,SIN,"Guam˙chil, Sin.",26.5
-105.96,25.93,GNCDR,DGO,"GuanacevÌ, Dgo.",14.8
-114.05,27.96,GNGBS,BCS,"Guerrero Negro, B.C.S.",22.1
-93,17.98,GONTB,TAB,"Gonz·lez, Tab.",27.5
-93.07,17.97,GONZALEZ,TAB,"Gonz·lez, Tab. SGT*",33.6
-108.3,29.2,GPCCH,CHIH,"Guapoca, Chih.",19.9
-102.51,22.75,GPEZC,ZAC,"Guadalupe, Zac.",20.8
-107.07,26.81,GRCCH,CHIH,"Guerachi, Chih.",28.8
-102.46,22.49,GRCZC,ZAC,"Genaro Codina, Zac.",18.2
-98.92,19.58,GRDMX,MEX,"La Grande, MÈx.",19.4
-93.12,16.98,GRICP,CHIS,"Grijalva, Chis.",30.5
-108.47,25.72,GSVSI,SIN,"Guasave, Sin.",26.4
-107.22,25.34,GTNSI,SIN,"Guatenipa, Sin.",29.8
-101.27,21.01,GTOGJ,GTO,"Observatorio de Guanajuato, Gto.",23.2
-103.35,20.68,GUAJL,JAL,"Guadalajara Centro, Jal.",23.9
-101.26,21.01,GUANAJUATO,GTO,"Guanajuato, Gto. SGT*",22.3
-103.39,20.71,GUCJL,JAL,"Observatorio de Guadalajara, Jal.",24.2
-104.75,23.96,GVCDR,DGO,"Presidente Guadalupe Victoria, Dgo.",16.2
-104.75,23.96,GVHDR,DGO,"Guadalupe Victoria hidromÈtrica, Dgo.",16.4
-106.97,26.1,GYCCH,CHIH,"Guadalupe y Calvo, Chih.",14.5
-110.85,27.95,GYMSO,SON,"Guaymas, Son.",25.3
-99.65,20.37,HCPHD,HGO,"Huichapan, Hgo.",18.5
-109.33,25.98,HDZSI,SIN,"Higuera de Zaragoza, Sin.",25.7
-90.11,20.18,HECCA,CAMP,"Hecelchak·n, Camp.",30.4
-99.15,19.41,HGMSE,CDMX,"Hospital General de MÈxico, Cd. de MÈx. SGIRPC*",20.7
-98.46,21.77,HGOVC,VER,"El Higo, Ver.",27.8
-100.01,25.96,HGRNL,NL,"Higueras, N.L.",25.2
-99.18,18.57,HIGMR,MOR,"HiguerÛn, Mor.",29.4
-103.61,21.22,HITZC,ZAC,"Huitzila, Zac.",19.1
-98.42,21.15,HJTHD,HGO,"Huejutla, Hgo.",27.5
-98.46,19.1,HJTPB,PUE,"Huejotzingo, Pue.",15.6
-97.78,17.81,HLOOX,OAX,"Observatorio de Huajuapan de LeÛn, Oax.",24.4
-98.29,21.19,HLSVC,VER,"Los Hules, Ver.",27.7
-110.92,29.07,HM2SO,SON,"Observatorio de Hermosillo, Son.",28.5
-110.93,29.07,HMNSO,SON,"Hermosillo, Son.",28.3
-97.91,19.32,HMTTL,TLAX,"Huamantla, Tlax.",17.5
-89.85,19.75,HPOCA,CAMP,"Hopelchen, Camp.",30.7
-98.54,18.77,HQCPB,PUE,"Huaquechula, Pue.",23.2
-108.96,30.21,HSHSO,SON,"Huachinera, Son.",19
-96.95,19.18,HTSVC,VER,"Huatusco, Ver.",19.1
-102.25,20.48,HUAJL,JAL,"Huascato, Jal.",23.4
-99.42,18.61,HUAMR,MOR,"Huajintl·n, Mor.",28
-98.05,20.18,HUAPB,PUE,"Huauchinango, Pue.",20.7
-97.95,19.31,HUATL,TLAX,"Huamantla, Tlax. SMN*",20.6
-98.75,18.88,HUEMR,MOR,"Hueyapan, Mor.",14.8
-99.71,20.32,HUICHAPAN,HGO,"Huichapan, Hgo. SMN*",20.3
