LON,LAT,ESTADO,CVE_SIH,NOMBRE_ESTACION,AGO
-101.02,20.27,GTO,YRDGJ,"YURIRIA CANAL ALIMENTADOR, AUTOM.",45
-98.94,20.27,HGO,ACTHD,ACTOPAN,47.5
-98.33,21.02,HGO,ATCHD,ATLAPESCO,398.8
-99.36,20.16,HGO,ENDHD,PRESA ENDO,61.5
-99.63,20.36,HGO,HCPHD,HUICHAPAN,38.1
-98.42,21.15,HGO,HJTHD,HUEJUTLA,250
-99.22,20.48,HGO,IXMHD,IXMIQUILPAN,29.3
-99.18,21.08,HGO,LMTHD,MEZTITLAN,68.9
-99.22,20.24,HGO,MXQHD,MIXQUIAHUALA,123.7
-98.6,21.17,HGO,ORZHD,SAN FELIPE ORIZATLAN,283.6
-98.74,20.12,HGO,PCHHD,PACHUCA,84.1
-98.75,20.13,HGO,PCOHD,"Pachuca Observatorio, Hgo.",124.4
-98.34,20.06,HGO,PERHD,PRESA LA ESPERANZA,107.4
-99.33,20.73,HGO,PRGHD,P.ROJO GOMEZ (LA PE—A),116
-99.31,19.97,HGO,PRQHD,PRESA REQUENA,64.5
-99.38,20.44,HGO,PVAHD,PRESA VICENTE AGUIRRE,92
-98.37,20.08,HGO,TLGHD,TULANCINGO,83.4
-99.39,19.84,HGO,TXMHD,TAXHIMAY,104.5
-99.5,20.66,HGO,ZMPHD,PRESA ZIMAPAN,47
-98.65,20.65,HGO,ZXTHD,ZACUALTIPAN,201
-102.44,21.6,JAL,AJJJL,AJOJUCAR,29.3
-103.09,20.4,JAL,ATQJL,ATEQUIZA,106.6
-104.06,19.91,JAL,BBAJL,BASILIO BADILLO,63.8
-103.72,22.4,JAL,BCSJL,BOCAS,113.2
-103.78,21.83,JAL,BLNJL,BOLAÒOS,119.7
-103.2,20.29,JAL,CHAJL,"Chapala 1, Jal.  SMN*",41.7
-105.07,20.03,JAL,CPEJL,CAJON DE PEÒA,256.4
-103.72,20.13,JAL,CRRJL,CORRINCHIS,197.9
-101.7,21.5,JAL,CRTJL,PRESA EL CUARENTA,48.4
-105.05,20.58,JAL,CULJL,CUALE,117.5
-103.45,21.07,JAL,CXTJL,CUIXTLA,148.1
-103.33,20.73,JAL,EXPJL,LA EXPERIENCIA,141.5
-102.7,20.63,JAL,GRBJL,"GARABATOS, AUTOMATICA",79.2
-103.37,20.67,JAL,GUAJL,GUADALAJARA CENTRO,206.3
-103.4,20.7,JAL,GUCJL,GUADALAJARA COLOMUS,148.1
-102.71,20.29,JAL,JMYJL,JAMAY,121
-103.2,20.3,JAL,LDCJL,LAGO DE CHAPALA,98.1
-101.92,21.36,JAL,LDMJL,LAGOS DE MORENO,64.5
-102.23,20.48,JAL,PO2JL,"La Polvora, Jal.  GASIR*",107
-102.2,20.5,JAL,POLJL,LUGO ZANABRIA-LA POLVORA,103.7
-101.85,21.35,JAL,SA1JL,PRESA LA SAUCEDA,63.3
-101.85,21.35,JAL,SAUJL,LA SAUCEDA,49.6
-102.5,21.3,JAL,SGRJL,SAN GASPAR DE LOS REYES,80.3
-103.71,20.91,JAL,SRSJL,PRESA SANTA ROSA,183.5
-102.58,21.45,JAL,TCAJL,TEOCALTICHE,84.2
-103.2,22.17,JAL,TENJL,TENASCO,78
-103.32,20.58,JAL,TLAJL,TLAQUEPAQUE,159.8
-104.12,19.85,JAL,TMLJL,P. TRIGOMIL,164
-103.8,20.6,JAL,VEGJL,LA VEGA,197.8
-103.08,20.07,JAL,VTNJL,"EL VOLANTIN, AUTOMATICA",0
-99.35,19.38,MEX,2RSMX,DOS RIOS,197
-99.22,19.57,MEX,ARBMX,LAS ARBOLEDAS,178.5
-98.91,19.51,MEX,ATEMX,ATENCO,79.6
-99.87,19.78,MEX,ATPMX,"Atlacomulco Prepa., MÈx.",127.2
-99.7,19.33,MEX,CALMX,CALIXTLAHUACA,98.5
-99.33,19.4,MEX,CDBMX,CAIDA DEL BORRACHO,106.1
-99.51,19.21,MEX,CGCMX,GERENCIA C.N.A. CODAGEM,141
-100.12,19.2,MEX,CHIMX,P. CHILESDO,230.6
-98.88,19.48,MEX,CHPMX,CHAPINGO,71
-99.24,19.53,MEX,CLYMX,CALACOAYA,180.4
-99.91,20.15,MEX,CNPMX,PRESA LA CONCEPCION,154.6
-99.63,19.29,MEX,COBMX,C.N.A. OBSERVATORIO,153.4
-100.18,19.1,MEX,COLMX,COLORINES,111.4
-99.6,19.9,MEX,DNXMX,P. DANXHO,105.5
-99.23,19.45,MEX,EMOMX,MOLINITO,103.4
-98.92,19.58,MEX,GRDMX,LA GRANDE AUTOMATICA,109.9
-98.92,19.58,MEX,GRDMX,"LA GRANDE, MEX",109.9
-99.7,20.07,MEX,HPNMX,P. HUAPANGO,104
-99.77,19.57,MEX,IXCMX,IXTLAHUACA,89.4
-99.05,19.63,MEX,K27MX,KM. 27+250,86.7
-100.08,19.38,MEX,LBEMX,LOS BERROS,169
-99.25,19.63,MEX,LGLMX,LAGO GUADALUPE,0
-99.22,19.48,MEX,MBLMX,MOLINO BLANCO,157.3
-99.71,19.64,MEX,MLLMX,"SANTA MARIA DEL LLANO, AUTOMATICA",161.2
-99.19,19.62,MEX,OBSMX,SAN MARTIN OBISPO,86.9
-99.18,19.58,MEX,PBTMX,PRESA BARRIENTOS,108.8
-99.03,19.65,MEX,PCCMX,CHICONAUTLA II,134.7
-99.03,19.73,MEX,PCGMX,P. COLGANTE AUTOMATICA (DF),61
-99.18,19.74,MEX,PCGMX,PUENTE COLGANTE,61
-99.01,19.64,MEX,PCTMX,CHICONAUTLA I,70
-99.79,19.82,MEX,PFBMX,PRESA FRANCISCO T. FABELA,98
-99.77,19.46,MEX,PIRMX,P.IGNACIO RAMIREZ (ATOTONILCO),121.7
-99.25,19.43,MEX,PLMMX,PALMAS,161.9
-99.27,19.52,MEX,PM2MX,PRESA MADIN AUTOMATICA (DF),0
-99.26,19.53,MEX,PMDMX,PRESA MADIN,187.7
-99.7,20.1,MEX,PMNMX,P. EL MOLINO,79.2
-99.7,20,MEX,PNDMX,P. —ADO,156.1
-99.27,19.52,MEX,PREMX,PRESA MADIN,0.8
-99.21,19.41,MEX,PTLMX,PRESA TOTOLICA,178.9
-98.91,19.53,MEX,SADMX,SAN ANDRES (TEXCOCO),107.5
-99.7,19.47,MEX,SBBMX,SAN BERNABE (J. ANTONIO ALZATE),180
-99.71,19.21,MEX,SJHMX,S.J. HUERTAS,104.4
-98.87,19.19,MEX,SLAMX,SAN LUIS AMECA                      *,128.3
-98.87,19.19,MEX,SLAMX,SAN LUIS AMECA  AUTOMATICA,128.3
-99.7,19.6,MEX,SLBMX,SAN BARTOLO DEL LLANO,124.5
-99.8,19.63,MEX,SMLMX,SANTA MARIA DEL LLANO,130
-99.8,19.33,MEX,TBRMX,TRES BARRANCAS,145
-99.94,18.93,MEX,TESMX,TEXCALTITLAN,195
-98.9,19.44,MEX,TJCMX,EL TEJOCOTE,99.1
-100.02,19.9,MEX,TM2MX,TEMASCALCINGO,6.6
-99.96,19.66,MEX,TPTMX,TEPETITLAN,251.7
-100.28,19.1,MEX,TROMX,TROJES,60.3
-99.28,19.45,MEX,TTLMX,TOTOLICA (HIDROMETRICA),103.3
-99.13,19.91,MEX,TTQMX,TAJO DE TEQUIXQUIAC,73
-100.1,19.1,MEX,VBRMX,P. VALLE DE BRAVO,142
-99.33,19.38,MEX,VNDMX,EL VENADO,62.8
-100.05,19.46,MEX,VVCMX,P. VILLA VICTORIA,193.6
-102.2,17.97,MICH,ADUMC,ADJUNTAS,153.1
-100.94,19.55,MICH,AGOMC,AGOSTITLAN,309
-102.27,19.08,MICH,APTMC,APATZINGAN                          *,76
-102.42,20.18,MICH,BIBMC,BARRAJE DE IBARRA,61.1
-101.46,20.32,MICH,CBLMC,CASA BLANCA,73.7
-102.27,19.97,MICH,CHAMC,CHAPARACO,79.7
-100.55,19.7,MICH,CHIMC,CIUDAD HIDALGO,147
-102.75,19.18,MICH,CHLMC,P. CHILATAN,71.5
-100.9,18.5,MICH,CMNMC,CAIMANERA,127.1
-101.28,19.63,MICH,COIMC,COINTZIO,219.1
-101.86,20.21,MICH,CORMC,CORRALES,111
-101.86,20.21,MICH,CRRMC,"CORRALES, AUTOMATICA",81.8
-101.26,19.62,MICH,CT2MC,"COINTZIO, AUTOMATICA",0
-102.59,20.25,MICH,CUUMC,CUMUATO,70.4
-100.42,19.39,MICH,DBOMC,EL BOSQUE,169.7
-102.4,20.3,MICH,DGNMC,DE GONZALO,61.4
-100.45,19.97,MICH,EGIMC,EL GIGANTE,171.4
-102.7,19.9,MICH,GUAMC,GUARACHA,123.9
-101.87,18.77,MICH,INFMC,PRESA INFIERNILLO,93.3
-102.6,19.9,MICH,JARMC,JARIPO,113.1
-100.41,19.84,MICH,LDFMC,LAGUNA DEL FRESNO,164.5
-102.87,19.21,MICH,LOLMC,LOS OLIVOS,80
-102.75,20.15,MICH,LPAMC,LA PALMA,13.4
-102,20.35,MICH,LPDMC,"La Piedad, Mich.",84.6
-102.9,18.8,MICH,LPNMC,LOS PANCHES,61.3
-102.2,18.8,MICH,LPSMC,LA PASTORIA,205.2
-101.62,19.54,MICH,LPTMC,"LAGO DE PATZCUARO, AUTOMATICA",188.6
-101.2,18.8,MICH,LPZMC,LOS PINZANES,141.2
-101.1,19.7,MICH,MCEMC,MORELIA CENTRO,142.1
-101.2,19.7,MICH,MNOMC,MORELIA NORTE,147
-102.2,17.9,MICH,MOCMC,MELCHOR OCAMPO,133
-102.2,17.93,MICH,MOCMC,MELCHOR OCAMPO L. C.,133
-101.18,19.69,MICH,MORMC,MORELIA,134.3
-101.1,19.7,MICH,MORMC,MORELIA CENTRO,134.3
-100.44,19.89,MICH,MRVMC,MARAVATIO,177.5
-102.33,19.96,MICH,ORAMC,ORANDINO,88.7
-101.05,19.49,MICH,PDBMC,PLANTA DE BOMBEO,100.4
-101.6,20.3,MICH,PORMC,PASTOR ORTIZ,79.3
-100.69,19.62,MICH,PUCMC,PUCUATO,312
-100.67,19.62,MICH,SABMC,SABANETA,277
-102.72,20.07,MICH,SAHMC,SAHUAYO,88.5
-102.46,20.21,MICH,SCRMC,SAN CRISTOBAL,136
-102.64,19.83,MICH,SJUMC,SN. JUANICO,113.4
-102.4,20.1,MICH,SSIMC,SAN SIMON,63
-100.23,19.98,MICH,TEPMC,PRESA TEPUXTEPEC,58
-100.2,19.48,MICH,TMUMC,TERCER MUNDO,206
-102.13,19.97,MICH,UREMC,UREPETIRO,147
-102.3,18.12,MICH,VILMC,PRESA LA VILLITA,403.9
-101.45,19.55,MICH,VJIMC,VILLA JIMENEZ,201.1
-102.24,20.34,MICH,YURMC,YURECUARO,102.3
-102.28,20.01,MICH,ZAMMC,ZAMORA,158.7
-101.8,19.81,MICH,ZCAMC,ZACAPU,103
-101.93,18.92,MICH,ZICMC,ZICUIRAN,102
-100.83,19.86,MICH,ZINMC,ZINAPECUARO,96.5
-98.83,18.95,MOR,ACHMR,ACHICHIPILCO,218
-99.27,18.74,MOR,ALUMR,ALPUYECA                            *,97.9
-99.4,18.6,MOR,AMCMR,AMACUZAC,177.5
-98.9,18.94,MOR,ATLMR,ATLATLAHUCAN,213.6
-98.9,18.8,MOR,CUAMR,CUAUTLA,121.8
-99.2,18.9,MOR,CUEMR,CUERNAVACA,246.8
-99.38,18.7,MOR,CUTMR,CUAUTLITA,154.5
-99.18,18.58,MOR,HIGMR,HIGUERON,122.7
-99.42,18.61,MOR,HUAMR,HUAJINTLAN,315.3
-99.02,19.03,MOR,HUIMR,HUITZILAC,332.6
-99.03,18.44,MOR,HUTMR,HUAUTLA,201.4
-98.8,18.7,MOR,JNCMR,JONACATEPEC,159
-99.2,18.6,MOR,JOJMR,JOJUTLA,163
-98.92,18.68,MOR,LCUMR,LA CUERA,131.3
-98.98,18.67,MOR,MYOMR,MOYOTEPEC,90
-99.15,18.52,MOR,NEXMR,NEXPA,126.3
-99.26,18.73,MOR,OACMR,OACALCO,102.5
-98.9,18.9,MOR,OAXMR,OAXTEPEC,198.8
-99.22,18.91,MOR,OBSMR,OBSERVATORIO,237
-98.76,18.88,MOR,OCTMR,OCUITUCO,219.4
-99.32,18.63,MOR,PIXMR,PUENTE DE IXTLA,153.5
-99.16,18.77,MOR,PROMR,PROGRESO,120.3
-99.4,18.8,MOR,RODMR,PRESA EL RODEO,114.7
-99.19,18.92,MOR,SLDMR,SOLIDARIDAD,131.1
-99.2,18.9,MOR,TEMMR,TEMIXCO,178
-99.1,18.8,MOR,TICMR,TICUMAN,96
-98.94,18.62,MOR,TLCMR,TLACUALERA,126.9
-98.75,18.75,MOR,TLOMR,TLACOTEPEC,229.7
-98.79,18.78,MOR,TMCMR,TEMOAC,151.8
-98.92,18.99,MOR,TOTMR,TOTOLOAPAN,288.1
-98.84,18.58,MOR,TPLMR,TEPALCINGO,236.4
-99.19,18.52,MOR,XICMR,XICATLACOTLA,177.3
-99.1,18.9,MOR,YAHMR,YAHUTEPEC,199.6
-98.9,18.9,MOR,YECMR,YECAPIXTLA,120.7
-99.2,18.64,MOR,ZCTMR,ZACATEPEC,144.9
-105.35,22.49,NAY,ACANR,ACAPONETA,239.3
-104.77,21.84,NAY,AGMNR,PRESA AGUAMILPA,257.5
-105.11,21.83,NAY,CAPNR,CAPOMAL,400.6
-104.5,21.94,NAY,CHPNR,CHAPALAGANA,146.5
-104.45,21.43,NAY,CJNNR,EL CAJON,148.5
-104.52,22.25,NAY,JMANR,JESUS MARIA,95
-105.02,22.38,NAY,PAJNR,PAJARITOS,300.7
-105.21,22.12,NAY,ROMNR,ROSA MORADA,299.5
-104.8,21.8,NAY,RSRNR,REG. SAN RAFAEL,377.8
-105.14,21.96,NAY,RUINR,RUIZ,581.2
-104.89,21.49,NAY,TEPNR,TEPIC,374.6
-100,27.23,NL,ANHNL,ANAHUAC,2
-99.82,24.1,NL,ARRNL,ARAMBERRI,82.5
-99.91,24.32,NL,ASCNL,LA ASCENSION,56.5
-99.74,24.99,NL,CABNL,CABEZONES,120.2
-99.58,24.88,NL,CAMNL,CAMACHO,106.9
-99.44,24.98,NL,CARNL,CARMEN D.L.E.,64.3
-99.26,25.72,NL,CCHNL,EL CUCHILLO,50.1
-100.16,25.95,NL,CDFNL,CIENEGA DE FLORES,41
-100,25.59,NL,CDRNL,CADEREYTA,16.4
-99.38,24.98,NL,CPRNL,PRESA CERRO PRIETO,37.9
-99.7,24.78,NL,CRUNL,CRUCITAS,74.7
-99.62,26.09,NL,CRVNL,CERRALVO,19.5
-100.17,23.68,NL,DARNL,DOCTOR ARROYO,92.1
-100.18,25.52,NL,ECSNL,EL CERRITO,150.5
-100.08,24.83,NL,GALNL,GALEANA,69.7
-100.02,25.96,NL,HGRNL,HIGUERAS,43.5
-100.12,25.44,NL,LBCNL,CORTINA DE LA BOCA,122.6
-99.52,25.5,NL,LERNL,LAS ENRAMADAS,28.5
-100.5,27.05,NL,LPZNL,LAMPAZOS,1.5
-99.19,26.08,NL,MDRNL,MADERO,38.6
-99.83,25.18,NL,MTMNL,MONTEMORELOS,62
-100.27,25.68,NL,MTRNL,MONTERREY,64
-100.3,25.73,NL,OBSNL,OBSERVATORIO,64
-99.21,24.99,NL,PAMNL,LA PAMONA                           *,34
-100.38,27.45,NL,PSANL,PRESA SALINILLAS,4.5
-100.55,25.03,NL,SRANL,SAN RAFAEL,42.5
-99.78,23.98,NL,ZRGNL,ZARAGOZA,83
-96.1,17.02,OAX,AYUOX,AYUTLA,267.6
-96.72,17.07,OAX,BAEOX,BASE AEREA,95.7
-95.5,16.8,OAX,BOQOX,BOQUILLA 1,48.1
-96.27,18.02,OAX,CDOOX,CERRO DE ORO (MADRID),438.7
-94.82,16.58,OAX,CHIOX,CHICAPA,168.9
-95.06,16.5,OAX,CHVOX,SANTIAGO CHIVELA,296.7
-96.87,17.83,OAX,CPAOX,CONCEPCION PAPALO,112.3
-96.95,17.8,OAX,CUIOX,CUICATLAN,66.5
-96.48,18.11,OAX,DPSOX,DIQUE PESCADITOS,464.3
-95.42,16.44,OAX,EMAOX,EL MARQUEZ (RIO TEHUANTEPEC),90
-97.78,17.8,OAX,HLOOX,HUAJ. DE LEON OBSERV,45
-95.1,16.58,OAX,IXTOX,IXTEPEC,158.8
-96.2,17.87,OAX,JACOX,JACATEPEC,657.9
-96.2,17.87,OAX,JDMOX,JALAPA DEL MARQUES,104.2
-95.03,16.43,OAX,JUCOX,JUCHITAN,123.2
-95.2,16.6,OAX,KM1OX,KM. 33+190,132.5
-95.72,16.42,OAX,KM2OX,KM. 51+740,190
-95.3,16.4,OAX,LPIOX,LAS PILAS,82
-95.49,17.46,OAX,MAROX,MARIA LOMBARDO,365.3
-96.73,17.07,OAX,OACOX,OAXACA CENTRO,74
-96.7,17,OAX,OAOOX,OAXACA OBS. AEROPUERTO,74.5
-94.4,16.5,OAX,OSTOX,OSTUTA,203.9
-96.08,18.17,OAX,PAPOX,PAPALOAPAN,354.6
-98.05,16.35,OAX,PNTOX,"PINOTEPA, ",369
-96.5,15.7,OAX,PTAOX,PUERTO ANGEL,130.4
-95.92,17.73,OAX,RMLOX,RIO MANSO LALANA,489.6
-97.73,16.1,OAX,RVEOX,RÌO VERDE,341.8
-95.2,16.18,OAX,SCROX,SALINA CRUZ,65.7
-96.53,17.88,OAX,SFUOX,SAN FELIPE USILA,1024
-96.45,17.12,OAX,SMAOX,SAN ANTONIO CUAJIMOLOYAS,77.5
-96.55,18.05,OAX,STDOX,SANTO DOMINGO,786.7
-95.2,16.3,OAX,TEHOX,TEHUANTEPEC,229.5
-96.42,18.23,OAX,TEMOX,PRESIDENTE ALEMAN (TEMAZCAL),360.3
-95.6,16.42,OAX,TEQOX,TEQUISISTLAN,100.6
-96.13,18.08,OAX,TUXOX,TUXTEPEC,513.8
-94.83,16.45,OAX,UHGOX,UNION HIDALGO,125.5
-96.3,17.78,OAX,VANOX,VALLE NACIONAL,739.4
-97.83,17.73,OAX,YOSOX,P. YOSOCUTA,95.6
-94.22,16.4,OAX,ZANOX,ZANATEPEC,163.8
-97.42,19.45,PUE,ACHPB,ALCHICHILCA,61
-97.97,20.18,PUE,ACJPB,ACAJETE,125.1
-98.06,18.28,PUE,ADOPB,ACTALAN DE OSORIO,52.4
-98.14,18.94,PUE,AFRPB,AFRICAM,146.1
-98.15,20.03,PUE,AHUPB,AHUAZOTEPEC,185
-97.85,20.41,PUE,APAPB,APAPANTILLA,411.2
-98.41,18.91,PUE,ATXPB,ATLIXCO,224.7
-98.11,18.91,PUE,BDDPB,BALCON DEL DIABLO,123.8
-97.43,18.98,PUE,CDSPB,CIUDAD SERDAN,82
-97.95,18.97,PUE,CEMPB,CEMEX,62
-98.58,18.52,PUE,CHIPB,CHIETLA,174.1
-98.32,19.07,PUE,CHLPB,CHOLULA,146.7
-98.49,18.11,PUE,CHSPB,CHILA DE SAL,97.4
-98.2,19.04,PUE,CNAPB,C.N.A.,136.3
-98.05,18.83,PUE,CNGPB,CHIGNAHUAPAN,129.9
-98.16,18.61,PUE,COAPB,COATZINGO,146.9
-98.06,19.09,PUE,CPLPB,CAPULAC,128.3
-97.53,20.05,PUE,CTZPB,CUETZALAN,660.4
-98.28,18.97,PUE,ECHPB,ECHEVERRIA,228.1
-98.46,19.1,PUE,HJTPB,HUEJOTZINGO,147
-98.54,18.77,PUE,HQCPB,HUAQUECHULA,138.5
-98.05,20.18,PUE,HUAPB,HUAUCHINANGO,361.9
-97.82,19.62,PUE,IXTPB,"Ixtacamaxtitl·n, Pue.",61.7
-98.47,18.58,PUE,IZMPB,IZUCAR DE MATAMOROS,196
-97.69,19.49,PUE,LIBPB,LIBRES,64.8
-98.1,18.6,PUE,MAYPB,MAYORAZGO 21 PTE.,138.4
-98,20.23,PUE,NNEPB,NUEVO NECAXA,430.7
-97.55,19.7,PUE,OYAPB,OYAMELES,175
-97.25,18.92,PUE,PCRPB,PASO CARRETAS,675
-98.36,18.36,PUE,PIXPB,PIAXTLA,128.8
-97.85,20.27,PUE,PTLPB,PATLA,422.7
-98.17,19.05,PUE,PUOPB,PUEBLA OBSERVATORIO,131.9
-97.13,19.25,PUE,QUIPB,QUIMIXTLAN,483.6
-97.4,20.1,PUE,RNAPB,RANCHO NUEVO (AYOTOXCO),473.5
-98.22,19.11,PUE,SCRPB,SN CRISTOBAL CALERAS,159.7
-97.91,18.74,PUE,SMCPB,SAN MIGUEL CANOA,129.1
-97.45,19.96,PUE,SOLPB,P. LA SOLEDAD,620.3
-98.58,19.33,PUE,SRTPB,SANTA RITA TLAHUAPAN,119.4
-98.58,19.33,PUE,SRTPB,STA RITA TLAHUAPAN,119.4
-97.79,20,PUE,TDRPB,TEPANGO DE RODRIGUEZ,295
-97.72,18.88,PUE,TECPB,TECAMACHALCO,145.2
-97.4,18.4,PUE,TEHPB,TEHUACAN,60.5
-98.78,18.47,PUE,TELPB,TEOTLALCO,198.7
-98.78,18.47,PUE,TELPB,TETLALCO,198.7
-97.81,19.83,PUE,TEOPB,TETELA DE OCAMPO,225.5
-97.79,20,PUE,TEPPB,TEPANGO DE RODRIGUEZ,465.4
-97.35,19.82,PUE,TEZPB,TEZIUTLAN,336.5
-96.85,18.41,PUE,TLPPB,TLACOTEPEC DE DIAZ,553.8
-97.45,19.48,PUE,TPYPB,TEPEYAHUALCO,85.2
-97.72,18.87,PUE,UTTPB,"Univ. TecnolÛgica Tecamachalco, Pue.  SMN*",148.4
-97.68,20.51,PUE,VENPB,VENUSTIANO CARRANZA,325.4
-97.95,20.28,PUE,XDJPB,XICOTEPEC DE JUAREZ,562.6
-97.58,19.87,PUE,ZCPPB,ZACAPOAXTLA,300.8
-97.02,18.34,PUE,ZOQPB,ZOQUITLAN,409
-97.83,20.18,PUE,ZRGPB,ZARAGOZA,264.5
-100.49,20.59,QRO,ADJQT,"LAS ADJUNTAS, QRO., AUTOMATICA",67.8
-100.27,20.7,QRO,AMZQT,"AMAZCALA, QRO. AUTOMATICA",28.3
-100.35,20.5,QRO,BATQT,EL BATAN,25.6
-100.44,20.6,QRO,CARQT,CARRILLO,68.7
-100.07,20.42,QRO,CNSQT,CONSTITUCION DE 1917,88.6
-100.45,20.54,QRO,EPUQT,EL PUEBLITO,94.5
-100.37,20.57,QRO,GHQQT,GERENCIA HIDALGO QRO.,93.8
-100.28,20.39,QRO,HUIQT,EHCA HUIMILPAN,33
-99.97,20.21,QRO,IDFQT,SAN ILDEFONSO,178.4
-99.48,21.23,QRO,JLPQT,JALPAN,172.6
-100.45,20.7,QRO,JRQQT,JURIQUILLA,37.2
-100.23,20.62,QRO,MARQT,MARQUEZ,44.2
-100.37,20.57,QRO,OBSQT,OBSERVATORIO,38.5
-99.82,21.06,QRO,PMLQT,PE—AMILLER,52.7
-100,20.36,QRO,SJSQT,SAN JOSE,100.2
-86.82,21.16,QROO,CANQR,CANCUN,285.9
-88.33,18.5,QROO,CHEQR,"CHETUMAL, QROO. AUTOMATICA",245.9
-88.33,18.5,QROO,CHOQR,CHETUMAL,268.3
-86.78,21.07,QROO,CNCQR,"CANCUN, QROO. AUTOMATICA",218.7
-86.91,20.48,QROO,CO2QR,COZUMEL. AUTOMATICA,32.3
-86.95,20.51,QROO,COZQR,COZUMEL,212.9
-88.04,19.57,QROO,FCRQR,FELIPE CARRILLO PUERTO,157.7
-87.08,20.62,QROO,PDCQR,PLAYA DEL CARMEN,247.2
-106.65,24.05,SIN,ACTSI,ACATITAN,97
-107.38,25.09,SIN,AL2SI,EL VAREJONAL (HIDRO) P ADOLFO LOPEZ MATEOS,170
-107.38,25.09,SIN,ALMSI,PRESA ADOLFO LOPEZ MATEOS,170
-108.7,25.7,SIN,ARCSI,ADOLFO RUIZ CORTINEZ,93.5
-107.47,25.03,SIN,AWSSI,ANDREW WEISS,162
-107.54,25.33,SIN,BDRSI,BADIRAGUATO,204
-108.33,26.74,SIN,CHXSI,"CHOIX, ESTACION",224.4
-107.4,24.82,SIN,CLCSI,CULIACAN,184.8
-108.08,25.47,SIN,EBLSI,PRESA EUSTAQUIO BUELNA,263.6
-108.62,26.43,SIN,EFTSI,EL FUERTE,171.5
-108.32,26.08,SIN,GBESI,PRESA GUILLERMO BLAKE (EL SABINAL),206.5
-107.91,25.85,SIN,GD2SI,BACURATO (HIDRO) P GUSTAVO DIAZ ORDAZ,180
-107.91,25.86,SIN,GDOSI,PRESA GUSTAVO DIAZ ORDAZ,180
-108.09,25.47,SIN,GMCSI,GUAMUCHIL,263.3
-108.47,25.72,SIN,GSVSI,GUASAVE,103.2
-107.23,25.34,SIN,GTNSI,GUATENIPA,215
-109.33,25.98,SIN,HDZSI,HIGUERA DE ZARAGOZA,38.2
-106.6,23.96,SIN,IXPSI,IXPALINO,137
-107.04,24.71,SIN,JGRSI,J. GRO. ALCOSER (VINORAMAS),200.5
-106.81,24.57,SIN,JLPSI,PRESA JOSE LOPEZ PORTILLO,251.5
-108.01,25.9,SIN,JNASI,JAINA,254.5
-108.72,26.41,SIN,JORSI,PRESA JOSEFA ORTIZ DE DOMINGUEZ,70.5
-106.9,23.92,SIN,LCRSI,LA CRUZ,104.5
-108.35,26.9,SIN,LD2SI,HUITES (HIDRO),136.9
-108.35,26.9,SIN,LDCSI,HUITES,136.9
-109,25.8,SIN,MCHSI,LOS MOCHIS,49.1
-106.4,23.23,SIN,MZTSI,MAZATLAN,179.6
-107.44,24.63,SIN,OBSSI,OBSERVATORIO CULIACAN,191.7
-108.58,26.51,SIN,PMHSI,PRESA MIGUEL HIDALGO,132.6
-106.47,23.56,SIN,QLTSI,QUELITE,127.8
-107.76,25.12,SIN,RAVSI,ESTACION RANCHO VIEJO,228
-105.85,22.98,SIN,RSRSI,ROSARIO,193
-108.78,26.07,SIN,SFRSI,SUFRAGIO,148
-107.5,25.3,SIN,SJNSI,SAN JUAN,239
-107.1,24.8,SIN,SLRSI,SAN LORENZO,225
-106.7,24.12,SIN,SLTSI,EL SALTO (AURELIO BENASSINI),236
-107.16,24.81,SIN,SN2SI,SANALONA (HIDRO),192.1
-107.16,24.81,SIN,SNLSI,PRESA SANALONA,193.1
-106.25,23.35,SIN,SQRSI,SIQUEROS,192.6
-108.13,26.9,SIN,TBRSI,SAN FRANCISCO,143.4
-105.85,25.09,SIN,TORSI,TORTUGA,261.7
-107.06,24.75,SIN,VINSI,VINORAMAS,200.5
-107.4,25.13,SIN,ZOPSI,ZOPILOTE                            *,164.5
-98.56,21.97,SLP,AJTSL,LAS ADJUNTAS,172.6
-98.96,21.75,SLP,BLMSL,BALLESMI,306.2
-99.02,21.98,SLP,CDVSL,CD. VALLES,189
-100.28,22.43,SLP,CTSSL,CERRITOS,89.5
-99.24,21.91,SLP,GANSL,GALLINAS,388.8
-100.82,21.88,SLP,IVGSL,VALENTIN GAMA,31.2
-100.67,23.65,SLP,MA2SL,MATEHUALA. AUTOMATICA,7.4
-100.64,23.66,SLP,MATSL,MATEHUALA,74.1
-99.16,22.12,SLP,MICSL,MICOS,381.6
-98.8,21.33,SLP,MTPSL,MATLAPA,178.9
-99.32,22.52,SLP,NRJSL,NARANJOS,341.4
-100.76,21.85,SLP,OCTSL,OJO CALIENTE,31.2
-99.83,21.63,SLP,PMYSL,MONTOYA,130.5
-98.94,21.85,SLP,PUJSL,EL PUJAL,275.4
-98.89,21.43,SLP,RQTSL,REQUETEMU,432.6
-100,21.93,SLP,RVDSL,RIO VERDE,151.9
-101.68,22.63,SLP,SDHSL,SALINAS DE HIDALGO,6.6
-101,22.2,SLP,SGRSL,SOLEDAD GRACIANO,47
-101.02,22.15,SLP,SLPSL,SAN LUIS POTOSI,54.5
-99.06,22.02,SLP,STRSL,SANTA ROSA,276.8
-98.62,21.69,SLP,SVTSL,SAN VICENTE,218
