LON,LAT,ESTADO,CVE_SIH,NOMBRE_ESTACION,OCT
-100.93,21.8,SLP,VRYSL,VILLA DE REYES,19.4
-110.22,30,SON,ACNSO,ACONCHI,10
-111.73,30.72,SON,ALTSO,ALTAR,0
-109.94,27.48,SON,AOBSO,PRESA ALVARO OBREGON,103.4
-109.54,31.33,SON,APTSO,AGUA PRIETA,0
-109.1,27.23,SON,ARCSO,PRESA ADOLFO RUIZ CORTINEZ,44.2
-109.09,30.07,SON,ARISO,ARIBABI,12.2
-110.92,29.08,SON,ARLSO,PRESA ABELARDO RODRIGUEZ LUJAN,1
-110.17,30.34,SON,ARZSO,ARIZPE,0
-110.24,30.6,SON,BCNSO,BACANUCHI,0
-108.93,30.36,SON,BCRSO,BACERAC,2.5
-110.22,30,SON,BNMSO,BANAMICHI,0
-109.63,27.42,SON,CCRSO,COCORAQUE,71
-111.52,30.88,SON,CHTSO,PRESA CUAUHTEMOC,0
-110.74,29.47,SON,CJNSO,EL CAJON,2
-109.94,27.5,SON,COBSO,CIUDAD OBREGON,108.8
-109.64,27.24,SON,CRCSO,CARCAMO,69
-108.76,26.6,SON,CZNSO,CAZANATE,44.5
-109.23,29.2,SON,ECBSO,EL CUBIL,33.4
-110.8,27.95,SON,EPLSO,EMPALME,19.5
-110.85,27.95,SON,GYMSO,GUAYMAS,7.6
-110.92,29.07,SON,HM2SO,HERMOSILLO OBSERVATORIO,1
-110.93,29.07,SON,HMNSO,HERMOSILLO,0
-108.96,30.21,SON,HSHSO,HUACHINERA,5
-110.89,30.76,SON,IMRSO,IMURIS,0
-110.39,28.43,SON,IRASO,P. IGNACIO R. A LA TORRE,4.5
-109.39,30.44,SON,LCDSO,PRESA LA ANGOSTURA,4.8
-110.14,29,SON,MZTSO,MAZATAN,7.8
-109.54,27.08,SON,NCHSO,NACHUQUIS,58
-109.69,30.37,SON,NCZSO,NACOZARI,0
-110.95,31.32,SON,NGLSO,NOGALES,0
-109.44,27.07,SON,NVJSO,NAVOJOA,61.5
-112.85,31.87,SON,NYNSO,SONOYTA,0
-109.93,27.37,SON,OBOSO,OBSERVATORIO CIUDAD OBREGON,103
-110.71,29.23,SON,ORGSO,EL OREGANO,1.8
-109.08,29.43,SON,PDNSO,PASO NACORI,26
-109.63,28.98,SON,PECSO,PRESA PLUTARCO ELIAS CALLES,27.2
-110.43,29.4,SON,PMOSO,EL MOLINITO,1.5
-113.58,31.3,SON,PT2SO,PUERTO PE—ASCO,0
-110.31,28.34,SON,PTASO,PUNTA DE AGUA,7.4
-112.12,30.7,SON,PTQSO,PITIQUITO,0
-111.02,30.05,SON,QRBSO,QUEROBABI,0
-110.57,29.71,SON,RAYSO,RAYON,4.5
-108.88,27.41,SON,SBNSO,SAN BERNARDO,100
-110.35,28.71,SON,SJPSO,SAN JOSE DE PIMAS                   *,2.5
-111.45,30.39,SON,SRSSO,SANTA ROSA II,0
-109.45,26.92,SON,TCRSO,3 CARLOS,0
-109.5,29.53,SON,TPCSO,TEPACHE,0
-109.21,27.66,SON,TSOSO,TESOCOMA,70
-110.29,27.64,SON,VCMSO,VICAM,84.7
-108.92,28.37,SON,YC2SO,"YECORA, SON. AUTOMATICA",42
-108.93,28.37,SON,YCRSO,YECORA,140.1
-91.48,17.43,TAB,BDCTB,BOCA DEL CERRO,449.2
-93.41,17.81,TAB,CARTB,CARDENAS,358
-92.92,17.98,TAB,EMUTB,VILLAHERMOSA,387.2
-92.81,18.04,TAB,EPOTB,EL PORVENIR,384.1
-91.75,17.75,TAB,EZATB,E. ZAPATA,86.3
-92.92,17.97,TAB,GABTB,GAVIOTAS,320.8
-93,17.98,TAB,GONTB,GONZALEZ,346.3
-92.6,17.77,TAB,MACTB,MACUSPANA,649.2
-92.93,17.98,TAB,OBSTB,OBSERVATORIO,290.2
-92.88,17.85,TAB,PNVTB,PUEBLO NUEVO,389.2
-92.94,17.57,TAB,PUYTB,PUYACATENGO,701.5
-93.29,17.98,TAB,SAMTB,SAMARIA,265.6
-92.92,17.5,TAB,SJOTB,SAN JOAQUIN,545
-91.16,17.79,TAB,SPTTB,SAN PEDRO,171.9
-92.82,17.47,TAB,TAPTB,TAPIJULAPA,630.2
-92.97,17.57,TAB,TEATB,TEAPA,667.1
-98.39,24.07,TAMPS,ABSTP,ABASOLO,0
-99.1,22.95,TAMPS,AHLTP,AHUALULCO,154.3
-97.93,22.39,TAMPS,BALTP,BOMBAS ALTAMIRA,169.2
-99.12,24.08,TAMPS,BR1TP,EL BARRETAL I,15.5
-99.22,24.1,TAMPS,BRRTP,EL BARRETAL,13.8
-98.6,26.24,TAMPS,CDOTP,S-J-2-18 CIUDAD DIAZ ORDAZ,15.2
-98.8,26.25,TAMPS,CMGTP,S-J-2-11 CAMARGO,0
-99.25,26.92,TAMPS,CMRTP,MIER,2.5
-97.82,25.64,TAMPS,CONTP,CONTROL,7
-98.94,23.94,TAMPS,CORTP,CORONA,11.2
-99.17,23.72,TAMPS,CVCTP,CIUDAD VICTORIA OBSERVATORIO,20.1
-99.19,23.73,TAMPS,CVTTP,CD. VICTORIA (GERENCIA),12.6
-99.08,23.38,TAMPS,ENNTP,LA ENCANTADA,23.8
-98.69,22.62,TAMPS,ERCTP,PRESA ESTUDIANTE RAMIRO CABALLERO,52.5
-98.16,24.84,TAMPS,FDOTP,SAN FERNANDO,6.6
-99.12,22.83,TAMPS,LSRTP,LA SERVILLETA,51.3
-99.55,24.57,TAMPS,MAGTP,MAGUEYES,27.5
-97.52,25.83,TAMPS,MATTP,MATAMOROS,12
-97.84,22.28,TAMPS,MDRTP,MADERO,223.6
-99.04,26.37,TAMPS,MGATP,S-J-1-2 MIGUEL ALEMAN,0
-99.43,23.92,TAMPS,MHGTP,MIGUEL HIDALGO,6.5
-98.92,26.23,TAMPS,MRGTP,PRESA MARTE R. GOMEZ,0
-98.9,24.05,TAMPS,PADTP,PADILLA,10.5
-97.8,25.8,TAMPS,PANTP,PUEBLO ANAHUAC,2.5
-98.75,23.73,TAMPS,PDMTP,PASO DE MOLINA,30.9
-98.9,24.14,TAMPS,PILTP,PILON,8.8
-99.55,24.23,TAMPS,PJMTP,PRESA PEDRO J. MENDEZ,32.6
-99.58,24.18,TAMPS,PVLTP,PUERTO DE VALLES,13.9
-99,22.85,TAMPS,RFRTP,RIO FRIO,43.8
-98,25.97,TAMPS,RIBTP,RIO BRAVO,20.3
-97.99,23.26,TAMPS,RSPTP,REPUBLICA ESPAÒOLA,13.8
-98.88,26.17,TAMPS,RYNTP,S-J-2-9 REYNOSA,3
-99.09,23.02,TAMPS,SBNTP,SABINAS,110.1
-98.87,22.78,TAMPS,SDATP,PRESA SACA DE AGUA,50.9
-98.79,23.08,TAMPS,SGBTP,SAN GABRIEL,21.6
-98.21,23.77,TAMPS,SLMTP,SOTO LA MARINA,39.7
-98.8,22.95,TAMPS,SLZTP,PRESA SAN LORENZO,97.6
-97.88,22.24,TAMPS,TMPTP,TAMPICO,224.4
-98.42,22.42,TAMPS,TMSTP,TAMESI,88.5
-97.8,25.91,TAMPS,VCATP,VILLA CARDENAS,9
-98.55,23.97,TAMPS,VGRTP,PRESA VICENTE GUERRERO,44.3
-97.8,25.7,TAMPS,VHMTP,VALLE HERMOSO,2.5
-98.1,19.4,TLAX,APITL,APIZACO,125.5
-98.56,19.59,TLAX,CPPTL,CALPULALPAN,40.8
-97.74,19.3,TLAX,CUATL,CUAPIAXTLA,42.5
-97.65,19.32,TLAX,ECTTL,EL CARMEN TEQUEXQUITLA,32.5
-97.95,19.31,TLAX,HUATL,"Huamantla, Tlax.  SMN*",46
-97.91,19.32,TLAX,HMTTL,HUAMANTLA,81.2
-98.2,19.4,TLAX,OBSTL,OBSERVATORIO,106.9
-98.2,19.55,TLAX,SJATL,SAN JOSE ATLANGA,72.5
-98.18,19.12,TLAX,SPMTL,SAN PABLO DEL MONTE,170
-98.24,19.22,TLAX,ZACTL,ZACATELCO,111
-97.92,19.2,TLAX,ZITTL,ZITLALTEPEC                         *,113.5
-96.84,19.7,VER,ACAVC,ACATLAN,242.8
-96.59,19.5,VER,ACTVC,ACTOPAN,66.1
-94.14,18.14,VER,AGDVC,AGUA DULCE (CENTRO),760.3
-97.68,20.93,VER,ALAVC,ALAMO TEMAPACHE,300
-97.23,19.76,VER,ALTVC,ALTOTONGA,401.8
-95.44,18.58,VER,ARCVC,ANGEL R. CABADA,445.9
-96.94,19.59,VER,BANVC,BANDERILLA,134
-96.93,19.48,VER,BRIVC,BRIONES,142.5
-95.74,18.37,VER,CACVC,CARLOS CARRILLO,158
-95.8,18.3,VER,CCLVC,CHACALTIANGUIS,253.3
-96.7,19.43,VER,CEGVC,"Cerro Gordo, Ver.",139.4
-98.15,21.74,VER,CHYVC,PASO DE PIEDRAS (CHICAYAN),98
-97.55,21.07,VER,CLHVC,CHALAHUITE,193.6
-96.94,19.45,VER,COAVC,COATEPEC,135.4
-94.4,18.1,VER,COTVC,COATZACOALCOS,663.9
-96.37,19.36,VER,CRDVC,CARDEL,75.1
-96.65,19.32,VER,CRRVC,CARRIZAL,69
-95.3,18.14,VER,CTTVC,COATOTOLAPAN,185.1
-96.36,19.41,VER,ENRVC,EL NARANJILLO,10.5
-98.33,20.25,VER,ESPVC,EL ESPINAL,281.3
-96.16,19.07,VER,ETEVC,EL TEJAR,95.5
-95.56,18.27,VER,GARVC,GARRO,227.7
-98.44,21.78,VER,HGOVC,EL HIGO,84.2
-98.27,21.16,VER,HLSVC,LOS HULES,148.2
-96.95,19.18,VER,HTSVC,HUATUSCO,184.7
-98.48,20.53,VER,HUYVC,HUAYACOCOTLA,172.5
-96.55,19.4,VER,IDOVC,IDOLOS,42.9
-96.88,19.6,VER,INCVC,INGENIO CONCEPCION,83.5
-94.67,17.95,VER,JALVC,JALTIPAN,364.2
-95.03,17.43,VER,JCRVC,JESUS CARRANZA,300.4
-94.09,17.87,VER,JDCVC,SAN JOSE DEL CARMEN,533
-97.02,19.6,VER,JOYVC,LA JOYA,217.5
-95.35,18.25,VER,LAUVC,LAUCHAPAN,207.1
-94.3,18.1,VER,LCAVC,LA CANGREJERA,818.3
-95.45,18.23,VER,LCEVC,LA CEIBILLA,318.9
-97.23,18.92,VER,LGRVC,LOMA GRANDE,40.6
-96.98,20.05,VER,LIBVC,LIBERTAD,335.7
-96.39,19.26,VER,LOFVC,LOMA FINA,51
-94.92,17.42,VER,LPEVC,LAS PERLAS,232.5
-97.1,19.65,VER,LVRVC,LAS VIGAS DE RAMIREZ,79
-97.05,20.07,VER,MDTVC,MARTINEZ DE LA TORRE,246.6
-96.34,19.09,VER,MFAVC,MANLIO F. ALTAMIRANO,72
-94.52,17.97,VER,MINVC,MINATITLAN,566
-94.94,18.13,VER,MNZVC,MINZAPAN,400.9
-96.83,19.93,VER,MZNVC,MISANTLA,454.9
-96.87,19.65,VER,NAOVC,NAOLINCO,144.1
-95.52,18.63,VER,NLTVC,"NARANJAL, LERDO DE TEJADA",472.7
-98.51,21.84,VER,OLVVC,EL OLIVO,120.6
-97.1,18.85,VER,ORZVC,ORIZABA,225.5
-94.33,18.11,VER,PCNVC,PB1-LA CANGREJERA,481
-96.14,19.04,VER,PDTVC,PASO DEL TORO,105.9
-97.81,21.18,VER,PEMVC,PRESA EL MORALILLO,147.3
-97.25,19.58,VER,PERVC,PEROTE,42.4
-98.17,22.05,VER,PNCVC,PANUCO,131.7
-97.32,20.45,VER,PPNVC,PAPANTLA,378.3
-97.48,20.54,VER,PRCVC,POZA RICA,148.8
-98.34,21.29,VER,PSNVC,PLATON SANCHEZ,202.2
-95.82,17.83,VER,PVCVC,PLAYA VICENTE,218.6
-95.63,18.72,VER,RALVC,RADAR ALVARADO,302.9
-96.71,20.16,VER,RAUVC,EL RAUDAL,400.4
-96.55,19.35,VER,RNCVC,RINCONADA,63
-97.78,20.88,VER,SBTVC,SOMBRERETE,189
-95.18,18.45,VER,SIHVC,SIHUAPAN,439.8
-95.13,17.88,VER,SJEVC,SAN JUAN EVANGELISTA,152.5
-95.03,18.52,VER,SONVC,SONTECOMAPAN,577.6
-96.49,19.34,VER,TAMVC,TAMARINDO,35
-96.35,18.45,VER,TBLVC,TIERRA BLANCA,55
-96.97,19.38,VER,TCOVC,TEOCELO,71.5
-94.16,17.57,VER,TMOVC,TIERRA MORADA,441.7
-98.38,21.52,VER,TMPVC,TEMPOAL,171.2
-96.92,19.81,VER,TNCVC,TENOCHTITLAN,473.1
-98.14,21.04,VER,TRRVC,TERRERILLOS,71.4
-97.42,20.95,VER,TUXVC,"TUXPAN, VER. AUTOMATICA",57
-97.4,20.96,VER,TXPVC,TUXPAN,276.7
-95.42,18.47,VER,TZAVC,TRES ZAPOTES,474.6
-95.7,18.08,VER,VAZVC,VILLA AZUETA,142
-96.11,19.15,VER,VERVC,VERACRUZ,225.1
-96.58,19.02,VER,VTEVC,VILLA TEJEDA,95
-96.92,19.53,VER,XCEVC,XALAPA CENTRO,139.9
-96.85,19.55,VER,XCFVC,XALAPA CFE,162.9
-96.92,19.53,VER,XOBVC,XALAPA OBSERVATORIO,109.5
-89.35,19.83,YUC,BECYC,BECANCHEN,164
-89.58,20.5,YUC,CANYC,CANTAMAYEN,78.7
-88.47,20.39,YUC,CHIYC,CHANCHICHIMILA                      *,75.5
-89.68,20.65,YUC,CHOYC,CHOCHOLA,210.8
-89.98,20.98,YUC,CICYC,CENTRO DE INV.CIENTIFICA,151.9
-87.78,21.52,YUC,CYOYC,EL CUYO,178
-89.58,20.98,YUC,EZAYC,EMILIANO ZAPATA,273.2
-89.63,20.98,YUC,FAEYC,FUERZA AEREA,182
-89.61,21.05,YUC,FIYYC,FIUADY,93.7
-89.66,20.98,YUC,GARYC,GERENCIA REGIONAL,158.6
-89.6,21,YUC,MEOYC,MERIDA OBSERVATORIO,157.9
-89.28,21.08,YUC,MTOYC,MOTUL,175.5
-89.71,20.49,YUC,MUNYC,MUNA,221.8
-89.39,20.29,YUC,OXKYC,OXKUTZCAB,251.3
-88.95,19.96,YUC,PETYC,PETO,206
-89.6,21.3,YUC,PROYC,PROGRESO,60.2
-88.15,21.59,YUC,RLAYC,R.LAGARTO,73.9
-89.54,20.4,YUC,TICYC,TICUL,220.5
-88.17,21.16,YUC,TIZYC,TIZIMIN,201.9
-89.05,20.18,YUC,TNTYC,"TANTANQUIN, YUC. AUTOMATICA",73.8
-88.2,20.7,YUC,VALYC,VALLADOLID,204.6
-103.23,22.33,ZAC,ACHZC,ACHIMEC,37.2
-103.46,21.81,ZAC,ATGZC,ATOLINGA,79.2
-102.97,22.82,ZAC,BTEZC,BOCA DEL TESORERO,72.6
-102.89,22,ZAC,CHIZC,EL CHIQUE,27.5
-101.39,24.62,ZAC,CORZC,CONCEPCION DEL ORO,33.5
-102.35,22.45,ZAC,CUAZC,CD. CUAUHT…MOC,60
-103.09,23.69,ZAC,ELCZC,EL CAZADERO,23.4
-102.04,22.67,ZAC,ELSZC,EL SALADILLO,47.9
-103.34,21.65,ZAC,EXCZC,P.MIGUEL ALEMAN (EXCAME),96.6
-102.89,23.17,ZAC,FREZC,FRESNILLO,22
-103.09,21.93,ZAC,GJAZC,JOAQUIN AMARO,79
-102.51,22.75,ZAC,GPEZC,GUADALUPE,86
-102.46,22.49,ZAC,GRCZC,GENARO CODINA,125
-103.4,24.28,ZAC,JALZC,JUAN ALDAMA,48.5
-103.11,21.4,ZAC,JCHZC,JUCHIPILA,30
-103,22.64,ZAC,JERZC,JEREZ,56
-102.57,22.78,ZAC,LBUZC,LA BUFA,53.7
-103.6,22.69,ZAC,LFLZC,LA FLORIDA,53
-102.66,23,ZAC,LLBZC,LLANO BLANCO                        *,46.3
-102.25,22.44,ZAC,LMOZC,LUIS MOYA,82
-103.38,22.84,ZAC,LOBZC,LOBATOS,34.5
-101.99,22.26,ZAC,LORZC,LORETO,26.3
-103.21,23.18,ZAC,LREZC,LEOBARDO REYNOSO,71.1
-103.44,24.29,ZAC,MGAZC,MIGUEL AUZA,0
-103.36,21.21,ZAC,MORZC,MEZQUITAL DEL ORO,19
-103.56,22.31,ZAC,MRSZC,MONTE ESCOBEDO,38.8
-102.85,21.36,ZAC,NCTZC,NOCHISTLAN,66.9
-102.27,22.58,ZAC,OCAZC,OJO CALIENTE,60.4
-102.8,22.35,ZAC,PALZC,PALOMAS,96.1
-101.4,22.12,ZAC,PINZC,PINO SUAREZ,75.5
-102.9,21.72,ZAC,PMOZC,PRESA MORALE—OS,21.9
-103.03,23.82,ZAC,RGRZC,RIO GRANDE,14.6
-102.88,24.32,ZAC,SFOZC,SAN FRANCISCO,44.3
-103.51,24.29,ZAC,SGOZC,SANTIAGO,28.5
-103.64,23.64,ZAC,SOMZC,SOMBRERETE,52.8
-103.5,22.33,ZAC,STEZC,SANTA TERESA,43.4
-103.11,22.93,ZAC,STRZC,SANTA ROSA,65.3
-102.87,22.1,ZAC,TAYZC,TAYAHUA,38.2
-103.88,23.47,ZAC,TCHZC,CHALCHIHUTES,77
-103.46,21.47,ZAC,TGOZC,TEUL DE GONZALEZ  ORTEGA,62
-102.79,21.56,ZAC,TLAZC,TLALCHICHILA,26.3
-103.31,21.77,ZAC,TLLZC,TLATENANGO,50.7
-102.34,23.29,ZAC,VCOZC,VILLA DE COSS,2.5
-101.92,22.52,ZAC,VGOZC,VILLA GONZALEZ ORTEGA,41.5
-101.72,22.35,ZAC,VHGZC,VILLA HIDALGO,33.4
-103.34,21.6,ZAC,VILZC,VILLITA,105.7
-102.58,22.76,ZAC,ZACZC,ZACATECAS,57.5
