LON,LAT,ESTADO,CVE_SIH,NOMBRE_ESTACION,OCT
-98.42,21.15,HGO,HJTHD,HUEJUTLA,267
-99.22,20.48,HGO,IXMHD,IXMIQUILPAN,20.8
-99.18,21.08,HGO,LMTHD,MEZTITLAN,44.9
-99.22,20.24,HGO,MXQHD,MIXQUIAHUALA,66
-98.6,21.17,HGO,ORZHD,SAN FELIPE ORIZATLAN,205
-98.74,20.12,HGO,PCHHD,PACHUCA,34.7
-98.75,20.13,HGO,PCOHD,"Pachuca Observatorio, Hgo.",38.3
-98.34,20.06,HGO,PERHD,PRESA LA ESPERANZA,46.3
-99.33,20.73,HGO,PRGHD,P.ROJO GOMEZ (LA PE—A),46
-99.31,19.97,HGO,PRQHD,PRESA REQUENA,35
-99.38,20.44,HGO,PVAHD,PRESA VICENTE AGUIRRE,45
-98.37,20.08,HGO,TLGHD,TULANCINGO,36.2
-99.39,19.84,HGO,TXMHD,TAXHIMAY,45
-99.5,20.66,HGO,ZMPHD,PRESA ZIMAPAN,18.6
-98.65,20.65,HGO,ZXTHD,ZACUALTIPAN,158.5
-102.44,21.6,JAL,AJJJL,AJOJUCAR,32.3
-103.09,20.4,JAL,ATQJL,ATEQUIZA,39.4
-104.06,19.91,JAL,BBAJL,BASILIO BADILLO,7
-103.72,22.4,JAL,BCSJL,BOCAS,42.9
-103.78,21.83,JAL,BLNJL,BOLAÒOS,28.6
-103.2,20.29,JAL,CHAJL,"Chapala 1, Jal.  SMN*",14
-104.57,19.23,JAL,CIHJL,CIHUATLAN,53.3
-105.07,20.03,JAL,CPEJL,CAJON DE PEÒA,84.1
-103.72,20.13,JAL,CRRJL,CORRINCHIS,64.2
-101.7,21.5,JAL,CRTJL,PRESA EL CUARENTA,48.2
-105.05,20.58,JAL,CULJL,CUALE,126.8
-103.45,21.07,JAL,CXTJL,CUIXTLA,44.4
-103.33,20.73,JAL,EXPJL,LA EXPERIENCIA,108.4
-103.37,20.67,JAL,GUAJL,GUADALAJARA CENTRO,86.9
-103.4,20.7,JAL,GUCJL,GUADALAJARA COLOMUS,23.1
-102.71,20.29,JAL,JMYJL,JAMAY,28.9
-103.2,20.3,JAL,LDCJL,LAGO DE CHAPALA,28.4
-101.92,21.36,JAL,LDMJL,LAGOS DE MORENO,20.3
-102.2,20.5,JAL,POLJL,LUGO ZANABRIA-LA POLVORA,43.8
-101.85,21.35,JAL,SA1JL,PRESA LA SAUCEDA,78.3
-102.5,21.3,JAL,SGRJL,SAN GASPAR DE LOS REYES,16.6
-103.71,20.91,JAL,SRSJL,PRESA SANTA ROSA,16.8
-102.58,21.45,JAL,TCAJL,TEOCALTICHE,24.8
-104.32,20.04,JAL,TCTJL,TACOTAN,20
-103.2,22.17,JAL,TENJL,TENASCO,21.3
-103.32,20.58,JAL,TLAJL,TLAQUEPAQUE,65.4
-104.12,19.85,JAL,TMLJL,P. TRIGOMIL,44.7
-103.8,20.6,JAL,VEGJL,LA VEGA,60.7
-99.35,19.38,MEX,2RSMX,DOS RIOS,129
-99.22,19.57,MEX,ARBMX,LAS ARBOLEDAS,52.1
-98.91,19.51,MEX,ATEMX,ATENCO,39.1
-99.87,19.78,MEX,ATPMX,"Atlacomulco Prepa., MÈx.",54.4
-99.7,19.33,MEX,CALMX,CALIXTLAHUACA,67.2
-99.33,19.4,MEX,CDBMX,CAIDA DEL BORRACHO,115.1
-99.51,19.21,MEX,CGCMX,GERENCIA C.N.A. CODAGEM,42.8
-100.12,19.2,MEX,CHIMX,P. CHILESDO,80.3
-98.88,19.48,MEX,CHPMX,CHAPINGO,51.3
-98.89,19.26,MEX,CLAMX,CHALCO AUTOMATICA (DF),0
-99.24,19.53,MEX,CLYMX,CALACOAYA,97.1
-99.91,20.15,MEX,CNPMX,PRESA LA CONCEPCION,58.6
-99.63,19.29,MEX,COBMX,C.N.A. OBSERVATORIO,66.1
-100.18,19.1,MEX,COLMX,COLORINES,77.8
-98.89,19.48,MEX,CPAMX,CHAPINGO AUTOMATICA (DF),0
-98.85,19.39,MEX,CTPMX,COATEPEC DE LOS OLIVOS,0
-99.6,19.9,MEX,DNXMX,P. DANXHO,67
-99.23,19.45,MEX,EMOMX,MOLINITO,70
-98.92,19.58,MEX,GRDMX,LA GRANDE AUTOMATICA,62
-98.92,19.58,MEX,GRDMX,"LA GRANDE, MEX",62
-99.7,20.07,MEX,HPNMX,P. HUAPANGO,94
-99.05,19.63,MEX,K27MX,KM. 27+250,37.5
-100.08,19.38,MEX,LBEMX,LOS BERROS,87.1
-99.25,19.63,MEX,LGLMX,LAGO GUADALUPE,0
-99.22,19.48,MEX,MBLMX,MOLINO BLANCO,95
-99.71,19.64,MEX,MLLMX,"SANTA MARIA DEL LLANO, AUTOMATICA",33.4
-99.19,19.62,MEX,OBSMX,SAN MARTIN OBISPO,89.7
-99.18,19.58,MEX,PBTMX,PRESA BARRIENTOS,79.9
-99.03,19.65,MEX,PCCMX,CHICONAUTLA II,68.3
-99.03,19.73,MEX,PCGMX,P. COLGANTE AUTOMATICA (DF),52.5
-99.18,19.74,MEX,PCGMX,PUENTE COLGANTE,52.5
-99.01,19.64,MEX,PCTMX,CHICONAUTLA I,72.8
-99.79,19.82,MEX,PFBMX,PRESA FRANCISCO T. FABELA,70
-99.77,19.46,MEX,PIRMX,P.IGNACIO RAMIREZ (ATOTONILCO),66.4
-99.25,19.43,MEX,PLMMX,PALMAS,111.3
-99.27,19.52,MEX,PM2MX,PRESA MADIN AUTOMATICA (DF),0
-99.26,19.53,MEX,PMDMX,PRESA MADIN,99.9
-99.7,20.1,MEX,PMNMX,P. EL MOLINO,82.5
-99.7,20,MEX,PNDMX,P. —ADO,95.1
-99.27,19.52,MEX,PREMX,PRESA MADIN,22.6
-99.21,19.41,MEX,PTLMX,PRESA TOTOLICA,67.2
-98.91,19.53,MEX,SADMX,SAN ANDRES (TEXCOCO),58.6
-99.7,19.47,MEX,SBBMX,SAN BERNABE (J. ANTONIO ALZATE),75
-99.71,19.21,MEX,SJHMX,S.J. HUERTAS,69.3
-98.87,19.19,MEX,SLAMX,SAN LUIS AMECA                      *,89.3
-98.87,19.19,MEX,SLAMX,SAN LUIS AMECA  AUTOMATICA,89.3
-99.7,19.6,MEX,SLBMX,SAN BARTOLO DEL LLANO,31.5
-99.8,19.33,MEX,TBRMX,TRES BARRANCAS,61.3
-99.94,18.93,MEX,TESMX,TEXCALTITLAN,69.6
-98.9,19.44,MEX,TJCMX,EL TEJOCOTE,73.1
-99.96,19.66,MEX,TPTMX,TEPETITLAN,150
-100.28,19.1,MEX,TROMX,TROJES,30.7
-99.28,19.45,MEX,TTLMX,TOTOLICA (HIDROMETRICA),59.4
-99.13,19.91,MEX,TTQMX,TAJO DE TEQUIXQUIAC,47.3
-100.1,19.1,MEX,VBRMX,P. VALLE DE BRAVO,75
-99.21,19.51,MEX,VDCMX,VASO DE CRISTO,72.9
-99.33,19.38,MEX,VNDMX,EL VENADO,0.8
-100.05,19.46,MEX,VVCMX,P. VILLA VICTORIA,77.8
-102.2,17.97,MICH,ADUMC,ADJUNTAS,29.6
-100.94,19.55,MICH,AGOMC,AGOSTITLAN,114
-102.27,19.08,MICH,APTMC,APATZINGAN                          *,55
-101.67,19.93,MICH,ARMMC,"ARISTEO MERCADO, AUTOMATICA",65.6
-102.42,20.18,MICH,BIBMC,BARRAJE DE IBARRA,41.3
-101.46,20.32,MICH,CBLMC,CASA BLANCA,97.4
-102.27,19.97,MICH,CHAMC,CHAPARACO,15.2
-100.55,19.7,MICH,CHIMC,CIUDAD HIDALGO,90
-102.75,19.18,MICH,CHLMC,P. CHILATAN,151
-100.9,18.5,MICH,CMNMC,CAIMANERA,66.2
-101.28,19.63,MICH,COIMC,COINTZIO,49.5
-101.86,20.21,MICH,CORMC,CORRALES,30.7
-102.59,20.25,MICH,CUUMC,CUMUATO,41.3
-100.42,19.39,MICH,DBOMC,EL BOSQUE,57.6
-102.4,20.3,MICH,DGNMC,DE GONZALO,0
-100.45,19.97,MICH,EGIMC,EL GIGANTE,73
-102.7,19.9,MICH,GUAMC,GUARACHA,32.2
-101.87,18.77,MICH,INFMC,PRESA INFIERNILLO,10.9
-102.6,19.9,MICH,JARMC,JARIPO,90.6
-100.41,19.84,MICH,LDFMC,LAGUNA DEL FRESNO,74.8
-102.87,19.21,MICH,LOLMC,LOS OLIVOS,90.5
-102.75,20.15,MICH,LPAMC,LA PALMA,57
-102,20.35,MICH,LPDMC,"La Piedad, Mich.",54.8
-102.9,18.8,MICH,LPNMC,LOS PANCHES,115
-102.2,18.8,MICH,LPSMC,LA PASTORIA,89.4
-101.2,18.8,MICH,LPZMC,LOS PINZANES,4.4
-101.1,19.7,MICH,MCEMC,MORELIA CENTRO,40.5
-100.9,19.9,MICH,MLPMC,MALPAIS,48
-101.2,19.7,MICH,MNOMC,MORELIA NORTE,59.9
-102.2,17.9,MICH,MOCMC,MELCHOR OCAMPO,62
-102.2,17.93,MICH,MOCMC,MELCHOR OCAMPO L. C.,62
-101.18,19.69,MICH,MORMC,MORELIA,47
-101.1,19.7,MICH,MORMC,MORELIA CENTRO,47
-100.44,19.89,MICH,MRVMC,MARAVATIO,65.5
-102.33,19.96,MICH,ORAMC,ORANDINO,15
-101.05,19.49,MICH,PDBMC,PLANTA DE BOMBEO,45.7
-100.69,19.62,MICH,PUCMC,PUCUATO,117
-100.67,19.62,MICH,SABMC,SABANETA,109.5
-102.72,20.07,MICH,SAHMC,SAHUAYO,58.5
-102.46,20.21,MICH,SCRMC,SAN CRISTOBAL,52.5
-102.64,19.83,MICH,SJUMC,SN. JUANICO,48
-102.4,20.1,MICH,SSIMC,SAN SIMON,68.4
-100.23,19.98,MICH,TEPMC,PRESA TEPUXTEPEC,46
-100.2,19.48,MICH,TMUMC,TERCER MUNDO,82.2
-102.13,19.97,MICH,UREMC,UREPETIRO,70.4
-102.3,18.12,MICH,VILMC,PRESA LA VILLITA,167.2
-101.45,19.55,MICH,VJIMC,VILLA JIMENEZ,108.6
-102.24,20.34,MICH,YURMC,YURECUARO,59.3
-102.28,20.01,MICH,ZAMMC,ZAMORA,31.5
-101.8,19.81,MICH,ZCAMC,ZACAPU,74.9
-101.93,18.92,MICH,ZICMC,ZICUIRAN,43
-100.83,19.86,MICH,ZINMC,ZINAPECUARO,56.5
-98.83,18.95,MOR,ACHMR,ACHICHIPILCO,154.9
-99.27,18.74,MOR,ALUMR,ALPUYECA                            *,67.3
-99.4,18.6,MOR,AMCMR,AMACUZAC,14.3
-98.9,18.94,MOR,ATLMR,ATLATLAHUCAN,108
-98.9,18.8,MOR,CUAMR,CUAUTLA,89.9
-99.2,18.9,MOR,CUEMR,CUERNAVACA,104.3
-99.38,18.7,MOR,CUTMR,CUAUTLITA,78.2
-98.97,18.9,MOR,ELPMR,EL PE—ON,72.5
-99.18,18.58,MOR,HIGMR,HIGUERON,32
-99.42,18.61,MOR,HUAMR,HUAJINTLAN,35
-99.02,19.03,MOR,HUIMR,HUITZILAC,65.1
-99.03,18.44,MOR,HUTMR,HUAUTLA,45.5
-98.8,18.7,MOR,JNCMR,JONACATEPEC,116.4
-99.2,18.6,MOR,JOJMR,JOJUTLA,38.2
-98.92,18.68,MOR,LCUMR,LA CUERA,41.3
-98.98,18.67,MOR,MYOMR,MOYOTEPEC,53.5
-99.15,18.52,MOR,NEXMR,NEXPA,47.8
-99.26,18.73,MOR,OACMR,OACALCO,88.9
-98.9,18.9,MOR,OAXMR,OAXTEPEC,114
-99.22,18.91,MOR,OBSMR,OBSERVATORIO,196.8
-98.76,18.88,MOR,OCTMR,OCUITUCO,200
-99.32,18.63,MOR,PIXMR,PUENTE DE IXTLA,53
-99.16,18.77,MOR,PROMR,PROGRESO,43
-99.4,18.8,MOR,RODMR,PRESA EL RODEO,67.3
-99.19,18.92,MOR,SLDMR,SOLIDARIDAD,145.1
-99.2,18.9,MOR,TEMMR,TEMIXCO,147
-99.1,18.8,MOR,TICMR,TICUMAN,63
-98.94,18.62,MOR,TLCMR,TLACUALERA,99.8
-98.75,18.75,MOR,TLOMR,TLACOTEPEC,106
-98.79,18.78,MOR,TMCMR,TEMOAC,119.4
-98.92,18.99,MOR,TOTMR,TOTOLOAPAN,123.7
-98.84,18.58,MOR,TPLMR,TEPALCINGO,83.8
-99.19,18.52,MOR,XICMR,XICATLACOTLA,32
-99.1,18.9,MOR,YAHMR,YAHUTEPEC,86.4
-98.9,18.9,MOR,YECMR,YECAPIXTLA,89.1
-99.2,18.64,MOR,ZCTMR,ZACATEPEC,41.3
-105.35,22.49,NAY,ACANR,ACAPONETA,22.9
-104.77,21.84,NAY,AGMNR,PRESA AGUAMILPA,35.5
-105.11,21.83,NAY,CAPNR,CAPOMAL,32.8
-104.5,21.94,NAY,CHPNR,CHAPALAGANA,61.7
-104.45,21.43,NAY,CJNNR,EL CAJON,9.5
-105.14,20.89,NAY,GAVNR,GAVIOTAS,64.5
-104.52,22.25,NAY,JMANR,JESUS MARIA,33.1
-105.34,22.56,NAY,LESNR,LA ESTANCIA,18.7
-105.02,22.38,NAY,PAJNR,PAJARITOS,1.1
-105.21,22.12,NAY,ROMNR,ROSA MORADA,0
-104.8,21.8,NAY,RSRNR,REG. SAN RAFAEL,31.5
-105.14,21.96,NAY,RUINR,RUIZ,34.6
-104.89,21.49,NAY,TEPNR,TEPIC,27
-100,27.23,NL,ANHNL,ANAHUAC,51
-99.82,24.1,NL,ARRNL,ARAMBERRI,18
-99.91,24.32,NL,ASCNL,LA ASCENSION,27
-99.74,24.99,NL,CABNL,CABEZONES,20.1
-99.58,24.88,NL,CAMNL,CAMACHO,21.6
-99.44,24.98,NL,CARNL,CARMEN D.L.E.,8.9
-99.26,25.72,NL,CCHNL,EL CUCHILLO,3.1
-100.16,25.95,NL,CDFNL,CIENEGA DE FLORES,15.1
-100,25.59,NL,CDRNL,CADEREYTA,39.6
-99.38,24.98,NL,CPRNL,PRESA CERRO PRIETO,11.8
-99.7,24.78,NL,CRUNL,CRUCITAS,41
-99.62,26.09,NL,CRVNL,CERRALVO,16.4
-100.17,23.68,NL,DARNL,DOCTOR ARROYO,49.2
-100.18,25.52,NL,ECSNL,EL CERRITO,42.8
-100.08,24.83,NL,GALNL,GALEANA,47.1
-100.02,25.96,NL,HGRNL,HIGUERAS,18
-100.12,25.44,NL,LBCNL,CORTINA DE LA BOCA,47.6
-99.52,25.5,NL,LERNL,LAS ENRAMADAS,5.1
-100.5,27.05,NL,LPZNL,LAMPAZOS,9.5
-99.19,26.08,NL,MDRNL,MADERO,2.4
-99.83,25.18,NL,MTMNL,MONTEMORELOS,53.7
-100.27,25.68,NL,MTRNL,MONTERREY,32.6
-100.3,25.73,NL,OBSNL,OBSERVATORIO,32.6
-99.21,24.99,NL,PAMNL,LA PAMONA                           *,10
-100.38,27.45,NL,PSANL,PRESA SALINILLAS,5.5
-100.55,25.03,NL,SRANL,SAN RAFAEL,71
-99.78,23.98,NL,ZRGNL,ZARAGOZA,65
-96.1,17.02,OAX,AYUOX,AYUTLA,117.7
-96.72,17.07,OAX,BAEOX,BASE AEREA,51.5
-95.5,16.8,OAX,BOQOX,BOQUILLA 1,3.8
-96.27,18.02,OAX,CDOOX,CERRO DE ORO (MADRID),623.5
-94.82,16.58,OAX,CHIOX,CHICAPA,25.9
-95.06,16.5,OAX,CHVOX,SANTIAGO CHIVELA,58.7
-96.87,17.83,OAX,CPAOX,CONCEPCION PAPALO,51.7
-96.95,17.8,OAX,CUIOX,CUICATLAN,21.3
-96.48,18.11,OAX,DPSOX,DIQUE PESCADITOS,273.7
-95.42,16.44,OAX,EMAOX,EL MARQUEZ (RIO TEHUANTEPEC),3
-97.77,17.81,OAX,HDLOX,HUAJUAPAN DE LEON,53.9
-97.78,17.8,OAX,HLOOX,HUAJ. DE LEON OBSERV,53.9
-95.1,16.58,OAX,IXTOX,IXTEPEC,13
-96.2,17.87,OAX,JACOX,JACATEPEC,692.2
-96.2,17.87,OAX,JDMOX,JALAPA DEL MARQUES,0
-95.03,16.43,OAX,JUCOX,JUCHITAN,4.3
-95.2,16.6,OAX,KM1OX,KM. 33+190,4.5
-95.72,16.42,OAX,KM2OX,KM. 51+740,6
-95.3,16.4,OAX,LPIOX,LAS PILAS,7
-95.49,17.46,OAX,MAROX,MARIA LOMBARDO,133.1
-96.73,17.07,OAX,OACOX,OAXACA CENTRO,69.9
-96.7,17,OAX,OAOOX,OAXACA OBS. AEROPUERTO,90.1
-94.4,16.5,OAX,OSTOX,OSTUTA,122.7
-96.08,18.17,OAX,PAPOX,PAPALOAPAN,291
-98.05,16.35,OAX,PNTOX,"PINOTEPA, ",142.4
-96.5,15.7,OAX,PTAOX,PUERTO ANGEL,23
-95.92,17.73,OAX,RMLOX,RIO MANSO LALANA,248
-97.73,16.1,OAX,RVEOX,RÌO VERDE,39.1
-95.2,16.18,OAX,SCROX,SALINA CRUZ,56.4
-96.53,17.88,OAX,SFUOX,SAN FELIPE USILA,700
-96.45,17.12,OAX,SMAOX,SAN ANTONIO CUAJIMOLOYAS,156
-96.55,18.05,OAX,STDOX,SANTO DOMINGO,368.2
-95.2,16.3,OAX,TEHOX,TEHUANTEPEC,17.6
-96.42,18.23,OAX,TEMOX,PRESIDENTE ALEMAN (TEMAZCAL),216.2
-95.6,16.42,OAX,TEQOX,TEQUISISTLAN,21.8
-96.13,18.08,OAX,TUXOX,TUXTEPEC,406.4
-94.83,16.45,OAX,UHGOX,UNION HIDALGO,17
-96.3,17.78,OAX,VANOX,VALLE NACIONAL,666.3
-97.83,17.73,OAX,YOSOX,P. YOSOCUTA,71.7
-94.22,16.4,OAX,ZANOX,ZANATEPEC,62
-97.42,19.45,PUE,ACHPB,ALCHICHILCA,52.6
-97.97,20.18,PUE,ACJPB,ACAJETE,36.2
-98.06,18.28,PUE,ADOPB,ACTALAN DE OSORIO,88.9
-98.14,18.94,PUE,AFRPB,AFRICAM,85.6
-98.15,20.03,PUE,AHUPB,AHUAZOTEPEC,94
-97.85,20.41,PUE,APAPB,APAPANTILLA,220.2
-98.41,18.91,PUE,ATXPB,ATLIXCO,104.6
-98.11,18.91,PUE,BDDPB,BALCON DEL DIABLO,76.5
-97.43,18.98,PUE,CDSPB,CIUDAD SERDAN,10.5
-97.95,18.97,PUE,CEMPB,CEMEX,60
-98.58,18.52,PUE,CHIPB,CHIETLA,66.3
-98.32,19.07,PUE,CHLPB,CHOLULA,86.2
-98.49,18.11,PUE,CHSPB,CHILA DE SAL,93.4
-98.2,19.04,PUE,CNAPB,C.N.A.,139.7
-98.05,18.83,PUE,CNGPB,CHIGNAHUAPAN,112.4
-98.16,18.61,PUE,COAPB,COATZINGO,65.7
-98.06,19.09,PUE,CPLPB,CAPULAC,96.6
-97.53,20.05,PUE,CTZPB,CUETZALAN,774.9
-98.28,18.97,PUE,ECHPB,ECHEVERRIA,97
-98.46,19.1,PUE,HJTPB,HUEJOTZINGO,80
-98.54,18.77,PUE,HQCPB,HUAQUECHULA,70
-98.05,20.18,PUE,HUAPB,HUAUCHINANGO,222.5
-97.82,19.62,PUE,IXTPB,"Ixtacamaxtitl·n, Pue.",58.4
-98.47,18.58,PUE,IZMPB,IZUCAR DE MATAMOROS,98
-97.69,19.49,PUE,LIBPB,LIBRES,51
-98.1,18.6,PUE,MAYPB,MAYORAZGO 21 PTE.,101.5
-98,20.23,PUE,NNEPB,NUEVO NECAXA,295
-97.55,19.7,PUE,OYAPB,OYAMELES,153
-97.25,18.92,PUE,PCRPB,PASO CARRETAS,66.7
-98.36,18.36,PUE,PIXPB,PIAXTLA,88.8
-97.85,20.27,PUE,PTLPB,PATLA,254.3
-98.17,19.05,PUE,PUOPB,PUEBLA OBSERVATORIO,131.2
-97.13,19.25,PUE,QUIPB,QUIMIXTLAN,63
-97.4,20.1,PUE,RNAPB,RANCHO NUEVO (AYOTOXCO),373.5
-98.22,19.11,PUE,SCRPB,SN CRISTOBAL CALERAS,160.3
-97.91,18.74,PUE,SMCPB,SAN MIGUEL CANOA,58.6
-97.45,19.96,PUE,SOLPB,P. LA SOLEDAD,529.4
-98.58,19.33,PUE,SRTPB,SANTA RITA TLAHUAPAN,136.4
-98.58,19.33,PUE,SRTPB,STA RITA TLAHUAPAN,136.4
-97.79,20,PUE,TDRPB,TEPANGO DE RODRIGUEZ,295
-97.72,18.88,PUE,TECPB,TECAMACHALCO,64.9
-97.4,18.4,PUE,TEHPB,TEHUACAN,19
-97.81,19.83,PUE,TEOPB,TETELA DE OCAMPO,220.4
-97.79,20,PUE,TEPPB,TEPANGO DE RODRIGUEZ,241.3
-97.35,19.82,PUE,TEZPB,TEZIUTLAN,328.5
-96.85,18.41,PUE,TLPPB,TLACOTEPEC DE DIAZ,197.5
-97.45,19.48,PUE,TPYPB,TEPEYAHUALCO,57
-97.72,18.87,PUE,UTTPB,"Univ. TecnolÛgica Tecamachalco, Pue.  SMN*",24.8
-97.68,20.51,PUE,VENPB,VENUSTIANO CARRANZA,168.7
-97.95,20.28,PUE,XDJPB,XICOTEPEC DE JUAREZ,321.9
-97.58,19.87,PUE,ZCPPB,ZACAPOAXTLA,359.4
-97.02,18.34,PUE,ZOQPB,ZOQUITLAN,180
-97.83,20.18,PUE,ZRGPB,ZARAGOZA,233
-100.49,20.59,QRO,ADJQT,"LAS ADJUNTAS, QRO., AUTOMATICA",41.6
-100.27,20.7,QRO,AMZQT,"AMAZCALA, QRO. AUTOMATICA",10.3
-100.35,20.5,QRO,BATQT,EL BATAN,33.7
-100.44,20.6,QRO,CARQT,CARRILLO,24
-100.07,20.42,QRO,CNSQT,CONSTITUCION DE 1917,16.3
-100.45,20.54,QRO,EPUQT,EL PUEBLITO,34.5
-100.37,20.57,QRO,GHQQT,GERENCIA HIDALGO QRO.,17.7
-100.28,20.39,QRO,HUIQT,EHCA HUIMILPAN,65.5
-99.97,20.21,QRO,IDFQT,SAN ILDEFONSO,99.2
-99.48,21.23,QRO,JLPQT,JALPAN,73.8
-100.45,20.7,QRO,JRQQT,JURIQUILLA,25.9
-100.23,20.62,QRO,MARQT,MARQUEZ,14.1
-100.37,20.57,QRO,OBSQT,OBSERVATORIO,26.5
-99.82,21.06,QRO,PMLQT,PE—AMILLER,2.8
-100,20.36,QRO,SJSQT,SAN JOSE,44.4
-86.82,21.16,QROO,CANQR,CANCUN,292.1
-88.33,18.5,QROO,CHEQR,"CHETUMAL, QROO. AUTOMATICA",211.3
-88.33,18.5,QROO,CHOQR,CHETUMAL,190.4
-86.91,20.48,QROO,CO2QR,COZUMEL. AUTOMATICA,200.4
-86.95,20.51,QROO,COZQR,COZUMEL,217.9
-88.04,19.57,QROO,FCRQR,FELIPE CARRILLO PUERTO,312
-87.08,20.62,QROO,PDCQR,PLAYA DEL CARMEN,173.7
-106.65,24.05,SIN,ACTSI,ACATITAN,4
-109.18,25.92,SIN,AHMSI,AHOME,8.9
-107.38,25.09,SIN,AL2SI,EL VAREJONAL (HIDRO) P ADOLFO LOPEZ MATEOS,1
-107.38,25.09,SIN,ALMSI,PRESA ADOLFO LOPEZ MATEOS,1
-108.7,25.7,SIN,ARCSI,ADOLFO RUIZ CORTINEZ,41
-107.47,25.03,SIN,AWSSI,ANDREW WEISS,3.5
-107.54,25.33,SIN,BDRSI,BADIRAGUATO,10
-108.33,26.74,SIN,CHXSI,"CHOIX, ESTACION",35
-107.4,24.82,SIN,CLCSI,CULIACAN,5.5
-109.33,26.1,SIN,CRRSI,EL CARRIZO,168.6
-107.35,24.32,SIN,DRDSI,EL DORADO,0
-108.08,25.47,SIN,EBLSI,PRESA EUSTAQUIO BUELNA,4
-108.62,26.43,SIN,EFTSI,EL FUERTE,18.8
-108.32,26.08,SIN,GBESI,PRESA GUILLERMO BLAKE (EL SABINAL),3
-107.91,25.85,SIN,GD2SI,BACURATO (HIDRO) P GUSTAVO DIAZ ORDAZ,4
-107.91,25.86,SIN,GDOSI,PRESA GUSTAVO DIAZ ORDAZ,4
-108.09,25.47,SIN,GMCSI,GUAMUCHIL,7.3
-108.47,25.72,SIN,GSVSI,GUASAVE,2.2
-107.23,25.34,SIN,GTNSI,GUATENIPA,0
-109.33,25.98,SIN,HDZSI,HIGUERA DE ZARAGOZA,71.1
-106.6,23.96,SIN,IXPSI,IXPALINO,0
-107.04,24.71,SIN,JGRSI,J. GRO. ALCOSER (VINORAMAS),0
-106.81,24.57,SIN,JLPSI,PRESA JOSE LOPEZ PORTILLO,0
-108.01,25.9,SIN,JNASI,JAINA,2
-108.72,26.41,SIN,JORSI,PRESA JOSEFA ORTIZ DE DOMINGUEZ,35.5
-106.9,23.92,SIN,LCRSI,LA CRUZ,0
-108.35,26.9,SIN,LD2SI,HUITES (HIDRO),61.3
-108.35,26.9,SIN,LDCSI,HUITES,39.7
-109,25.8,SIN,MCHSI,LOS MOCHIS,10.4
-106.4,23.23,SIN,MZTSI,MAZATLAN,0
-107.44,24.63,SIN,OBSSI,OBSERVATORIO CULIACAN,0
-108.58,26.51,SIN,PMHSI,PRESA MIGUEL HIDALGO,18.5
-106.47,23.56,SIN,QLTSI,QUELITE,0
-107.76,25.12,SIN,RAVSI,ESTACION RANCHO VIEJO,0
-105.85,22.98,SIN,RSRSI,ROSARIO,0
-106.95,24.48,SIN,SCRSI,SANTA CRUZ,0
-108.78,26.07,SIN,SFRSI,SUFRAGIO,20
-107.5,25.3,SIN,SJNSI,SAN JUAN,0.6
-107.1,24.8,SIN,SLRSI,SAN LORENZO,0
-106.7,24.12,SIN,SLTSI,EL SALTO (AURELIO BENASSINI),0
-107.16,24.81,SIN,SN2SI,SANALONA (HIDRO),4.2
-107.16,24.81,SIN,SNLSI,PRESA SANALONA,4.2
-106.25,23.35,SIN,SQRSI,SIQUEROS,1.3
-108.13,26.9,SIN,TBRSI,SAN FRANCISCO,35.9
-105.85,25.09,SIN,TORSI,TORTUGA,0
-107.06,24.75,SIN,VINSI,VINORAMAS,0
-107.4,25.13,SIN,ZOPSI,ZOPILOTE                            *,1
-98.56,21.97,SLP,AJTSL,LAS ADJUNTAS,87.6
-98.96,21.75,SLP,BLMSL,BALLESMI,130.8
-99.02,21.98,SLP,CDVSL,CD. VALLES,84
-100.28,22.43,SLP,CTSSL,CERRITOS,27
-99.24,21.91,SLP,GANSL,GALLINAS,181.1
-100.82,21.88,SLP,IVGSL,VALENTIN GAMA,21.9
-100.67,23.65,SLP,MA2SL,MATEHUALA. AUTOMATICA,5.8
-100.64,23.66,SLP,MATSL,MATEHUALA,25.9
-99.16,22.12,SLP,MICSL,MICOS,123.3
-98.8,21.33,SLP,MTPSL,MATLAPA,136.3
-99.32,22.52,SLP,NRJSL,NARANJOS,38.4
-100.76,21.85,SLP,OCTSL,OJO CALIENTE,21.7
-99.83,21.63,SLP,PMYSL,MONTOYA,24
-98.94,21.85,SLP,PUJSL,EL PUJAL,131
-98.89,21.43,SLP,RQTSL,REQUETEMU,324.8
-100,21.93,SLP,RVDSL,RIO VERDE,29.6
-101.68,22.63,SLP,SDHSL,SALINAS DE HIDALGO,12.5
-101,22.2,SLP,SGRSL,SOLEDAD GRACIANO,21.8
-101.02,22.15,SLP,SLPSL,SAN LUIS POTOSI,39.6
-99.06,22.02,SLP,STRSL,SANTA ROSA,72.9
-98.62,21.69,SLP,SVTSL,SAN VICENTE,116.5
-98.86,21.25,SLP,TBLSL,TIERRA BLANCA,246
-100.58,21.62,SLP,TIESL,TIERRA NUEVA,33.4
-98.77,22,SLP,TMISL,TAMUIN,139
-98.77,22,SLP,TMISL,TAMUIN OBS,139
-98.82,21.55,SLP,TMOSL,TAMPAMOLON,111.7
-98.76,21.24,SLP,TMTSL,TEMAMATLA,406.8
-101.93,22.85,SLP,VRASL,V. RAMOS                            *,12
