LON,LAT,ESTADO,CVE_SIH,NOMBRE_ESTACION,NOV
-101.02,20.27,GTO,YRDGJ,"YURIRIA CANAL ALIMENTADOR, AUTOM.",35.4
-98.94,20.27,HGO,ACTHD,ACTOPAN,20.5
-98.33,21.02,HGO,ATCHD,ATLAPESCO,246
-99.36,20.16,HGO,ENDHD,PRESA ENDO,10
-99.63,20.36,HGO,HCPHD,HUICHAPAN,22
-98.42,21.15,HGO,HJTHD,HUEJUTLA,252
-98.37,21.15,HGO,HUEHD,"HUEJUTLA, HGO. AUTOMATICA",212.1
-99.22,20.48,HGO,IXMHD,IXMIQUILPAN,5.8
-99.18,21.08,HGO,LMTHD,MEZTITLAN,27.5
-99.22,20.24,HGO,MXQHD,MIXQUIAHUALA,10.3
-98.6,21.17,HGO,ORZHD,SAN FELIPE ORIZATLAN,231
-98.74,20.12,HGO,PCHHD,PACHUCA,15.7
-98.75,20.13,HGO,PCOHD,"Pachuca Observatorio, Hgo.",18
-98.34,20.06,HGO,PERHD,PRESA LA ESPERANZA,29.1
-99.33,20.73,HGO,PRGHD,P.ROJO GOMEZ (LA PE—A),6
-99.31,19.97,HGO,PRQHD,PRESA REQUENA,13.5
-99.38,20.44,HGO,PVAHD,PRESA VICENTE AGUIRRE,11
-98.37,20.08,HGO,TLGHD,TULANCINGO,36.9
-99.39,19.84,HGO,TXMHD,TAXHIMAY,37.6
-99.5,20.66,HGO,ZMPHD,PRESA ZIMAPAN,5.7
-98.65,20.65,HGO,ZXTHD,ZACUALTIPAN,236
-102.44,21.6,JAL,AJJJL,AJOJUCAR,24.5
-103.09,20.4,JAL,ATQJL,ATEQUIZA,66.5
-104.06,19.91,JAL,BBAJL,BASILIO BADILLO,25
-103.72,22.4,JAL,BCSJL,BOCAS,68.7
-103.2,20.29,JAL,CHAJL,"Chapala 1, Jal.  SMN*",4.1
-104.57,19.23,JAL,CIHJL,CIHUATLAN,163
-105.07,20.03,JAL,CPEJL,CAJON DE PEÒA,126.7
-101.7,21.5,JAL,CRTJL,PRESA EL CUARENTA,24.4
-105.05,20.58,JAL,CULJL,CUALE,62.6
-103.45,21.07,JAL,CXTJL,CUIXTLA,36.3
-103.33,20.73,JAL,EXPJL,LA EXPERIENCIA,39.3
-102.7,20.63,JAL,GRBJL,"GARABATOS, AUTOMATICA",12.6
-103.37,20.67,JAL,GUAJL,GUADALAJARA CENTRO,33.6
-103.4,20.7,JAL,GUCJL,GUADALAJARA COLOMUS,24.4
-102.71,20.29,JAL,JMYJL,JAMAY,9.7
-103.2,20.3,JAL,LDCJL,LAGO DE CHAPALA,29.6
-102.23,20.48,JAL,PO2JL,"La Polvora, Jal.  GASIR*",5.8
-102.2,20.5,JAL,POLJL,LUGO ZANABRIA-LA POLVORA,7
-105.13,20,JAL,RTOJL,"RIO TOMATLAN, JAL. AUTOMATICA",89.9
-101.85,21.35,JAL,SA1JL,PRESA LA SAUCEDA,30.9
-103.71,20.91,JAL,SRSJL,PRESA SANTA ROSA,72
-102.58,21.45,JAL,TCAJL,TEOCALTICHE,17.5
-104.32,20.04,JAL,TCTJL,TACOTAN,25.6
-103.2,22.17,JAL,TENJL,TENASCO,19.3
-103.04,20.17,JAL,TIZJL,"TIZAP¡N, JAL. AUTOMATICA",29.7
-103.32,20.58,JAL,TLAJL,TLAQUEPAQUE,18.1
-104.12,19.85,JAL,TMLJL,P. TRIGOMIL,82.3
-103.8,20.6,JAL,VEGJL,LA VEGA,52.6
-103.08,20.07,JAL,VTNJL,"EL VOLANTIN, AUTOMATICA",8.6
-99.35,19.38,MEX,2RSMX,DOS RIOS,20.5
-99.22,19.57,MEX,ARBMX,LAS ARBOLEDAS,5.9
-98.91,19.51,MEX,ATEMX,ATENCO,6.2
-99.78,19.75,MEX,ATLMX,ATLACOMULCO,23
-99.87,19.78,MEX,ATPMX,"Atlacomulco Prepa., MÈx.",72.9
-99.7,19.33,MEX,CALMX,CALIXTLAHUACA,24.7
-99.33,19.4,MEX,CDBMX,CAIDA DEL BORRACHO,25.2
-100.12,19.2,MEX,CHIMX,P. CHILESDO,33.4
-98.88,19.48,MEX,CHPMX,CHAPINGO,12.3
-99.24,19.53,MEX,CLYMX,CALACOAYA,13.6
-99.91,20.15,MEX,CNPMX,PRESA LA CONCEPCION,13.7
-99.63,19.29,MEX,COBMX,C.N.A. OBSERVATORIO,23.3
-100.18,19.1,MEX,COLMX,COLORINES,25.5
-99.6,19.9,MEX,DNXMX,P. DANXHO,60
-99.23,19.45,MEX,EMOMX,MOLINITO,47.2
-98.92,19.58,MEX,GRDMX,LA GRANDE AUTOMATICA,3.5
-98.92,19.58,MEX,GRDMX,"LA GRANDE, MEX",3.5
-99.7,20.07,MEX,HPNMX,P. HUAPANGO,29.1
-99.05,19.63,MEX,K27MX,KM. 27+250,30.2
-100.08,19.38,MEX,LBEMX,LOS BERROS,53.9
-99.25,19.63,MEX,LGLMX,LAGO GUADALUPE,0
-99.22,19.48,MEX,MBLMX,MOLINO BLANCO,21.6
-99.71,19.64,MEX,MLLMX,"SANTA MARIA DEL LLANO, AUTOMATICA",73.8
-99.68,19.12,MEX,NEVMX,"NEVADO DE TOLUCA, MEX. AUTOMATICA",63.3
-99.19,19.62,MEX,OBSMX,SAN MARTIN OBISPO,4.9
-99.18,19.58,MEX,PBTMX,PRESA BARRIENTOS,12
-99.03,19.65,MEX,PCCMX,CHICONAUTLA II,13.7
-99.03,19.73,MEX,PCGMX,P. COLGANTE AUTOMATICA (DF),71
-99.18,19.74,MEX,PCGMX,PUENTE COLGANTE,71
-99.01,19.64,MEX,PCTMX,CHICONAUTLA I,1.8
-99.79,19.82,MEX,PFBMX,PRESA FRANCISCO T. FABELA,104
-99.77,19.46,MEX,PIRMX,P.IGNACIO RAMIREZ (ATOTONILCO),42.9
-99.25,19.43,MEX,PLMMX,PALMAS,71.3
-99.27,19.52,MEX,PM2MX,PRESA MADIN AUTOMATICA (DF),0
-99.26,19.53,MEX,PMDMX,PRESA MADIN,13
-99.7,20.1,MEX,PMNMX,P. EL MOLINO,40
-99.7,20,MEX,PNDMX,P. —ADO,68
-99.27,19.52,MEX,PREMX,PRESA MADIN,0.8
-99.21,19.41,MEX,PTLMX,PRESA TOTOLICA,37.5
-98.91,19.53,MEX,SADMX,SAN ANDRES (TEXCOCO),17.8
-99.7,19.47,MEX,SBBMX,SAN BERNABE (J. ANTONIO ALZATE),56
-99.71,19.21,MEX,SJHMX,S.J. HUERTAS,23.5
-98.87,19.19,MEX,SLAMX,SAN LUIS AMECA                      *,7.5
-98.87,19.19,MEX,SLAMX,SAN LUIS AMECA  AUTOMATICA,7.5
-99.7,19.6,MEX,SLBMX,SAN BARTOLO DEL LLANO,14
-99.8,19.33,MEX,TBRMX,TRES BARRANCAS,38.8
-99.94,18.93,MEX,TESMX,TEXCALTITLAN,52.8
-98.9,19.44,MEX,TJCMX,EL TEJOCOTE,69.1
-100.02,19.9,MEX,TM2MX,TEMASCALCINGO,42.8
-99.96,19.66,MEX,TPTMX,TEPETITLAN,81.5
-100.28,19.1,MEX,TROMX,TROJES,47.1
-99.28,19.45,MEX,TTLMX,TOTOLICA (HIDROMETRICA),54
-99.13,19.91,MEX,TTQMX,TAJO DE TEQUIXQUIAC,4
-100.1,19.1,MEX,VBRMX,P. VALLE DE BRAVO,60.8
-99.33,19.38,MEX,VNDMX,EL VENADO,0
-100.05,19.46,MEX,VVCMX,P. VILLA VICTORIA,67.2
-100.94,19.55,MICH,AGOMC,AGOSTITLAN,10
-101.72,20.13,MICH,ANGMC,"ANGAMACUTIRO, MICH. AUTOMATICA",0
-102.27,19.08,MICH,APTMC,APATZINGAN                          *,12
-101.67,19.93,MICH,ARMMC,"ARISTEO MERCADO, AUTOMATICA",40.2
-102.42,20.18,MICH,BIBMC,BARRAJE DE IBARRA,41.7
-101.46,20.32,MICH,CBLMC,CASA BLANCA,13.4
-102.27,19.97,MICH,CHAMC,CHAPARACO,27.2
-100.55,19.7,MICH,CHIMC,CIUDAD HIDALGO,6
-102.75,19.18,MICH,CHLMC,P. CHILATAN,23
-100.9,18.5,MICH,CMNMC,CAIMANERA,4.8
-101.28,19.63,MICH,COIMC,COINTZIO,35.3
-101.86,20.21,MICH,CORMC,CORRALES,27.2
-101.86,20.21,MICH,CRRMC,"CORRALES, AUTOMATICA",28.4
-101.26,19.62,MICH,CT2MC,"COINTZIO, AUTOMATICA",34
-102.59,20.25,MICH,CUUMC,CUMUATO,8.7
-100.42,19.39,MICH,DBOMC,EL BOSQUE,11.1
-102.4,20.3,MICH,DGNMC,DE GONZALO,0
-100.45,19.97,MICH,EGIMC,EL GIGANTE,11.4
-102.7,19.9,MICH,GUAMC,GUARACHA,26.4
-101.87,18.77,MICH,INFMC,PRESA INFIERNILLO,2.4
-102.6,19.9,MICH,JARMC,JARIPO,26.2
-100.41,19.84,MICH,LDFMC,LAGUNA DEL FRESNO,0
-102.87,19.21,MICH,LOLMC,LOS OLIVOS,42.5
-102.75,20.15,MICH,LPAMC,LA PALMA,31.2
-102,20.35,MICH,LPDMC,"La Piedad, Mich.",23.7
-102.9,18.8,MICH,LPNMC,LOS PANCHES,19.1
-102.2,18.8,MICH,LPSMC,LA PASTORIA,12.1
-101.62,19.54,MICH,LPTMC,"LAGO DE PATZCUARO, AUTOMATICA",19.4
-101.2,18.8,MICH,LPZMC,LOS PINZANES,25.6
-101.1,19.7,MICH,MCEMC,MORELIA CENTRO,20.5
-101.46,20.32,MICH,MKZMC,"MARKASSUSSA, AUTOMATICA",15.4
-100.9,19.9,MICH,MLPMC,MALPAIS,13
-101.2,19.7,MICH,MNOMC,MORELIA NORTE,23.2
-102.2,17.9,MICH,MOCMC,MELCHOR OCAMPO,13.7
-102.2,17.93,MICH,MOCMC,MELCHOR OCAMPO L. C.,13.7
-101.18,19.69,MICH,MORMC,MORELIA,30.1
-101.1,19.7,MICH,MORMC,MORELIA CENTRO,30.1
-100.44,19.89,MICH,MRVMC,MARAVATIO,24.9
-102.33,19.96,MICH,ORAMC,ORANDINO,18.1
-101.05,19.49,MICH,PDBMC,PLANTA DE BOMBEO,18.6
-101.6,20.3,MICH,PORMC,PASTOR ORTIZ,2.5
-100.69,19.62,MICH,PUCMC,PUCUATO,11
-100.67,19.62,MICH,SABMC,SABANETA,11
-102.72,20.07,MICH,SAHMC,SAHUAYO,19
-102.46,20.21,MICH,SCRMC,SAN CRISTOBAL,35
-102.64,19.83,MICH,SJUMC,SN. JUANICO,68
-100.23,19.98,MICH,TEPMC,PRESA TEPUXTEPEC,22.8
-100.2,19.48,MICH,TMUMC,TERCER MUNDO,10.8
-102.13,19.97,MICH,UREMC,UREPETIRO,27.8
-102.3,18.12,MICH,VILMC,PRESA LA VILLITA,46.3
-101.45,19.55,MICH,VJIMC,VILLA JIMENEZ,19.1
-102.24,20.34,MICH,YURMC,YURECUARO,10.7
-102.28,20.01,MICH,ZAMMC,ZAMORA,22.2
-101.8,19.81,MICH,ZCAMC,ZACAPU,20.9
-101.93,18.92,MICH,ZICMC,ZICUIRAN,34
-98.83,18.95,MOR,ACHMR,ACHICHIPILCO,126.3
-99.27,18.74,MOR,ALUMR,ALPUYECA                            *,51.4
-99.4,18.6,MOR,AMCMR,AMACUZAC,41
-98.9,18.8,MOR,CUAMR,CUAUTLA,24.3
-99.2,18.9,MOR,CUEMR,CUERNAVACA,65.8
-99.38,18.7,MOR,CUTMR,CUAUTLITA,15.4
-98.97,18.9,MOR,ELPMR,EL PE—ON,63.5
-99.18,18.58,MOR,HIGMR,HIGUERON,76.3
-99.42,18.61,MOR,HUAMR,HUAJINTLAN,89
-99.02,19.03,MOR,HUIMR,HUITZILAC,106.4
-99.03,18.44,MOR,HUTMR,HUAUTLA,66.5
-98.8,18.7,MOR,JNCMR,JONACATEPEC,52.6
-99.2,18.6,MOR,JOJMR,JOJUTLA,39.7
-98.92,18.68,MOR,LCUMR,LA CUERA,41.4
-98.98,18.67,MOR,MYOMR,MOYOTEPEC,93.8
-99.15,18.52,MOR,NEXMR,NEXPA,32.6
-99.26,18.73,MOR,OACMR,OACALCO,44.1
-98.9,18.9,MOR,OAXMR,OAXTEPEC,74.1
-99.22,18.91,MOR,OBSMR,OBSERVATORIO,64.9
-98.76,18.88,MOR,OCTMR,OCUITUCO,62.8
-99.32,18.63,MOR,PIXMR,PUENTE DE IXTLA,64.9
-99.16,18.77,MOR,PROMR,PROGRESO,40.1
-99.4,18.8,MOR,RODMR,PRESA EL RODEO,52.8
-99.19,18.92,MOR,SLDMR,SOLIDARIDAD,43.5
-99.2,18.9,MOR,TEMMR,TEMIXCO,36
-99.1,18.8,MOR,TICMR,TICUMAN,60
-98.75,18.75,MOR,TLOMR,TLACOTEPEC,77.9
-98.79,18.78,MOR,TMCMR,TEMOAC,47
-98.92,18.99,MOR,TOTMR,TOTOLOAPAN,67
-98.84,18.58,MOR,TPLMR,TEPALCINGO,52.9
-99.19,18.52,MOR,XICMR,XICATLACOTLA,54
-99.1,18.9,MOR,YAHMR,YAHUTEPEC,65.9
-98.9,18.9,MOR,YECMR,YECAPIXTLA,26.9
-99.2,18.64,MOR,ZCTMR,ZACATEPEC,17.4
-105.35,22.49,NAY,ACANR,ACAPONETA,85.5
-104.77,21.84,NAY,AGMNR,PRESA AGUAMILPA,95.8
-105.11,21.83,NAY,CAPNR,CAPOMAL,105.2
-104.5,21.94,NAY,CHPNR,CHAPALAGANA,92.7
-104.45,21.43,NAY,CJNNR,EL CAJON,71.8
-104.52,22.25,NAY,JMANR,JESUS MARIA,46.8
-105.02,22.38,NAY,PAJNR,PAJARITOS,149.2
-105.21,22.12,NAY,ROMNR,ROSA MORADA,82.5
-104.8,21.8,NAY,RSRNR,REG. SAN RAFAEL,80
-105.14,21.96,NAY,RUINR,RUIZ,83.8
-104.89,21.49,NAY,TEPNR,TEPIC,71.2
-100,27.23,NL,ANHNL,ANAHUAC,13.5
-99.82,24.1,NL,ARRNL,ARAMBERRI,52.5
-99.91,24.32,NL,ASCNL,LA ASCENSION,32
-99.74,24.99,NL,CABNL,CABEZONES,65.7
-99.58,24.88,NL,CAMNL,CAMACHO,57.2
-99.44,24.98,NL,CARNL,CARMEN D.L.E.,41.9
-99.26,25.72,NL,CCHNL,EL CUCHILLO,41.5
-100.16,25.95,NL,CDFNL,CIENEGA DE FLORES,69.1
-100,25.59,NL,CDRNL,CADEREYTA,58.4
-99.38,24.98,NL,CPRNL,PRESA CERRO PRIETO,43.3
-99.7,24.78,NL,CRUNL,CRUCITAS,76.7
-99.62,26.09,NL,CRVNL,CERRALVO,81.8
-100.17,23.68,NL,DARNL,DOCTOR ARROYO,13
-100.18,25.52,NL,ECSNL,EL CERRITO,105.7
-100.08,24.83,NL,GALNL,GALEANA,16.2
-100.02,25.96,NL,HGRNL,HIGUERAS,44
-100.12,25.44,NL,LBCNL,CORTINA DE LA BOCA,158
-99.52,25.5,NL,LERNL,LAS ENRAMADAS,55
-99.19,26.08,NL,MDRNL,MADERO,31.4
-99.83,25.18,NL,MTMNL,MONTEMORELOS,117.9
-100.27,25.68,NL,MTRNL,MONTERREY,108.7
-100.3,25.73,NL,OBSNL,OBSERVATORIO,108.7
-99.21,24.99,NL,PAMNL,LA PAMONA                           *,37
-99.32,25.73,NL,PCUNL,"PRESA EL CUCHILLO, NL. AUTOMATICA",33.8
-100.38,27.45,NL,PSANL,PRESA SALINILLAS,19.2
-100.55,25.03,NL,SRANL,SAN RAFAEL,27
-99.78,23.98,NL,ZRGNL,ZARAGOZA,32
-96.1,17.02,OAX,AYUOX,AYUTLA,116.5
-96.72,17.07,OAX,BAEOX,BASE AEREA,5.2
-95.5,16.8,OAX,BOQOX,BOQUILLA 1,5.4
-96.27,18.02,OAX,CDOOX,CERRO DE ORO (MADRID),348.3
-94.82,16.58,OAX,CHIOX,CHICAPA,7.7
-95.06,16.5,OAX,CHVOX,SANTIAGO CHIVELA,11.4
-96.95,17.8,OAX,CUIOX,CUICATLAN,4.2
-95.42,16.44,OAX,EMAOX,EL MARQUEZ (RIO TEHUANTEPEC),2.5
-97.78,17.8,OAX,HLOOX,HUAJ. DE LEON OBSERV,32.8
-95.1,16.58,OAX,IXTOX,IXTEPEC,7.7
-96.2,17.87,OAX,JACOX,JACATEPEC,439.2
-96.2,17.87,OAX,JDMOX,JALAPA DEL MARQUES,1
-95.03,16.43,OAX,JUCOX,JUCHITAN,0
-95.2,16.6,OAX,KM1OX,KM. 33+190,0
-95.72,16.42,OAX,KM2OX,KM. 51+740,0
-95.3,16.4,OAX,LPIOX,LAS PILAS,0
-95.49,17.46,OAX,MAROX,MARIA LOMBARDO,230
-96.73,17.07,OAX,OACOX,OAXACA CENTRO,15.8
-96.7,17,OAX,OAOOX,OAXACA OBS. AEROPUERTO,1.1
-94.4,16.5,OAX,OSTOX,OSTUTA,3
-96.08,18.17,OAX,PAPOX,PAPALOAPAN,67.9
-96.5,15.7,OAX,PTAOX,PUERTO ANGEL,0.3
-96.5,15.67,OAX,PUAOX,"PUERTO ANGEL, OAX. AUTOMATICA",0
-95.92,17.73,OAX,RMLOX,RIO MANSO LALANA,348
-97.73,16.1,OAX,RVEOX,RÌO VERDE,1.2
-95.2,16.18,OAX,SCROX,SALINA CRUZ,0
-96.53,17.88,OAX,SFUOX,SAN FELIPE USILA,541
-96.45,17.12,OAX,SMAOX,SAN ANTONIO CUAJIMOLOYAS,51
-96.55,18.05,OAX,STDOX,SANTO DOMINGO,213.9
-95.2,16.3,OAX,TEHOX,TEHUANTEPEC,0
-96.42,18.23,OAX,TEMOX,PRESIDENTE ALEMAN (TEMAZCAL),154.6
-95.6,16.42,OAX,TEQOX,TEQUISISTLAN,1.4
-96.13,18.08,OAX,TUXOX,TUXTEPEC,171.8
-94.83,16.45,OAX,UHGOX,UNION HIDALGO,0
-96.3,17.78,OAX,VANOX,VALLE NACIONAL,472.3
-97.83,17.73,OAX,YOSOX,P. YOSOCUTA,16
-94.22,16.4,OAX,ZANOX,ZANATEPEC,2.3
-97.42,19.45,PUE,ACHPB,ALCHICHILCA,18.6
-97.97,20.18,PUE,ACJPB,ACAJETE,23.9
-98.06,18.28,PUE,ADOPB,ACTALAN DE OSORIO,24.7
-98.14,18.94,PUE,AFRPB,AFRICAM,34
-98.15,20.03,PUE,AHUPB,AHUAZOTEPEC,207.3
-97.85,20.41,PUE,APAPB,APAPANTILLA,268.5
-98.41,18.91,PUE,ATXPB,ATLIXCO,50.7
-98.11,18.91,PUE,BDDPB,BALCON DEL DIABLO,49.9
-97.43,18.98,PUE,CDSPB,CIUDAD SERDAN,28
-97.95,18.97,PUE,CEMPB,CEMEX,45
-98.58,18.52,PUE,CHIPB,CHIETLA,13.2
-98.32,19.07,PUE,CHLPB,CHOLULA,30.3
-98.49,18.11,PUE,CHSPB,CHILA DE SAL,57.6
-98.2,19.04,PUE,CNAPB,C.N.A.,86.7
-98.05,18.83,PUE,CNGPB,CHIGNAHUAPAN,65.9
-98.16,18.61,PUE,COAPB,COATZINGO,43.1
-98.06,19.09,PUE,CPLPB,CAPULAC,55.9
-97.53,20.05,PUE,CTZPB,CUETZALAN,561
-98.28,18.97,PUE,ECHPB,ECHEVERRIA,28.1
-98.46,19.1,PUE,HJTPB,HUEJOTZINGO,30
-98.54,18.77,PUE,HQCPB,HUAQUECHULA,16
-98.05,20.18,PUE,HUAPB,HUAUCHINANGO,246.2
-97.82,19.62,PUE,IXTPB,"Ixtacamaxtitl·n, Pue.",34.4
-98.47,18.58,PUE,IZMPB,IZUCAR DE MATAMOROS,25
-97.69,19.49,PUE,LIBPB,LIBRES,29
-98.1,18.6,PUE,MAYPB,MAYORAZGO 21 PTE.,59.1
-98,20.23,PUE,NNEPB,NUEVO NECAXA,147.8
-97.55,19.7,PUE,OYAPB,OYAMELES,165
-97.25,18.92,PUE,PCRPB,PASO CARRETAS,26
-98.36,18.36,PUE,PIXPB,PIAXTLA,99
-97.85,20.27,PUE,PTLPB,PATLA,315.5
-98.17,19.05,PUE,PUOPB,PUEBLA OBSERVATORIO,25.8
-97.13,19.25,PUE,QUIPB,QUIMIXTLAN,48.7
-97.4,20.1,PUE,RNAPB,RANCHO NUEVO (AYOTOXCO),658.5
-98.22,19.11,PUE,SCRPB,SN CRISTOBAL CALERAS,28.8
-97.91,18.74,PUE,SMCPB,SAN MIGUEL CANOA,42
-97.45,19.96,PUE,SOLPB,P. LA SOLEDAD,519.5
-98.58,19.33,PUE,SRTPB,SANTA RITA TLAHUAPAN,34.5
-98.58,19.33,PUE,SRTPB,STA RITA TLAHUAPAN,34.5
-97.79,20,PUE,TDRPB,TEPANGO DE RODRIGUEZ,265
-97.72,18.88,PUE,TECPB,TECAMACHALCO,31.8
-97.4,18.4,PUE,TEHPB,TEHUACAN,33.3
-97.81,19.83,PUE,TEOPB,TETELA DE OCAMPO,187.9
-97.79,20,PUE,TEPPB,TEPANGO DE RODRIGUEZ,135.4
-97.35,19.82,PUE,TEZPB,TEZIUTLAN,355.1
-96.85,18.41,PUE,TLPPB,TLACOTEPEC DE DIAZ,205.5
-97.45,19.48,PUE,TPYPB,TEPEYAHUALCO,17
-97.72,18.87,PUE,UTTPB,"Univ. TecnolÛgica Tecamachalco, Pue.  SMN*",19.5
-97.68,20.51,PUE,VENPB,VENUSTIANO CARRANZA,167.3
-97.95,20.28,PUE,XDJPB,XICOTEPEC DE JUAREZ,394.6
-97.58,19.87,PUE,ZCPPB,ZACAPOAXTLA,356.1
-97.02,18.34,PUE,ZOQPB,ZOQUITLAN,389
-97.83,20.18,PUE,ZRGPB,ZARAGOZA,190
-100.49,20.59,QRO,ADJQT,"LAS ADJUNTAS, QRO., AUTOMATICA",30.8
-100.27,20.7,QRO,AMZQT,"AMAZCALA, QRO. AUTOMATICA",4.8
-100.35,20.5,QRO,BATQT,EL BATAN,38.4
-100.44,20.6,QRO,CARQT,CARRILLO,38.1
-100.07,20.42,QRO,CNSQT,CONSTITUCION DE 1917,42.4
-100.45,20.54,QRO,EPUQT,EL PUEBLITO,29
-100.37,20.57,QRO,GHQQT,GERENCIA HIDALGO QRO.,16.4
-100.28,20.39,QRO,HUIQT,EHCA HUIMILPAN,41.8
-99.97,20.21,QRO,IDFQT,SAN ILDEFONSO,62.5
-99.48,21.23,QRO,JLPQT,JALPAN,111.9
-100.45,20.7,QRO,JRQQT,JURIQUILLA,14
-100.23,20.62,QRO,MARQT,MARQUEZ,8.5
-100.37,20.57,QRO,OBSQT,OBSERVATORIO,21.2
-99.82,21.06,QRO,PMLQT,PE—AMILLER,32.7
-100,20.36,QRO,SJSQT,SAN JOSE,67.6
-86.82,21.16,QROO,CANQR,CANCUN,476.6
-88.33,18.5,QROO,CHEQR,"CHETUMAL, QROO. AUTOMATICA",194.7
-88.33,18.5,QROO,CHOQR,CHETUMAL,199.9
-86.78,21.07,QROO,CNCQR,"CANCUN, QROO. AUTOMATICA",378.8
-86.91,20.48,QROO,CO2QR,COZUMEL. AUTOMATICA,487.2
-86.95,20.51,QROO,COZQR,COZUMEL,396
-88.04,19.57,QROO,FCRQR,FELIPE CARRILLO PUERTO,201.7
-87.08,20.62,QROO,PDCQR,PLAYA DEL CARMEN,485.8
-106.65,24.05,SIN,ACTSI,ACATITAN,98
-109.18,25.92,SIN,AHMSI,AHOME,2.5
-107.38,25.09,SIN,AL2SI,EL VAREJONAL (HIDRO) P ADOLFO LOPEZ MATEOS,93
-107.38,25.09,SIN,ALMSI,PRESA ADOLFO LOPEZ MATEOS,93
-108.7,25.7,SIN,ARCSI,ADOLFO RUIZ CORTINEZ,12
-107.47,25.03,SIN,AWSSI,ANDREW WEISS,89.5
-107.54,25.33,SIN,BDRSI,BADIRAGUATO,68
-108.33,26.74,SIN,CHXSI,"CHOIX, ESTACION",78.2
-107.4,24.82,SIN,CLCSI,CULIACAN,96.6
-109.33,26.1,SIN,CRRSI,EL CARRIZO,12
-108.08,25.47,SIN,EBLSI,PRESA EUSTAQUIO BUELNA,78
-108.62,26.43,SIN,EFTSI,EL FUERTE,29.1
-108.32,26.08,SIN,GBESI,PRESA GUILLERMO BLAKE (EL SABINAL),37.6
-107.91,25.85,SIN,GD2SI,BACURATO (HIDRO) P GUSTAVO DIAZ ORDAZ,106
-107.91,25.86,SIN,GDOSI,PRESA GUSTAVO DIAZ ORDAZ,106
-108.09,25.47,SIN,GMCSI,GUAMUCHIL,78
-108.47,25.72,SIN,GSVSI,GUASAVE,64.6
-107.23,25.34,SIN,GTNSI,GUATENIPA,97
-109.33,25.98,SIN,HDZSI,HIGUERA DE ZARAGOZA,5.2
-106.6,23.96,SIN,IXPSI,IXPALINO,92.6
-107.04,24.71,SIN,JGRSI,J. GRO. ALCOSER (VINORAMAS),92
-106.81,24.57,SIN,JLPSI,PRESA JOSE LOPEZ PORTILLO,122.8
-108.01,25.9,SIN,JNASI,JAINA,61.5
-108.72,26.41,SIN,JORSI,PRESA JOSEFA ORTIZ DE DOMINGUEZ,39
-106.9,23.92,SIN,LCRSI,LA CRUZ,73
-108.35,26.9,SIN,LD2SI,HUITES (HIDRO),94.4
-108.35,26.9,SIN,LDCSI,HUITES,94.4
-109,25.8,SIN,MCHSI,LOS MOCHIS,3.5
-106.4,23.23,SIN,MZTSI,MAZATLAN,28.9
-107.44,24.63,SIN,OBSSI,OBSERVATORIO CULIACAN,97.8
-108.58,26.51,SIN,PMHSI,PRESA MIGUEL HIDALGO,47.8
-106.47,23.56,SIN,QLTSI,QUELITE,125.6
-107.76,25.12,SIN,RAVSI,ESTACION RANCHO VIEJO,60
-105.85,22.98,SIN,RSRSI,ROSARIO,92
-106.95,24.48,SIN,SCRSI,SANTA CRUZ,89.3
-108.78,26.07,SIN,SFRSI,SUFRAGIO,19
-107.5,25.3,SIN,SJNSI,SAN JUAN,107.2
-107.1,24.8,SIN,SLRSI,SAN LORENZO,195
-106.7,24.12,SIN,SLTSI,EL SALTO (AURELIO BENASSINI),142
-107.16,24.81,SIN,SN2SI,SANALONA (HIDRO),142.1
-107.16,24.81,SIN,SNLSI,PRESA SANALONA,142.1
-106.25,23.35,SIN,SQRSI,SIQUEROS,72.5
-105.85,25.09,SIN,TORSI,TORTUGA,1
-107.06,24.75,SIN,VINSI,VINORAMAS,92
-107.4,25.13,SIN,ZOPSI,ZOPILOTE                            *,51
-98.56,21.97,SLP,AJTSL,LAS ADJUNTAS,114.5
-98.96,21.75,SLP,BLMSL,BALLESMI,233.8
-99.02,21.98,SLP,CDVSL,CD. VALLES,63
-100.28,22.43,SLP,CTSSL,CERRITOS,40.5
-99.24,21.91,SLP,GANSL,GALLINAS,122.4
-100.82,21.88,SLP,IVGSL,VALENTIN GAMA,53.4
-100.67,23.65,SLP,MA2SL,MATEHUALA. AUTOMATICA,4.8
-100.64,23.66,SLP,MATSL,MATEHUALA,15.3
-98.8,21.33,SLP,MTPSL,MATLAPA,231.6
-99.32,22.52,SLP,NRJSL,NARANJOS,153.8
-100.76,21.85,SLP,OCTSL,OJO CALIENTE,52
-99.83,21.63,SLP,PMYSL,MONTOYA,92.9
-98.94,21.85,SLP,PUJSL,EL PUJAL,201.7
-98.89,21.43,SLP,RQTSL,REQUETEMU,214.2
-100,21.93,SLP,RVDSL,RIO VERDE,39.6
-101.68,22.63,SLP,SDHSL,SALINAS DE HIDALGO,40.5
-101,22.2,SLP,SGRSL,SOLEDAD GRACIANO,42.2
-101.02,22.15,SLP,SLPSL,SAN LUIS POTOSI,37.2
-99.06,22.02,SLP,STRSL,SANTA ROSA,114.9
-98.62,21.69,SLP,SVTSL,SAN VICENTE,114.6
-98.86,21.25,SLP,TBLSL,TIERRA BLANCA,323.6
-100.58,21.62,SLP,TIESL,TIERRA NUEVA,13.1
-98.77,22,SLP,TMISL,TAMUIN,109.4
